timedelta,key
354,222
90,222
96,222
91,222
90,222
102,222
64,220
181,220
117,220
112,220
117,219
133,219
91,219
90,219
112,219
107,219
128,191
96,191
106,191
106,191
85,191
107,191
208,191
192,191
111,191
102,191
160,191
319,191
139,191
171,191
133,191
149,191
123,191
144,191
107,191
165,191
117,191
127,191
144,191
155,190
133,190
117,190
128,190
154,190
101,189
122,189
112,189
127,189
96,188
150,188
59,188
117,188
166,188
74,188
117,188
107,188
133,188
117,186
79,186
123,186
144,186
123,186
112,186
138,186
112,186
117,186
117,186
80,186
85,186
65,186
80,186
128,90
155,90
149,90
192,90
138,90
134,90
144,90
133,90
117,90
144,90
123,90
122,90
85,90
159,90
126,90
117,90
128,90
128,90
138,90
155,90
139,90
127,90
138,90
122,90
165,90
164,90
208,90
181,90
176,90
171,90
149,90
483,90
112,89
123,89
102,89
117,89
122,89
96,89
117,89
117,89
107,89
111,89
106,89
122,89
96,89
123,89
91,89
138,89
96,89
5,89
75,89
127,89
117,89
102,89
112,89
96,89
106,89
133,89
112,89
112,89
107,89
96,89
111,89
107,89
69,89
106,89
69,89
107,89
101,89
117,89
117,89
107,89
127,89
106,89
85,89
112,89
123,89
117,89
101,89
128,89
90,89
101,89
96,89
90,89
107,89
117,89
107,89
96,89
133,89
101,89
123,89
75,89
111,89
122,89
112,89
111,89
138,89
112,89
107,89
122,88
123,88
101,88
117,88
165,88
108,88
133,88
165,88
127,88
128,88
112,88
96,88
128,88
122,88
128,88
106,87
128,87
122,87
122,87
117,87
128,86
123,86
118,86
117,86
101,86
127,86
123,86
128,86
85,86
123,86
117,86
112,86
128,86
144,86
91,86
96,86
118,86
106,86
117,86
117,86
112,86
144,86
128,86
154,86
128,86
150,86
74,86
122,86
102,86
101,86
86,86
127,86
117,86
128,86
106,86
101,86
123,86
149,86
117,86
106,86
133,86
102,85
101,85
102,85
114,85
96,85
123,85
117,85
80,85
134,85
107,85
100,85
107,85
90,85
96,85
107,85
117,84
123,84
139,84
86,84
102,84
127,84
101,84
106,84
139,84
112,84
90,84
142,84
107,84
102,84
112,84
112,84
118,84
112,84
106,84
96,84
127,84
117,84
106,84
139,84
128,84
96,84
112,84
80,84
122,84
117,84
127,84
107,84
112,84
117,84
123,84
117,84
75,84
