timedelta,key
81,222
100,222
112,222
95,222
113,222
97,222
101,222
101,222
98,222
108,222
85,222
81,219
96,219
83,219
78,219
85,219
94,219
89,219
102,219
111,219
118,219
115,219
72,219
81,219
112,219
101,219
92,219
102,219
104,219
98,219
114,219
104,219
112,219
89,219
113,192
76,192
69,192
99,191
82,191
112,191
69,191
85,191
85,191
196,191
71,191
88,191
87,191
114,191
105,191
80,191
111,191
91,191
91,191
110,191
117,191
98,191
112,191
66,191
69,191
79,191
103,191
91,191
82,191
101,191
92,191
118,191
85,191
108,191
99,191
85,191
82,191
123,191
111,190
131,190
79,190
83,190
85,190
92,190
85,190
92,190
70,190
105,190
62,190
66,189
81,189
112,189
49,189
99,189
86,189
66,189
70,189
50,189
81,189
55,188
92,188
98,188
52,188
82,188
55,188
95,188
82,188
111,188
95,188
107,188
96,188
89,188
86,188
95,188
101,188
353,188
69,188
75,188
104,188
70,188
86,186
98,186
90,186
143,186
102,90
150,90
131,90
123,90
114,90
115,90
121,90
122,90
105,90
90,90
95,90
92,90
92,90
63,90
107,90
86,90
111,90
71,90
114,90
169,90
175,90
109,90
114,90
85,89
131,89
57,89
72,89
76,89
121,89
82,89
66,89
65,89
39,89
88,89
115,89
69,89
17,89
3,89
92,89
70,89
75,89
85,89
86,89
79,89
78,89
73,89
92,89
102,89
89,89
99,89
99,89
99,89
69,89
72,89
98,89
79,89
96,89
89,89
62,89
76,89
62,89
101,89
72,89
75,89
87,89
108,89
93,89
69,89
69,89
95,89
92,89
71,89
79,89
89,89
75,89
84,89
66,89
72,89
75,89
95,89
102,89
105,89
72,89
40,89
95,89
92,89
78,89
81,89
82,89
72,89
76,89
105,89
75,89
74,89
78,89
52,89
76,89
88,89
88,89
78,89
62,89
46,89
85,89
95,89
98,89
69,89
101,89
79,89
60,89
83,89
89,89
105,89
62,89
95,89
82,89
85,89
79,89
111,89
108,89
113,88
108,88
92,88
89,88
78,88
101,88
96,87
102,87
109,87
118,87
72,87
128,86
92,86
88,86
105,86
95,86
92,86
115,86
72,86
60,86
