down,up,timedelta
18,82,-13478
77,72,-14889
78,16,-13426
66,78,-12919
68,85,-12850
70,32,-12487
72,78,-12214
71,81,-12297
18,70,-12862
16,67,-12565
37,32,-12478
221,81,-12720
219,83,-12711
16,89,-12796
18,77,-12636
8,75,-13074
219,70,-13654
32,66,-14404
39,87,-14867
39,66,-14771
39,65,-14659
39,74,-14331
67,16,-14628
8,13,-14688
83,39,-13691
8,76,-13343
37,74,-13525
37,82,-13590
37,32,-13496
37,77,-13550
66,78,-15617
82,66,-15612
75,68,-15639
83,70,-15638
67,72,-15767
67,71,-15747
16,18,-15486
13,16,-15768
39,220,-16295
82,16,-16845
74,16,-16265
78,17,-16395
67,18,-16440
74,77,-14818
68,78,-14829
66,66,-14765
76,68,-14847
70,70,-14767
75,72,-14752
68,71,-14742
16,18,-14093
37,16,-14266
50,37,-14336
50,221,-14075
16,219,-14289
32,16,-14561
82,17,-14845
72,18,-15036
78,8,-14602
85,219,-14163
16,32,-13514
32,39,-13269
66,67,-12578
32,8,-12031
39,83,-11559
82,8,-12263
90,37,-12287
70,37,-12277
86,37,-12289
16,37,-12225
32,66,-10209
74,82,-10147
66,75,-10185
76,83,-10264
70,67,-10155
72,16,-10340
16,67,-10415
37,13,-10206
50,39,-9462
50,82,-8977
16,74,-9056
13,78,-9358
50,67,-12173
16,74,-12107
39,68,-12415
39,66,-12377
39,76,-12169
39,70,-12101
39,75,-12037
39,68,-11845
39,16,-11841
39,37,-11556
39,16,-11333
39,50,-11298
39,50,-11182
39,32,-10485
39,16,-10699
50,82,-11094
16,72,-10991
37,78,-11650
37,85,-11635
37,32,-11331
37,66,-11204
37,32,-11002
37,39,-10687
37,82,-9759
37,90,-9466
37,70,-9308
37,16,-9215
37,86,-9684
82,32,-11055
74,74,-11003
78,66,-10972
67,76,-10865
74,70,-11379
68,16,-11350
66,72,-11394
76,37,-11080
70,16,-10997
75,50,-11018
68,50,-11158
16,13,-10632
32,16,-8737
82,50,-9198
16,39,-8686
8,16,-9163
82,50,-9763
72,37,-9135
78,37,-9184
85,37,-9143
16,82,-7131
32,74,-7431
66,78,-7437
8,67,-7556
32,74,-7407
32,68,-7646
39,66,-7709
8,76,-7925
16,70,-9019
18,75,-8968
32,68,-9273
77,16,-9532
70,32,-9087
16,16,-8779
18,82,-8951
16,8,-7133
32,16,-6926
66,82,-6968
78,72,-6704
67,78,-6626
84,85,-6515
68,32,-6049
16,66,-5991
37,8,-7615
50,32,-7427
50,32,-7238
16,39,-7304
13,8,-7383
39,18,-6818
82,16,-7216
74,32,-6765
78,16,-6659
67,77,-6681
74,70,-6293
68,18,-6490
66,17,-6626
76,16,-6777
70,32,-6494
75,66,-6510
68,78,-6598
16,67,-6636
37,84,-6670
50,68,-6857
50,16,-7036
16,37,-5298
32,16,-5208
82,50,-5529
72,50,-5644
78,13,-5217
85,39,-4934
16,82,-4446
16,74,-4393
16,78,-4282
16,67,-4227
16,74,-4528
32,68,-4649
66,66,-4667
32,76,-4900
39,70,-5087
66,75,-5652
66,68,-5552
67,16,-5701
67,37,-5518
74,16,-5433
72,50,-5547
16,50,-5487
32,32,-5485
74,16,-5324
66,82,-5396
76,72,-5325
70,78,-5143
72,85,-5086
16,32,-4148
37,66,-4336
50,32,-4187
50,39,-4112
16,66,-3418
16,66,-3733
13,67,-4939
39,67,-5100
82,74,-5386
74,72,-5270
78,16,-5368
67,32,-5061
74,74,-5106
68,66,-5427
66,76,-5354
76,70,-5470
70,16,-5370
75,72,-5446
68,37,-5181
16,16,-5026
37,50,-5274
50,50,-5427
50,13,-3680
16,39,-3550
39,82,-4011
32,74,-4256
82,78,-4333
72,67,-4539
78,74,-4549
85,68,-4229
16,66,-4549
32,76,-4947
66,70,-4975
32,75,-5114
39,68,-5018
82,16,-5277
16,37,-5067
32,16,-5114
90,50,-5271
66,50,-5169
67,39,-4399
67,32,-4188
74,16,-4132
72,82,-4305
16,72,-4160
37,78,-4434
50,85,-4475
50,32,-3626
16,66,-3654
13,32,-4473
39,39,-4592
82,16,-4640
74,82,-4707
78,32,-4433
67,90,-4309
74,66,-4613
68,67,-4627
66,67,-4544
76,74,-4599
70,72,-4472
75,16,-4545
68,37,-4225
16,16,-4119
37,50,-4504
50,50,-4844
50,13,-3749
16,39,-3569
32,82,-3287
82,74,-3405
72,78,-3506
78,67,-3625
85,74,-3452
16,68,-3621
32,66,-4178
66,76,-4135
32,70,-4311
39,75,-4347
52,68,-4468
50,16,-5424
32,37,-5114
90,16,-4798
66,50,-4835
67,50,-4816
67,32,-4744
74,16,-4703
72,82,-4852
16,72,-4858
37,78,-5080
50,85,-5136
50,32,-4383
16,66,-4393
13,32,-5617
39,39,-5778
82,52,-5829
74,50,-4975
78,32,-4896
67,90,-5195
74,66,-5217
68,67,-5277
66,67,-5641
76,74,-5747
70,72,-5624
75,16,-5708
68,37,-5234
16,16,-5141
39,50,-5881
32,50,-6089
82,13,-4827
72,39,-4812
78,82,-4549
85,74,-4729
16,78,-4733
37,67,-4776
37,74,-5099
50,68,-5720
50,66,-5323
16,76,-5233
32,70,-5502
66,75,-5524
32,68,-5453
39,16,-5566
49,39,-5934
32,32,-5768
90,16,-5623
66,82,-5637
67,72,-5719
67,78,-5764
74,85,-5752
72,37,-5435
16,37,-5055
37,16,-4527
50,50,-4689
50,50,-4652
16,32,-4526
13,66,-5010
82,32,-6098
74,39,-6016
78,49,-4884
67,32,-4811
74,90,-4760
68,66,-5183
66,67,-4943
76,67,-4909
70,74,-4732
75,72,-4598
68,16,-4850
16,37,-4573
32,16,-5084
82,50,-6051
72,50,-6158
78,13,-5507
85,82,-4703
16,74,-4906
32,78,-5005
70,67,-5715
72,74,-5690
69,68,-5178
78,66,-5171
8,76,-5161
8,70,-5200
78,75,-5550
69,68,-5484
82,16,-5625
69,32,-5057
72,16,-4168
78,82,-4249
67,72,-4179
16,78,-4104
13,85,-9531
39,32,-9831
84,70,-9572
72,72,-9623
69,69,-9797
78,78,-9833
8,8,-10047
8,8,-10071
78,78,-10396
69,69,-10347
77,82,-10261
75,69,-10188
69,72,-10190
82,78,-10187
32,67,-10120
74,16,-10185
32,13,-4282
66,39,-3580
85,84,-3205
74,72,-3268
75,69,-3086
8,78,-3184
8,8,-2859
75,8,-3179
74,78,-2614
70,69,-2743
66,77,-2723
76,75,-2934
16,69,-3263
37,82,-3485
50,32,-3674
50,74,-3723
16,32,-3808
13,66,-4053
39,85,-4151
75,74,-4458
74,75,-4564
82,8,-4509
74,8,-4481
76,75,-4247
84,74,-4206
75,70,-4185
16,66,-4366
37,76,-4423
50,16,-4716
50,37,-4129
16,16,-4008
13,50,-4294
39,50,-4412
90,13,-4460
89,39,-4292
76,75,-3992
32,74,-3886
74,82,-3924
85,74,-3906
74,76,-3862
89,84,-3945
76,75,-4014
74,16,-4129
219,37,-3585
83,16,-3435
68,50,-3511
32,50,-3530
70,13,-3143
73,39,-2973
66,90,-2592
65,89,-2686
70,76,-2803
16,32,-2837
37,74,-3069
50,85,-3194
50,74,-3168
16,89,-3048
13,76,-3175
39,74,-3930
76,219,-4181
74,83,-4799
72,68,-4785
74,32,-4805
85,70,-4812
32,73,-5225
81,66,-5200
83,65,-5289
78,70,-5112
83,16,-5279
72,37,-5109
82,16,-5014
70,50,-5148
80,50,-5085
16,13,-5034
37,39,-4521
50,76,-4403
50,74,-3833
16,72,-3845
13,74,-4117
39,85,-4249
39,32,-3908
39,81,-3902
68,83,-3922
16,78,-3927
8,83,-4172
37,72,-4146
37,82,-4159
37,70,-4150
39,80,-4498
67,16,-5007
70,37,-4436
68,16,-4348
32,50,-4462
90,50,-4356
75,13,-3833
76,39,-3712
32,39,-3649
70,39,-3622
82,16,-3490
83,68,-3627
80,8,-3205
69,37,-3071
86,37,-3114
16,37,-3067
37,39,-2937
50,67,-2993
50,70,-2965
16,68,-2877
13,32,-3100
39,90,-3654
76,75,-4078
90,76,-4056
75,32,-4185
85,70,-4255
80,82,-4512
68,83,-5002
32,80,-5115
81,69,-5085
83,16,-5115
188,86,-5136
74,37,-4896
67,16,-4451
74,50,-4729
16,50,-4760
37,13,-4566
50,39,-4196
50,76,-3860
16,90,-4043
13,75,-4735
39,85,-4805
83,80,-4739
78,68,-4166
70,32,-4159
76,81,-4156
16,83,-4171
37,188,-4417
50,74,-4686
50,67,-4737
16,16,-4607
13,74,-5084
39,37,-4934
70,16,-5281
76,50,-5331
84,50,-5236
188,13,-4228
74,39,-4146
32,83,-3912
67,78,-4239
70,70,-4320
88,76,-4356
32,16,-4466
68,37,-4089
16,16,-3874
37,50,-4031
50,50,-4143
50,13,-3669
16,39,-3514
13,70,-3534
39,76,-3637
84,84,-3936
77,188,-3934
72,74,-3870
74,32,-3935
86,67,-4329
66,70,-4291
72,88,-4237
71,32,-4359
16,68,-4359
32,16,-4438
191,37,-4236
16,16,-4084
74,50,-4455
72,50,-4423
78,13,-3799
69,39,-3571
32,84,-3397
84,77,-3336
74,72,-3269
72,74,-3270
188,86,-2619
74,66,-2670
76,72,-2749
16,71,-2812
37,16,-3254
50,32,-3364
50,191,-3376
16,16,-3629
13,74,-3858
39,72,-4011
84,78,-4341
77,69,-4379
72,32,-4413
74,84,-4470
86,74,-4463
66,72,-4415
72,188,-4361
71,74,-4447
16,76,-4291
32,16,-4393
54,37,-3964
16,16,-3718
16,50,-3677
16,50,-3530
16,13,-2578
16,39,-2759
66,84,-2753
78,77,-2809
67,72,-2744
84,74,-2782
68,86,-2861
16,66,-2830
37,72,-2929
50,71,-2967
50,16,-3115
16,32,-3017
13,16,-3159
82,54,-4236
72,66,-3399
78,78,-3480
85,67,-3730
16,84,-3505
16,16,-3847
32,68,-4265
219,37,-4199
70,16,-4392
75,50,-4450
70,50,-4408
89,13,-4006
70,16,-3135
82,82,-3233
74,72,-3196
66,78,-3174
76,85,-3113
70,32,-2394
72,219,-2219
32,70,-1866
70,75,-1848
89,70,-1814
32,89,-1889
72,70,-1987
78,82,-1965
71,74,-1890
16,66,-1811
16,76,-2107
32,70,-2524
83,72,-2571
86,32,-2642
86,70,-2688
70,89,-2791
72,32,-2733
85,16,-2589
74,72,-2697
72,78,-2683
71,71,-2734
16,16,-2566
13,32,-2535
39,83,-2667
66,86,-3357
78,86,-3350
67,70,-3307
84,72,-3429
68,85,-3474
74,74,-3465
78,72,-3444
68,71,-3322
70,16,-3496
16,13,-2638
37,39,-2695
50,66,-2092
50,78,-2126
16,67,-2181
13,84,-2382
39,68,-2423
90,74,-2644
77,78,-2608
75,68,-2626
66,70,-2629
186,16,-2893
32,37,-3483
66,16,-3591
66,50,-3672
85,50,-3687
74,13,-3291
75,39,-3209
74,90,-3008
89,77,-3062
219,75,-3203
84,66,-3143
78,186,-3119
16,32,-2252
37,66,-2238
50,66,-2362
50,85,-2312
16,74,-2265
13,75,-2488
39,74,-2648
84,89,-3213
66,219,-3030
89,84,-3024
84,78,-2883
89,16,-2998
86,37,-2772
16,50,-2602
37,16,-2862
50,50,-2933
50,13,-2568
16,39,-2321
13,84,-7221
39,66,-7804
67,89,-8145
77,84,-8149
75,89,-8163
69,86,-8036
71,16,-8200
16,37,-7934
37,16,-7990
50,50,-8481
50,50,-8443
16,13,-2958
13,39,-2718
39,67,-2408
8,77,-3029
13,75,-3761
190,69,-4249
75,71,-4294
84,16,-4377
76,37,-4134
84,16,-3897
89,50,-3854
32,50,-3835
70,13,-3358
80,39,-3283
32,8,-2696
90,13,-1982
66,190,-1607
80,75,-1719
70,84,-1976
16,76,-2008
37,84,-2548
50,89,-2946
50,32,-3033
16,70,-3096
13,80,-3391
39,32,-3545
90,90,-3890
77,66,-3750
72,80,-3593
74,70,-3404
86,16,-4012
66,37,-3356
72,16,-3042
71,50,-3238
16,50,-3165
32,13,-2983
90,39,-2825
66,90,-2465
72,77,-2467
74,72,-2486
8,74,-2582
8,86,-2100
8,66,-2105
8,72,-2118
66,71,-2140
72,16,-2234
74,32,-1978
84,90,-1910
78,66,-1887
66,72,-1873
72,74,-1873
72,8,-1790
84,8,-1869
78,8,-1935
16,8,-1997
37,66,-1996
50,72,-2102
50,74,-2093
16,84,-2116
13,78,-2312
39,66,-2599
72,72,-3306
192,72,-3279
78,84,-3161
72,78,-3104
74,16,-3287
71,37,-2872
84,16,-2855
72,50,-2992
32,50,-3339
81,13,-3096
83,39,-2838
89,72,-2008
77,192,-2080
75,78,-2099
66,72,-2105
188,74,-2150
74,71,-2223
86,84,-2343
16,72,-2279
37,32,-2130
50,81,-2260
50,83,-2227
16,89,-2328
13,77,-2504
39,75,-2834
66,66,-3280
66,188,-3296
67,74,-3302
67,86,-3177
74,16,-3301
72,37,-3065
16,16,-2968
32,50,-3219
74,50,-3159
72,13,-2799
78,39,-2507
69,66,-2117
16,66,-1972
37,67,-2082
50,67,-2169
50,74,-2188
16,72,-2309
13,16,-2740
39,32,-2855
66,74,-3353
78,72,-3332
67,78,-3295
84,69,-3218
68,16,-3401
32,37,-3325
84,16,-3189
66,50,-3239
82,50,-3171
67,13,-2568
78,39,-2239
84,66,-1707
76,78,-1758
16,67,-1940
37,84,-2087
50,68,-2192
50,32,-2212
16,84,-2555
13,66,-2967
39,82,-3431
190,67,-3774
77,78,-3791
68,84,-3784
72,76,-4240
84,16,-4302
78,37,-3831
89,16,-3761
66,50,-3958
16,50,-3852
32,13,-3058
191,39,-2680
84,190,-2300
77,77,-2224
72,68,-2250
74,72,-1749
86,84,-1761
66,78,-1821
72,89,-1778
71,16,-1798
16,66,-1874
32,32,-6569
54,191,-6642
16,84,-6958
66,77,-7695
78,72,-7738
67,74,-7704
84,86,-7828
68,66,-7897
16,72,-7854
37,71,-7895
50,16,-8213
50,32,-3371
16,16,-3246
13,54,-3743
39,66,-2909
83,78,-3578
72,67,-3620
69,84,-3483
78,68,-3420
77,16,-3595
75,37,-3302
69,16,-3200
8,50,-3256
74,50,-3452
82,13,-2860
32,39,-2532
66,83,-1910
78,72,-1919
67,69,-1944
74,78,-1987
68,77,-1842
74,75,-1810
89,69,-1903
16,8,-1891
32,74,-1687
191,82,-2701
37,32,-3030
39,66,-4616
84,78,-5173
77,67,-5181
72,74,-5182
74,68,-5268
86,74,-5278
66,89,-5185
72,16,-5320
71,32,-5359
16,191,-4418
32,37,-4219
54,39,-2706
16,84,-2113
66,77,-2615
78,72,-2563
67,74,-2512
84,86,-2586
68,66,-2703
16,72,-2597
37,16,-2666
50,71,-3114
50,32,-2816
16,16,-2548
16,54,-2552
16,66,-1825
16,78,-1717
16,67,-1676
16,84,-1471
16,16,-1350
16,68,-1346
16,37,-969
16,16,-596
16,50,-555
16,50,-902
13,13,-72
39,39,-72
70,70,-74
72,72,-73
69,69,-66
78,78,-114
77,77,-76
75,75,-69
69,69,-108
82,82,-84
16,16,-183
37,37,-74
50,16,-113
50,50,-222
16,50,-148
32,32,-110
84,84,-72
75,75,-77
70,70,-72
89,89,-74
70,70,-73
82,82,-71
84,84,-71
75,75,-74
84,84,-74
78,78,-69
32,32,-59
70,70,-111
89,89,-70
32,32,-108
39,39,-72
84,84,-70
77,77,-111
72,72,-78
74,74,-75
8,8,-108
8,8,-108
77,77,-72
72,72,-73
86,86,-105
66,66,-75
72,72,-72
71,71,-85
16,16,-185
32,32,-107
54,16,-103
16,54,-292
66,66,-72
78,78,-72
67,67,-72
84,84,-70
68,68,-73
16,16,-249
37,37,-147
50,16,-144
50,50,-217
16,50,-216
13,13,-69
39,39,-109
66,66,-74
75,75,-72
84,84,-71
76,76,-99
84,84,-106
89,89,-72
32,32,-107
90,90,-72
66,66,-70
78,78,-72
83,83,-73
188,188,-72
74,74,-108
67,67,-110
16,16,-186
32,32,-109
191,191,-108
84,84,-73
77,77,-71
72,72,-73
74,74,-72
86,86,-74
66,66,-112
72,72,-108
71,71,-72
16,16,-184
32,32,-140
54,54,-79
16,16,-433
66,66,-70
78,78,-70
67,67,-108
84,84,-75
68,68,-83
16,16,-189
37,37,-36
50,16,-147
50,50,-257
16,50,-217
13,13,-75
50,16,-147
16,50,-259
39,39,-70
39,39,-69
39,39,-72
39,39,-9
39,50,997
39,16,974
39,37,2502
39,37,3175
39,37,3487
39,32,3807
39,39,4022
39,37,4467
39,84,5517
39,77,5586
39,72,5244
50,74,5648
16,86,5943
16,66,6084
16,72,6209
16,16,6516
16,71,6522
16,16,6875
16,54,6879
16,66,7955
16,78,8068
16,67,8122
16,84,8296
16,16,8446
16,68,8452
16,13,9725
16,16,10076
16,82,9609
37,72,9400
37,78,9584
37,85,9839
37,32,11028
37,219,10889
37,70,11745
37,75,11658
32,70,11583
39,89,11427
37,70,11168
37,82,11351
37,84,11602
37,75,11639
37,84,11733
37,78,11795
37,32,11923
37,70,12030
37,89,11625
84,32,11424
77,16,11663
72,72,11610
74,78,11131
86,71,11064
66,32,11820
72,83,11781
71,8,11587
16,87,12284
54,86,12188
16,86,11901
66,70,11391
78,72,11315
67,85,11365
84,74,11309
68,72,11251
16,71,11497
13,16,10280
82,13,10367
72,191,10447
78,16,12013
85,82,11829
16,72,12156
16,78,12344
16,85,12602
16,68,13071
16,32,14312
16,86,14456
16,74,14202
32,75,13757
219,70,13664
70,66,12815
75,75,12839
70,66,12800
89,65,12783
70,32,12746
82,75,12707
84,70,12497
75,78,12542
84,67,12500
78,32,12582
32,69,12481
70,76,12469
89,74,12526
32,85,12440
72,32,12265
78,53,12249
71,48,13254
16,48,12943
32,50,12736
83,32,13276
8,68,13237
87,16,12440
86,32,12517
86,191,12565
70,39,12753
72,74,13815
85,66,13869
74,76,14076
72,8,14427
71,75,15274
16,70,15253
13,16,15071
191,72,14672
82,32,13351
72,66,13147
78,32,12981
85,84,12866
68,8,12396
16,8,12298
32,32,11561
86,90,11502
74,66,11421
75,89,11415
70,84,11188
66,76,11128
75,66,11810
66,68,11668
65,84,11862
32,75,11723
75,84,11747
70,78,11738
78,32,11862
67,84,11911
32,74,11892
69,82,11924
76,8,12119
74,74,12303
85,67,12412
32,72,12434
53,74,12395
48,86,11737
48,66,11746
50,72,11610
32,71,11218
68,16,11092
16,16,11596
32,37,12314
191,48,12815
39,16,12477
74,57,11594
66,32,12621
76,39,12791
8,16,13103
75,72,11964
70,78,12060
72,71,12136
16,37,12493
32,16,12185
66,50,12138
32,50,12158
84,32,12328
8,84,12369
8,66,12286
32,89,12140
90,70,12020
66,68,12137
89,80,12378
84,8,12505
76,68,12936
66,70,12331
68,89,12303
84,32,12148
75,78,12401
84,66,12492
78,67,12533
32,74,12436
84,89,12532
74,32,12949
82,70,12977
8,76,12888
74,74,12696
67,85,12569
72,32,12660
74,8,12723
86,57,12743
66,57,12709
72,57,12718
71,57,12537
16,49,12498
16,32,12544
37,67,11970
48,16,11307
57,32,11324
16,191,11122
32,39,10732
39,82,10803
72,74,10092
78,78,10042
71,67,9886
16,74,9889
37,68,10190
50,66,10192
50,76,10300
16,70,11154
32,75,11009
84,68,11196
66,16,11155
89,37,11377
70,16,11478
68,50,11375
80,50,11128
8,32,11142
68,16,10745
70,82,10714
89,72,11080
32,78,11290
78,85,11473
66,32,12635
67,68,12511
74,32,12525
89,89,12483
32,70,12040
70,68,12089
76,74,12056
74,89,12078
85,84,11982
32,86,11915
8,66,11849
57,84,11604
57,72,12028
57,84,12091
57,71,12165
49,32,12739
32,68,12395
67,74,12416
16,78,12454
32,70,12395
191,78,12389
39,69,12320
82,71,11985
74,84,12453
78,76,12821
67,32,12924
74,219,12858
68,83,12476
66,89,12420
76,76,12335
70,74,11616
75,72,11663
68,70,11500
16,89,11498
37,32,11318
50,70,11247
50,78,11238
16,84,11196
32,68,11239
82,74,11041
72,67,10673
78,32,10505
85,74,10141
16,85,10298
16,74,10401
16,68,10495
16,84,10285
32,70,9720
68,72,9696
32,82,9687
89,32,9822
70,74,9792
68,85,9810
74,74,9891
89,82,9850
84,67,10214
86,72,10224
66,74,10272
84,86,9939
72,66,9518
84,72,9449
71,71,9533
32,16,8661
68,32,9358
74,70,9399
78,78,9964
70,84,9954
78,78,10023
69,66,9864
71,86,9683
84,74,9251
76,82,8823
32,32,8856
219,74,8783
83,85,8781
89,74,8860
76,89,8811
74,77,8894
72,75,8864
70,84,8829
89,78,8889
32,66,8932
70,89,8879
78,75,8958
84,74,9046
68,71,9022
74,67,9484
67,66,9604
32,16,9421
74,32,9804
85,190,10597
74,66,10710
68,89,11618
84,70,11488
70,79,11759
72,84,11726
82,68,11758
32,74,11777
74,66,12023
85,76,12110
74,70,12112
82,72,12087
67,32,11845
72,66,11735
74,32,11663
86,190,11653
66,66,11767
72,89,11774
71,84,11620
16,76,11626
32,66,11477
70,68,11400
78,84,10950
84,75,10964
78,84,10876
66,78,10791
86,32,10731
74,74,10730
82,71,10723
32,32,11457
74,78,11504
85,84,11450
74,78,11398
89,66,11419
77,86,11415
75,74,11396
84,82,11557
78,16,11421
66,32,11857
89,69,12104
75,76,11979
74,74,12033
71,85,12025
67,32,11610
66,50,11610
16,57,11758
32,57,11424
190,49,10999
66,32,10963
89,68,10087
70,16,9932
79,32,9846
84,191,9955
68,66,10669
74,78,10555
66,67,10263
76,70,10274
70,72,10212
72,32,10260
32,70,10188
66,75,10234
32,70,10183
190,88,10226
66,70,10175
