down,timedelta,up
190,-20951,186
8,-23502,69
8,-23485,89
32,-29868,83
66,-30094,68
74,-30107,32
68,-30275,74
67,-30557,89
32,-30581,89
68,-30537,90
32,-32128,74
190,-32412,78
69,-32347,67
79,-32361,74
190,-32744,71
90,-31826,32
75,-31777,16
68,-32099,191
70,-28619,69
78,-28563,82
67,-28490,66
74,-28503,78
67,-28553,66
32,-29012,75
190,-29851,74
69,-32377,71
68,-25568,32
74,-26151,190
75,-26134,190
66,-26069,89
67,-25620,73
32,-28603,84
77,-28738,89
78,-28406,68
66,-28290,32
76,-28394,190
74,-25773,8
68,-25886,8
68,-19145,32
32,-18916,66
74,-18830,74
75,-18631,68
70,-18575,67
88,-18507,32
70,-18549,68
89,-16768,32
32,-16727,190
32,-21892,69
81,-21718,79
74,-21309,190
80,-21433,90
74,-21726,75
72,-21499,68
85,-21857,70
69,-22005,78
32,-22647,67
81,-22584,74
74,-22515,67
82,-22024,32
67,-21262,190
84,-18801,69
88,-18705,68
66,-18260,74
78,-18261,75
67,-18307,66
66,-18272,67
89,-15149,32
69,-15246,77
86,-15386,78
86,-15208,66
74,-15173,76
82,-14951,74
32,-15422,68
67,-16099,68
32,-16686,32
83,-16670,74
188,-16694,75
77,-16572,70
72,-16901,88
74,-17175,70
188,-17226,89
32,-17512,32
86,-12224,32
74,-12319,81
85,-12347,74
74,-12107,80
75,-11805,74
76,-12173,72
84,-11986,85
72,-11816,69
71,-11045,32
32,-11068,81
76,-11128,74
74,-11194,82
71,-11102,67
32,-11213,84
191,-11453,88
16,-11228,66
66,-11394,78
66,-11087,67
87,-11311,66
70,-11364,89
78,-11151,69
89,-11743,86
74,-11950,86
72,-11871,74
65,-12003,82
89,-11494,32
74,-11786,67
82,-11201,32
32,-15218,83
81,-15679,188
74,-15534,77
89,-15281,72
89,-14926,74
84,-14986,188
74,-14492,32
68,-14534,86
32,-15744,74
81,-15925,85
74,-15890,74
86,-15857,75
90,-16820,76
72,-16811,84
71,-16823,72
32,-16979,71
82,-16974,32
32,-17532,76
90,-17840,74
70,-17975,71
85,-17757,32
84,-17853,16
188,-17979,191
66,-17921,66
72,-17877,66
71,-17560,87
32,-17482,70
84,-17433,78
89,-16750,89
32,-16782,74
191,-16892,72
16,-16642,65
16,-16372,89
16,-15264,74
16,-15153,82
16,-11000,32
16,-10376,81
16,-10241,74
16,-10069,89
16,-9928,89
16,-9700,84
16,-9586,74
16,-9421,68
16,-8074,32
16,-7754,81
16,-7588,74
16,-7453,86
16,-6068,90
16,-5755,72
16,-5571,71
16,-5304,32
16,-5168,82
16,-4421,32
16,-4414,90
66,-5961,70
66,-5909,85
89,-5682,84
70,-5758,188
86,-5433,66
72,-5616,72
84,-5671,71
85,-5790,32
16,-5837,84
32,-6192,89
81,-6139,32
74,-6034,16
82,-6122,191
67,-3337,66
78,-4024,66
67,-4382,89
66,-4421,70
87,-4460,86
70,-4398,72
89,-4309,84
32,-4681,16
74,-5269,85
68,-4881,32
78,-4832,81
67,-4882,74
76,-5026,82
74,-5155,67
68,-4476,78
74,-4188,67
82,-4202,66
69,-4241,87
72,-4171,70
32,-4268,89
70,-3850,32
76,-3426,74
85,-3397,68
74,-3298,78
82,-3212,67
32,-3224,76
191,-3145,74
16,-3085,68
83,-3082,74
76,-3180,82
74,-3234,69
85,-3206,72
32,-3331,32
57,-3366,70
51,-3759,76
57,-3671,85
49,-4549,74
32,-5607,82
189,-5466,32
32,-5379,16
54,-5545,191
51,-5426,83
57,-5311,76
49,-5790,74
32,-6114,85
70,-5952,32
89,-5825,57
32,-5587,51
90,-5861,57
67,-5681,49
78,-4713,32
66,-4725,189
76,-6078,32
74,-6155,54
219,-6085,51
66,-6380,57
72,-5779,49
71,-5400,32
32,-5784,70
76,-6410,89
74,-6658,32
66,-6504,90
72,-5983,67
84,-5855,78
71,-5776,66
32,-4699,76
81,-4701,74
74,-4569,219
72,-4168,66
74,-4292,72
78,-4160,71
68,-4015,32
16,-3555,76
13,-3315,74
191,-4135,66
81,-4626,72
84,-4742,84
66,-5055,71
89,-4756,32
74,-5391,81
71,-5458,74
90,-5532,72
16,-5447,74
32,-5532,78
67,-5555,68
32,-5918,16
78,-6288,13
82,-6105,191
70,-6015,81
71,-5862,84
32,-6315,66
81,-6309,89
66,-5643,74
82,-6483,71
67,-6508,90
68,-6719,16
74,-7402,32
89,-7330,67
72,-8244,32
84,-7829,78
78,-7209,82
89,-7537,70
66,-8638,71
86,-8507,32
74,-8804,81
82,-9625,66
66,-10036,82
78,-10031,67
89,-10631,68
70,-10054,74
16,-10291,89
32,-9599,72
89,-9759,84
84,-9956,78
88,-9158,89
190,-8330,66
75,-7724,86
82,-7772,74
70,-7091,82
80,-5785,66
32,-5925,78
66,-5260,89
32,-5411,70
39,-5909,16
86,-5338,32
66,-4944,89
72,-4785,84
16,-4641,88
32,-4633,190
189,-5003,75
32,-4638,82
89,-5392,70
66,-5380,80
75,-5218,32
72,-5861,66
84,-5422,32
188,-5147,39
16,-4790,86
18,-5666,66
16,-5443,72
37,-5601,16
17,-5439,32
222,-5048,189
222,-5092,32
16,-4062,89
16,-4104,66
18,-3916,75
32,-3308,72
77,-3365,84
67,-3312,188
74,-3423,16
32,-3643,16
70,-3817,18
89,-3758,37
70,-3662,17
76,-3691,16
80,-4433,222
74,-4652,222
67,-4650,16
32,-5021,17
70,-5150,18
75,-5069,32
83,-5138,77
188,-5194,67
32,-6277,74
66,-5332,32
66,-5315,70
89,-5436,89
70,-5498,70
71,-5461,76
67,-4896,80
66,-4745,74
16,-4821,67
32,-4835,32
68,-4865,70
32,-9984,75
81,-10011,83
74,-9998,188
89,-8957,32
81,-8856,66
74,-8831,66
68,-8715,89
32,-8516,70
81,-8516,71
74,-8434,67
82,-8406,66
67,-8720,16
89,-8287,32
70,-8303,68
76,-3353,32
186,-3447,81
70,-3591,74
72,-3617,89
85,-3321,81
32,-3651,74
67,-3843,68
32,-4635,32
66,-4675,81
80,-4883,74
90,-4908,82
68,-4936,67
67,-5045,89
32,-5052,70
68,-5185,76
32,-5109,186
69,-5992,70
76,-5969,72
74,-5944,85
85,-5594,32
32,-5714,67
84,-6398,32
186,-6373,66
32,-6508,80
86,-6328,90
74,-6183,68
78,-5922,67
32,-5873,32
68,-5723,68
16,-5615,32
32,-4791,69
191,-4961,76
77,-5761,74
78,-5724,85
67,-5709,32
70,-4607,84
75,-4591,186
188,-4595,32
74,-4692,86
32,-6694,74
190,-6897,78
69,-7022,32
82,-7037,68
67,-7279,16
89,-6944,32
81,-8426,191
84,-7694,77
72,-7785,78
16,-7550,67
32,-7714,70
190,-7735,75
69,-7623,188
89,-7729,74
89,-5832,32
70,-6400,190
68,-6124,69
74,-6125,82
80,-6184,67
66,-6585,89
72,-4994,81
70,-5004,84
78,-5099,16
66,-5473,72
75,-4834,32
66,-5020,190
86,-4918,69
84,-4922,89
76,-4896,89
32,-5162,70
68,-5335,68
32,-5248,74
70,-5352,80
75,-5209,66
66,-5618,72
71,-5465,70
69,-5937,78
78,-5762,66
67,-6336,75
68,-6283,66
32,-6726,86
90,-7149,84
66,-7197,76
86,-6209,32
72,-6244,68
70,-6511,32
32,-7528,70
90,-8138,75
70,-7809,66
82,-7851,71
67,-7401,69
89,-7377,78
70,-6822,67
86,-6588,68
72,-6255,32
84,-5714,90
85,-5662,66
32,-6305,86
69,-8065,72
76,-7895,70
74,-6742,32
85,-5763,90
32,-6124,70
54,-6472,82
51,-6707,67
57,-6797,89
49,-7218,70
32,-7582,86
68,-7557,72
16,-7487,84
32,-15241,85
191,-14614,32
8,-12644,69
8,-12585,76
191,-12873,74
32,-17934,85
84,-17391,32
66,-16945,54
89,-16641,51
84,-16430,57
73,-15935,49
70,-15937,32
75,-15886,68
85,-16234,16
74,-8791,32
67,-8838,191
32,-8930,8
84,-8926,8
74,-8575,191
82,-3513,32
67,-3865,84
72,-4021,66
74,-4015,89
86,-4046,84
32,-9834,73
84,-9442,70
74,-9351,75
82,-9123,85
67,-8835,74
89,-8890,67
70,-8928,32
78,-9271,84
66,-10086,74
72,-10052,82
188,-9966,67
189,-10100,72
74,-10271,74
89,-10300,86
70,-4751,32
86,-4702,84
72,-4855,74
84,-4842,82
85,-4716,67
32,-10068,89
74,-10029,70
89,-9708,78
84,-8952,66
88,-9068,72
190,-8980,188
75,-8807,189
82,-9006,74
70,-8997,89
80,-8855,70
32,-9571,86
74,-9435,72
75,-9426,84
83,-9479,85
188,-4034,32
32,-4124,74
70,-5627,89
76,-5651,84
74,-5647,88
85,-5540,190
32,-6493,75
84,-6071,82
186,-6047,70
32,-6266,80
74,-5525,32
85,-5516,74
74,-5543,75
78,-5482,83
32,-5697,188
90,-5815,32
89,-4312,70
190,-4411,76
66,-4565,74
32,-5131,85
56,-4683,32
49,-4928,84
32,-5372,186
191,-9720,32
84,-9820,74
65,-10329,85
65,-10376,74
70,-12492,78
68,-12350,32
78,-12683,90
65,-12954,89
190,-13195,190
75,-13150,66
32,-12910,32
90,-12378,56
70,-12232,49
88,-11781,32
190,-7423,191
75,-7393,84
82,-7178,65
68,-7333,65
32,-5727,70
191,-5860,68
16,-5231,78
70,-5317,65
78,-4883,190
219,-5082,75
70,-5006,32
86,-4966,90
72,-4973,70
84,-5003,88
68,-4892,190
32,-5266,75
189,-5011,82
32,-4920,68
70,-4446,32
219,-4300,16
81,-4750,191
84,-4317,70
72,-4282,78
32,-3983,219
66,-5199,70
66,-5204,86
86,-5302,72
72,-5524,84
70,-5770,68
32,-5968,32
81,-5988,189
74,-5920,32
89,-5879,70
72,-6007,219
90,-5811,81
75,-5717,84
69,-5932,72
85,-5953,32
84,-4560,66
72,-4567,66
32,-5568,86
66,-5352,72
66,-4987,70
89,-4356,32
70,-4407,81
76,-4405,74
80,-4583,89
74,-4816,72
67,-4669,90
32,-4727,75
74,-4518,69
32,-4419,85
77,-4243,84
78,-4174,72
67,-2967,32
84,-2979,66
32,-3240,66
74,-3251,89
78,-3094,70
32,-3357,76
191,-3402,80
16,-3135,74
66,-3728,67
78,-3662,32
67,-3702,74
74,-3776,32
89,-3825,77
89,-3902,78
66,-4008,67
68,-3976,84
74,-3788,32
71,-3789,74
32,-5437,78
81,-5231,32
74,-5043,16
82,-5196,191
67,-4569,66
89,-4591,78
66,-4737,67
74,-4775,74
68,-4845,89
32,-4879,89
81,-8433,66
84,-8504,68
79,-8458,74
188,-8824,71
74,-7425,32
84,-7468,81
67,-7547,74
68,-7559,82
32,-10790,67
66,-10805,89
66,-10674,66
89,-10577,74
84,-10417,68
75,-10365,32
68,-6982,81
74,-6858,84
89,-6904,79
70,-6698,188
78,-6601,74
67,-6610,84
67,-6558,67
74,-6570,68
68,-3288,32
32,-3342,66
74,-3370,66
32,-3971,89
66,-3991,84
32,-5856,75
70,-5746,68
72,-5971,74
74,-5936,89
68,-5853,70
74,-6119,78
85,-6027,67
74,-6072,67
76,-6324,74
32,-7035,68
74,-7178,32
85,-7112,74
74,-6533,32
82,-6506,66
67,-4895,32
77,-5003,70
75,-4723,72
70,-4835,74
67,-4750,68
72,-4545,74
84,-4543,85
68,-4614,74
16,-4306,76
32,-3568,32
84,-3293,74
70,-3295,85
68,-3307,74
83,-3356,82
72,-3171,67
80,-3132,77
70,-3403,75
72,-3267,70
32,-11451,67
74,-11662,72
32,-13723,84
78,-13745,68
192,-14002,16
76,-13859,32
66,-14022,84
32,-14324,70
77,-14336,68
88,-14435,83
84,-14785,72
72,-14658,80
32,-15373,70
74,-15481,72
85,-7346,32
84,-7030,74
67,-4985,32
68,-4883,78
32,-4800,192
84,-4847,76
76,-4645,66
186,-4567,32
84,-4754,77
72,-4682,88
71,-4425,84
16,-4627,72
32,-4038,32
191,-4199,74
84,-4391,85
89,-4614,84
81,-4923,67
74,-4924,68
68,-4899,32
32,-5532,84
81,-5509,76
74,-5285,186
68,-5004,84
74,-4978,72
72,-4903,71
66,-5246,16
86,-4452,32
32,-4691,191
81,-4570,84
74,-4282,89
68,-3996,81
72,-4088,74
84,-4027,68
71,-3414,32
16,-3480,81
32,-3551,74
68,-3914,68
32,-6575,74
84,-6457,72
66,-6295,66
89,-6256,86
84,-5763,32
186,-5714,81
70,-5980,74
72,-6262,68
74,-6232,72
71,-6697,84
32,-6649,71
70,-14076,16
80,-13786,32
32,-13897,68
69,-11266,32
73,-11322,84
89,-11788,66
70,-11952,89
68,-12012,84
84,-12180,186
72,-11857,70
32,-11980,72
82,-11879,74
32,-11465,71
66,-11477,32
82,-4184,70
68,-4507,80
74,-4237,32
78,-4212,69
74,-4336,73
85,-3896,89
76,-4329,70
74,-4383,68
71,-4279,84
32,-4358,72
90,-3894,32
75,-3948,82
76,-3915,32
32,-4825,66
68,-5746,82
74,-5471,68
68,-5426,74
72,-5872,78
84,-6018,74
80,-5941,85
84,-5634,76
72,-5497,74
32,-6046,71
219,-6446,32
66,-6782,90
89,-6886,75
89,-6959,76
84,-6794,32
72,-5874,68
78,-6070,74
69,-6009,68
89,-5653,72
68,-5566,84
32,-5918,80
86,-8262,84
84,-8376,72
66,-7753,32
89,-7258,219
84,-6916,66
75,-6817,89
71,-6947,89
74,-6526,84
82,-6555,72
70,-6338,78
89,-6282,69
32,-6685,89
66,-6567,68
32,-6303,32
66,-4152,86
66,-4011,84
89,-4094,66
70,-4148,89
86,-4088,84
72,-4340,75
84,-4095,71
85,-3873,74
16,-3767,82
32,-3801,70
68,-3879,89
32,-5128,32
66,-5136,66
89,-5104,32
80,-4844,66
66,-5135,66
186,-5177,89
32,-5363,70
72,-5427,86
84,-5303,72
65,-5438,84
67,-5537,16
32,-5661,85
219,-5492,32
84,-5947,68
67,-4425,32
68,-5160,66
32,-6241,89
81,-6243,80
84,-6641,66
66,-6579,186
87,-6369,32
70,-7175,72
82,-7074,84
66,-7175,65
65,-7047,67
66,-7122,32
87,-7212,219
70,-6923,84
89,-6780,67
8,-9771,68
39,-9322,32
32,-11340,81
39,-10835,84
39,-10845,66
39,-10766,87
39,-10205,70
67,-10188,82
16,-9891,66
8,-9775,65
37,-9812,66
39,-9855,87
67,-9696,70
39,-10256,89
8,-6503,8
37,-5990,39
37,-3893,32
37,-3680,39
37,-3665,39
37,-3608,39
37,-3674,39
32,-4227,67
191,-4565,16
16,-4573,8
71,-4838,37
70,-4752,39
76,-5243,67
89,-5300,39
67,-5206,8
16,-5032,37
16,-4690,37
16,-4566,37
16,-4437,37
16,-4270,37
16,-4104,37
16,-3280,32
16,-3036,16
16,-2989,191
16,-3059,16
32,-4261,71
66,-4329,70
78,-3828,76
67,-3601,89
70,-3535,67
75,-1445,32
68,-1551,66
32,-1674,78
86,-1371,67
84,-1357,70
66,-1373,75
89,-1057,68
84,-877,32
75,-853,86
71,-1862,84
8,-1849,66
86,-2033,89
84,-2100,84
72,-2078,75
82,-1246,71
69,-1387,8
32,-1376,86
67,-1390,84
32,-1730,72
89,-1717,82
70,-1972,69
80,-1742,32
90,-1980,67
68,-1760,32
67,-1594,89
32,-1188,70
75,-1268,80
83,-1127,90
188,-1494,68
32,-2369,67
48,-2471,32
16,-2377,75
54,-2267,83
8,-1892,188
8,-1130,32
48,-1425,16
16,-1585,48
53,-2046,54
51,-2394,8
57,-2571,8
49,-3353,16
189,-3625,48
51,-3187,53
51,-2814,51
57,-3328,57
49,-2733,49
57,-2740,189
16,-2383,51
32,-2513,51
76,-2694,57
74,-2514,49
66,-2419,16
72,-2528,57
84,-2216,32
71,-1305,76
32,-1000,74
81,-892,66
83,-909,72
68,-916,84
72,-1284,71
84,-1271,32
71,-1326,81
16,-1527,83
13,-1805,68
191,-5524,72
70,-5491,84
76,-5453,71
74,-5694,16
85,-4991,13
32,-1132,191
53,-1065,70
52,-1091,76
57,-1235,74
49,-1498,85
32,-3199,32
90,-3229,53
75,-3257,52
84,-3216,57
72,-2903,49
71,-1491,32
70,-1707,90
32,-1844,75
48,-1775,84
51,-1815,72
32,-2002,71
66,-1862,70
78,-1686,32
72,-2594,48
84,-2845,51
86,-2329,32
67,-2400,66
32,-2399,78
81,-1499,72
84,-1207,84
74,-1394,86
68,-1545,67
67,-1832,32
32,-2506,81
74,-3077,84
76,-2885,74
32,-2763,68
77,-2495,67
78,-1810,32
74,-1294,74
75,-1240,76
71,-1220,32
68,-1511,77
32,-1737,78
39,-1664,74
39,-1772,75
72,-2260,71
84,-2511,68
75,-2347,32
87,-2748,39
89,-2792,39
70,-2256,72
82,-1783,84
67,-2221,75
219,-2187,87
81,-3242,89
84,-3222,70
72,-3232,82
32,-2941,67
66,-2538,219
32,-1661,81
72,-1767,84
84,-1747,72
72,-1495,32
190,-2974,66
65,-3752,32
16,-3695,72
18,-3521,84
37,-3591,72
222,-2185,190
222,-1057,65
16,-785,16
16,-958,18
18,-754,37
32,-1090,16
189,-1261,222
32,-1280,222
75,-1304,16
69,-1595,17
78,-1882,18
66,-1671,32
78,-1687,189
32,-1726,32
81,-1644,75
83,-1558,69
89,-1400,78
77,-1246,66
75,-1351,78
70,-1414,32
66,-1540,81
87,-1496,83
66,-1561,89
65,-1538,77
74,-1476,75
37,-1893,70
48,-1993,66
57,-1898,87
16,-1909,66
32,-2085,65
70,-4542,74
68,-3945,37
78,-3936,16
67,-4107,48
72,-4272,57
70,-3960,32
76,-1849,70
69,-2204,68
67,-2254,78
74,-2296,67
85,-2278,72
32,-2484,70
81,-1987,76
74,-1711,69
68,-1550,67
70,-1464,74
75,-1434,85
85,-1210,32
32,-4167,81
86,-4175,74
83,-4243,68
89,-4308,70
89,-4292,75
84,-4276,85
86,-1291,32
67,-1570,86
67,-1649,83
84,-1661,89
188,-1675,89
32,-1888,84
75,-1965,86
83,-1731,67
188,-1552,67
32,-4394,84
81,-4408,188
83,-4185,32
72,-4097,75
74,-4539,83
78,-4494,188
74,-1694,32
82,-1655,81
32,-1771,83
191,-2561,72
16,-2098,74
70,-4721,78
72,-4593,74
8,-4660,82
82,-4701,32
84,-4125,16
75,-4203,191
78,-2026,70
66,-2123,72
85,-2238,8
16,-2084,82
32,-2046,84
70,-2070,75
65,-1623,78
77,-1716,66
75,-1592,16
74,-1753,85
76,-1486,32
70,-1705,70
16,-1495,65
16,-1103,77
16,-961,75
16,-827,74
16,-677,76
16,-325,70
16,-353,16
16,1028,32
16,2105,86
16,2239,74
16,2460,68
16,2698,78
16,2362,67
32,2123,76
86,1326,74
74,1335,68
68,1307,74
78,1290,82
67,1614,69
76,1553,72
74,1689,32
68,1716,76
74,1812,74
82,1755,71
69,2261,32
72,8604,66
32,8318,66
76,8268,78
74,8389,72
71,8493,70
32,7519,71
66,2389,32
66,2485,81
78,2518,84
72,2284,88
70,2344,74
71,2375,188
32,1288,70
81,1201,72
84,1724,32
88,1652,81
74,1539,74
188,1560,82
70,1932,87
72,2106,84
32,1565,86
81,2149,84
74,2162,89
82,4281,32
87,3853,81
84,3660,74
86,3662,82
84,3155,67
