down,up,timedelta
80,74,185
69,72,249
74,76,225
72,69,257
76,85,337
69,32,889
85,74,689
32,85,209
74,74,305
85,82,226
74,67,216
82,68,177
67,84,329
68,73,473
84,83,417
73,188,497
83,81,513
188,69,465
81,16,386
69,82,145
82,32,353
16,70,752
32,68,497
70,78,169
68,67,209
78,77,209
67,75,33
77,84,121
75,78,121
84,66,161
78,74,178
66,72,209
74,78,241
72,67,169
78,32,1145
67,70,1161
32,78,281
70,82,296
78,84,345
82,74,225
84,72,185
74,71,153
72,32,969
71,74,969
32,85,194
74,74,257
85,89,1362
74,78,1353
89,67,290
78,84,329
67,68,384
84,80,289
68,66,248
80,32,585
66,74,481
32,85,193
74,74,298
85,68,202
74,72,193
68,84,210
72,71,233
84,32,202
71,72,361
32,74,378
72,78,216
74,68,136
78,70,384
68,32,450
70,190,305
32,16,146
188,72,601
16,84,696
72,89,178
84,84,353
89,186,345
84,89,257
186,66,265
89,32,345
66,81,361
32,66,217
81,82,218
66,67,281
82,78,218
67,84,224
78,68,361
84,74,337
68,67,241
74,32,369
67,66,336
32,32,481
66,81,705
32,66,441
81,82,273
66,67,233
82,81,265
67,66,218
81,67,162
66,67,234
67,74,218
67,72,249
74,32,385
72,189,489
32,32,642
189,39,1120
32,50,1977
39,52,1401
50,57,954
52,49,937
57,32,657
49,70,7337
32,78,7026
70,8,265
78,8,314
8,78,521
8,70,505
78,8,178
70,8,250
8,78,416
8,67,466
78,72,162
67,70,161
72,86,233
70,32,449
86,48,1985
32,50,1730
48,16,682
50,32,1353
16,189,568
32,32,128
189,70,664
32,72,681
70,70,129
72,86,203
70,70,329
86,67,325
70,16,137
67,32,249
16,16,584
32,188,321
188,37,1233
16,39,1631
37,56,1873
39,55,1456
56,56,1889
55,49,2457
56,32,1177
49,90,3041
32,72,2681
90,188,297
72,90,345
188,8,257
90,84,377
8,78,337
84,82,145
78,74,185
82,32,353
74,37,785
32,39,1225
37,39,1633
39,57,1929
39,49,1065
57,37,561
49,16,1265
37,48,793
48,57,113
57,55,962
16,49,712
55,37,1513
49,16,2202
37,48,754
48,57,90
57,32,274
16,81,4681
32,66,4801
81,82,185
66,67,209
82,89,337
67,84,265
89,75,193
84,68,161
75,90,266
68,74,482
90,85,368
74,74,241
85,16,367
74,188,225
188,32,481
16,88,895
32,66,873
88,68,361
66,84,753
68,77,673
84,75,97
77,66,89
75,67,272
66,70,513
67,68,497
70,16,210
68,32,729
16,89,688
32,66,257
89,78,330
66,89,432
78,70,425
89,78,202
70,67,210
78,89,162
67,74,585
89,82,634
74,16,145
