down,up,timedelta
16,70,-32366
32,89,-32459
89,70,-33315
72,68,-34833
16,74,-34674
16,76,-34465
16,69,-34419
16,72,-34202
16,74,-34158
16,0,-33838
16,74,-33645
16,84,-33510
16,72,-33429
16,84,-33366
16,71,-33268
16,32,-32904
16,70,-32764
16,75,-32550
16,83,-32490
16,0,-32342
16,16,-31639
16,18,-32053
32,32,-32282
82,51,-32064
67,191,-31598
69,16,-31964
71,17,-32230
32,51,-33952
89,51,-34162
84,49,-34100
75,32,-33770
68,16,-34014
78,69,-34028
67,71,-33746
84,32,-33705
79,16,-33471
8,190,-33964
80,8,-33336
69,32,-31785
67,68,-31868
74,74,-31788
32,76,-31837
75,74,-31677
83,85,-31544
0,32,-31397
32,0,-31233
84,173,-30876
83,48,-30818
68,57,-30662
72,57,-31505
84,49,-31462
71,32,-31132
68,84,-30836
32,87,-31277
74,89,-32053
85,74,-31637
84,82,-31823
89,32,-31635
32,16,-31807
67,68,-31743
32,13,-31150
190,190,-30988
85,16,-30127
32,50,-30308
53,16,-29596
56,86,-29857
57,8,-29136
49,8,-29212
32,16,-33250
90,50,-33307
72,16,-32868
0,77,-33068
90,51,-32345
78,173,-30981
82,8,-30931
74,32,-29559
32,67,-29559
51,74,-29499
50,8,-29068
32,75,-28247
66,86,-28166
32,67,-28302
48,74,-28736
16,16,-28744
16,82,-28977
18,16,-28443
51,50,-29414
191,32,-29381
16,16,-28812
18,89,-28665
51,72,-27808
51,32,-26693
49,82,-26856
32,67,-27076
72,69,-28382
84,71,-28257
86,32,-26039
74,89,-25901
89,84,-25891
32,75,-26008
70,68,-25845
75,78,-25752
66,67,-25889
88,84,-25690
69,79,-25802
75,8,-25288
74,80,-24926
71,69,-24323
32,67,-24403
69,74,-24513
71,32,-24595
16,75,-24645
32,83,-28965
86,0,-29037
74,32,-29035
78,84,-28837
0,83,-28607
32,68,-29827
66,72,-28916
72,84,-28853
71,71,-28767
57,68,-29016
16,32,-28563
32,74,-27798
50,85,-28139
16,84,-27955
16,89,-27934
16,32,-27611
16,67,-27611
16,32,-27519
16,190,-27298
16,85,-26903
16,32,-26607
16,53,-26505
16,56,-26045
16,57,-25764
16,49,-25605
16,32,-20832
16,90,-20673
16,72,-20545
16,0,-20299
16,90,-20166
16,78,-20022
16,82,-19890
16,74,-19705
16,32,-19529
16,51,-19453
16,50,-19424
16,32,-19195
16,66,-19047
16,32,-18731
16,16,-18245
16,48,-18165
16,16,-17791
16,51,-16675
16,191,-16127
16,16,-16040
16,17,-16054
16,51,-15282
16,51,-15107
16,49,-14731
16,32,-14306
16,72,-12677
16,84,-12451
16,86,-12355
16,74,-12155
16,89,-11948
16,32,-11742
16,70,-11647
16,75,-11528
16,66,-11370
16,88,-11362
16,69,-11183
16,75,-11119
16,74,-11065
16,71,-10929
16,32,-10591
16,16,-10413
16,69,-10365
16,71,-10034
16,32,-5388
16,86,-5222
16,74,-5093
16,78,-5052
16,0,-4517
16,32,-3256
16,66,-3116
16,72,-3081
16,71,-3000
16,16,-2670
16,57,-2604
16,32,-2589
76,16,-2775
74,50,-2853
0,76,-558
67,74,-598
74,0,-399
68,67,-552
16,74,-681
50,16,-1229
16,68,-1555
32,16,-724
71,50,-1181
16,32,-768
53,16,-1702
54,71,-1830
56,16,-904
16,53,-883
71,54,-2015
16,56,-1925
49,16,-1135
49,71,-1062
32,49,-799
50,49,-4173
16,32,-3909
39,16,-1370
51,50,-2305
8,39,-1754
37,51,-1316
86,8,-1435
16,37,-1176
8,16,-1661
66,86,-2714
80,8,-1613
16,16,-1175
173,66,-851
67,80,-1222
74,173,-900
86,67,-415
67,74,-389
74,86,-530
82,67,-731
16,74,-600
50,16,-899
16,82,-1070
32,16,-1014
89,50,-2532
72,32,-2858
16,16,-1534
32,89,-1513
76,72,-729
74,32,-547
71,76,-391
32,74,-510
89,71,-3132
70,32,-2930
68,89,-312
74,70,-283
76,68,-410
69,74,-409
72,76,-303
74,69,-405
0,72,-451
74,74,-502
84,0,-620
72,74,-491
84,84,-280
71,72,-237
32,84,-386
75,71,-560
83,32,-493
0,75,-291
32,83,-605
50,0,-2201
16,32,-2253
70,16,-1448
85,50,-1615
69,70,-681
76,85,-450
70,69,-379
72,76,-561
16,70,-678
50,16,-678
16,72,-838
32,16,-893
16,50,-1279
82,32,-943
67,16,-1087
16,16,-691
32,82,-1770
86,67,-1666
84,32,-453
73,86,-497
81,84,-509
84,73,-487
89,81,-410
77,84,-486
75,89,-517
70,77,-311
76,75,-405
32,70,-547
68,76,-646
16,32,-376
16,16,-205
16,68,-130
16,13,5503
16,190,5704
16,16,7178
16,48,7259
16,49,7797
16,16,8221
16,191,8731
16,17,9394
16,16,8982
13,51,4785
190,51,4751
48,49,3501
16,32,3932
49,16,4467
16,69,4069
18,71,4603
191,32,4709
16,84,4751
18,66,5130
51,89,4624
51,84,4594
49,88,4295
32,70,4105
69,89,3115
71,80,2873
16,74,3072
32,0,2975
84,74,2387
66,32,2372
89,84,7258
84,74,7229
88,89,7145
70,77,6964
89,75,6939
80,70,6779
74,88,6558
0,70,6517
74,89,6439
32,74,6249
84,68,1273
74,72,1388
89,84,1340
77,71,1328
75,16,1904
70,57,1842
88,32,2129
70,51,2587
89,16,3027
74,191,4174
68,16,4228
72,17,4082
84,8,4373
71,190,5071
57,51,5402
16,51,5417
32,49,5330
51,32,4953
16,39,6458
18,8,7637
191,39,7129
16,78,7530
18,67,8260
8,8,9255
190,8,8623
51,78,9332
51,67,9295
49,69,9172
32,8,9111
39,67,7960
39,8,9658
39,8,9768
39,39,10300
39,39,10431
39,37,10757
39,16,13166
39,48,13299
39,16,13644
39,69,13744
39,71,14123
39,16,14481
39,57,14480
39,32,14323
8,69,14195
39,82,13468
78,68,13189
67,74,12527
8,89,11371
8,70,11325
78,67,9784
67,78,9761
69,69,9689
8,32,9747
67,0,13188
8,69,12468
8,68,12482
39,74,12322
39,82,12232
37,67,12171
37,69,12296
37,71,12376
37,32,12543
37,0,12790
37,69,12938
37,89,13178
37,86,13299
37,84,13513
37,80,13719
37,70,13712
37,89,14895
37,32,15278
37,69,15068
48,89,13300
16,76,13301
69,74,13249
71,32,13183
16,84,15477
57,68,15508
16,70,15578
32,78,15628
69,8,15974
82,8,15993
68,8,15956
74,8,16083
89,84,16776
70,70,16929
67,78,17015
78,68,16968
69,67,16950
32,74,16883
0,67,12521
69,32,11723
68,86,11673
74,84,11691
82,74,11809
67,68,11744
69,67,11686
71,32,12040
32,68,11916
0,32,11815
69,70,11700
89,75,11633
86,84,11722
84,86,11584
80,66,11587
70,32,12804
89,70,11926
32,89,11685
69,16,11572
89,74,11535
76,32,11448
74,190,11563
32,8,12282
84,8,10631
68,32,13704
70,84,13899
78,68,13936
8,70,13358
8,78,13356
8,67,13271
8,74,13179
84,67,12493
70,32,13064
78,68,12959
68,32,13099
67,16,13314
74,50,13349
67,67,14220
32,74,14383
86,86,14254
84,67,14079
74,74,14402
68,16,14298
67,82,14312
32,16,14463
68,50,14375
32,32,14923
70,70,16149
75,68,16106
84,78,16006
86,67,15924
66,81,16039
32,84,14930
70,86,14761
89,84,14794
74,67,14660
16,32,14961
32,16,15449
190,48,15249
8,16,15097
8,89,15155
8,16,16849
8,8,18614
8,16,19286
8,72,19480
8,72,21295
8,16,21810
8,57,21814
8,32,21722
8,81,24109
32,84,20939
84,75,20717
68,84,20592
70,78,20611
78,8,21133
67,8,21117
74,8,21347
67,84,21982
32,78,21431
68,84,21299
32,66,21256
50,67,20985
16,74,20934
67,89,20292
74,173,20404
86,78,20580
67,84,20478
74,82,20070
82,70,20117
16,72,20025
50,32,21988
16,0,22144
32,77,22952
70,79,21968
68,74,22387
78,86,22274
67,74,22297
81,71,22108
84,32,22132
86,67,22109
84,32,22462
67,16,22638
32,48,22357
48,90,24973
16,66,24998
89,89,24543
16,84,24543
16,88,23283
16,70,23557
16,89,23612
16,80,23883
16,70,23981
16,89,24152
16,32,24545
16,74,25483
16,85,25624
16,74,25741
16,89,25917
16,88,26029
16,66,25963
8,75,25206
72,80,24613
72,70,22923
16,72,22758
57,32,22843
16,68,24743
32,74,24821
81,78,22184
84,70,22404
75,8,22481
84,78,23240
78,72,23555
8,70,22919
8,71,22927
8,71,22690
84,70,22101
78,32,22137
84,0,23790
66,66,23965
67,82,24704
74,8,24789
89,66,25372
173,67,25226
78,84,25085
84,88,25054
82,66,25396
70,86,25299
72,67,25350
32,74,23513
0,82,23061
77,16,22297
79,57,22017
74,32,21914
86,66,23659
74,82,23659
71,80,23753
32,69,23637
67,72,23671
32,85,23454
48,70,23238
16,89,23291
90,32,20543
66,81,20838
89,74,20840
84,89,20853
88,80,20859
70,84,20829
89,75,20937
80,74,20818
70,71,20684
89,32,20806
32,68,20477
74,74,19708
85,8,20179
74,8,20376
89,32,21468
88,70,21540
66,82,21277
75,67,21079
80,69,20932
70,71,20935
72,70,21105
32,80,21182
68,32,19353
74,90,19148
78,75,19261
70,76,20019
8,32,20227
78,68,20251
72,74,21510
70,76,21624
71,74,21879
71,85,22053
70,32,22007
32,0,22120
0,173,20866
66,48,20688
82,54,20266
8,57,20689
66,49,20088
67,32,20666
84,84,23146
88,87,23167
66,89,22953
86,74,22973
67,82,22876
74,32,22888
82,68,22897
57,32,23239
16,70,23481
32,89,23393
66,84,21692
82,74,21719
80,72,21630
69,78,21805
72,67,21680
85,74,21678
70,71,21509
89,32,21557
32,70,21115
81,75,20785
74,83,21029
89,0,21083
80,32,21353
84,70,21263
75,82,21158
74,76,21172
71,70,21137
32,79,21149
68,74,21151
74,75,21055
8,71,20593
8,32,20641
32,74,19820
70,89,19574
82,77,19692
67,75,19596
69,70,19499
71,88,19610
70,70,19440
80,89,19197
32,80,19253
90,16,19324
75,66,19279
76,32,18656
32,190,19048
68,16,18974
74,50,17274
76,82,17749
74,87,17463
85,84,17717
32,67,17770
0,84,17778
173,75,17552
48,16,17652
54,71,17214
57,16,17101
49,50,17083
32,32,16881
84,84,16826
87,86,16813
89,74,16830
74,72,16708
82,76,16919
32,74,17039
68,86,17043
32,67,16508
70,8,16976
89,86,18342
84,74,18427
74,82,18234
72,32,18345
78,70,18267
67,89,18399
74,32,18590
71,70,19320
32,82,19213
70,76,19270
75,70,19189
83,79,18963
0,74,18946
32,75,18414
70,71,18417
82,32,18666
76,90,18701
70,70,18978
79,68,18873
74,74,19124
75,82,19215
71,67,19502
32,69,19276
74,71,19039
89,32,19318
77,90,19319
75,70,19755
70,79,19945
88,0,20050
70,69,20057
89,68,20126
80,78,20003
66,67,19777
16,81,19818
32,84,20403
190,76,19847
50,32,19634
16,173,19588
82,32,19193
87,16,19547
84,48,19206
67,16,20140
84,50,19930
75,70,20613
71,85,20401
16,69,20253
50,76,20133
16,70,20153
32,16,20064
84,72,17576
86,16,18182
74,50,18187
72,32,18899
76,16,19071
74,48,18737
86,16,19365
67,82,19422
8,67,18852
86,16,17918
74,57,17877
82,32,18948
32,67,19735
70,82,20032
89,84,20162
32,75,19940
70,71,19151
82,86,19280
76,74,19442
70,82,19345
79,32,19409
74,81,19371
75,83,19534
71,68,19469
32,74,19395
90,78,19273
70,72,19633
68,70,19707
74,78,19492
82,67,19396
67,16,19800
69,8,19971
71,8,20185
32,8,19914
90,8,19817
70,8,19416
79,8,19283
0,8,19095
69,8,19007
68,8,19088
78,8,19178
67,16,20309
81,82,21254
84,67,20646
76,16,20814
32,57,20024
173,32,20577
32,67,21571
48,82,21191
16,84,21183
50,75,20255
16,71,20011
70,86,20073
85,74,20289
69,82,20120
76,32,20672
70,81,20530
72,83,20524
16,68,20364
50,74,19832
16,78,19725
32,72,19446
48,70,18855
16,78,18965
16,67,19010
16,16,18831
82,57,18386
67,32,18905
16,51,20068
57,51,19930
16,49,20234
32,16,19847
67,17,18933
82,18,18479
84,16,19288
75,51,19258
71,16,19534
86,8,19626
74,16,20035
82,51,20090
32,16,21331
81,17,21101
83,8,21723
68,16,22581
74,50,22471
78,16,22909
72,8,22485
70,16,23037
78,51,23002
67,16,23313
16,17,22399
18,32,23553
8,70,24096
8,82,23888
8,76,24020
8,70,23919
8,79,24666
8,74,24941
8,75,24895
8,16,24883
8,71,24838
