down,up,timedelta
75,32,-31682
84,83,-31615
78,89,-31310
66,84,-31265
67,76,-31155
74,74,-31029
89,75,-31123
173,74,-31384
78,71,-31431
84,67,-31541
82,70,-31454
70,72,-31559
72,32,-32320
32,66,-32391
84,89,-32376
66,84,-32352
89,71,-32285
84,69,-32273
89,78,-32171
75,67,-32393
74,32,-32328
71,81,-31525
67,74,-31655
66,72,-31688
32,74,-31905
84,78,-32186
74,74,-32525
89,82,-32633
68,32,-32561
66,69,-32685
78,32,-32659
82,190,-32574
69,16,-32915
72,48,-33517
78,8,-33508
67,16,-33393
89,57,-33270
74,90,-32824
82,70,-32646
16,89,-32528
16,86,-32809
13,84,-33296
190,76,-33332
48,89,-33667
16,70,-33678
70,78,-33789
82,8,-33343
68,89,-33015
74,16,-32808
89,57,-32936
74,32,-32771
71,70,-32403
86,82,-32572
74,68,-32828
82,74,-32841
57,89,-33007
16,74,-32961
32,71,-32961
81,86,-34268
84,74,-34543
89,82,-34590
84,32,-34561
71,32,-31508
69,16,-31463
78,48,-31482
67,49,-31179
32,37,-30952
84,90,-28804
66,70,-28541
89,89,-28621
84,77,-28571
0,75,-28698
74,74,-28731
75,76,-28608
74,74,-28474
71,72,-28720
67,71,-28783
70,13,-28230
72,16,-27950
16,54,-28035
13,86,-30734
190,66,-31009
66,79,-31494
75,0,-31569
86,69,-31513
84,76,-31453
80,84,-31147
16,75,-30020
8,67,-30402
8,32,-30499
84,77,-31045
80,78,-31149
32,83,-31427
70,0,-31653
82,32,-31566
66,78,-31740
89,84,-31788
78,0,-31880
69,74,-31809
71,86,-31892
67,32,-32039
32,81,-31119
74,84,-31619
85,75,-31636
74,84,-31706
89,78,-31812
89,66,-31855
84,67,-32078
68,74,-32197
78,89,-32138
67,173,-32466
8,78,-32467
8,84,-32668
8,82,-32778
84,70,-34097
68,72,-33500
78,32,-32935
67,84,-32943
69,66,-33044
82,89,-32944
67,84,-33106
66,89,-33119
32,75,-34912
69,74,-35022
78,71,-34871
66,67,-34739
0,66,-34901
8,32,-35160
8,84,-34941
8,74,-34674
8,89,-34549
8,68,-34570
32,66,-35132
69,78,-35314
78,82,-35295
66,69,-34714
77,72,-34300
72,78,-33904
74,67,-33956
32,89,-34023
70,74,-33842
89,16,-33698
32,82,-33839
66,13,-32793
78,190,-32701
81,16,-32408
8,48,-32706
8,70,-32623
66,82,-33412
78,68,-33275
83,74,-33579
68,89,-33500
32,74,-33413
70,71,-33491
89,86,-33346
0,74,-33118
74,82,-33273
67,16,-33038
74,57,-33086
71,32,-32902
67,81,-31713
32,84,-31216
84,89,-31243
89,84,-31243
32,71,-31391
0,69,-31706
66,78,-31655
89,67,-31752
32,32,-31812
80,84,-31797
66,66,-31917
32,89,-31908
70,84,-32016
89,0,-31882
76,74,-32100
74,75,-32299
32,74,-32411
66,71,-32193
89,67,-32302
32,70,-32377
74,16,-33227
82,72,-33283
70,13,-29013
89,190,-28693
76,66,-28224
74,75,-28131
32,86,-28172
190,84,-28183
16,16,-28006
70,80,-28868
78,8,-28382
84,8,-28362
82,84,-27711
70,80,-27810
72,32,-27463
32,70,-27556
90,82,-27728
70,66,-27596
82,89,-27465
67,78,-28282
84,69,-28310
88,71,-28101
66,67,-28485
78,32,-28300
67,74,-27760
66,85,-27678
75,74,-27792
75,89,-27679
70,89,-27820
0,84,-27566
32,68,-27549
90,78,-27559
70,67,-27192
68,8,-26872
72,8,-26714
84,8,-26672
71,84,-25120
32,68,-25485
66,78,-25493
32,67,-25878
84,69,-25818
75,82,-25892
67,67,-25768
66,66,-25720
88,32,-23792
32,69,-23808
86,78,-23790
74,66,-23807
78,0,-23534
32,8,-23066
68,8,-23009
32,8,-22981
190,8,-23112
16,8,-23078
0,32,-24319
83,69,-24404
78,78,-24448
70,66,-24448
88,77,-24381
89,72,-24507
84,74,-24509
71,32,-24435
69,70,-24472
78,89,-24427
67,32,-24375
74,66,-24414
89,78,-24561
76,81,-24598
74,8,-24391
32,8,-24508
74,66,-24185
75,78,-24219
70,83,-23985
86,68,-24044
84,32,-24114
89,70,-24064
32,89,-24146
190,0,-24109
16,74,-23993
70,67,-24663
68,74,-24650
78,71,-24623
67,67,-24551
89,32,-24716
70,84,-24799
72,89,-24767
78,32,-24630
67,0,-24309
74,66,-24288
72,89,-24134
71,32,-24001
32,80,-24055
74,66,-24141
85,32,-24114
74,70,-24100
82,89,-24062
67,76,-24446
84,74,-24257
88,32,-24209
66,66,-24264
86,89,-24226
67,32,-24121
74,74,-23438
82,82,-23555
32,70,-23652
77,89,-24009
88,76,-24222
66,74,-24197
78,32,-24113
67,190,-24010
74,16,-24271
76,70,-23567
32,78,-23507
0,84,-23619
83,82,-23732
89,70,-23551
0,72,-23754
74,32,-23650
67,90,-23602
74,70,-23447
71,82,-23519
67,67,-22713
32,84,-22642
190,88,-22856
16,66,-22349
78,78,-24547
84,67,-24516
82,66,-24458
70,75,-24395
72,75,-24363
32,70,-24302
0,0,-24441
66,32,-24534
82,90,-24572
67,70,-24429
84,68,-24670
8,72,-25839
84,84,-27053
88,71,-27573
66,32,-27067
78,66,-26945
67,32,-26535
66,84,-26510
75,75,-26603
75,67,-26654
70,66,-26870
0,88,-26977
32,32,-27009
66,86,-27039
76,74,-27989
84,78,-28104
72,32,-27985
67,68,-28355
16,32,-28419
32,190,-28534
190,16,-29117
77,0,-28345
75,83,-28263
84,78,-28136
78,70,-28348
8,88,-28525
8,89,-28462
8,84,-28471
77,71,-29237
75,69,-29232
84,78,-29217
66,67,-29784
67,74,-29670
74,89,-29635
89,76,-29493
32,74,-29552
81,32,-29697
83,74,-29249
89,75,-29289
73,70,-29664
69,86,-29792
76,84,-29667
80,89,-29831
74,32,-29804
68,190,-29728
32,16,-30150
82,70,-37962
8,68,-38096
8,78,-38107
66,67,-41267
89,89,-41146
84,70,-41079
71,72,-41048
69,78,-41086
78,67,-41105
67,74,-41141
32,72,-41258
81,71,-41564
8,32,-41368
87,74,-41882
74,85,-41927
68,74,-41882
72,82,-41893
84,67,-41204
71,84,-41164
32,88,-41252
84,66,-41227
68,86,-41272
78,67,-41267
67,74,-40989
84,82,-40984
88,32,-40925
70,77,-40621
82,88,-40210
32,66,-40176
68,78,-40315
32,67,-40938
90,74,-40895
70,76,-41015
79,32,-40901
0,0,-40912
84,83,-41169
86,89,-41174
66,0,-41030
32,74,-40971
190,67,-41122
16,74,-41038
70,71,-41426
78,67,-41357
84,32,-41404
82,190,-41285
70,16,-41515
72,78,-39363
32,84,-41690
82,82,-41770
70,70,-41658
82,72,-41621
32,32,-41665
90,0,-41526
67,66,-41307
77,82,-41405
78,67,-41265
70,84,-41001
68,8,-39654
74,84,-38537
72,88,-37919
66,66,-38174
87,78,-38273
66,67,-38287
65,66,-38268
66,75,-38133
67,75,-38206
67,70,-38040
70,0,-38074
75,32,-38023
82,66,-38063
74,76,-38279
32,84,-38362
78,72,-38396
84,16,-38349
0,67,-38368
74,32,-38118
86,190,-37580
32,77,-36624
90,75,-37903
70,84,-37816
78,78,-37725
70,8,-37622
88,8,-37589
89,8,-37684
84,77,-37135
71,75,-37240
69,84,-37340
78,66,-36959
67,67,-37300
74,74,-37500
89,89,-37869
76,32,-37917
74,81,-37809
32,83,-37915
82,89,-37932
70,73,-37463
82,69,-37301
32,76,-38768
0,80,-38947
90,74,-38829
70,68,-39057
88,32,-38852
69,82,-30409
75,8,-30267
67,8,-30258
32,66,-27073
0,89,-27133
83,84,-27185
72,71,-27183
74,69,-27186
78,78,-27136
74,67,-27117
82,32,-27028
84,81,-26905
89,8,-26793
32,87,-26232
68,74,-26162
16,68,-26261
32,72,-26223
190,84,-26389
66,71,-26872
82,32,-26823
78,84,-26708
74,68,-26626
0,78,-26738
70,67,-26741
72,84,-26780
74,88,-26830
72,70,-26617
71,82,-26667
32,32,-28770
66,68,-29414
89,32,-28822
84,90,-29940
71,70,-29596
84,79,-29650
78,0,-29549
67,84,-29235
32,86,-29244
81,66,-29170
74,32,-29172
89,190,-29096
88,16,-29173
66,70,-28915
75,78,-29096
80,84,-29220
70,82,-29383
72,70,-29157
32,72,-30592
83,32,-28451
78,82,-28538
82,70,-28571
84,82,-28653
74,32,-28593
72,90,-28546
71,67,-28514
32,77,-28820
90,78,-28930
67,70,-28929
78,68,-28983
0,74,-29165
84,72,-29328
86,66,-29123
66,87,-29182
32,66,-29180
90,65,-29611
78,66,-29961
74,67,-29917
0,67,-30003
32,70,-29997
190,75,-30315
16,82,-30242
74,74,-29334
89,32,-29315
70,78,-29263
76,84,-29487
80,0,-29557
74,74,-29591
67,86,-29697
32,32,-29440
84,90,-28353
89,70,-28270
78,78,-32406
67,70,-32278
8,88,-32362
8,89,-32191
32,84,-36106
66,71,-36196
89,69,-36052
84,78,-35914
86,67,-35816
84,74,-35280
72,89,-34901
68,76,-34773
32,74,-34679
74,32,-34669
85,82,-34627
84,70,-34644
79,82,-34775
90,32,-33227
74,0,-33017
67,90,-32945
78,70,-32601
70,88,-32578
89,69,-32441
32,75,-32506
74,67,-32632
76,32,-32725
32,0,-32662
190,83,-32843
16,72,-32803
67,74,-33240
74,78,-33423
86,74,-33444
67,82,-33542
74,84,-33972
82,89,-34120
32,32,-33994
68,16,-34089
32,68,-34311
69,32,-34213
82,190,-34063
80,66,-33797
69,82,-33821
72,78,-33880
85,74,-33969
70,0,-33777
89,70,-33774
32,72,-33842
0,74,-34001
69,72,-34204
89,71,-34253
80,32,-32207
84,66,-31634
75,89,-31527
74,84,-30377
71,71,-30377
32,84,-30936
0,78,-31114
66,67,-31152
79,32,-31537
90,81,-32123
76,74,-32099
74,89,-32137
68,88,-32194
83,66,-32467
68,75,-32279
32,80,-32277
190,70,-32409
16,72,-32327
8,32,-31025
32,83,-31539
81,78,-31777
84,82,-31863
75,84,-31779
84,74,-31788
78,72,-31844
66,71,-31872
67,32,-31485
74,90,-31507
89,67,-31569
173,78,-31706
78,0,-31672
84,84,-31637
82,86,-31508
70,66,-31559
72,32,-31440
32,90,-31365
0,78,-32423
83,74,-32350
78,0,-32302
70,32,-32276
88,190,-32078
89,16,-32283
84,74,-31907
71,89,-31885
69,70,-32000
78,76,-31700
67,80,-31570
74,74,-31428
89,67,-32160
76,32,-32413
74,84,-32534
16,89,-32751
32,78,-28518
190,67,-28808
90,8,-29493
66,8,-29528
87,32,-25485
70,66,-25644
82,89,-25476
66,84,-25909
65,86,-26209
66,84,-26201
67,72,-26241
67,68,-26258
70,32,-26456
75,74,-26396
82,85,-26518
16,84,-26694
13,79,-29907
190,90,-30285
50,74,-30489
16,78,-30685
70,67,-31298
78,70,-31221
84,89,-31348
82,32,-31194
70,74,-31281
72,76,-31103
32,32,-31123
90,190,-30981
70,16,-31181
82,67,-30583
67,74,-30577
84,86,-30568
88,67,-30505
66,74,-30624
78,82,-30709
67,32,-30589
66,68,-30635
75,32,-30629
75,69,-30568
70,82,-30776
0,80,-30701
32,69,-30845
90,72,-30814
70,85,-30758
89,70,-30929
8,89,-31636
8,32,-31526
8,0,-31227
8,69,-31183
32,89,-32794
81,80,-32698
83,84,-32585
89,75,-32520
77,74,-32617
75,71,-32662
70,32,-32829
78,0,-32555
89,66,-32793
84,79,-32384
89,90,-32943
66,76,-32889
78,74,-32789
89,68,-32923
74,83,-32675
82,68,-32667
0,32,-32502
84,190,-32490
86,16,-32635
32,8,-32419
50,32,-32164
16,81,-31958
32,84,-31823
66,75,-31827
32,84,-31907
50,78,-32290
16,66,-32176
16,67,-32491
90,74,-33242
66,89,-33537
89,173,-33420
84,78,-33299
88,84,-33332
70,82,-33525
89,70,-33313
80,72,-33437
70,32,-33570
89,0,-32061
32,83,-32204
74,78,-32289
85,70,-32207
74,88,-32219
82,89,-32025
67,84,-32086
84,71,-31974
88,69,-32086
66,78,-32131
86,67,-32236
67,74,-32286
74,89,-31851
82,76,-31629
32,16,-31527
70,74,-31590
78,32,-31186
84,190,-30904
82,90,-30128
70,66,-30206
72,87,-30262
50,70,-31349
16,82,-31301
16,66,-30654
16,65,-30385
16,66,-30227
16,67,-30430
32,67,-30720
83,70,-30702
89,75,-30677
66,16,-30643
86,82,-30717
72,13,-27149
84,190,-26795
78,16,-26722
32,50,-26749
78,70,-25956
84,78,-25916
90,84,-26019
89,82,-26043
66,70,-25911
76,72,-26169
84,32,-26081
0,90,-26818
0,70,-27029
74,82,-27167
32,67,-27417
50,84,-29071
16,88,-29247
77,66,-29363
75,78,-29260
84,67,-29200
78,66,-29147
66,75,-28880
67,75,-28922
74,70,-28802
89,0,-28583
173,32,-28732
70,90,-28861
78,70,-28875
84,89,-28721
82,8,-27944
70,8,-27981
72,8,-28036
50,8,-28330
16,32,-26940
32,81,-36789
89,83,-37211
66,89,-37198
86,77,-37092
72,75,-37242
84,70,-36431
78,78,-36380
32,89,-36234
84,84,-44999
82,89,-43852
68,66,-43996
74,78,-44118
78,89,-43858
82,74,-44239
70,82,-44177
72,0,-44005
78,84,-43978
32,86,-43939
81,32,-43874
74,16,-43822
82,50,-43811
70,32,-43493
78,66,-43404
32,32,-43394
68,16,-43450
16,50,-43513
32,90,-42214
190,66,-42018
68,89,-47329
74,84,-47330
82,88,-47302
74,70,-47221
75,89,-47192
0,80,-47145
32,70,-46882
0,89,-47034
83,32,-47134
68,74,-46948
84,85,-47072
74,74,-47202
0,82,-47408
32,67,-47638
8,84,-47829
0,88,-48785
0,66,-53616
83,86,-53643
89,67,-53587
72,74,-53282
84,82,-53355
76,32,-53383
90,70,-53469
84,78,-53582
89,84,-53597
32,82,-53746
66,70,-53518
32,72,-53477
0,16,-54023
83,50,-54266
89,32,-53451
72,83,-53368
84,89,-53329
76,66,-53456
90,86,-53495
32,72,-53410
190,84,-53561
16,78,-53490
81,32,-55263
84,78,-55161
75,84,-55321
0,90,-55199
70,89,-55243
72,66,-55195
74,76,-54988
82,84,-55015
32,0,-54291
0,0,-54228
66,74,-54466
82,32,-54136
67,16,-52810
84,50,-52761
88,77,-51816
66,75,-52177
86,84,-52302
67,78,-52436
74,66,-52509
82,67,-52472
32,74,-52482
190,89,-52597
16,173,-52346
66,70,-52955
75,78,-52951
86,84,-53083
84,82,-53549
80,70,-53520
16,72,-53450
32,16,-53671
89,50,-53850
74,32,-43579
81,89,-43208
70,66,-43574
72,86,-43571
32,72,-43530
81,84,-43624
83,78,-43519
89,32,-43541
89,84,-34844
0,82,-35427
8,68,-35390
84,74,-35799
75,78,-35886
70,82,-35469
76,70,-35488
78,72,-35862
74,78,-35890
32,32,-36113
68,81,-36133
32,74,-36034
74,82,-36192
0,70,-36365
66,78,-36460
75,32,-36539
32,16,-36651
67,68,-38817
74,32,-38533
86,190,-38470
67,68,-33228
74,74,-33217
82,82,-33343
32,74,-33282
68,75,-33376
57,0,-33353
16,32,-33376
32,0,-33278
69,83,-33495
82,68,-33572
88,84,-33755
74,74,-33569
78,0,-33372
32,32,-33110
0,8,-33063
69,0,-32102
89,0,-27191
89,83,-27144
70,89,-27314
76,72,-27274
70,84,-27349
80,76,-27235
32,90,-27366
68,84,-27063
32,89,-27029
66,32,-27018
82,66,-27626
68,32,-27664
70,0,-26016
78,83,-25743
67,89,-25588
74,72,-25520
76,84,-25691
32,76,-25712
90,90,-27100
75,32,-27500
76,190,-27334
32,16,-28215
90,81,-26576
70,84,-26573
89,75,-26544
89,0,-26488
84,70,-26578
88,72,-26623
70,74,-26740
89,82,-26825
80,32,-26963
70,0,-26653
89,66,-27026
76,82,-27513
84,67,-28216
8,84,-28266
76,88,-29448
72,66,-29546
71,86,-29386
32,67,-29301
190,74,-29355
16,82,-29362
8,32,-29678
32,190,-30191
70,16,-30454
78,66,-29694
84,75,-29609
82,86,-29620
70,84,-29312
72,16,-29539
32,80,-29794
16,32,-30186
54,89,-30147
16,74,-30153
66,81,-30463
66,70,-30065
89,72,-30248
84,32,-30228
88,81,-30238
70,83,-30639
89,89,-30484
80,89,-30608
32,0,-30220
86,8,-30166
74,84,-29921
89,75,-30005
89,70,-30044
84,76,-30373
72,78,-30006
66,74,-29895
73,32,-29817
67,68,-29855
70,32,-29897
72,74,-29751
32,0,-29798
68,66,-29609
32,75,-29514
90,32,-29471
67,67,-27286
78,74,-27353
84,86,-27212
90,67,-27307
89,74,-27220
84,82,-27195
86,32,-27168
66,68,-27576
72,16,-27417
71,57,-27468
32,32,-27351
77,69,-28176
75,82,-28166
84,88,-27625
78,74,-27683
66,78,-27729
67,32,-27603
74,0,-27477
89,69,-27490
173,89,-27688
70,89,-27722
78,70,-27550
84,76,-27573
82,70,-27539
70,80,-27573
72,32,-27599
32,68,-27810
89,32,-29775
66,66,-29744
86,82,-29171
72,68,-29069
84,70,-29048
78,78,-29039
32,67,-29077
70,74,-29111
76,76,-29001
85,32,-28894
74,90,-27540
89,75,-27190
66,76,-27323
16,32,-26515
13,90,-26786
39,70,-28953
39,89,-30498
39,89,-30852
78,84,-31326
37,88,-33145
37,70,-32983
37,89,-33047
190,80,-33579
74,70,-34236
68,89,-33505
67,76,-33117
89,84,-32266
70,8,-32763
72,76,-31439
78,72,-31213
67,71,-31272
74,32,-31226
72,190,-31051
71,16,-31077
32,8,-30831
84,32,-30840
74,70,-30687
82,78,-30616
67,84,-30711
84,82,-30702
88,70,-30595
66,72,-30261
86,32,-30130
67,16,-29452
74,16,-29751
82,54,-29969
32,66,-30093
68,66,-30079
32,89,-29863
66,84,-30512
82,88,-30610
80,70,-30291
69,89,-30338
72,80,-30202
85,32,-30128
70,86,-30090
89,74,-29696
32,89,-29713
81,89,-29692
74,84,-29372
89,72,-29375
80,66,-29594
84,73,-29524
75,67,-29530
74,70,-29500
71,72,-29438
32,32,-29546
90,68,-29705
66,32,-29960
89,90,-30117
84,67,-30226
76,78,-30030
84,84,-30177
68,90,-30296
83,89,-30315
68,84,-30336
32,86,-31124
90,66,-30832
75,72,-30946
76,71,-30875
32,32,-31126
90,77,-30168
70,75,-30211
89,84,-30258
89,78,-30253
84,66,-30476
88,67,-30477
70,74,-30523
89,89,-30420
80,173,-30269
70,70,-30300
89,78,-30244
76,84,-30442
84,82,-30733
72,70,-30600
71,72,-30410
32,32,-30315
190,89,-28510
16,66,-28455
70,86,-29178
78,72,-29123
84,84,-29161
82,78,-29126
70,32,-29214
8,70,-29584
8,76,-29531
70,85,-30048
82,74,-29993
72,89,-29935
32,66,-30637
173,16,-30716
32,13,-30253
90,39,-29818
66,39,-28110
89,39,-27813
84,78,-27169
88,37,-25325
70,37,-25325
89,37,-25217
80,190,-24580
70,74,-24067
89,68,-24060
32,67,-24164
74,89,-24399
85,70,-23873
74,72,-23937
82,78,-23795
67,67,-24445
84,74,-24474
88,72,-24552
66,71,-24832
86,32,-24761
67,84,-24183
74,74,-24325
82,82,-24450
32,67,-24456
70,84,-24564
78,88,-24529
84,66,-24526
82,86,-24487
70,67,-24577
72,74,-24228
32,82,-24470
84,32,-23784
0,68,-23916
82,32,-24159
70,66,-23402
78,82,-23431
32,80,-23340
190,69,-23539
16,72,-23433
8,85,-23612
190,70,-25413
77,89,-26025
75,32,-25894
84,81,-25893
78,74,-25899
66,89,-25880
67,80,-25642
8,84,-25950
8,75,-25979
8,74,-25916
8,71,-25987
8,32,-25725
8,90,-25706
77,66,-25606
75,89,-25509
84,84,-25528
78,76,-25533
66,84,-25642
88,68,-25401
74,83,-25380
89,68,-25464
173,32,-25108
8,90,-25368
48,75,-35900
70,76,-36325
78,32,-35836
84,90,-35763
82,70,-35682
70,89,-35602
72,89,-35768
16,84,-35689
13,88,-35735
13,70,-72276
190,89,-73773
84,80,-74400
82,70,-74399
80,89,-74561
69,76,-74636
8,84,-75101
80,72,-75601
72,71,-75867
85,32,-75813
70,190,-75692
89,16,-75743
32,70,-75091
81,78,-75048
74,84,-75086
89,82,-75188
80,70,-75221
84,8,-74939
75,8,-74941
8,70,-75551
39,82,-76089
39,72,-75921
39,32,-75087
39,173,-74986
39,32,-74938
39,90,-73082
39,66,-73403
76,89,-73653
8,84,-74021
37,88,-74810
37,70,-74794
37,89,-74758
37,80,-74510
37,70,-74410
37,89,-74316
37,32,-74423
74,74,-74773
74,85,-75255
71,74,-75183
32,82,-75345
77,67,-74838
78,84,-74815
66,88,-74779
75,66,-74681
84,86,-74544
72,67,-74510
68,74,-74366
74,82,-74495
71,32,-74264
32,70,-74476
83,78,-74676
0,84,-74789
32,82,-74912
70,70,-74849
75,72,-74663
85,32,-74447
74,84,-74450
86,0,-74409
32,82,-74250
90,70,-74316
70,78,-74243
72,32,-74426
74,190,-74336
78,16,-74350
74,8,-74044
82,190,-72258
32,77,-71686
190,75,-71896
16,84,-71875
66,78,-72216
66,66,-72192
87,67,-72362
70,8,-72074
72,8,-71905
0,8,-72102
66,8,-72391
68,8,-72764
32,8,-72987
82,77,-72731
32,75,-72945
66,84,-72973
78,78,-72889
67,66,-72820
84,88,-72851
68,74,-72852
66,89,-72778
72,173,-72169
71,8,-71881
32,48,-61259
78,70,-60973
84,78,-60893
8,84,-61439
8,82,-61507
78,70,-62084
82,16,-61976
0,72,-62802
74,13,-62670
86,13,-25993
32,190,-24595
72,84,-24657
69,82,-24791
89,80,-24425
74,69,-24387
82,8,-23635
81,80,-23120
70,72,-23197
0,85,-23366
16,70,-23454
32,89,-23687
84,32,-23753
86,81,-23843
74,74,-23839
72,89,-23725
76,80,-23703
74,84,-23782
86,75,-23781
67,8,-22805
74,39,-22824
82,76,-22072
32,8,-21698
70,37,-21015
89,37,-20811
32,74,-19852
53,74,-19656
55,71,-20089
49,32,-19875
32,77,-20648
90,78,-20944
66,66,-20995
89,75,-20838
70,84,-20891
68,72,-20837
74,68,-20741
72,74,-20564
66,71,-20677
80,32,-20586
70,83,-20499
0,0,-20321
32,32,-20472
74,70,-20515
85,75,-20518
74,85,-20537
89,74,-20592
78,86,-20794
0,32,-21429
70,90,-21833
73,70,-21824
32,72,-22543
69,74,-22910
71,78,-23084
16,74,-23285
32,82,-23600
67,32,-23622
32,190,-23516
70,16,-24041
82,66,-23482
67,66,-23516
69,87,-23568
71,70,-23398
70,72,-23477
80,0,-23554
32,66,-24760
90,68,-24460
86,32,-24218
84,82,-24321
72,32,-24247
68,66,-24202
32,78,-24565
74,67,-24669
68,84,-24593
32,68,-24668
86,66,-24758
69,72,-24860
73,71,-24761
32,32,-25938
74,78,-26008
78,84,-25997
88,8,-25400
32,8,-25372
190,78,-24811
16,82,-24824
8,0,-24440
32,74,-24741
90,86,-25044
66,32,-24980
89,72,-24227
84,69,-24208
67,89,-24216
70,74,-24168
71,82,-24159
74,81,-24185
32,70,-24020
66,16,-23963
75,0,-24015
83,32,-23664
0,84,-23611
16,86,-23662
32,74,-24253
190,72,-24587
68,76,-25058
74,74,-25100
82,86,-25044
67,67,-24999
69,74,-24453
71,82,-24725
70,32,-24786
80,70,-24962
32,89,-25437
0,32,-26677
66,53,-26639
82,55,-26208
67,49,-26465
84,32,-25606
88,90,-25502
72,66,-25766
84,89,-26370
86,70,-26615
86,68,-26720
74,74,-27054
82,72,-27024
32,66,-26961
90,80,-26812
75,70,-26810
76,0,-26816
32,32,-26792
0,74,-26878
84,85,-27210
32,74,-27534
77,89,-27508
78,78,-27317
70,0,-26667
68,70,-26260
74,73,-26240
80,32,-25487
77,16,-25515
75,69,-25461
74,71,-25286
71,32,-24690
67,67,-24783
66,32,-24730
32,70,-24448
86,82,-25409
84,67,-25295
66,69,-25276
89,71,-25723
84,70,-25751
73,80,-25465
84,32,-24310
72,90,-24272
8,86,-24648
84,84,-25198
32,72,-25271
67,68,-25251
32,32,-26531
66,74,-26547
66,68,-26648
68,32,-26809
78,86,-26910
67,69,-26815
78,73,-27065
84,32,-26061
68,74,-26094
78,78,-26170
74,88,-26274
74,32,-26329
67,190,-26326
32,16,-26785
68,8,-26285
32,32,-25783
190,90,-25748
16,66,-25719
50,89,-26460
16,84,-26593
78,67,-26698
74,70,-26682
82,71,-26710
74,74,-26745
72,32,-26706
16,66,-26759
50,75,-26759
16,83,-26916
32,16,-26924
81,0,-28334
84,32,-27582
75,190,-27341
84,68,-26814
78,74,-26933
66,82,-26965
67,67,-26944
74,69,-26909
89,71,-26713
173,70,-26841
78,80,-26948
84,32,-26473
82,0,-25098
70,66,-24870
72,82,-24889
32,67,-24836
68,84,-25560
74,88,-25531
82,72,-25117
67,84,-24550
69,86,-24352
71,86,-24266
70,74,-24444
80,82,-24653
32,32,-24643
90,90,-24651
75,75,-24597
76,76,-24618
32,32,-25740
70,0,-25816
89,84,-25375
70,32,-24986
68,77,-24885
74,78,-24967
76,70,-25012
69,68,-25030
72,74,-25035
74,80,-24930
0,77,-24905
74,75,-25064
84,74,-24976
72,71,-24991
84,67,-24888
71,66,-24849
32,32,-24999
70,86,-24155
75,84,-24262
83,66,-24227
0,89,-23716
18,84,-24467
16,73,-24285
32,84,-24051
51,72,-24423
191,8,-24576
16,84,-24037
18,32,-23752
51,67,-24170
51,32,-22555
49,66,-22525
32,66,-22774
69,68,-22745
71,78,-22807
16,67,-22863
32,78,-22601
190,84,-22879
16,68,-22944
8,78,-23462
32,74,-25569
68,74,-25608
74,67,-25781
76,32,-25360
74,68,-25740
85,32,-25748
32,190,-25821
0,16,-26098
173,16,-25801
48,50,-26552
57,78,-26388
57,74,-26462
49,82,-26528
32,74,-26676
84,16,-27041
87,72,-27154
89,16,-27055
74,50,-27606
82,32,-27175
32,81,-25950
68,84,-26003
16,75,-25997
13,84,-26279
190,78,-26260
50,66,-27522
16,67,-27533
86,74,-28207
16,89,-28200
8,173,-28764
8,78,-28437
50,84,-29217
16,82,-29354
77,70,-29549
16,72,-29735
51,32,-30112
173,68,-30681
8,74,-30770
32,82,-32225
67,67,-32294
74,69,-32264
8,71,-32697
75,70,-33112
86,80,-33104
67,32,-33136
74,90,-33162
82,75,-33332
16,76,-33407
50,32,-32364
