key,timedelta
220,2
190,3
190,7
190,8
190,3
190,2
190,2
190,1
190,8
190,2
190,1
190,2
190,2
190,2
190,5
190,2
190,20
190,3
190,2
190,2
190,3
190,4
190,3
190,3
188,2
188,7
188,3
188,7
188,2
188,2
188,3
188,3
188,23
188,1
188,3
188,2
188,2
188,1
188,3
188,6
188,1
188,5
188,2
173,2
173,7
173,1
173,2
173,7
173,4
90,1
90,7
90,6
90,6
89,7
89,1
89,2
89,2
89,2
89,2
89,2
89,22
89,2
89,2
89,1
89,2
89,1
89,2
89,3
89,25
89,2
89,1
89,2
89,3
89,2
89,2
88,2
88,3
88,6
88,3
88,2
88,2
88,2
88,3
88,3
87,7
87,3
87,1
87,2
87,3
87,2
87,3
87,7
87,2
87,2
87,5
87,3
87,3
87,8
87,2
87,9
87,6
87,5
87,3
87,3
87,4
87,2
87,1
87,1
87,2
87,2
87,7
87,2
87,2
87,1
87,2
87,14
87,3
87,1
87,2
87,1
87,2
87,2
87,1
87,3
87,5
87,2
87,3
86,3
86,12
86,2
86,2
86,3
86,2
86,3
86,2
86,4
86,3
86,1
86,2
86,4
86,3
86,6
86,6
86,3
86,73
86,48
86,47
86,417
86,79
86,19
86,37
86,37
86,41
86,-257470
85,817
85,497
85,498
85,120
85,172
85,135
85,65
85,436
85,167
85,302
85,128
85,341
85,294
85,590
85,26
85,274
85,200
85,427
85,370
85,748
85,116
85,83
85,262
85,145
85,542
85,1074
85,714
85,135
85,289
85,266
85,314
85,144
85,221
85,390
85,211
85,189
85,96
85,2372
85,84
85,380
85,873
85,328
85,-16131
84,29
84,55
84,94
84,132
84,153
84,296
84,46
84,175
84,7
84,49
84,31
84,100
84,204
84,35
84,53
84,103
84,129
84,116
84,142
84,6
84,208
84,99
84,357
84,17
84,44
84,32
84,93
84,112
84,41
84,91
84,203
84,86
84,4
84,85
84,30
84,178
84,80
84,134
84,28
84,119
84,108
84,121
84,173
84,51
84,10
84,32
84,129
84,21
84,78
84,14
84,83
84,11
84,71
84,11
84,73
84,35
84,155
84,333
84,65
84,207
84,4
84,67
84,133
84,49
84,138
84,40
84,131
84,54
84,83
84,117
84,155
84,13
84,124
84,11
84,95
84,68
84,128
84,113
84,69
84,92
84,244
84,76
84,81
84,327
84,132
84,238
84,99
84,53
84,131
84,9
84,244
84,130
84,89
84,76
84,27
84,79
84,62
84,164
84,44
84,105
84,7
84,48
84,220
84,30
84,96
84,144
84,32
84,176
84,62
84,74
84,59
84,112
84,95
84,66
84,36
84,128
84,67
84,118
84,47
84,51
84,62
84,64
84,15
84,223
84,41
84,45
84,4
84,118
84,185
84,118
84,134
84,168
84,113
84,22
84,61
84,11
84,24
84,145
84,14
84,129
84,102
84,175
84,70
84,131
84,90
84,49
84,121
84,66
84,65
84,189
84,68
84,116
84,20
84,65
84,262
84,99
84,17
84,39
84,27
84,244
84,48
84,29
84,157
84,32
84,163
84,32
84,52
84,73
84,71
84,30
84,-16458
83,30
83,360
83,41
83,203
83,48
83,336
83,39
83,110
83,86
83,31
83,120
83,23
83,285
83,528
83,36
83,35
83,155
83,69
83,66
83,45
83,72
83,71
83,378
83,50
83,206
83,11
83,26
83,93
83,1004
83,120
83,382
83,85
83,257
83,35
83,33
83,13
83,140
83,22
83,224
83,125
83,118
83,58
83,172
83,99
83,14
83,110
83,113
83,22
83,1
83,41
83,277
83,140
83,133
83,60
83,105
83,52
83,101
83,45
83,510
83,114
83,124
83,64
83,67
83,51
83,202
83,55
83,48
83,186
83,44
83,330
83,36
83,26
83,132
83,256
83,53
83,80
83,98
83,9
83,152
83,120
83,69
83,36
83,100
83,191
83,13
83,77
83,142
83,50
83,125
83,174
83,109
83,152
83,68
83,417
83,53
83,57
83,173
83,238
83,47
83,38
83,55
83,240
83,24
83,72
83,36
83,64
83,6
83,104
83,15
83,47
83,635
83,52
83,305
83,66
83,32
83,84
83,439
83,276
83,38
83,85
83,131
83,34
83,136
83,300
83,-16430
82,66
82,12
82,103
82,123
82,133
82,298
82,233
82,84
82,383
82,26
82,29
82,61
82,55
82,108
82,41
82,97
82,166
82,89
82,434
82,182
82,313
82,45
82,205
82,326
82,54
82,56
82,1
82,196
82,28
82,104
82,79
82,119
82,406
82,107
82,190
82,134
82,18
82,68
82,36
82,81
82,234
82,42
82,66
82,100
82,168
82,66
82,143
82,41
82,19
82,212
82,69
82,10
82,75
82,77
82,492
82,73
82,124
82,166
82,154
82,152
82,147
82,84
82,86
82,42
82,58
82,133
82,87
82,86
82,22
82,24
82,6
82,147
82,15
82,114
82,280
82,38
82,162
82,32
82,14
82,221
82,86
82,107
82,110
82,217
82,19
82,34
82,72
82,117
82,36
82,36
82,269
82,135
82,194
82,98
82,4
82,156
82,33
82,89
82,60
82,106
82,62
82,217
82,198
82,38
82,94
82,16
82,23
82,183
82,163
82,214
82,64
82,352
82,163
82,44
82,46
82,170
82,28
82,39
82,48
82,17
82,50
82,160
82,106
82,41
82,198
82,155
82,129
82,82
82,85
82,138
82,78
82,346
82,22
82,119
82,155
82,33
82,16
82,185
82,55
82,82
82,-15154
81,14675
81,-16014
80,0
80,55
80,292
80,103
80,359
80,35
80,355
80,206
80,16
80,35
80,374
80,77
80,858
80,508
80,69
80,598
80,202
80,5
80,518
80,460
80,448
80,193
80,91
80,654
80,125
80,59
80,3
80,485
80,1
80,292
80,641
80,60
80,1
80,1320
80,3
80,314
80,1535
80,119
80,1
80,86
80,510
80,51
80,313
80,146
80,442
80,700
80,126
80,85
80,133
80,252
80,244
80,1
80,303
80,1212
80,-16433
79,101
79,107
79,179
79,43
79,27
79,24
79,78
79,79
79,2
79,22
79,79
79,0
79,75
79,38
79,1
79,26
79,73
79,205
79,131
79,41
79,26
79,262
79,80
79,15
79,43
79,29
79,45
79,30
79,77
79,42
79,175
79,55
79,1
79,19
79,27
79,56
79,92
79,3
79,25
79,48
79,49
79,17
79,83
79,0
79,32
79,63
79,30
79,89
79,2
79,176
79,80
79,1
79,179
79,65
79,84
79,67
79,2
79,71
79,87
79,284
79,109
79,39
79,65
79,11
79,118
79,56
79,51
79,85
79,23
79,104
79,57
79,127
79,58
79,134
79,47
79,281
79,149
79,47
79,62
79,168
79,66
79,99
79,40
79,46
79,168
79,31
79,6
79,203
79,120
79,40
79,48
79,39
79,97
79,41
79,62
79,5
79,227
79,102
79,18
79,59
79,22
79,100
79,38
79,22
79,91
79,95
79,38
79,0
79,24
79,70
79,279
79,154
79,13
79,194
79,308
79,83
79,18
79,73
79,81
79,63
79,1
79,11
79,37
79,195
79,62
79,37
79,26
79,1
79,119
79,23
79,197
79,28
79,51
79,21
79,221
79,80
79,48
79,153
79,16
79,112
79,152
79,24
79,30
79,109
79,21
79,19
79,147
79,91
79,139
79,29
79,213
79,362
79,57
79,144
79,21
79,84
79,183
79,35
79,79
79,71
79,131
79,6
79,39
79,5
79,182
79,106
79,248
79,241
79,43
79,33
79,42
79,21
79,74
79,43
79,75
79,8
79,68
79,43
79,45
79,67
79,210
79,21
79,65
79,20
79,19
79,46
79,55
79,68
79,59
79,20
79,87
79,47
79,4
79,57
79,19
79,91
79,27
79,54
79,38
79,0
79,121
79,56
79,21
79,84
79,24
79,272
79,60
79,107
79,24
79,29
79,114
79,2
79,-16644
78,193
78,106
78,60
78,54
78,68
78,220
78,193
78,43
78,71
78,163
78,53
78,64
78,82
78,224
78,17
78,142
78,75
78,137
78,110
78,137
78,50
78,133
78,154
78,91
78,193
78,52
78,117
78,139
78,144
78,96
78,257
78,72
78,42
78,24
78,8
78,73
78,72
78,4
78,211
78,121
78,86
78,48
78,115
78,50
78,104
78,85
78,41
78,142
78,32
78,206
78,119
78,251
78,277
78,147
78,84
78,41
78,221
78,47
78,208
78,64
78,31
78,121
78,78
78,191
78,62
78,194
78,76
78,162
78,75
78,246
78,53
78,25
78,41
78,46
78,13
78,159
78,16
78,106
78,48
78,289
78,46
78,191
78,151
78,116
78,7
78,2
78,139
78,50
78,273
78,57
78,12
78,73
78,162
78,21
78,12
78,11
78,237
78,176
78,58
78,65
78,59
78,142
78,141
78,41
78,151
78,27
78,76
78,231
78,235
78,136
78,27
78,158
78,83
78,107
78,76
78,3
78,249
78,75
78,221
78,3
78,253
78,159
78,87
78,237
78,63
78,37
78,54
78,148
78,234
78,172
78,11
78,204
78,95
78,30
