down,timedelta,up
16,134,8
8,113,8
8,642,69
69,191,16
82,-101,82
16,225,32
32,102,80
80,180,66
66,113,32
32,79,66
66,23,86
86,68,70
70,67,82
82,23,66
66,102,89
89,124,78
78,383,8
8,1159,89
89,349,67
67,45,72
72,91,84
84,90,68
68,67,67
67,203,32
32,101,74
74,34,67
67,146,32
32,57,84
84,34,72
72,79,85
85,102,66
66,90,32
32,23,81
81,101,84
84,36,89
89,135,73
73,135,70
70,91,86
86,124,74
74,270,76
76,135,32
32,45,68
68,1958,32
32,157,78
78,507,69
69,34,89
89,496,8
8,428,72
72,90,66
66,45,86
86,147,32
32,113,48
48,102,57
57,225,32
32,57,84
84,0,67
67,90,68
68,57,32
32,113,75
75,192,84
84,67,68
68,23,74
74,79,72
72,91,71
71,676,32
32,101,70
70,125,78
78,79,72
72,11,70
70,79,86
86,23,32
32,112,48
48,68,51
51,260,32
32,112,16
55,-56,55
16,798,66
66,79,66
66,226,67
67,90,67
67,68,74
74,406,16
72,-68,72
16,90,8
8,821,72
72,113,32
32,124,84
84,45,68
68,79,78
78,45,67
67,91,89
89,135,84
84,102,68
68,338,72
72,112,84
84,91,71
71,101,32
32,12,86
86,12,74
74,68,89
89,135,186
186,34,84
84,68,76
76,530,74
74,90,75
75,113,74
74,34,86
86,79,8
8,259,74
74,191,32
32,79,68
68,327,32
32,495,16
50,-101,50
16,787,16
67,-33,67
16,157,8
8,1249,67
67,192,16
50,-101,50
16,6221,82
82,136,70
70,57,78
78,112,72
72,91,70
70,79,71
71,34,67
67,226,32
32,46,70
70,56,80
80,271,32
32,91,75
75,-11,70
70,91,68
68,11,74
74,91,72
72,90,66
66,113,78
78,1103,190
190,135,188
188,507,84
84,90,76
76,494,32
32,68,70
70,79,78
78,90,72
72,-11,70
70,90,86
86,68,32
32,90,84
84,91,87
87,57,89
89,135,74
74,90,82
82,68,32
32,23,68
68,23,32
32,68,84
84,157,186
186,79,69
69,315,32
32,23,70
70,68,32
32,56,16
54,-67,54
16,180,83
83,79,76
76,281,89
89,34,70
70,90,86
86,68,74
74,45,82
82,135,32
32,34,68
68,90,70
70,135,78
78,360,67
67,90,74
74,34,67
67,57,8
8,67,8
8,428,67
67,34,74
74,462,32
32,90,81
81,79,66
66,147,79
79,135,190
190,124,69
69,45,72
72,79,66
66,113,75
75,113,188
188,79,69
69,23,76
76,439,32
32,46,68
68,-11,32
32,56,75
75,23,70
70,79,71
71,56,74
74,12,71
71,349,32
32,90,70
70,35,76
76,113,74
74,79,85
85,90,32
32,57,51
51,113,49
49,23,48
48,191,50
50,270,32
32,90,84
84,146,75
75,1,70
70,91,88
88,169,70
70,68,89
89,123,32
32,169,16
68,-56,68
16,113,32
32,180,16
55,-67,55
16,2307,85
85,2251,86
86,90,83
83,34,89
89,102,66
66,57,68
68,124,72
72,270,70
70,889,16
76,-56,76
16,169,16
16,337,32
32,34,86
86,112,84
84,68,66
66,79,72
72,135,16
190,-68,190
16,270,32
32,56,81
81,102,84
84,90,72
72,180,70
70,68,78
78,57,70
70,56,72
72,158,68
68,113,32
32,79,86
86,12,74
74,90,72
72,574,84
84,46,89
89,57,84
84,23,72
72,102,78
78,169,32
32,90,67
67,90,8
8,889,8
8,90,8
8,608,67
67,123,32
32,23,68
68,68,32
32,68,77
77,90,78
78,57,70
70,12,78
78,79,74
74,91,188
188,56,70
70,46,72
72,236,32
32,124,75
75,79,70
70,90,78
78,23,67
67,103,32
32,113,84
84,46,76
76,158,73
73,169,32
32,67,16
54,-79,54
16,169,70
70,56,188
188,79,69
69,80,75
75,57,82
82,45,32
32,102,66
66,68,66
66,68,86
86,90,84
84,147,76
76,12,70
70,57,82
82,79,70
70,102,32
32,23,68
68,563,32
32,56,90
90,-34,67
67,68,75
75,56,70
70,23,80
80,68,70
70,79,82
82,34,74
74,1970,32
32,68,89
89,101,66
66,34,82
82,56,73
73,180,190
190,248,72
72,91,78
78,192,66
66,169,16
86,-45,86
16,720,32
32,91,78
78,79,84
84,23,75
75,170,32
32,90,52
52,259,49
49,113,32
32,45,84
84,45,78
78,-11,67
67,90,70
70,34,72
72,113,80
80,147,74
74,45,68
68,113,32
32,12,68
68,57,32
32,57,84
84,34,85
85,90,74
74,102,78
78,102,66
66,147,32
32,45,68
68,-34,16
16,315,32
32,136,16
55,-56,55
16,405,16
50,-78,50
16,214,70
70,68,82
82,113,70
70,102,78
78,101,72
72,34,70
70,46,71
71,386,8
8,67,8
8,596,70
70,67,72
72,191,67
67,-67,16
16,123,8
8,79,8
8,67,8
8,293,70
70,34,71
71,45,67
67,326,16
50,-101,50
16,113,32
32,57,74
74,79,85
85,91,74
74,102,89
89,34,88
88,102,66
66,158,75
75,124,74
74,91,78
78,56,67
67,315,32
32,45,68
68,34,74
74,101,72
72,46,84
84,90,89
89,79,74
74,102,66
66,46,87
87,125,82
82,124,84
84,34,75
75,23,84
84,181,67
67,259,32
32,46,90
90,36,66
66,102,89
89,34,84
84,45,72
72,158,80
80,428,32
32,102,84
84,22,75
75,124,74
74,34,71
71,1508,32
32,12,68
68,14,32
32,68,75
75,22,70
70,90,71
71,80,74
74,80,71
71,1114,32
32,102,81
81,-11,66
66,91,89
89,35,70
70,113,68
68,124,74
74,102,89
89,79,68
68,34,84
84,102,72
72,90,74
74,12,67
67,214,32
32,113,80
80,237,66
66,113,32
32,12,86
86,34,74
74,101,89
89,146,76
76,158,74
74,495,32
32,170,68
68,-45,16
16,540,32
32,57,16
55,-45,55
16,168,66
66,91,85
85,101,66
66,113,75
75,293,32
32,35,81
81,34,74
74,90,89
89,124,77
77,79,75
75,79,74
74,102,188
188,136,78
78,12,69
69,90,65
65,248,32
32,45,81
81,12,74
74,45,82
82,79,67
67,23,78
78,146,84
84,158,16
76,-67,76
16,1125,32
32,135,190
190,79,69
69,34,89
89,91,72
72,102,74
74,113,188
188,169,67
67,236,32
32,113,70
70,68,80
80,180,32
32,68,77
77,68,78
78,79,70
70,46,72
72,113,85
85,371,83
83,147,67
67,146,32
32,68,84
84,57,66
66,79,89
89,57,84
84,68,73
73,169,70
70,45,75
75,102,85
85,124,66
66,79,72
72,23,71
71,56,32
32,90,75
75,124,66
66,13,88
88,124,69
69,23,75
75,90,74
74,12,71
71,146,32
32,11,70
70,45,76
76,146,74
74,349,72
72,91,74
74,90,85
85,101,32
32,1025,83
83,45,76
76,125,89
89,12,70
70,79,86
86,157,74
74,56,82
82,68,32
32,45,81
81,-33,74
74,79,89
89,12,68
68,90,70
70,12,75
75,79,85
85,450,32
32,226,68
68,90,70
70,124,78
78,68,67
67,68,74
74,23,67
67,90,32
32,23,68
68,34,32
32,91,77
77,57,67
67,101,90
90,461,69
69,34,72
72,91,66
66,113,89
89,428,84
84,147,72
72,79,16
78,-79,78
16,101,32
32,158,16
55,-68,55
16,540,16
50,-89,50
16,192,70
70,101,68
68,540,74
74,91,78
78,79,67
67,113,74
74,57,16
72,-68,72
50,-112,50
16,495,32
32,34,189
189,12,32
32,237,70
70,57,188
188,67,69
69,45,75
75,34,82
82,315,32
32,79,74
74,68,85
85,68,74
74,79,89
89,101,78
78,12,67
67,113,84
84,102,86
86,79,32
32,67,74
74,79,85
85,90,74
74,90,85
85,46,69
69,45,72
72,135,76
76,158,32
32,900,89
89,45,70
70,57,78
78,56,67
67,90,32
32,46,68
68,34,32
32,135,75
75,112,84
84,135,73
73,79,84
84,22,72
72,23,84
84,79,71
71,113,32
32,125,86
86,124,84
84,68,78
78,46,70
70,147,16
80,-67,80
16,102,32
32,90,16
55,-79,55
16,180,74
74,45,82
82,124,81
81,56,74
74,101,16
188,-67,188
16,135,32
32,34,88
88,57,66
66,56,68
68,12,74
74,68,89
89,91,66
66,101,78
78,124,89
89,79,84
84,45,75
75,67,70
70,181,68
68,-34,16
16,1451,32
32,1294,8
8,3094,89
89,124,66
66,79,78
78,125,89
89,158,70
70,147,78
78,1125,67
67,248,89
89,124,74
74,360,16
82,-68,82
16,495,32
32,102,75
75,34,83
83,34,188
188,642,32
32,45,70
70,35,89
89,91,66
66,34,82
82,68,73
73,181,190
190,326,72
72,68,78
78,125,66
66,80,16
86,-56,86
16,135,32
32,68,86
86,125,74
74,113,72
72,191,84
84,57,89
89,68,84
84,23,72
72,113,78
78,204,32
32,90,86
86,68,83
83,90,68
68,-11,72
72,91,84
84,91,16
71,-67,71
16,2160,32
32,113,16
55,-56,55
16,236,81
81,91,84
84,102,220
220,540,77
77,428,86
86,90,84
84,102,67
67,439,32
32,68,67
67,147,32
32,79,75
75,124,66
66,169,186
186,169,32
32,57,89
89,90,74
74,68,32
32,57,74
74,79,85
85,79,74
74,102,72
72,90,74
74,79,78
78,79,74
74,23,82
82,214,32
32,57,86
86,34,74
74,79,89
89,102,74
74,113,66
66,158,76
76,113,70
70,68,78
78,68,67
67,57,32
32,79,74
74,68,67
67,158,32
32,147,86
86,79,74
74,136,76
76,101,90
90,124,72
72,113,32
32,383,16
54,-67,54
70,-56,70
82,-68,82
67,-67,67
16,338,32
32,102,74
74,57,85
85,90,74
74,56,82
82,101,67
67,90,68
68,169,74
74,473,78
78,68,67
67,23,74
74,79,72
72,124,32
32,57,84
84,12,75
75,91,74
74,45,82
82,259,73
73,259,32
32,12,68
68,68,32
32,12,90
90,-33,67
67,-12,77
77,68,78
78,-11,70
70,68,86
86,23,66
66,102,89
89,326,70
70,46,80
80,169,32
32,68,75
75,68,70
70,12,89
89,101,66
66,-22,88
88,113,70
70,12,89
89,427,32
32,56,86
86,46,74
74,79,75
75,79,74
74,68,188
188,125,78
78,102,69
69,124,65
65,-56,16
16,11543,13
13,326,16
50,-78,50
16,180,90
90,338,84
84,79,67
67,80,66
66,113,89
89,180,16
84,-56,84
50,-79,50
16,259,32
32,101,74
74,79,85
85,101,74
74,102,82
82,124,67
67,68,72
72,327,90
90,11,74
74,90,89
89,417,67
67,102,70
70,34,72
72,383,82
82,214,16
16,394,32
32,79,84
84,91,8
8,68,8
8,450,84
84,214,75
75,113,68
68,102,70
70,225,78
78,79,67
67,90,74
74,34,67
67,124,32
32,56,68
68,450,32
32,101,86
86,23,8
8,259,67
67,78,74
74,79,88
88,91,90
90,1282,86
86,293,32
32,12,67
67,45,32
32,102,190
190,34,84
84,91,82
82,46,82
82,34,74
74,180,219
219,271,32
32,112,74
74,37,71
71,102,32
32,416,16
72,-44,72
67,-67,67
8,-67,8
72,-45,72
67,-34,67
67,-45,67
16,79,32
32,55,89
89,79,74
74,113,66
66,146,71
71,551,86
86,158,84
84,12,8
8,518,66
66,79,88
88,248,32
32,34,81
81,45,83
83,56,89
89,113,78
78,45,70
70,45,72
72,124,8
8,248,78
78,57,82
82,124,74
74,90,85
85,102,74
74,102,89
89,79,86
86,214,32
32,46,189
189,11,32
32,484,89
89,113,66
66,34,82
82,68,73
73,180,190
190,259,72
72,90,78
78,158,66
66,79,16
86,-56,86
16,135,32
32,124,72
72,113,66
66,56,86
86,12,66
66,124,76
76,23,70
70,45,75
75,102,68
68,-78,16
16,304,32
32,67,87
87,102,84
84,102,78
78,90,74
74,102,32
32,79,74
74,79,85
85,135,16
84,-45,84
16,438,32
32,148,16
55,-56,55
16,427,69
69,67,89
89,136,74
74,146,16
76,-67,76
16,67,189
189,687,70
70,23,89
89,237,189
189,214,68
68,34,74
74,102,78
78,90,67
67,35,74
74,113,72
72,-45,16
16,147,32
32,23,68
68,79,32
32,68,86
86,147,70
70,79,82
82,11,66
66,102,89
89,69,89
89,90,84
84,68,68
68,56,78
78,57,67
67,259,76
76,169,74
74,113,72
72,90,32
32,34,82
82,675,32
32,113,75
75,113,70
70,67,219
219,112,84
84,90,84
84,327,72
72,68,84
84,80,71
71,113,32
32,68,81
81,102,84
84,113,77
77,23,86
86,90,84
84,79,67
67,450,32
32,34,67
67,68,32
32,79,84
84,102,78
78,45,67
67,35,84
84,79,86
86,147,68
68,192,32
32,56,84
84,79,78
78,11,67
67,101,70
70,-11,72
72,135,80
80,192,74
74,68,68
68,112,32
32,12,86
86,101,84
84,34,89
89,101,78
78,57,84
84,68,75
75,158,66
66,79,86
86,79,84
84,79,67
67,79,32
32,113,68
68,-45,16
16,371,32
32,124,16
55,-56,55
16,101,8
8,451,16
54,-22,54
16,146,84
84,90,82
82,124,67
67,79,72
72,473,90
90,12,74
74,101,89
89,34,67
67,90,70
70,46,72
72,124,16
82,-67,82
16,349,32
32,23,68
68,57,32
32,68,90
90,-22,67
67,11,75
75,125,66
66,124,76
76,135,74
74,79,72
72,-34,16
16,551,13
13,2633,16
55,-56,55
16,157,51
51,169,49
49,23,48
48,180,50
50,259,32
32,45,83
83,113,71
71,101,74
74,102,72
72,23,68
68,102,84
84,-56,16
16,652,32
32,48,70
70,12,78
78,34,70
70,45,89
89,79,74
74,102,66
66,90,71
71,113,86
86,1047,84
84,56,88
88,68,32
32,57,74
74,79,85
85,68,74
74,-11,82
82,79,67
67,101,84
84,12,73
73,102,74
74,90,89
89,248,190
190,293,32
32,68,77
77,90,75
75,56,84
84,11,78
78,79,66
66,136,76
76,518,84
84,23,188
188,113,8
8,57,8
8,236,188
188,23,84
84,102,74
74,146,71
71,-33,16
16,168,32
32,90,55
55,-56,16
16,180,66
66,68,66
66,91,67
67,45,67
67,45,74
74,79,16
72,-67,72
16,213,32
32,46,81
81,34,74
74,91,89
89,135,72
72,124,74
74,181,188
188,845,67
67,214,32
32,79,81
81,23,74
74,90,89
89,136,186
186,45,84
84,113,76
76,237,74
74,68,75
75,90,74
74,12,86
86,79,32
32,57,66
66,169,32
32,270,16
50,-124,50
16,113,89
89,113,74
74,90,77
77,326,16
67,-45,67
50,-79,50
16,214,32
32,90,70
70,158,188
188,102,69
69,90,75
75,124,82
82,226,32
32,68,74
74,68,85
85,90,74
74,56,82
82,35,8
8,517,8
8,260,82
82,91,74
74,113,67
67,34,72
72,102,70
70,169,87
87,169,81
81,248,84
84,158,68
68,79,73
73,574,32
32,79,77
77,136,72
72,113,70
70,68,78
78,101,70
70,102,72
72,91,68
68,136,32
32,57,16
54,-67,54
16,113,78
78,57,67
67,79,66
66,113,75
75,79,74
74,102,188
188,169,78
78,101,69
69,135,65
65,102,32
32,35,81
81,12,66
66,34,82
82,79,67
67,136,81
81,45,66
66,57,67
67,68,67
67,45,74
74,102,72
72,473,32
32,473,189
189,585,32
32,113,16
48,-79,48
16,123,90
90,35,66
66,67,67
67,68,67
67,34,74
74,79,16
72,-67,72
16,68,32
32,113,54
54,-11,16
16,326,82
82,113,67
67,45,72
72,247,90
90,124,74
74,113,89
89,664,67
67,90,70
70,68,72
72,124,16
82,-11,82
16,191,32
32,101,54
54,-44,16
16,438,54
54,180,57
57,56,57
57,203,49
49,293,32
32,67,90
90,67,75
75,91,70
70,46,72
72,113,68
68,181,84
84,57,65
65,79,32
32,518,56
56,293,16
57,-56,57
16,101,32
32,79,89
89,90,66
66,45,82
82,91,73
73,215,190
190,325,72
72,80,78
78,124,66
66,124,16
86,-45,86
16,135,32
32,23,88
88,57,66
66,169,68
68,-11,74
74,90,72
72,101,66
66,45,86
86,91,66
66,135,76
76,34,70
70,34,75
75,113,68
68,-34,16
16,157,32
32,67,89
89,79,74
74,79,78
78,110,89
89,149,16
70,-58,70
