down,timedelta,up
68,1052719,84
32,1052519,71
78,1052703,66
0,1052815,75
68,1052727,16
66,1053804,39
0,1053894,8
32,1052911,37
81,1052862,37
83,1053039,39
72,1053447,37
74,1053518,48
78,1053406,57
74,1053471,16
82,1053503,8
32,1052842,8
190,1053191,48
16,1053093,57
66,1052618,48
78,1052493,16
67,1052257,32
16,1052315,78
32,1052373,84
70,1052375,68
82,1052415,74
66,1052399,67
89,1053607,77
67,1053655,75
67,1053617,84
70,1053678,67
75,1054082,32
82,1054016,81
74,1053600,66
89,1053571,82
0,1053769,67
74,1053703,68
32,1053911,70
74,1053871,8
85,1054470,74
84,1053825,89
74,1053554,72
68,1055039,84
67,1055375,88
32,1051897,16
68,-16928,68
32,-17764,32
89,-17901,78
0,-18072,0
8,-17837,68
84,-17828,66
75,-17778,0
0,-17216,32
8,-17234,81
76,-17464,83
0,-17512,72
75,-17368,74
68,-17520,78
32,-17552,74
74,-17578,82
89,-16888,32
81,-16768,16
70,-16918,190
78,-15771,66
32,-16155,78
66,-15912,16
86,-16075,67
84,-15766,32
0,-15675,70
76,-15841,82
16,-16072,66
13,-16320,89
13,-16328,67
190,-18752,67
90,-19307,70
66,-19910,75
89,-20005,82
84,-19728,74
76,-19691,89
84,-19792,0
68,-19688,74
74,-19960,32
71,-19856,74
32,-20088,85
84,-19568,84
72,-19416,74
84,-19640,68
89,-19464,67
70,-16032,32
86,-16016,68
32,-15043,32
68,-14856,89
32,-14776,0
66,-14824,8
32,-14704,84
82,-14680,75
70,-14136,0
78,-14080,8
32,-14270,76
190,-14363,0
16,-14247,75
32,-16296,68
84,-16177,32
76,-16187,74
0,-16263,89
84,-16282,81
76,-16621,70
74,-16763,78
32,-16484,32
68,-16440,66
32,-16444,86
82,-16336,84
70,-16352,0
82,-16197,16
32,-16264,76
190,-15679,13
16,-15656,13
81,-14384,190
84,-13856,90
32,-13369,66
78,-13243,89
84,-13063,84
70,-13176,76
0,-12968,84
70,-13264,68
72,-12743,74
76,-12880,71
74,-12688,32
71,-12704,84
32,-15608,72
66,-15440,84
82,-15387,89
67,-15368,70
84,-15472,86
88,-15408,32
90,-15863,68
67,-15856,32
68,-15856,66
32,-15872,32
70,-15880,82
89,-15812,70
74,-15848,78
32,-15520,32
74,-15416,16
85,-15555,190
74,-13176,32
78,-13189,84
0,-13271,76
32,-15265,0
84,-15092,84
86,-15040,76
74,-14960,74
72,-14928,32
82,-15017,68
32,-15069,32
190,-15158,82
16,-15055,70
78,-15136,82
74,-15192,32
66,-15191,190
75,-15384,16
0,-14680,81
16,-14453,84
16,-14182,32
16,-14087,78
16,-14032,84
16,-13833,70
16,-13690,0
16,-13323,70
16,-13164,72
16,-12989,76
