down,timedelta,up
74,935273,72
72,935238,71
71,935258,32
32,935421,191
66,935363,16
32,936878,77
68,936483,75
78,936436,84
67,936614,73
84,936874,66
186,936968,86
74,936857,16
76,936936,32
69,936812,76
219,937533,8
32,938300,89
66,938999,74
66,938892,75
86,939393,82
84,939258,16
76,-5113,74
70,-5122,72
82,-5233,71
70,-5259,32
32,-5443,66
81,-5398,32
74,-5094,68
82,-4966,78
67,-5060,67
186,-4926,84
66,-5071,186
72,-4966,74
70,-4921,76
71,-4803,69
8,-4744,219
32,-5149,32
83,-5568,66
89,-5564,66
84,-5766,86
75,-5750,84
88,-5851,76
32,-6008,70
68,-5938,82
32,-5864,70
69,-5685,32
76,-5542,81
74,-5474,74
85,-5516,82
32,-5746,67
51,-5837,186
55,-6205,66
55,-6244,72
49,-6692,70
32,-7378,71
68,-7389,8
32,-6910,32
89,-6707,83
70,-6417,89
72,-6250,84
188,-6226,75
80,-6337,88
66,-6129,32
32,-6243,68
75,-6253,32
83,-6288,69
188,-6385,76
32,-6524,74
191,-6616,85
16,-6365,32
16,-7628,51
16,-7208,55
190,-7488,55
66,-7494,49
87,-6856,32
89,-7744,68
70,-7594,32
72,-7237,89
65,-7272,70
16,-7345,72
32,-7442,188
74,-7221,80
68,-7200,66
32,-7318,32
86,-7356,75
84,-7769,83
74,-7765,188
68,-7532,32
67,-7577,16
32,-7796,191
66,-7093,16
66,-6675,190
8,-6311,66
8,-6338,87
190,-6543,89
66,-6626,70
89,-6626,72
84,-6627,16
79,-6769,65
70,-6374,32
72,-6485,74
68,-6489,68
80,-6498,32
74,-6736,86
68,-6525,84
32,-6538,74
74,-6705,68
71,-6707,67
16,-6651,32
13,-6383,66
191,-6676,66
190,-7426,8
66,-8025,8
67,-6884,190
67,-6791,66
74,-6905,89
72,-6900,84
16,-6896,79
32,-7099,70
190,-7069,72
8,-7254,68
84,-7199,80
67,-7084,74
68,-6848,68
32,-7042,32
77,-6825,74
88,-6788,71
84,-7127,16
75,-6434,13
68,-5981,191
66,-5163,190
72,-4560,66
71,-4574,67
32,-4857,67
90,-5111,74
67,-5028,72
81,-5363,16
84,-5160,32
73,-5027,190
68,-5090,8
70,-5083,84
72,-4966,67
70,-5051,68
78,-4767,32
67,-5276,77
32,-6570,88
74,-6404,84
89,-6395,75
8,-6440,68
78,-6801,66
67,-6743,72
70,-6833,71
72,-6482,32
71,-6100,90
70,-6186,67
89,-5919,81
32,-5903,84
191,-6111,73
16,-5999,68
50,-6446,70
32,-6471,72
83,-6839,70
89,-6810,78
66,-6483,67
72,-5388,32
84,-5308,74
78,-5309,89
70,-5256,8
82,-4951,78
84,-5052,67
16,-5177,70
32,-5899,72
70,-5988,71
87,-6051,70
66,-6430,89
72,-6260,32
78,-6233,16
70,-6265,191
72,-5472,50
84,-5668,32
71,-5277,83
86,-5304,89
66,-5482,66
32,-5568,72
84,-5570,84
8,-5487,78
32,-5782,70
75,-7300,82
67,-7239,16
66,-7364,84
88,-6339,32
32,-6623,70
86,-6548,87
8,-6070,66
66,-6431,72
74,-6375,78
78,-6380,70
32,-6397,72
68,-6110,84
32,-6320,71
191,-6228,86
16,-5982,66
89,-6648,32
70,-6675,84
72,-6660,8
78,-6418,32
67,-4786,75
32,-4813,67
219,-4742,66
84,-4768,88
67,-4531,32
68,-4501,86
32,-4431,8
80,-4331,66
66,-4451,74
32,-4533,78
70,-6741,32
68,-7175,68
78,-7066,32
67,-7070,16
67,-7216,191
69,-6148,89
82,-6075,70
67,-6206,72
66,-6437,78
32,-6521,67
81,-6489,32
84,-6635,219
75,-6615,84
84,-6517,67
78,-6572,68
66,-6570,32
188,-6370,80
190,-6331,66
75,-6371,32
32,-4379,70
83,-4085,68
89,-3969,78
74,-4002,67
72,-3999,67
74,-3977,69
78,-4048,82
67,-3882,67
74,-3644,66
67,-3592,32
32,-3652,81
68,-3787,84
74,-4169,75
80,-4347,84
70,-4458,78
82,-4447,66
70,-4914,188
8,-5163,190
8,-5053,75
70,-6122,32
82,-6105,83
80,-6014,89
32,-5974,74
74,-5948,72
68,-5936,74
78,-5866,78
67,-5903,67
84,-5936,74
186,-5904,67
74,-5949,32
89,-5782,68
86,-5338,74
32,-5403,80
66,-5455,70
32,-5552,82
69,-5183,70
85,-5133,8
69,-5144,8
72,-3872,70
82,-3983,82
32,-4100,80
86,-4165,32
74,-4493,74
82,-4599,68
67,-4755,78
84,-4899,67
88,-4786,84
66,-4878,186
78,-4801,74
70,-4812,89
72,-4772,86
82,-4553,32
74,-4717,66
78,-5321,32
67,-5289,69
66,-5037,85
72,-4954,69
70,-4987,72
32,-5243,82
86,-5386,32
8,-5354,86
81,-5368,74
74,-5424,82
82,-5402,67
67,-5354,84
86,-5502,88
66,-5472,66
72,-5404,78
32,-5466,70
68,-5549,72
32,-5669,82
77,-5459,74
78,-4778,78
67,-4833,67
74,-4781,66
89,-4828,72
78,-4795,70
67,-4508,32
84,-4325,86
68,-4336,8
80,-3946,81
66,-3829,74
32,-3730,82
69,-3696,67
86,-3638,86
84,-3594,66
32,-3654,72
66,-3664,32
75,-3716,68
67,-3671,32
84,-3686,77
89,-3638,78
66,-3594,67
72,-3490,74
71,-3467,89
32,-3560,78
84,-4143,67
72,-4112,84
74,-4117,68
82,-4105,80
67,-4107,66
68,-4112,32
32,-5240,69
81,-5959,86
66,-6523,84
89,-6459,32
84,-6442,66
76,-6325,75
84,-6396,67
68,-6711,84
80,-6680,89
66,-6757,66
74,-6770,72
72,-6812,71
71,-6665,32
32,-6206,84
74,-6004,72
85,-5975,74
84,-6033,82
32,-6310,67
77,-8119,68
78,-7010,32
67,-6182,81
74,-5717,66
89,-5689,89
80,-5729,84
74,-5898,76
66,-5924,84
87,-5570,68
70,-5856,80
72,-5773,66
85,-5770,74
32,-5733,72
66,-5747,71
32,-5674,32
77,-5725,74
78,-5718,85
67,-5749,84
74,-5413,32
89,-3517,77
89,-3469,78
84,-3543,67
75,-3460,74
68,-3493,89
66,-3537,80
186,-3314,74
74,-3510,66
16,-3637,87
32,-5614,70
191,-5875,72
74,-6366,85
68,-6386,32
78,-6339,66
67,-6417,32
67,-6469,77
69,-9720,78
82,-9708,67
67,-9937,74
66,-10066,89
32,-10156,89
84,-10165,84
74,-10154,75
89,-10200,68
88,-10053,66
66,-10109,186
78,-9830,16
89,-9981,74
70,-7628,32
32,-7723,191
90,-7293,74
70,-7463,68
88,-7419,78
69,-7507,67
80,-7537,67
66,-4366,69
32,-4986,82
74,-4935,67
89,-4800,66
76,-4758,32
72,-4975,84
84,-5026,74
67,-5082,89
69,-5181,88
32,-5184,66
191,-5321,78
16,-5283,89
48,-5318,70
16,-5115,32
49,-5237,90
55,-5164,70
189,-6500,88
48,-6813,69
16,-6984,80
50,-7265,66
54,-7156,32
55,-8061,74
49,-8262,89
57,-8816,76
16,-8629,72
78,-9295,84
84,-9340,67
75,-9276,69
32,-9197,32
77,-9070,16
78,-9202,191
90,-8883,16
68,-9004,48
84,-8774,49
76,-8839,55
32,-7698,189
75,-7854,16
84,-7955,48
68,-7280,50
74,-6789,54
8,-6717,55
74,-6778,49
72,-6245,16
71,-6225,57
32,-5303,78
84,-5187,84
76,-5158,75
85,-5289,32
32,-5784,77
191,-7000,78
16,-7100,90
84,-7213,68
86,-7087,84
8,-6882,76
66,-6980,32
66,-6662,75
72,-6648,84
16,-6586,68
32,-6576,74
68,-5478,8
32,-5428,74
75,-5839,72
66,-5936,71
73,-5986,32
72,-6173,84
84,-6131,76
68,-6069,85
74,-5559,32
76,-4606,16
32,-4747,191
84,-4395,84
66,-4385,86
89,-4399,8
70,-4203,66
68,-3896,66
74,-3820,72
80,-4078,16
8,-4482,32
8,-4533,68
8,-4384,32
8,-3913,75
8,-3908,66
8,-3757,73
8,-3500,72
8,-3434,84
8,-3759,68
8,-4293,74
68,-4441,76
76,-4326,32
32,-5099,84
84,-5327,66
66,-5592,89
89,-5645,70
70,-5697,68
68,-5639,74
74,-5452,80
219,-5018,8
70,-4996,8
72,-5037,8
188,-5057,8
74,-5022,8
32,-3980,8
84,-3650,68
74,-3572,76
89,-2850,32
89,-2611,84
84,-2318,66
68,-2332,89
78,-2385,70
67,-2433,68
84,-2539,74
186,-2367,219
74,-2553,70
76,-2561,72
69,-2546,188
219,-2585,74
32,-3094,32
84,-3825,84
74,-3883,74
68,-4472,89
67,-4551,89
16,-4568,84
32,-4923,68
191,-5433,78
77,-5640,67
75,-5561,84
70,-5614,186
85,-6294,74
66,-6394,76
71,-6452,69
16,-6527,219
32,-5964,32
66,-5383,84
32,-5787,74
191,-5788,68
16,-5741,67
8,-5883,16
188,-5668,32
18,-5801,191
48,-6109,77
16,-6181,75
77,-6631,70
65,-6123,85
68,-6110,66
65,-6864,71
16,-6996,16
32,-6834,32
84,-6872,66
82,-6856,32
69,-6707,16
66,-6838,191
83,-7147,8
73,-7612,188
71,-6503,16
73,-8071,48
83,-8495,77
16,-8576,65
32,-8588,68
84,-8471,16
82,-9082,65
69,-8919,32
66,-8914,84
77,-9124,82
65,-9887,69
76,-10077,66
16,-9861,83
8,-9136,73
8,-10533,71
8,-9034,73
8,-7992,16
68,-8802,83
76,-7953,32
68,-7818,84
76,-6772,82
18,-8520,69
57,-9018,66
16,-8425,77
86,-8921,65
70,-8728,16
76,-9141,76
70,-8803,8
16,-7320,8
32,-7280,8
191,-7552,8
67,-7073,68
16,-7470,76
191,-7448,68
75,-8089,76
16,-6696,17
32,-6140,16
191,-6380,57
16,-4783,86
90,-5218,70
76,-4897,76
90,-4920,16
76,-5019,70
32,-4835,32
86,-4572,191
74,-4354,16
78,-4482,67
74,-4043,191
71,-3674,16
32,-3607,75
70,-3044,32
32,-3097,16
191,-3072,191
16,-2295,90
77,-2544,76
75,-2722,90
84,-2765,76
73,-2769,32
66,-3951,86
86,-4110,74
16,-4172,78
32,-4390,74
191,-4473,71
78,-4747,32
16,-4786,70
32,-5167,32
90,-5379,191
75,-5563,16
74,-5144,77
72,-5019,75
74,-4998,84
82,-4894,73
32,-3886,66
74,-3903,16
85,-4128,86
74,-3684,32
82,-3554,191
67,-3384,16
67,-3471,78
69,-2917,32
72,-2818,90
71,-2750,75
8,-2673,74
72,-2882,72
32,-2933,74
72,-4352,82
