key,timedelta
222,107
222,125
222,93
222,89
222,107
222,74
219,94
219,103
219,70
219,85
219,76
219,98
219,66
219,74
219,139
219,103
219,56
219,83
219,102
219,93
219,93
219,102
219,83
219,84
219,89
219,87
219,69
219,74
192,153
192,98
192,107
192,101
192,152
192,102
191,112
191,144
191,117
191,85
191,79
191,135
191,131
191,149
191,84
191,128
191,90
191,121
191,130
191,107
191,79
191,130
191,88
191,126
191,88
191,112
191,107
191,105
191,88
191,121
191,108
191,98
191,111
191,107
191,92
191,98
191,107
191,78
191,101
191,86
191,83
191,120
191,97
191,119
191,102
191,97
191,87
191,92
191,118
191,113
191,95
190,94
190,80
190,93
190,90
189,84
189,88
189,84
189,94
189,98
189,102
189,117
189,89
189,84
189,87
189,97
189,60
188,111
188,80
188,103
188,99
188,107
188,104
188,84
188,86
188,81
188,94
188,95
188,99
188,88
188,71
188,99
188,88
188,103
188,101
188,103
188,84
188,113
188,98
188,79
188,79
188,94
188,83
188,83
188,106
188,66
188,98
188,73
188,92
188,78
188,101
188,63
188,88
188,74
188,77
188,73
188,82
188,61
186,112
186,103
186,103
186,118
186,97
186,94
186,98
186,83
186,61
186,80
186,70
109,159
109,100
107,65
90,98
90,89
90,140
90,88
90,98
90,112
90,103
90,94
90,74
90,111
90,140
90,106
90,113
90,112
90,126
90,103
90,92
90,121
90,117
90,144
90,111
90,108
90,106
90,106
90,114
90,115
90,116
90,89
90,79
90,101
90,105
90,124
90,137
90,101
90,101
89,88
89,130
89,121
89,77
89,126
89,74
89,75
89,75
89,69
89,66
89,81
89,109
89,47
89,60
89,69
89,71
89,61
89,79
89,80
89,74
89,96
89,71
89,79
89,74
89,99
89,89
89,65
89,84
89,107
89,116
89,95
89,93
89,76
89,86
89,67
89,93
89,97
89,78
89,102
89,90
89,80
89,95
89,72
89,112
89,84
89,79
89,84
89,62
89,98
89,112
89,80
89,80
89,75
89,78
89,93
89,108
89,93
89,96
89,75
89,115
89,79
89,119
89,99
89,97
89,90
89,127
89,79
89,97
89,83
89,102
89,104
89,78
89,93
89,82
89,89
89,83
89,88
89,97
89,88
89,82
89,125
89,88
89,97
89,87
89,84
89,92
89,56
89,78
89,116
89,98
89,78
89,74
89,91
89,83
89,97
89,85
89,68
89,101
89,88
89,101
89,69
89,73
89,63
88,83
88,114
88,104
88,80
88,88
88,73
88,75
88,116
88,94
88,74
88,93
88,83
88,77
88,96
88,97
88,63
87,48
87,88
87,84
87,83
87,124
87,125
87,91
87,91
87,91
87,69
87,86
87,92
86,94
86,85
86,93
86,76
86,89
86,84
86,102
86,126
86,72
86,76
86,75
86,76
86,103
86,102
86,100
86,83
86,97
86,116
86,93
86,103
86,75
86,107
86,106
86,125
86,104
86,112
86,108
86,122
86,107
86,124
86,103
86,116
86,83
86,83
86,105
86,108
86,64
86,138
86,106
86,93
86,68
86,115
86,114
85,80
85,70
85,71
85,80
85,95
85,76
85,97
85,81
85,61
85,80
85,76
85,88
85,98
85,77
85,88
85,75
85,84
85,93
85,95
85,101
85,61
85,70
85,83
85,83
85,92
85,88
85,97
85,74
85,102
85,61
85,78
85,69
85,91
85,82
84,123
84,94
84,38
84,84
84,66
84,66
84,79
84,71
84,94
84,94
84,79
84,70
84,84
84,89
84,76
84,80
84,74
84,99
84,90
84,90
84,103
84,85
84,94
84,80
84,98
84,89
84,99
84,84
84,117
84,128
84,107
84,126
84,103
84,103
84,97
84,61
84,92
84,89
84,89
84,79
84,98
84,107
84,88
84,102
84,65
84,85
84,103
84,108
84,70
84,93
84,98
84,107
84,98
84,84
84,89
84,111
84,89
84,56
84,94
84,83
84,120
84,109
84,112
84,90
84,79
84,77
84,115
84,103
84,98
84,97
84,88
84,80
84,67
84,93
84,96
84,144
84,97
84,75
84,89
84,92
84,120
84,107
84,97
84,90
84,94
84,84
84,78
84,125
84,83
84,101
84,79
84,79
84,88
84,102
84,92
84,111
84,89
84,102
84,107
84,92
84,92
84,97
84,87
84,94
84,70
84,82
84,89
84,106
84,92
84,92
84,96
84,91
84,78
84,97
84,59
84,80
84,83
84,92
84,107
84,101
84,87
84,96
84,74
84,74
84,68
84,73
84,69
84,100
84,59
84,86
84,100
84,56
84,73
84,73
83,66
83,61
83,111
83,130
83,79
83,93
83,101
83,92
83,98
83,102
83,83
83,102
83,129
83,111
83,107
83,102
83,111
83,110
83,60
83,74
83,92
83,84
83,84
83,102
82,80
82,76
82,88
82,95
82,71
82,70
82,91
82,103
82,89
82,94
82,89
82,89
82,94
82,65
82,92
82,98
82,112
82,90
82,75
82,88
82,102
82,94
82,80
82,92
82,70
82,84
82,84
82,70
82,97
82,70
82,89
82,75
82,97
82,98
82,90
82,112
82,79
82,86
82,94
82,85
82,90
82,112
82,117
82,92
82,104
82,88
82,92
82,107
82,108
82,79
82,122
82,93
82,84
82,102
82,97
82,93
82,84
82,80
82,107
82,93
82,83
82,102
82,89
82,93
82,74
