down,up,timedelta
72,70,-19271
8,68,-19654
8,74,-19688
8,72,-19743
74,66,-19970
72,78,-19983
82,190,-19701
67,188,-19648
32,84,-19849
78,76,-21620
82,32,-21391
70,89,-21402
72,74,-21554
78,32,-21322
89,191,-21656
74,16,-21705
82,90,-21152
32,72,-21930
81,188,-21893
83,90,-21975
89,78,-22319
77,82,-22003
75,74,-22042
70,32,-21963
89,52,-21599
74,49,-21578
66,32,-21397
67,191,-21492
67,16,-21614
84,90,-21687
65,89,-21547
74,76,-21534
72,32,-21073
71,51,-19927
32,32,-19083
81,90,-18308
83,78,-18147
68,67,-18213
72,69,-18186
84,71,-18202
71,16,-18093
32,67,-18437
81,32,-17995
74,191,-17955
68,70,-15725
67,76,-15705
32,74,-15776
75,85,-15699
70,32,-15257
67,51,-15154
66,32,-14932
71,70,-14944
76,89,-15039
74,32,-14987
71,86,-14955
32,74,-15343
66,82,-15454
86,74,-15296
84,72,-15476
72,8,-15119
16,8,-15204
32,8,-15439
70,74,-15224
76,72,-15305
74,82,-15188
85,67,-15119
32,32,-15246
54,78,-13567
48,82,-13624
48,70,-13552
50,72,-13589
32,78,-14235
90,89,-13927
72,74,-14220
188,82,-14403
90,32,-13445
78,81,-13175
82,83,-13569
74,89,-13183
32,77,-13193
49,75,-13171
49,70,-13182
32,89,-13408
191,74,-13475
16,66,-13362
70,67,-13446
65,67,-13400
72,84,-13515
70,65,-13606
16,74,-13706
32,72,-13914
89,71,-14131
84,32,-14178
188,81,-14480
16,83,-14438
32,68,-14432
86,72,-14402
74,84,-14301
86,71,-14304
84,32,-14172
78,81,-14166
70,74,-14560
219,68,-14648
16,67,-14701
32,32,-14772
66,75,-15577
32,70,-15709
84,67,-15804
77,66,-15696
89,71,-15619
69,76,-16477
86,74,-16670
16,71,-16738
32,32,-16439
66,66,-17108
89,86,-17170
74,84,-17148
78,72,-17024
89,16,-17526
70,32,-17174
16,70,-17341
32,76,-17411
191,74,-17437
16,85,-17302
70,32,-16996
86,54,-16963
84,48,-17030
80,48,-16978
89,50,-17131
84,32,-16698
188,90,-16676
16,72,-16436
32,188,-16456
86,90,-17784
74,78,-17764
86,82,-17282
66,74,-17320
72,32,-17276
70,49,-17370
82,49,-17387
16,32,-17162
32,191,-17257
67,16,-17345
8,70,-17264
8,65,-17296
16,72,-17189
32,70,-17067
86,16,-17185
32,32,-17042
84,89,-16832
78,84,-16745
67,16,-16436
84,188,-16630
86,32,-16462
68,86,-16558
32,74,-16753
90,86,-16789
67,84,-16857
75,78,-16899
66,70,-16586
88,16,-16914
69,219,-17265
32,32,-16925
89,66,-16195
74,32,-15994
32,84,-15876
84,77,-15885
76,89,-15791
85,69,-14952
32,86,-15390
191,16,-15578
16,32,-15090
70,66,-14967
188,89,-15019
69,74,-14973
75,78,-15044
82,89,-14629
32,16,-14818
66,70,-14960
66,32,-14550
86,191,-14683
84,16,-14909
76,70,-14599
70,86,-14647
82,84,-14638
70,80,-14709
32,89,-14531
68,84,-14321
32,16,-14405
8,188,-14516
68,32,-14450
8,86,-13065
8,74,-13128
70,86,-13523
32,66,-13924
78,72,-13974
84,70,-13894
75,82,-13846
32,16,-14756
219,32,-14546
66,67,-14490
82,8,-14545
77,8,-14549
75,16,-14370
74,32,-14416
82,86,-14385
67,32,-14167
84,84,-14474
89,78,-14535
32,67,-14583
84,84,-14534
75,86,-14439
74,68,-14832
71,32,-14744
16,90,-14692
8,67,-14439
74,75,-14700
16,66,-14766
13,88,-14776
191,69,-14585
84,32,-15359
188,89,-15295
84,74,-15315
67,32,-15321
32,84,-15367
82,76,-15481
32,85,-16115
70,32,-15845
78,191,-15957
67,16,-16088
66,70,-15586
75,188,-15407
74,69,-15386
8,75,-15700
8,82,-15744
74,32,-17002
75,66,-16944
188,66,-17427
78,86,-17579
69,84,-17531
65,76,-17796
32,70,-18575
74,82,-18511
85,70,-18530
74,32,-18564
76,68,-18459
74,32,-18440
75,8,-18381
74,68,-18056
86,8,-18011
32,8,-19041
84,70,-18683
66,32,-18286
73,78,-18206
68,84,-18494
66,75,-18814
67,32,-18115
70,219,-18141
75,66,-18145
85,82,-18008
66,77,-17918
72,75,-17915
71,74,-17936
32,82,-18251
191,67,-18172
16,84,-17821
50,89,-18208
16,32,-18159
89,84,-18257
74,75,-18306
66,74,-17921
75,16,-18272
50,71,-18461
16,8,-18406
32,16,-18430
70,74,-18299
188,13,-17583
69,191,-17689
75,84,-16866
82,188,-17161
32,84,-17605
83,67,-17645
78,32,-18475
69,82,-18491
70,32,-17886
82,70,-17665
67,78,-17600
32,67,-17694
66,66,-18445
75,75,-18440
66,74,-18509
186,8,-18146
69,8,-18129
72,74,-16709
70,75,-16786
89,188,-16257
188,78,-16009
74,69,-15976
32,65,-15859
74,32,-15001
85,74,-15018
84,85,-14959
32,74,-14868
86,76,-14914
70,74,-14731
78,75,-14848
16,74,-14918
32,86,-14988
191,32,-13962
84,84,-14546
82,66,-14567
70,73,-14678
186,68,-14756
16,66,-14628
32,67,-14826
84,70,-14724
86,75,-14852
222,85,-15253
16,66,-15406
32,72,-15776
78,71,-15777
70,32,-15558
72,191,-15618
188,16,-15636
32,16,-16257
191,50,-16369
16,89,-16032
84,74,-16196
82,66,-16086
70,16,-15965
186,75,-16116
16,50,-16027
32,32,-15886
89,70,-16727
70,188,-16810
186,69,-17360
16,75,-17645
189,82,-17516
84,32,-17374
89,83,-17278
84,78,-16475
72,69,-16761
16,70,-16662
32,82,-16704
75,67,-16702
70,32,-16697
68,66,-15681
74,75,-15761
72,66,-15666
66,186,-15670
89,69,-15710
84,72,-15693
72,70,-15631
78,89,-15564
32,188,-15682
190,74,-15628
69,32,-15912
72,74,-16253
74,85,-16192
78,84,-16193
74,32,-16170
82,86,-16179
32,70,-16216
191,78,-16220
16,16,-16247
50,32,-17540
16,191,-17634
89,84,-17121
74,82,-17074
66,70,-17463
75,16,-17284
16,186,-17323
32,32,-16828
78,84,-17193
78,86,-17142
71,16,-17037
67,222,-18454
65,32,-18132
50,78,-18684
16,70,-18606
8,72,-18547
49,188,-19841
16,32,-18879
32,191,-18892
84,16,-21418
76,84,-21264
89,82,-21333
70,70,-21346
86,16,-21256
74,186,-21371
82,32,-21616
32,89,-20906
81,70,-23164
74,16,-22684
89,186,-22856
186,189,-22447
192,84,-22316
76,89,-22855
74,84,-22864
75,16,-22542
74,72,-22630
86,32,-22445
32,75,-22471
68,70,-22408
32,68,-22525
69,74,-24015
72,72,-24078
84,66,-24207
77,89,-24207
72,84,-24229
70,72,-24271
82,78,-24338
32,32,-24316
190,190,-24264
74,69,-24146
68,72,-23791
67,74,-23862
32,78,-24156
75,74,-24235
70,82,-24277
88,32,-24242
70,191,-24334
89,16,-24431
32,16,-23130
89,50,-23495
74,89,-23308
16,74,-23372
32,66,-22934
191,16,-22978
70,75,-24426
89,32,-24285
74,16,-24054
66,78,-24002
75,78,-24066
16,71,-23827
32,67,-22535
80,65,-22171
66,50,-22707
75,8,-22562
188,16,-22648
32,49,-21735
71,32,-21806
70,84,-19737
71,76,-19895
16,89,-20090
189,70,-20194
70,86,-20923
75,74,-20937
189,82,-21855
8,32,-22310
189,81,-20259
192,74,-20246
8,89,-20072
8,186,-19906
189,192,-20387
84,76,-19845
81,74,-20183
66,75,-20596
72,74,-20793
16,86,-20928
32,32,-20963
68,68,-20975
32,32,-21407
70,69,-19829
78,72,-19856
67,84,-19746
84,77,-19753
72,72,-19676
82,70,-19642
16,82,-19656
32,32,-19683
74,190,-20190
85,74,-19944
74,68,-19959
89,67,-19945
67,32,-19710
70,75,-19662
72,70,-19569
82,88,-19531
16,70,-19476
32,89,-19538
84,32,-20416
87,89,-20044
66,74,-19888
89,16,-20036
77,32,-19898
75,191,-19843
74,70,-18442
188,89,-18434
32,74,-18288
68,66,-18366
32,16,-18254
90,75,-18360
67,32,-18246
75,80,-18301
66,66,-17318
76,75,-17365
74,188,-17676
72,32,-17490
32,71,-17189
66,70,-16895
86,16,-16762
84,71,-17000
72,189,-16398
16,70,-15705
32,75,-15716
82,189,-14821
66,8,-14313
74,189,-14203
75,192,-14152
16,8,-14264
13,8,-18465
191,189,-18014
50,84,-18437
16,81,-18026
67,66,-17761
70,16,-17700
86,72,-17824
77,32,-17710
75,68,-17645
70,32,-17120
71,70,-17163
16,78,-17352
189,67,-17319
67,84,-17831
70,72,-17984
75,82,-18095
50,16,-18638
16,32,-18575
32,74,-18124
70,85,-18101
188,74,-18808
69,89,-18712
75,67,-18782
82,70,-18652
32,72,-19215
74,82,-19186
85,16,-19316
74,32,-19121
82,84,-18186
67,87,-18112
89,66,-18105
70,89,-18091
71,77,-17985
67,75,-17996
66,74,-18016
32,188,-18470
81,32,-19356
66,68,-19384
79,32,-19847
8,90,-20484
8,67,-20645
8,75,-20580
81,66,-21201
66,76,-21271
80,74,-21036
190,72,-21162
70,32,-21144
76,66,-21042
70,86,-21035
71,84,-20934
70,16,-21043
89,72,-21148
32,32,-21479
191,82,-21037
16,66,-20892
78,74,-21329
67,75,-21350
66,16,-21677
75,13,-17241
74,191,-17201
188,16,-16834
78,50,-16995
69,67,-17185
8,70,-17087
78,86,-17646
65,77,-17599
32,75,-18607
81,70,-18608
66,71,-19728
82,16,-19756
67,189,-19471
80,67,-18882
69,70,-18930
87,16,-18818
89,75,-19346
70,50,-19094
72,32,-18658
65,70,-18647
32,188,-18331
189,69,-18359
32,75,-18332
66,82,-19611
86,32,-19180
84,74,-19755
72,85,-19798
16,74,-19789
32,82,-19999
82,67,-19957
66,89,-19979
74,70,-20066
75,71,-20059
16,67,-20135
13,66,-20696
191,32,-55563
68,81,-54956
8,66,-54895
86,79,-55495
74,8,-55180
72,8,-54929
70,8,-54953
78,81,-54294
82,66,-54245
84,80,-57770
85,190,-57659
32,70,-58071
49,76,-58210
53,70,-58166
32,71,-58377
191,70,-59086
16,89,-59001
54,32,-59022
52,191,-59107
32,16,-60105
78,78,-59493
84,67,-59487
90,66,-59668
75,75,-59716
68,74,-59670
70,188,-59659
78,78,-59609
67,69,-59170
74,8,-59106
67,78,-58505
32,65,-58499
90,32,-57626
75,81,-57912
74,66,-56702
71,82,-56758
74,67,-56784
72,80,-56666
82,69,-56666
84,87,-57150
89,89,-56723
32,70,-56726
77,72,-56747
76,65,-56852
8,32,-57118
75,189,-57794
70,32,-57905
79,66,-56652
74,86,-56717
75,84,-56048
71,72,-55980
32,16,-56145
90,32,-55863
86,82,-55999
84,66,-56083
72,74,-55943
68,75,-55931
32,16,-56407
84,13,-55690
84,191,-20328
79,68,-20246
90,8,-20340
74,86,-19424
78,74,-19082
67,72,-19018
70,70,-18995
89,78,-18956
32,82,-18862
68,84,-15259
16,85,-15306
32,32,-14933
191,49,-15029
81,53,-15659
84,32,-15655
78,191,-14911
67,16,-15000
74,54,-14421
89,52,-14368
88,32,-13424
66,78,-13466
75,84,-13415
32,90,-13583
219,75,-13576
83,68,-14284
89,70,-14353
89,78,-14321
84,67,-14353
75,74,-14456
68,67,-14485
74,32,-14656
89,90,-14648
70,75,-14379
78,74,-14397
67,71,-14394
69,74,-14412
84,72,-14573
89,82,-14429
32,84,-14086
75,89,-14236
70,32,-15025
78,77,-15061
72,76,-15580
70,8,-14854
68,75,-14151
8,70,-13988
70,79,-14270
82,74,-14607
32,75,-14732
81,71,-15725
84,32,-17254
75,90,-17285
74,86,-17212
71,84,-17081
74,72,-17385
72,68,-17366
82,32,-17294
84,84,-17870
89,84,-17824
32,79,-17823
219,90,-17694
66,74,-18829
82,78,-18902
67,67,-19004
68,70,-19009
74,89,-19066
82,32,-19081
70,68,-19568
72,16,-19685
8,32,-19983
72,191,-20049
82,81,-19478
32,84,-19823
66,78,-19910
76,67,-19999
84,74,-20007
72,89,-19929
67,88,-19959
32,66,-20483
81,75,-20512
74,32,-20083
73,219,-19914
77,83,-19371
75,89,-19228
74,89,-19233
188,84,-19255
32,75,-19250
81,68,-21638
83,74,-21421
86,89,-21406
70,70,-21305
67,78,-21373
32,67,-21442
66,69,-21328
32,84,-21723
81,89,-22940
66,32,-23259
89,75,-23146
70,70,-22358
78,78,-22297
67,72,-21847
67,70,-21867
74,68,-21958
68,8,-21953
32,70,-21832
219,82,-21401
66,32,-22064
82,81,-21043
67,84,-19521
80,75,-20336
84,74,-20519
75,71,-20539
66,74,-20426
67,72,-20609
32,82,-21078
66,84,-20456
32,89,-20612
74,32,-20623
85,219,-20644
74,66,-19484
82,82,-19501
67,67,-19495
77,68,-19440
75,74,-19479
74,82,-19518
71,70,-18998
74,72,-19463
82,8,-19054
66,72,-18846
75,82,-18865
84,32,-18308
68,66,-18221
32,76,-18326
68,84,-19387
74,72,-19581
82,67,-19590
66,32,-19637
89,81,-19961
67,74,-20044
78,73,-19926
70,77,-19850
88,75,-19843
69,74,-19905
32,188,-20265
191,32,-20324
16,81,-17813
68,83,-17975
74,86,-18027
89,70,-17989
74,67,-18208
77,32,-18521
75,66,-18524
70,32,-18087
78,81,-16852
70,66,-16361
188,89,-16374
32,70,-17029
219,78,-17624
66,67,-18458
82,67,-18385
67,74,-18347
89,68,-18531
90,32,-18801
77,219,-18926
78,66,-18170
67,82,-18615
84,67,-18676
72,80,-17855
82,84,-17681
16,75,-17732
32,66,-17730
191,67,-18134
16,32,-17231
74,66,-17601
85,32,-17451
74,74,-17437
82,85,-17322
67,74,-17318
77,82,-17334
75,67,-17313
74,77,-17381
71,75,-17318
16,74,-17328
32,71,-17425
70,74,-17187
82,82,-17114
67,66,-17100
81,75,-17662
8,84,-17634
8,68,-17631
81,32,-17520
8,68,-16560
81,74,-16466
8,82,-16488
82,66,-16625
67,89,-16393
74,78,-16301
68,67,-16440
16,70,-16434
32,88,-16850
191,69,-16848
16,32,-16378
81,191,-16896
74,16,-17014
68,68,-16670
74,74,-16970
81,89,-17073
70,74,-16899
72,77,-16505
82,75,-16670
16,70,-16940
32,78,-17226
66,70,-17283
66,188,-17245
86,32,-16615
72,219,-16159
70,66,-15357
16,82,-15274
16,67,-15109
16,89,-15383
32,90,-15188
219,77,-15346
66,78,-16662
79,67,-16299
70,84,-16310
186,72,-16318
69,16,-16912
75,82,-17176
67,32,-16943
8,191,-16527
8,16,-16622
67,74,-16614
32,85,-16661
74,74,-16683
89,82,-16829
89,67,-16777
84,77,-16885
74,75,-16823
68,74,-16779
32,71,-17029
83,16,-17224
75,32,-16970
66,70,-17352
85,82,-17359
74,67,-17464
86,81,-16992
32,8,-17440
84,8,-17443
66,81,-17513
82,8,-17451
67,81,-17287
78,8,-17261
70,82,-16527
72,67,-16413
188,74,-16376
32,16,-17020
90,68,-17215
67,32,-17091
78,191,-16996
90,16,-17097
76,81,-16551
74,74,-16576
219,68,-16649
70,74,-16619
89,81,-16552
32,70,-16422
84,72,-16492
79,16,-16434
66,82,-16598
188,32,-15855
76,66,-15973
70,66,-15977
75,86,-15892
82,72,-15976
16,16,-15880
32,70,-16112
70,32,-15451
89,219,-15122
13,66,-14449
191,79,-14538
74,70,-15648
89,186,-15693
84,69,-15109
186,75,-14918
74,67,-15253
75,8,-15089
78,8,-15218
74,67,-14803
32,32,-14751
74,74,-14699
75,89,-14567
83,89,-14570
188,84,-14465
32,74,-14538
84,68,-14506
68,32,-14695
78,83,-14601
67,75,-14568
77,66,-14647
75,85,-14616
84,74,-14461
78,86,-14433
66,32,-13829
74,84,-13764
72,66,-13772
78,82,-13739
67,67,-13614
32,78,-13732
74,70,-13737
32,72,-13744
84,188,-14376
66,32,-14103
89,90,-14116
84,67,-13667
73,78,-13657
84,90,-13613
72,76,-13579
32,74,-14494
68,219,-14537
74,70,-15253
85,89,-15229
74,32,-15362
75,84,-15326
74,79,-15389
82,66,-15352
222,188,-15457
32,76,-15806
66,70,-15816
86,75,-15793
70,16,-15729
78,82,-15824
67,32,-15521
84,70,-15561
78,89,-15513
74,13,-15077
72,191,-14802
71,74,-13472
32,89,-13523
67,84,-13470
32,186,-14620
66,74,-14472
80,75,-14563
90,78,-14448
68,74,-14530
67,32,-14562
32,74,-14673
68,75,-14681
32,83,-14686
74,188,-14674
89,32,-14600
32,84,-14675
191,68,-14288
16,78,-14231
81,67,-15339
66,77,-14745
72,75,-14750
74,84,-14846
78,78,-14784
70,66,-14958
86,74,-14987
84,72,-15071
72,78,-15055
82,67,-15142
32,32,-15373
84,74,-15347
76,32,-15298
74,84,-14864
72,66,-14451
74,89,-14418
85,84,-14446
32,73,-14498
68,84,-14517
32,72,-14582
81,32,-13645
83,68,-13560
68,74,-12625
72,85,-12620
84,74,-12567
71,75,-12683
32,74,-12913
77,82,-13120
78,222,-12983
66,32,-12524
74,66,-12491
72,86,-12543
78,70,-12454
67,78,-12474
74,67,-12469
71,84,-12367
32,78,-12572
66,74,-12568
75,72,-12613
70,71,-12709
68,32,-12645
74,67,-12672
72,32,-11553
66,66,-11853
89,80,-11822
70,90,-11832
75,68,-11699
71,67,-11604
32,32,-11704
70,68,-11767
68,32,-11725
74,74,-11873
82,89,-11894
70,32,-12115
72,191,-12128
82,16,-12290
16,81,-11202
32,66,-11192
66,72,-11265
78,74,-11284
67,78,-11350
70,70,-11248
75,86,-11199
68,84,-11269
32,72,-11414
84,82,-13030
66,32,-12706
82,84,-12664
67,76,-12742
76,74,-13098
74,72,-13263
72,74,-13162
74,85,-13105
85,32,-13142
32,68,-13282
70,32,-13672
82,81,-13773
84,83,-13706
68,68,-13789
16,72,-13997
18,84,-13893
32,71,-13928
88,32,-13750
88,77,-13556
16,78,-13494
16,66,-13762
18,74,-13690
32,72,-13836
84,78,-13824
87,67,-14185
89,74,-14775
74,71,-14848
82,32,-14693
32,66,-14713
68,75,-14756
16,70,-14883
32,68,-14979
191,74,-14995
81,72,-15577
66,66,-15139
82,89,-15105
67,70,-15157
72,75,-15339
70,71,-15457
219,32,-15507
70,70,-15498
86,68,-15588
16,74,-15606
32,82,-15674
82,70,-15327
84,72,-15385
73,82,-15262
66,16,-16271
78,32,-16045
89,66,-16390
70,78,-16470
72,67,-16369
65,70,-16818
16,75,-16875
20,68,-16838
8,32,-16802
8,84,-15178
72,66,-15365
65,82,-15956
20,67,-15832
8,76,-15486
68,74,-15591
16,72,-15866
32,74,-15996
86,85,-17075
8,32,-17007
8,70,-16553
32,82,-16821
67,84,-16796
8,68,-16678
68,16,-16651
74,18,-17185
75,32,-16998
70,16,-16928
89,88,-17023
66,88,-17062
76,17,-16633
72,18,-17131
70,32,-16908
82,84,-16923
32,87,-18001
89,89,-17392
192,74,-17541
79,82,-17479
90,32,-17782
68,16,-18276
67,68,-18441
74,32,-18016
32,191,-18881
75,81,-18300
83,66,-18274
188,82,-18224
32,67,-18264
77,72,-18335
75,70,-18398
74,219,-18231
71,70,-18164
74,86,-18148
72,16,-18195
82,32,-17987
84,82,-18090
89,84,-18113
32,73,-18199
69,66,-17351
76,78,-17529
74,89,-16949
85,70,-16914
32,72,-17170
56,16,-17137
57,65,-17674
57,20,-17314
49,8,-17578
32,8,-17657
68,72,-17481
13,16,-17739
191,65,-18389
50,20,-18885
16,8,-18657
16,68,-18437
16,32,-17758
16,86,-16514
16,8,-16317
16,8,-16201
16,32,-15798
16,67,-15600
16,8,-15527
16,68,-15284
16,74,-14711
16,75,-14651
16,70,-14463
16,89,-14355
16,66,-14173
16,76,-14099
16,72,-13615
16,70,-13552
16,82,-13389
16,32,-11956
16,89,-11789
16,192,-11455
16,79,-11409
16,90,-10961
16,68,-10330
16,67,-10156
16,74,-10071
16,32,-9073
16,75,-8963
16,83,-8847
16,188,-8760
16,32,-8559
16,77,-8234
16,75,-8013
16,74,-8327
83,71,-8907
72,74,-8869
69,72,-9031
78,82,-9329
82,84,-9285
84,89,-9299
78,32,-9266
66,69,-9285
219,76,-9242
72,74,-9341
70,85,-9341
32,32,-9610
83,56,-9536
89,57,-9341
74,57,-9376
82,49,-9011
66,32,-9001
16,68,-9022
32,13,-8739
191,191,-8001
70,16,-7761
73,50,-7832
77,83,-7011
75,72,-6982
74,69,-7414
71,78,-7208
50,82,-7443
16,84,-7437
32,78,-7570
70,66,-7596
67,219,-8487
72,72,-8472
69,70,-8407
82,32,-7987
89,83,-7744
74,89,-7615
82,74,-7536
32,82,-8132
81,16,-8605
66,66,-9084
89,32,-8928
84,191,-8959
186,70,-8592
69,73,-8763
72,77,-7452
74,75,-7384
74,74,-6903
67,16,-6803
32,71,-7023
219,50,-7713
83,32,-7413
89,70,-7370
72,67,-6535
69,72,-6414
78,69,-6380
82,82,-7156
84,89,-7218
78,74,-7114
66,82,-7089
219,32,-6614
72,81,-6092
70,66,-5946
32,89,-6524
219,84,-7161
83,186,-7561
68,69,-7473
66,72,-7425
67,74,-7411
70,74,-7409
72,67,-7402
82,32,-7294
32,219,-6326
219,83,-6346
83,89,-6901
86,72,-6905
70,69,-6931
67,78,-7013
8,82,-6139
8,84,-5958
70,78,-6193
88,66,-6283
32,219,-6305
66,72,-6233
78,70,-6086
70,32,-5509
87,219,-4792
76,83,-4957
70,68,-4924
68,66,-4887
76,67,-4882
32,70,-5328
74,72,-7075
75,82,-7091
67,32,-7042
66,219,-7110
88,83,-6690
32,86,-6970
68,70,-6899
32,67,-6947
74,8,-7027
75,8,-7102
73,70,-6958
74,88,-6925
68,32,-6841
32,66,-7028
84,78,-8309
66,70,-8680
89,87,-8661
70,76,-8219
76,70,-8163
80,68,-8140
32,76,-8400
74,32,-7903
78,74,-6184
222,75,-6320
32,67,-6498
69,66,-6636
76,88,-6951
74,32,-6784
85,68,-6796
32,32,-6826
54,74,-7085
48,75,-7893
48,73,-7850
50,74,-7927
32,68,-8931
68,32,-9273
16,84,-7953
16,66,-7435
16,89,-7230
16,70,-7526
32,76,-7593
191,80,-7593
72,32,-7759
84,74,-7803
75,78,-7957
85,222,-8953
222,32,-9023
75,69,-9156
16,76,-8621
16,74,-8783
32,85,-8988
70,32,-8934
76,54,-8558
77,48,-8710
75,48,-8670
70,50,-8943
69,32,-8132
86,68,-7607
74,16,-8435
72,32,-7970
16,191,-7944
32,72,-7654
72,84,-8750
74,75,-8667
78,85,-7496
82,222,-7192
84,16,-6925
78,75,-7032
66,32,-6311
219,70,-6270
72,76,-6319
70,77,-5429
32,75,-5745
81,70,-6754
66,69,-6573
82,86,-6610
67,74,-6121
68,16,-6526
74,72,-6701
82,32,-6525
70,72,-5536
72,74,-5582
82,78,-5847
32,82,-6319
75,84,-7334
70,78,-7356
68,66,-7293
74,219,-7357
72,72,-7304
66,70,-7431
78,32,-7172
82,81,-5714
84,66,-5719
74,82,-5674
72,67,-5469
71,68,-4806
67,74,-4754
32,82,-5099
84,70,-4995
66,72,-5425
89,82,-5198
70,32,-4668
76,75,-3640
80,70,-3794
16,68,-3653
16,74,-3538
16,72,-3487
16,66,-3130
16,78,-3077
16,82,-2967
16,84,-2826
16,74,-2737
16,72,-2687
16,71,-2627
16,67,-2468
16,32,-2473
32,84,-2671
191,66,-2376
16,89,-2475
18,70,-2401
8,76,-2357
191,16,-2927
48,80,-3758
16,32,-2640
72,191,-3118
67,16,-2987
89,18,-3742
76,8,-5448
82,191,-4880
65,16,-4786
77,48,-7081
90,72,-6718
16,67,-6628
16,89,-5850
16,76,-3920
16,82,-3750
16,65,-3083
16,77,-742
16,16,-843
32,90,-1201
65,32,-1194
84,65,-518
83,84,-1083
65,83,-1253
73,65,-698
77,73,-373
16,16,-447
32,77,-1113
79,32,-475
68,79,-218
32,68,-577
65,32,-858
77,65,-212
65,77,-621
82,65,-560
66,82,-370
16,16,-164
16,66,-162
16,17,886
16,18,868
16,16,1108
16,57,1121
16,32,1417
16,16,3974
16,50,4060
16,219,4812
16,83,5138
16,68,5286
16,78,6092
16,72,6253
16,192,6349
16,86,6668
16,32,6566
18,76,6642
57,74,6612
16,72,6618
32,74,6921
50,85,4348
16,32,4465
219,68,4356
83,32,4181
68,70,4182
78,78,3451
72,70,3441
192,72,3445
86,16,3469
32,68,3103
76,50,4226
74,32,4800
72,86,4849
74,84,4719
85,66,4934
32,89,4534
68,70,4676
32,68,4703
70,80,4752
78,70,4766
70,89,4965
72,32,5215
68,76,5124
50,74,3847
16,71,3723
32,32,5298
86,68,5354
84,74,5105
66,76,4760
89,90,4681
70,72,4569
68,188,4564
80,74,4544
70,32,4490
89,219,5728
32,83,5997
76,89,5918
74,77,6050
71,75,6015
32,70,4046
68,188,4001
74,84,4029
76,72,4100
90,85,4124
72,74,4174
188,71,4061
74,32,6098
32,40,6915
219,74,5515
83,37,5881
89,17,5925
77,17,6246
75,39,6171
70,17,6516
188,39,6521
84,74,6697
72,37,6886
85,17,7109
74,37,7050
71,38,7473
32,90,5884
40,66,5158
74,89,5216
37,84,4361
17,76,4145
39,84,3738
17,68,3760
39,74,3501
17,72,3456
74,71,3265
37,32,3301
37,90,3568
17,75,3655
38,76,3348
90,32,3182
66,84,3192
89,66,3387
84,89,3346
76,70,3375
84,76,3398
68,80,3695
74,32,5315
72,84,5512
71,74,5510
32,89,5244
90,77,4695
75,75,4620
76,70,4679
32,188,4318
84,84,4338
66,72,4119
89,85,4348
70,74,4374
76,71,4298
80,32,8363
32,89,7743
84,84,7663
74,74,8025
89,72,8058
77,78,8044
75,67,8009
70,74,8053
188,71,7978
84,32,7886
72,75,7918
85,83,7598
