down,up,timedelta
32,74,152
86,89,308
74,84,261
89,76,237
84,72,461
76,74,578
72,8,4574
74,32,4383
8,89,202
32,8,559
89,32,549
8,8,190
32,32,131
8,86,73
32,84,164
86,76,228
84,186,398
76,70,500
186,72,278
70,85,938
72,70,1297
85,16,607
70,89,153
89,13,1863
16,13,1916
13,8,1157
13,32,997
8,191,144
32,219,326
191,70,200
219,8,1169
70,8,5055
8,8,4329
8,32,456
8,191,143
32,8,317
191,32,199
8,70,76
32,75,139
70,74,238
75,82,338
74,73,368
82,32,975
73,8,860
32,32,101
8,221,124
32,8,227
221,8,381
8,32,228
8,81,221
32,66,237
81,8,351
66,81,1307
8,82,1236
81,67,489
82,219,1235
67,8,1075
219,219,607
8,70,926
219,219,616
70,70,290
219,82,303
70,32,252
82,68,178
32,32,611
68,8,639
32,32,108
8,83,69
32,72,273
83,69,395
72,78,478
69,70,481
78,72,274
70,84,276
72,78,369
84,66,339
78,75,329
66,32,898
75,8,889
32,32,133
8,81,233
32,74,242
81,82,189
74,67,229
82,67,270
67,69,279
67,72,242
69,32,474
72,8,479
32,32,98
8,66,187
32,66,231
66,89,220
66,70,348
89,68,388
70,70,311
68,76,228
70,74,244
76,71,240
74,84,944
71,72,1007
84,71,198
72,32,252
71,74,294
32,32,239
74,8,180
32,32,75
8,70,84
32,82,132
70,66,165
82,89,242
66,188,310
89,84,327
188,88,299
84,69,370
88,32,437
69,16,345
32,191,44
191,66,342
16,66,432
66,78,262
66,70,555
78,72,531
70,82,250
72,74,337
82,86,361
74,84,327
86,76,272
84,8,231
76,8,278
8,70,392
8,86,314
70,189,518
86,75,850
189,70,608
75,66,302
70,87,218
66,74,498
87,67,520
74,32,272
67,8,222
32,32,130
8,81,110
32,74,179
81,82,252
74,67,279
82,89,370
67,70,298
89,86,219
70,72,359
86,84,601
72,85,493
84,32,1595
85,66,1613
32,66,269
66,72,449
66,74,690
72,78,600
74,67,499
78,66,510
67,32,361
66,74,261
32,71,139
74,32,743
71,8,759
32,32,77
8,78,200
32,74,302
78,188,341
74,70,381
188,72,259
70,32,203
72,8,192
32,32,134
8,72,162
32,74,221
72,78,226
74,68,210
78,70,504
68,16,423
70,13,2343
16,13,2815
13,8,790
13,32,276
8,191,152
32,8,240
191,32,211
8,68,92
32,74,134
68,78,259
74,69,318
78,78,252
69,66,558
78,78,1118
66,67,708
78,89,370
67,66,418
89,32,319
66,8,261
32,32,97
8,219,129
32,66,360
219,82,366
66,67,248
82,84,333
67,88,356
84,66,342
88,85,289
66,74,432
85,85,378
74,70,348
85,76,312
70,84,776
76,71,763
84,32,948
71,74,935
32,85,191
74,74,248
85,82,320
74,67,402
82,219,519
67,70,908
219,80,756
70,70,330
80,82,298
70,16,147
82,32,409
16,66,317
32,32,392
66,74,366
32,85,179
74,74,252
85,82,219
74,67,252
82,89,380
67,66,845
89,76,760
66,8,566
76,66,1702
8,72,1356
66,16,430
72,74,300
74,189,488
16,8,570
189,32,648
8,75,628
32,83,538
75,80,698
83,16,657
80,82,370
82,32,290
16,8,229
32,32,109
8,83,103
32,72,159
83,69,437
72,78,607
69,70,372
78,72,220
70,84,250
72,78,271
84,66,250
78,75,240
66,32,667
75,8,629
32,32,116
8,66,183
32,86,210
66,70,231
86,72,170
70,76,390
72,84,559
76,65,406
84,70,540
65,82,359
70,32,275
82,8,289
32,32,108
8,81,116
32,66,150
81,79,239
66,190,827
79,69,790
190,76,219
69,84,321
76,68,420
84,70,369
68,80,261
70,16,104
80,32,306
16,8,292
32,32,139
8,191,265
32,85,358
191,85,351
85,32,539
85,8,468
32,32,131
8,49,155
32,55,160
49,57,1527
55,49,1861
57,189,695
49,8,556
189,32,377
8,55,489
32,53,459
55,57,847
53,49,888
57,32,680
49,68,590
32,16,41
68,13,180
16,13,333
13,8,331
13,32,1105
8,191,1054
32,85,410
191,32,740
85,54,561
32,53,302
54,57,1095
53,49,1046
57,32,679
49,90,615
32,70,418
90,86,234
70,32,304
86,57,281
32,32,458
57,8,478
32,32,96
8,89,314
32,70,373
89,68,221
70,74,154
68,72,200
74,66,299
72,78,312
66,66,974
78,75,917
66,66,396
75,188,498
66,70,567
188,84,708
70,16,487
84,72,182
72,32,720
16,191,344
32,69,192
191,8,160
69,8,219
8,8,228
8,8,238
8,16,188
8,32,730
16,191,459
32,8,601
191,32,411
8,69,72
32,8,271
69,69,349
8,32,151
69,78,240
32,16,301
78,70,142
70,189,239
16,8,290
189,32,401
8,70,350
32,86,231
70,75,646
86,8,779
75,8,389
8,75,615
8,74,468
74,16,537
75,70,498
70,32,420
16,68,339
32,32,281
68,8,278
32,32,97
8,81,82
32,74,185
81,82,198
74,75,314
82,74,538
75,67,500
74,83,595
67,68,539
83,32,346
68,74,330
32,89,477
74,84,429
89,89,187
84,84,646
89,86,689
84,70,342
86,80,221
70,32,647
80,8,697
32,32,122
8,84,71
32,66,161
84,89,209
66,84,152
89,88,248
84,190,319
88,75,271
190,82,301
75,70,411
82,80,320
70,32,277
80,8,268
32,32,104
8,84,44
32,74,170
84,89,726
74,86,739
89,84,1170
86,72,1134
84,190,378
72,78,650
190,32,1154
78,8,909
32,32,102
8,69,58
32,76,135
69,74,239
76,85,278
74,32,367
85,8,319
32,32,111
8,84,112
32,186,141
84,32,228
186,86,194
32,74,133
86,78,203
74,32,2052
78,16,2253
32,68,470
68,32,449
16,191,367
32,48,700
191,49,699
48,32,1045
49,8,1027
32,32,126
8,191,159
32,71,217
191,32,399
71,8,382
32,32,198
8,56,293
32,53,194
56,32,919
53,191,953
32,78,370
191,67,468
78,32,558
67,74,371
32,71,676
74,32,717
71,8,233
32,8,219
8,32,2800
8,8,2763
32,32,91
8,191,129
32,8,280
191,32,221
8,90,103
32,66,139
90,89,197
66,84,499
89,88,637
84,190,375
88,75,321
190,82,379
75,70,357
82,80,240
70,32,520
80,74,489
32,85,151
74,74,208
85,89,262
74,86,183
89,84,212
86,72,199
84,190,538
72,78,730
190,32,512
78,8,309
32,32,120
8,86,104
32,70,91
86,8,132
70,74,369
8,76,466
74,74,550
76,85,571
74,32,352
85,8,239
32,32,122
8,86,62
32,84,142
86,72,210
84,78,241
72,32,543
78,82,414
32,32,904
82,8,934
32,32,131
8,89,145
32,8,261
89,8,272
8,32,190
8,86,121
32,84,186
86,72,212
84,74,599
72,68,596
74,74,259
68,85,321
74,66,471
85,72,469
66,71,174
72,32,1208
71,8,1264
32,32,131
8,191,206
32,85,359
191,32,349
85,8,239
32,191,349
8,51,809
191,51,697
51,57,264
51,49,321
57,32,798
49,8,668
32,32,109
8,90,107
32,89,198
90,190,677
89,66,796
190,32,1589
66,57,1476
32,32,659
57,78,610
32,74,211
78,32,1390
74,8,1376
32,32,118
8,86,145
32,8,188
86,8,312
8,86,301
8,32,180
86,84,159
32,66,181
84,89,233
66,84,278
89,75,261
84,68,299
75,74,424
68,89,371
74,70,568
89,78,477
70,67,409
78,74,549
67,16,303
74,71,68
71,32,258
16,8,190
32,32,129
8,191,223
32,85,358
191,32,359
85,8,429
32,191,598
8,51,429
191,51,291
51,8,290
51,57,590
8,57,539
57,49,378
57,32,557
49,8,399
32,32,161
8,70,109
32,78,142
70,72,200
78,8,320
72,8,299
8,72,420
8,71,1103
72,70,776
71,86,-1
70,32,385
86,54,394
32,32,718
54,8,719
32,32,122
8,89,219
32,70,279
89,68,219
70,74,499
68,78,503
74,67,370
78,84,441
67,72,306
84,16,514
72,70,410
70,8,1504
16,8,1474
8,8,252
8,68,212
8,65,49
68,83,-76
83,8,3483
65,8,3650
8,68,169
8,83,78
68,13,571
83,13,738
13,8,404
13,32,261
8,191,129
32,8,323
191,32,243
8,16,53
32,89,90
89,70,368
70,75,560
16,84,491
75,16,371
84,188,288
188,32,450
16,8,500
32,32,306
8,83,75
32,72,158
83,69,310
72,78,339
69,89,327
78,70,650
89,72,618
70,66,361
72,71,351
66,72,701
71,67,1127
72,70,904
67,32,760
70,8,599
32,32,105
8,70,84
32,8,153
70,69,429
8,78,501
69,69,308
78,78,199
69,66,331
78,78,379
66,67,321
78,89,859
67,16,827
89,66,143
66,32,778
16,8,768
32,32,124
8,72,151
32,74,249
72,78,260
74,82,230
78,84,279
82,72,311
84,66,322
72,76,260
66,32,279
76,16,287
32,191,28
191,8,226
16,32,453
8,8,408
32,32,124
8,70,146
32,86,357
70,69,429
86,66,480
69,76,322
66,66,641
76,80,787
66,84,421
80,72,319
84,16,256
72,71,146
71,32,1198
16,8,1142
32,32,103
8,89,179
32,84,319
89,75,321
84,88,459
75,32,409
88,16,164
32,191,30
191,8,171
16,32,1064
8,8,1068
32,16,76
8,32,5
32,71,70
71,82,256
82,32,358
16,16,370
32,8,286
8,32,-38
32,82,22
82,87,560
87,32,559
16,8,834
32,32,361
8,83,90
32,72,159
83,69,272
72,78,377
69,77,390
78,75,339
77,69,331
75,8,322
69,70,397
8,82,330
70,32,210
82,66,237
32,32,1095
66,8,1067
32,32,98
8,66,198
32,82,189
66,69,909
82,70,1197
69,89,392
70,8,290
89,82,461
8,32,318
82,8,183
32,32,111
8,86,66
32,74,130
86,72,188
74,74,250
72,78,281
74,82,535
78,84,606
82,67,433
84,32,851
67,8,753
32,32,122
8,81,98
32,66,128
81,79,309
66,190,707
79,69,1216
190,76,866
69,84,412
76,68,378
84,70,459
68,80,382
70,16,75
80,32,1136
16,8,1202
32,32,184
8,191,183
32,85,433
191,85,439
85,32,712
85,8,727
32,32,139
8,50,61
32,51,220
50,57,570
51,49,654
57,189,706
49,8,555
189,32,399
8,8,389
32,32,117
8,49,85
32,51,261
49,57,498
51,49,437
57,32,528
49,68,420
32,32,130
68,16,155
32,191,42
191,8,178
16,32,369
8,8,384
32,16,115
8,32,23
32,72,112
72,67,191
67,67,109
67,188,232
188,32,373
16,8,348
32,32,105
8,90,105
32,66,131
90,89,164
66,84,172
89,79,178
84,84,380
79,68,499
84,67,511
68,74,412
67,72,259
74,71,211
72,32,600
71,8,629
32,32,119
8,86,94
32,74,174
86,82,200
74,72,349
82,70,478
72,89,275
70,32,212
89,8,212
32,32,119
8,77,132
32,75,195
77,84,184
75,78,212
84,66,388
78,78,380
66,67,229
78,84,281
67,86,281
84,70,260
86,80,220
70,32,610
80,8,867
32,32,370
8,85,155
32,32,411
85,8,541
32,32,286
8,57,176
32,50,182
57,57,133
50,49,210
57,32,370
49,8,279
32,32,96
8,67,64
32,32,574
67,8,632
32,32,100
8,16,115
32,191,64
191,8,14788
16,32,15760
8,8,1119
32,32,143
8,70,147
32,8,249
70,8,303
8,32,182
8,70,112
32,78,339
70,84,348
78,78,148
84,66,350
78,67,340
66,72,238
67,84,310
72,68,312
84,66,256
68,89,211
66,69,320
89,32,518
69,74,340
32,85,190
74,74,259
85,82,272
74,67,260
82,67,290
67,69,320
67,72,935
69,74,1066
72,75,489
74,84,264
75,188,257
84,16,145
188,32,262
16,8,218
32,32,123
8,72,122
32,74,357
72,78,391
74,82,271
78,84,277
82,71,849
84,72,820
71,71,200
72,32,928
71,8,966
32,32,144
8,191,173
32,8,367
191,8,308
8,32,248
8,190,362
32,85,459
190,32,492
85,56,439
32,8,390
56,57,581
8,50,825
57,57,757
50,49,1216
57,32,4422
49,16,3584
32,67,41
67,13,289
16,13,420
13,8,339
13,32,199
8,191,185
32,8,366
191,32,259
8,66,223
32,66,281
66,87,191
66,66,350
87,80,421
66,74,1565
80,71,1600
74,71,299
71,74,269
71,8,312
74,71,620
8,32,979
71,81,571
32,74,157
81,82,169
74,67,468
82,78,585
67,67,489
78,66,769
67,82,670
66,87,1206
82,74,1177
87,8,323
74,72,1140
8,8,2114
72,8,1274
8,66,1594
8,74,1644
66,72,339
74,78,281
72,32,605
78,82,499
32,32,320
82,8,332
32,32,86
8,75,172
32,70,384
75,82,401
70,83,490
82,86,505
83,66,509
86,72,500
66,16,465
72,71,246
71,13,631
16,13,539
13,191,389
13,8,402
191,8,291
8,8,241
8,32,160
8,222,235
32,191,150
191,8,203
222,32,230
8,83,84
32,72,208
83,69,300
72,67,276
69,67,270
67,84,370
67,65,464
84,74,919
65,72,788
74,71,170
72,32,420
71,8,445
32,32,112
8,81,73
32,74,173
81,89,1067
74,67,1087
89,70,292
67,72,220
70,82,197
72,32,349
82,8,272
32,32,130
8,78,227
32,69,290
78,78,210
69,66,490
78,78,561
66,67,321
78,8,292
67,78,529
8,89,600
78,16,366
89,66,105
66,32,218
16,66,286
32,32,541
66,8,883
32,32,522
8,70,80
32,68,188
70,74,282
68,75,282
74,76,300
75,72,806
76,84,1169
72,68,748
84,67,437
68,16,230
67,32,363
16,191,372
32,16,263
191,86,123
86,16,428
16,191,850
16,16,559
191,90,128
90,32,501
16,191,340
32,86,199
191,66,217
86,32,600
66,8,561
32,32,108
8,78,162
32,84,189
78,78,177
84,66,350
78,67,327
66,72,311
67,84,323
72,68,294
84,66,550
68,89,439
66,69,621
89,32,1118
69,8,668
32,32,107
8,81,102
32,66,223
81,82,259
66,67,269
82,84,351
67,88,358
84,66,491
88,78,434
66,67,291
78,66,221
67,89,207
66,69,699
89,86,917
69,86,458
86,74,293
86,16,303
74,82,127
82,32,479
16,8,480
32,32,88
8,75,119
32,66,318
75,88,240
66,89,368
88,8,467
89,85,429
8,74,430
85,82,312
74,16,292
82,74,194
74,32,428
16,191,320
32,85,416
191,32,443
85,57,530
32,49,439
57,57,380
49,49,579
57,32,610
49,67,381
32,32,554
67,8,541
32,32,146
8,16,92
32,71,130
71,82,379
82,72,218
72,32,549
16,8,340
32,32,129
8,89,154
32,84,223
89,75,239
84,8,348
75,78,584
8,88,491
78,16,122
88,32,159
16,191,291
32,74,393
191,85,380
74,84,272
85,79,218
84,70,1027
79,186,1095
70,69,471
186,75,367
69,67,180
75,32,510
67,84,472
32,77,250
84,86,540
77,84,673
86,67,470
84,32,377
67,68,260
32,32,553
68,84,589
32,82,288
84,67,686
82,188,1158
67,84,1061
188,78,490
84,66,228
78,16,248
66,68,80
68,32,291
16,68,202
32,32,1063
68,8,1057
32,32,122
8,90,97
32,67,92
90,8,108
67,8,187
8,32,290
8,90,232
32,86,215
90,75,676
86,66,1677
75,76,2569
66,74,1854
76,16,858
74,72,426
72,13,809
16,13,370
13,8,450
13,32,348
8,191,172
32,8,327
191,32,217
8,16,119
32,72,62
72,16,277
16,67,292
67,67,131
67,32,241
16,8,251
32,32,116
8,81,104
32,74,231
81,82,245
74,67,238
82,67,311
67,69,389
67,72,319
69,74,1594
72,8,1910
74,8,750
8,74,609
8,74,380
74,75,319
74,84,301
75,16,310
84,188,201
188,32,367
16,8,239
32,32,172
8,82,247
32,69,647
82,70,821
69,89,342
70,32,232
89,66,291
32,66,246
66,86,334
66,84,500
86,76,378
84,70,360
76,82,297
70,16,1078
82,70,1167
70,32,1017
16,8,878
32,32,149
8,82,143
32,66,246
82,86,259
66,84,271
86,76,250
84,70,716
76,82,730
70,70,528
82,32,592
70,16,291
32,191,82
191,82,311
16,66,650
82,72,519
66,74,248
72,78,272
74,67,239
78,66,261
67,32,381
66,8,309
32,32,123
8,81,52
32,83,196
81,89,281
83,84,281
89,88,360
84,69,543
88,32,462
69,8,301
32,32,133
8,81,149
32,66,299
81,82,211
66,67,401
82,78,877
67,84,793
78,68,706
84,74,609
68,67,233
74,16,240
67,16,668
16,13,2097
16,13,1147
13,8,483
13,32,201
8,88,40
32,8,105
88,8,509
8,32,528
8,90,173
32,66,208
90,68,210
66,74,242
68,82,290
74,70,501
82,70,560
70,8,270
70,67,390
8,67,418
67,16,336
67,66,168
66,32,231
16,77,261
32,75,232
77,66,869
75,66,882
66,82,212
66,66,523
82,80,860
66,16,863
80,84,432
84,8,418
16,16,1221
8,69,1036
69,32,163
16,8,168
32,32,119
8,89,192
32,66,318
89,74,260
66,68,349
74,66,578
68,16,416
66,72,88
72,13,13136
16,13,13539
13,8,787
13,32,235
8,191,210
32,8,418
191,32,322
8,84,118
32,82,209
84,66,458
82,78,432
66,67,248
78,66,291
67,78,320
66,70,228
78,78,149
70,67,152
78,32,239
67,8,188
32,32,150
8,74,219
32,71,196
74,32,298
71,8,468
32,32,588
8,8,449
32,32,116
8,70,105
32,89,148
70,70,199
89,78,258
70,67,159
78,219,478
67,70,1396
219,80,1386
70,70,1015
80,82,727
70,16,98
82,32,193
16,8,145
32,32,127
8,66,156
32,82,189
66,66,604
82,75,942
66,188,549
75,69,342
188,71,425
69,67,856
71,84,746
67,16,365
84,72,148
72,32,657
16,8,620
32,32,118
8,74,160
32,68,261
74,78,431
68,67,398
78,78,409
67,89,1106
78,84,966
89,85,258
84,16,324
85,70,221
70,32,451
16,8,966
32,32,858
8,8,420
32,32,453
8,16,298
32,74,50
74,78,103
78,70,172
70,82,553
82,32,619
16,8,677
32,32,100
8,70,107
32,80,137
70,70,183
80,16,298
70,188,181
188,13,311
16,13,279
13,8,332
13,32,227
8,90,119
32,66,181
90,89,221
66,70,278
89,88,340
70,84,449
88,86,408
84,66,316
86,72,587
66,16,3285
72,71,2815
71,13,567
16,13,718
13,8,469
13,32,220
8,191,122
32,8,322
191,32,215
8,16,-18
32,48,50
48,8,309
16,32,338
8,89,211
32,66,370
89,79,438
66,89,729
79,84,626
89,186,340
84,32,915
186,8,807
32,32,161
8,53,125
32,54,169
53,32,1493
54,8,1544
32,32,90
8,66,81
32,32,996
66,8,1075
32,32,179
8,89,169
32,66,289
89,8,532
66,8,467
8,8,220
8,8,229
8,32,587
8,8,510
32,32,143
8,89,256
32,66,341
89,32,122
66,88,64
32,186,319
88,69,448
186,86,687
69,32,997
86,56,694
32,54,222
56,16,1107
54,57,1016
57,32,780
16,8,677
32,32,91
8,70,73
32,82,99
70,84,236
82,68,329
84,74,248
68,75,209
74,84,652
75,88,705
84,32,687
88,51,599
32,51,289
51,49,364
51,32,1163
49,8,984
32,32,118
8,66,133
32,75,179
66,70,230
75,68,309
70,66,498
68,186,419
66,8,249
186,76,668
8,74,763
76,72,395
74,71,184
72,32,656
71,8,696
32,32,141
8,84,133
32,75,160
84,84,227
75,67,1275
84,32,1565
67,68,667
32,32,458
68,16,380
32,191,346
191,8,360
16,32,299
8,70,48
32,76,156
70,74,368
76,85,388
74,32,457
85,8,401
32,32,93
8,57,166
32,48,696
57,48,707
48,50,181
48,32,1081
50,8,1112
32,32,106
8,66,216
32,67,376
66,66,400
67,71,271
66,84,764
71,72,707
84,84,71
72,71,153
84,32,1224
71,8,1225
32,32,129
8,86,90
32,83,387
86,89,389
83,89,161
89,70,279
89,76,249
70,32,199
76,8,169
32,32,109
8,74,189
32,71,200
74,16,51
71,32,249
16,8,282
32,32,160
8,191,308
32,39,577
191,8,724
39,32,321
8,83,65
32,89,127
83,66,208
89,79,316
66,89,555
79,84,487
89,186,271
84,32,1014
186,51,909
32,56,161
51,32,645
56,66,698
32,32,658
66,8,579
32,32,118
8,83,123
32,89,149
83,66,252
89,88,368
66,186,468
88,69,488
186,86,671
69,32,824
86,8,437
32,32,131
8,50,135
32,57,249
50,37,1280
57,16,1358
37,8,199
8,32,-33
32,48,-43
48,57,71
57,32,1213
16,8,1126
32,32,277
8,8,190
32,32,109
8,82,99
32,84,220
82,68,370
84,74,232
68,75,198
74,84,229
75,88,309
84,32,469
88,8,334
32,32,122
8,53,118
32,55,595
53,49,985
55,32,937
49,8,499
32,32,97
8,70,136
32,75,876
70,84,907
75,67,297
84,32,389
67,8,280
32,32,140
8,84,104
32,66,155
84,89,210
66,84,241
89,75,189
84,84,172
75,67,251
84,70,327
67,89,223
70,32,701
89,8,699
32,32,108
8,69,104
32,76,191
69,74,288
76,85,312
74,32,579
85,8,626
32,32,557
8,57,685
32,57,859
57,57,675
57,49,220
57,32,497
49,32,586
32,16,271
32,68,69
68,13,402
16,13,917
13,8,846
13,8,320
8,8,317
8,32,268
8,16,202
32,68,91
68,32,1333
16,8,1332
32,32,127
8,84,136
32,66,181
84,89,201
66,84,207
89,75,191
84,84,152
75,67,217
84,70,328
67,16,289
70,89,121
89,13,487
16,13,528
13,8,339
13,32,278
8,191,295
32,48,1595
191,48,1584
48,51,518
48,51,846
51,53,2679
51,56,2454
53,53,1997
56,57,2107
53,49,1799
57,32,1868
49,189,566
32,32,427
189,16,349
32,74,71
74,78,99
78,70,132
70,82,71
82,32,419
16,8,404
32,32,161
8,76,616
32,74,708
76,82,300
74,16,88
82,32,937
16,8,728
32,32,123
8,191,153
32,8,895
191,32,767
8,70,113
32,85,139
70,69,466
85,72,498
69,82,273
72,74,350
82,32,419
74,74,300
32,85,208
74,74,310
85,82,339
74,67,305
82,77,1623
67,75,1554
77,84,347
75,67,376
84,32,469
67,8,767
32,32,1059
8,8,598
32,32,113
8,74,121
32,85,208
