down,up,timedelta
74,74,261
85,82,233
74,67,278
82,89,893
67,66,1038
89,72,519
66,70,737
72,82,670
70,8,231
82,70,745
8,72,772
70,70,370
72,82,250
70,16,88
82,32,2097
16,8,2116
32,32,127
8,68,264
32,70,400
68,78,287
70,67,219
78,74,618
67,67,629
74,32,290
67,68,238
32,32,210
68,8,189
32,32,129
8,78,254
32,66,307
78,76,238
66,74,319
76,219,418
74,16,695
219,68,479
68,32,649
16,191,613
32,8,448
191,32,331
8,70,165
32,89,193
70,70,367
89,78,380
70,67,241
78,219,407
67,70,1174
219,219,1005
70,8,248
219,82,498
8,70,378
82,16,207
70,82,79
82,32,436
16,66,457
32,78,278
66,67,286
78,70,313
67,75,299
70,188,400
75,74,467
188,32,499
74,8,409
32,32,118
8,81,126
32,74,188
81,82,207
74,67,380
82,89,748
67,66,938
89,78,754
66,70,486
78,86,387
70,75,549
86,16,820
75,70,397
70,32,558
16,8,530
32,32,145
8,84,165
32,89,269
84,74,1247
89,81,1206
74,70,270
81,72,196
70,32,509
72,8,555
32,32,123
8,86,103
32,74,134
86,82,195
74,67,478
82,82,592
67,8,1533
82,89,2251
8,84,1533
89,188,749
84,86,557
188,83,1482
86,81,1334
83,70,1184
81,16,1204
70,72,290
72,32,380
16,68,238
32,32,1184
68,74,1491
32,75,518
74,84,638
75,67,647
84,32,1472
67,8,1365
32,32,122
8,75,142
32,69,250
75,84,351
69,72,261
84,16,945
72,84,886
84,13,835
16,13,340
13,8,451
13,32,371
8,66,188
32,66,258
66,72,311
66,84,1085
72,71,1076
84,74,1282
71,75,1208
74,82,209
75,66,1334
82,87,1355
66,89,478
87,222,695
89,32,687
222,8,404
32,32,143
8,81,105
32,74,121
81,89,228
74,76,368
89,74,497
76,188,647
74,74,580
188,68,283
74,67,248
68,32,488
67,189,428
32,32,420
189,8,410
32,32,128
8,66,99
32,66,213
66,76,277
66,84,380
76,71,320
84,66,645
71,82,590
66,8,142
82,8,199
8,82,295
8,66,228
82,66,336
66,16,371
66,68,91
68,32,647
16,8,654
32,32,107
8,80,195
32,66,381
80,32,349
66,8,223
32,32,117
8,75,225
32,70,221
75,66,347
70,72,389
66,84,199
72,78,176
84,70,545
78,86,475
70,16,77
86,13,369
16,13,299
13,8,993
13,32,870
8,75,153
32,69,627
75,84,913
69,8,675
84,69,789
8,72,558
69,16,1553
72,84,1467
84,17,311
16,32,212
17,32,-175
8,8,-69
69,16,-83
16,69,-157
17,17,-171
84,32,719214
