down,up,timedelta
74,82,-991
71,77,-1013
32,75,-985
191,74,-989
16,82,-1105
90,67,-2051
66,74,-2161
89,71,-2189
84,32,-2203
74,191,-2318
75,16,-2454
67,90,-1274
67,66,-1065
70,89,-1089
72,84,-1089
32,74,-1334
74,75,-1407
85,67,-1439
74,67,-1598
89,70,-1757
77,72,-1860
75,32,-1540
70,74,-1457
66,85,-1495
87,74,-1394
74,89,-1344
67,77,-1251
32,75,-1256
68,70,-2195
74,66,-2262
82,87,-2290
70,74,-2129
89,67,-2131
80,32,-2127
66,68,-1441
72,74,-1298
71,82,-1248
32,70,-1257
84,89,-1391
73,80,-1911
77,66,-1701
75,72,-1709
74,71,-1745
188,32,-1726
32,84,-1785
192,73,-2027
67,77,-2330
68,75,-2457
32,74,-2631
90,188,-2678
67,32,-2481
78,192,-1739
84,67,-1369
70,68,-1382
76,32,-2124
190,90,-2302
75,67,-2409
188,78,-2266
70,84,-2321
89,70,-2289
32,76,-1427
191,190,-2500
16,75,-2389
83,188,-2328
188,70,-2232
74,89,-2701
72,32,-2677
85,16,-1507
32,191,-1661
84,83,-1519
83,188,-1645
89,74,-1099
89,72,-1086
90,85,-1036
68,32,-1359
84,84,-1582
72,83,-1500
84,89,-1499
76,89,-2063
32,90,-2324
90,68,-2051
67,84,-1782
78,72,-2511
190,84,-2599
90,76,-2856
75,32,-2887
68,90,-2931
90,67,-3076
74,78,-2271
71,190,-2243
32,90,-1506
219,75,-1221
90,68,-1395
66,90,-1458
89,74,-1447
84,71,-1495
89,32,-1523
74,219,-1640
72,90,-1533
74,66,-1427
219,89,-1453
70,84,-1484
80,89,-1555
32,74,-1459
68,72,-1305
32,74,-1276
84,219,-1447
80,70,-1619
70,80,-1586
65,32,-1623
32,68,-1688
81,32,-1709
84,84,-1970
89,80,-1758
76,70,-1743
80,65,-1739
74,32,-1743
71,81,-1704
32,84,-1173
70,89,-2440
8,76,-2488
8,80,-2570
70,74,-2748
89,71,-2770
89,32,-2673
16,70,-1318
8,8,-1273
16,8,-1408
89,70,-1018
32,16,-975
191,89,-1081
219,89,-2988
70,8,-2981
75,16,-2848
66,89,-3297
85,32,-3315
74,191,-3323
86,219,-1552
32,70,-1707
219,75,-1752
83,66,-1260
89,85,-1322
80,74,-1704
70,86,-1828
72,32,-1674
32,219,-1657
68,83,-1664
32,89,-1958
69,80,-1572
68,70,-1965
78,72,-2417
67,32,-3453
84,68,-3551
88,32,-3219
66,69,-3411
75,68,-2915
74,78,-2451
82,67,-1463
32,84,-1416
219,88,-2033
66,66,-1792
32,75,-1854
74,74,-1852
71,82,-1716
32,32,-1806
84,219,-1226
66,66,-1344
88,32,-1308
66,74,-2179
75,71,-2211
80,32,-2331
70,84,-2277
72,66,-2144
32,88,-2248
90,66,-1387
67,75,-1344
78,80,-1238
84,70,-1205
8,72,-1494
190,32,-1986
70,90,-2358
76,67,-2483
190,78,-3543
75,84,-3564
188,8,-3330
70,190,-3310
89,70,-2922
32,76,-3017
84,190,-3502
8,75,-3415
74,188,-6915
82,70,-6348
70,89,-6891
89,32,-6743
76,84,-5052
74,8,-5076
32,74,-1662
191,82,-1683
16,70,-1101
74,89,-1421
82,76,-1517
66,74,-1635
75,32,-1561
84,191,-2600
68,16,-2820
70,74,-2367
89,82,-2225
32,66,-2030
192,75,-3036
79,84,-2141
84,68,-2220
32,70,-2364
192,89,-2442
8,32,-2790
8,192,-1866
8,79,-1726
84,84,-4106
32,32,-4554
84,192,-4504
67,8,-4186
68,8,-4141
32,8,-4078
68,84,-2010
74,32,-1507
72,84,-1439
70,67,-1388
76,68,-1361
32,32,-1790
219,68,-1943
83,74,-2051
89,72,-2064
77,70,-2021
75,76,-2109
70,32,-1670
188,219,-1089
84,83,-1384
72,89,-1361
85,77,-1336
74,75,-1330
71,70,-1395
32,188,-1481
84,84,-1060
66,72,-1951
80,85,-1939
70,74,-1923
72,71,-1858
188,32,-1865
74,84,-1859
74,66,-2005
89,80,-2093
80,70,-2140
70,72,-2213
72,188,-2230
32,74,-2248
84,74,-1328
80,89,-1766
70,80,-1990
65,70,-2011
32,72,-2298
81,32,-2293
84,84,-2876
89,80,-2366
76,70,-2618
84,65,-2663
72,32,-2347
67,81,-2255
32,84,-1678
70,89,-1596
89,76,-1079
16,84,-936
32,72,-910
191,67,-2022
84,32,-2163
75,70,-2127
86,89,-2142
84,16,-2476
80,32,-3315
32,191,-2586
68,84,-2465
32,75,-2581
39,86,-4794
39,84,-4697
39,80,-3878
39,32,-3580
39,68,-3506
39,32,-3278
39,39,-967
39,39,-698
39,39,-552
39,39,-409
39,39,-188
39,74,1391
39,37,1996
39,37,2246
39,66,8520
39,86,8678
39,70,8852
39,8,9346
39,8,9275
74,8,9181
37,8,8620
37,66,9543
66,89,3511
86,84,3506
70,75,3422
8,71,3120
8,69,2775
8,78,2236
8,67,2155
66,83,1234
89,68,1599
84,32,1760
75,67,1767
71,32,1718
69,90,1767
78,66,2462
67,89,2625
83,84,2533
68,89,1986
32,74,1867
67,72,1865
32,219,1971
90,70,2000
66,80,1246
89,8,1261
84,219,1572
89,32,1895
74,78,1976
72,190,3718
219,70,3608
70,88,3640
80,69,3748
8,75,3601
219,74,3285
32,71,2960
78,32,9037
190,84,7727
70,66,7808
88,89,7812
69,84,7849
75,89,7850
74,70,7870
71,72,7857
32,78,1679
84,67,1258
66,74,1194
89,72,1143
84,71,1168
89,67,1168
70,70,1262
72,72,1348
78,32,1376
67,84,1494
74,74,1857
72,82,1856
71,8,2249
67,68,3485
70,74,3410
72,72,3355
32,66,3308
84,73,3258
74,32,3403
82,83,3528
8,80,3232
68,70,2095
74,65,2064
72,32,2170
66,81,2158
73,84,2174
32,89,1711
83,89,1627
80,70,1913
70,72,1927
65,32,2196
32,219,2206
81,70,2557
84,71,2524
89,70,2332
89,78,2294
70,222,2038
72,32,2345
32,219,2998
219,66,2970
70,89,3419
71,76,3780
70,80,3879
78,74,4133
222,71,3891
32,32,3515
219,70,3625
66,16,3551
89,89,2607
76,8,2423
80,8,2853
74,8,2704
71,70,2939
32,32,2880
70,16,1791
89,89,1878
16,32,1969
8,191,3178
8,86,2863
8,74,2754
70,89,2554
32,81,2550
16,70,2553
89,80,2536
32,66,2473
191,76,1161
86,32,1312
74,86,1327
89,83,1356
81,89,1400
70,77,2607
80,75,2633
66,70,2590
76,69,2820
32,76,2547
86,66,3158
83,68,3167
89,66,3437
77,76,2255
75,89,2468
70,66,2514
69,32,2301
76,67,2309
66,32,1747
68,16,4874
66,48,4709
76,50,4984
89,8,4807
66,16,5013
32,50,5297
67,16,5361
32,69,5440
48,85,2065
50,50,2675
16,16,2622
8,57,3504
16,16,3066
50,32,2960
16,69,6531
69,74,6539
85,82,6534
50,77,6771
16,89,6901
57,222,7098
16,68,7262
32,70,8293
69,16,5715
74,76,5586
82,38,6089
77,13,5559
89,81,9616
222,74,8807
68,82,8707
70,186,8514
76,74,7567
16,89,7664
38,32,7541
13,81,6909
81,74,2543
74,89,2629
82,89,2665
186,66,4654
74,75,4647
89,76,4883
32,32,4633
81,67,4581
74,32,4678
89,66,4968
89,82,4978
66,188,2626
75,69,3131
76,82,2785
32,32,2951
67,83,3783
32,89,3672
66,72,4017
82,84,4149
188,78,3545
69,82,2792
82,70,3629
32,72,3472
83,70,2711
89,219,2699
72,32,2176
84,83,2119
78,80,2767
82,70,2912
70,65,2076
72,32,2316
70,81,2273
219,74,2287
32,78,2030
83,222,2624
80,32,2675
70,90,2537
65,8,2482
32,8,2328
81,90,2807
74,32,2753
78,75,2801
222,16,2326
32,76,1533
90,32,1610
8,191,1667
8,16,3429
90,48,2863
32,16,3352
75,90,3523
76,66,3587
16,89,3641
32,84,3653
191,74,4741
48,75,2904
16,8,3421
16,8,3453
90,8,4159
66,74,4319
89,72,4345
84,78,4421
74,67,3288
75,67,3259
8,70,2910
8,72,2232
8,32,1465
74,74,1110
72,85,1162
78,74,1154
67,89,1419
67,77,2004
70,75,1959
72,70,4176
32,66,4300
74,87,4308
85,74,4387
74,67,4355
89,32,4152
77,68,3660
75,74,3979
70,82,1835
66,70,1695
87,89,1643
74,80,1546
67,66,1652
32,72,1604
68,71,1513
74,32,1093
82,80,1120
70,84,1731
89,188,1866
80,32,1894
66,77,1792
72,78,1735
71,67,1801
32,84,1868
80,32,2272
84,74,1743
188,78,1599
32,32,1681
77,16,1731
78,57,1621
67,32,1732
84,86,1779
32,83,2189
74,89,2223
78,72,2257
32,70,2127
57,78,3380
16,66,4265
32,75,4238
86,70,4166
83,85,4124
89,8,4525
72,8,4538
70,84,7913
78,75,6610
66,222,6377
75,32,8096
70,66,8106
85,89,7834
8,84,7415
8,71,7313
84,84,3940
75,78,4306
222,67,3690
32,32,1833
66,81,2198
89,74,1774
84,82,1746
71,74,1725
84,67,1715
78,83,1431
67,68,1533
32,32,2371
81,68,2182
74,32,2050
82,74,2057
74,75,2095
67,83,2091
83,188,2000
68,32,2082
32,74,1144
68,68,1154
32,78,1343
74,67,1402
75,84,1793
83,79,1824
188,188,2087
32,74,2075
74,32,2036
68,66,3022
78,66,2859
67,76,2895
84,70,2627
79,78,2626
188,67,2333
74,32,2516
32,81,2644
66,84,1775
66,89,1830
76,8,2039
70,8,1892
78,84,2107
67,84,2145
32,89,2102
81,70,2467
84,72,2377
89,32,2311
8,70,2070
8,89,2027
84,32,2096
84,16,2188
89,191,1833
70,86,1460
72,70,1497
32,72,1387
70,70,1417
89,76,1402
32,32,2230
191,86,2183
16,83,2506
86,89,3211
70,77,3398
72,75,3469
70,70,3515
76,188,3727
32,84,3290
86,72,3274
83,85,3011
89,74,2593
77,71,2408
75,32,2657
70,74,2711
188,71,2544
84,32,1901
72,77,1884
85,78,1769
74,66,1436
71,76,1453
32,69,1469
74,67,1620
71,32,1694
32,66,1594
77,75,1597
78,67,1650
66,84,1792
76,16,1663
69,32,1462
67,191,1899
32,16,3983
66,48,3912
75,191,4400
67,222,4668
84,32,4550
16,191,4566
32,8,4874
191,32,4556
48,89,2617
16,32,2729
191,74,2312
222,76,2120
32,32,2383
191,191,3030
8,85,2685
32,85,2341
89,32,3044
32,48,3671
74,48,3704
76,54,4615
32,50,4620
191,189,5681
85,48,6216
85,48,6246
32,48,5333
48,8,5194
48,8,5216
54,8,4181
50,8,4007
189,189,2705
48,48,2705
48,48,2719
48,53,3503
8,51,3048
8,16,3585
8,57,3434
8,32,3430
189,90,3516
48,90,2928
48,89,3616
53,76,2857
51,80,2767
57,74,2364
16,71,2426
32,32,2366
90,66,1963
90,32,2051
89,16,2193
76,48,2053
80,39,2520
74,39,2357
71,32,2523
32,37,2602
66,37,2868
32,191,3988
48,222,3367
16,191,3615
39,89,3305
39,32,3927
32,74,3957
37,76,3983
37,32,3906
191,191,3484
222,85,3310
191,85,3132
89,32,3340
32,48,3141
74,48,3028
76,48,2988
32,51,3646
191,189,3177
85,48,3811
85,48,3796
32,8,3508
48,189,3234
48,53,3297
48,51,3322
51,16,2826
189,57,2316
48,32,1740
48,90,2073
8,90,2029
189,89,2268
53,76,2188
51,84,2237
57,72,1912
16,67,1998
32,32,1986
90,191,1738
90,16,1610
89,16,3153
76,48,2973
84,191,3009
72,222,3078
67,32,3576
32,191,3620
191,89,4213
16,32,4328
48,74,2654
16,76,3530
191,32,3605
222,191,4011
32,85,3561
191,85,3479
89,32,3160
32,48,3681
74,48,3632
76,53,2960
32,51,2821
191,189,2787
85,48,3652
85,48,3677
32,8,3860
48,8,3193
48,189,3666
53,189,3494
51,49,3495
189,52,3615
48,57,3234
48,16,3102
8,32,2653
8,90,2857
189,90,2427
189,89,3026
49,89,4353
52,70,3792
57,72,3351
16,32,3502
32,16,4354
90,54,4073
90,83,4588
89,80,4000
89,70,2695
70,65,2709
72,32,2932
32,66,2877
54,72,2384
16,78,2171
83,32,2166
80,70,2164
70,89,2001
65,32,2007
32,84,6501
66,8,6436
72,37,6247
78,69,9974
32,72,9870
70,69,9835
89,78,9804
32,77,9800
84,75,5174
8,69,5130
37,82,4789
69,32,1160
72,190,1156
69,69,1318
78,89,1346
77,89,1303
75,70,1224
69,76,1205
82,8,1668
32,8,1584
190,8,1576
69,8,1458
89,8,1468
89,8,1526
70,8,1528
76,69,1934
8,78,1515
8,77,1616
8,75,1672
8,69,1590
8,82,1548
8,82,1511
8,32,1413
69,78,1084
78,190,1174
77,90,1057
75,75,1480
82,84,1552
69,76,1696
82,80,1793
32,70,2429
78,72,2472
190,76,2723
90,74,2997
75,71,2561
84,32,2686
76,66,2691
80,85,3107
70,74,2547
72,75,2487
76,74,2189
74,66,1982
71,219,2031
32,72,2031
66,70,2815
85,32,2624
74,74,2629
75,89,3060
74,88,3037
66,83,3066
219,188,2952
72,16,2827
70,74,1908
32,13,2324
74,191,9889
89,68,10385
88,74,10321
83,89,10301
188,70,10262
74,188,10206
16,70,10735
13,72,10067
191,70,2496
68,188,1517
74,32,9056
89,219,9205
70,83,9263
188,68,9216
70,74,8958
72,72,9648
70,74,9770
188,78,9751
32,70,2272
219,85,2097
83,66,2434
68,75,2632
74,75,2488
72,70,1819
74,32,1764
78,83,1825
70,72,2066
85,84,2475
66,86,2139
75,66,1898
75,72,1875
70,71,1823
32,32,1910
83,84,1936
72,66,1829
84,89,1397
86,89,1361
66,70,1535
72,72,1824
71,32,1805
32,84,1587
84,84,1554
66,75,2088
89,74,2187
89,188,2039
70,66,2341
72,70,2118
32,8,2092
84,66,2419
84,89,2593
75,32,2045
74,84,2314
188,186,2103
66,82,1954
70,70,1891
8,78,1773
66,32,1494
89,70,1285
32,32,1145
84,16,1813
186,191,1645
82,66,1783
70,78,1795
78,67,1884
32,8,1986
70,8,2167
32,8,2219
191,191,1845
16,16,1754
66,66,2165
78,78,2347
67,74,2458
8,82,2264
8,32,2100
8,66,2070
191,32,1670
16,70,1852
66,78,1490
78,66,1370
74,72,1271
82,65,1282
32,84,1862
66,89,1843
32,32,1777
70,191,1702
78,16,1550
66,83,2344
72,80,2411
65,190,2481
84,72,2237
89,66,2242
32,188,2246
191,16,3493
16,32,3735
83,80,3083
80,66,3233
190,32,3351
72,66,3160
66,82,3151
188,76,4273
16,74,2837
32,219,2912
80,70,2964
66,89,2734
32,32,2504
66,84,3773
82,83,4177
76,89,3608
74,72,4205
219,84,4013
70,78,3887
89,82,3924
32,8,3926
84,78,5225
83,70,4969
89,72,4315
72,70,3753
84,219,3745
78,32,4003
82,83,4550
8,72,5093
78,69,2505
70,78,2383
72,77,2488
70,75,2531
219,69,2566
32,82,2275
83,32,1783
72,81,1692
69,74,1654
78,89,2110
77,89,2084
75,70,2891
69,76,2788
82,32,2861
32,90,2850
81,75,2574
74,76,2604
89,16,2044
89,32,2093
70,191,1308
76,74,1903
32,70,1952
90,73,1971
75,89,2835
76,90,2760
16,16,2762
32,32,3242
191,83,3220
74,72,3091
70,69,2969
73,78,2820
89,77,1958
90,75,1973
16,69,1887
32,82,1530
83,32,1733
72,67,1359
69,32,1334
78,70,1382
77,75,1299
75,70,1326
69,68,1256
82,74,1425
32,68,1275
67,78,1750
32,67,1813
70,84,2019
75,79,2082
70,69,2445
68,67,2492
74,74,2490
68,67,2479
78,32,2026
67,70,1987
84,72,2139
79,69,2057
69,78,1578
67,77,1498
74,75,1439
67,69,1431
32,82,1328
70,32,1356
72,90,1009
69,70,1277
78,89,1318
77,89,1283
75,70,1342
69,16,1516
82,76,1432
32,16,2246
90,32,3459
70,191,3423
89,8,3635
89,32,4114
70,222,4544
76,32,4816
16,191,5140
16,89,4207
32,32,3290
191,74,3233
8,76,3096
32,32,2761
222,191,2500
32,85,2128
191,85,2087
89,32,2277
32,48,2414
74,48,2365
76,54,3755
32,50,4007
191,189,5056
85,48,5041
85,48,4840
32,8,4491
48,189,4601
48,49,5491
54,52,4086
50,32,4153
189,76,4406
48,74,4638
48,66,4967
8,72,5053
189,84,4893
49,71,3931
52,32,3884
32,68,3456
76,32,1933
74,69,1606
66,67,2888
72,89,2932
84,90,2969
71,80,3186
32,87,5480
68,16,5418
32,32,6323
69,66,6168
67,32,4540
89,8,4489
90,8,4405
80,32,4439
87,66,2121
16,8,1741
32,8,1254
66,32,1621
32,191,1740
8,16,1583
8,77,2206
32,89,3833
66,70,3835
8,89,5291
8,222,6068
32,219,5827
191,16,5570
16,8,6040
77,8,6370
89,70,5541
70,16,5489
89,219,4321
222,32,3581
219,191,3558
16,16,3362
8,81,3537
8,74,2895
70,219,1894
16,77,2357
219,89,2514
32,70,3054
191,16,2953
16,32,3145
81,81,2717
74,8,2619
219,66,3393
77,66,2945
89,87,2717
70,89,2057
16,66,2121
32,68,2064
81,74,2036
8,72,1975
66,71,1138
66,32,2661
87,66,2819
89,66,2790
66,72,2669
68,74,2662
74,78,2655
72,66,2765
71,72,2794
32,72,1308
66,84,1078
66,78,1030
72,32,1991
74,70,2092
78,89,2058
66,32,2005
72,74,2102
72,89,2371
84,88,2381
78,66,3261
32,78,2284
70,67,2337
89,70,2535
32,88,2538
74,32,2613
89,84,2958
88,186,2944
66,82,2147
78,70,2362
67,78,2215
70,32,2002
88,70,1902
32,32,1734
84,16,1242
186,191,1102
82,89,1947
70,69,1709
78,76,1785
32,77,3255
70,89,4431
32,70,4438
191,16,4404
16,73,4342
89,8,3948
69,70,4483
76,16,4497
77,8,3155
89,16,2296
70,85,2170
73,32,2609
16,66,3034
8,66,2806
70,87,2271
16,89,2264
8,66,2359
85,68,2088
16,74,1881
32,72,1709
66,71,1359
66,32,1628
87,81,1779
89,74,1637
66,82,1530
68,67,1554
74,81,1774
72,70,1908
71,78,1846
32,66,1605
81,82,1453
74,89,4223
82,8,4244
67,32,5510
81,66,6962
70,66,6874
78,72,6911
66,74,6869
82,78,6857
89,66,4118
8,72,4102
32,72,2711
66,84,1000
66,78,939
72,32,1027
74,70,980
78,89,957
66,32,965
72,86,1020
72,74,1031
84,89,1099
78,68,1118
32,74,1026
70,89,1640
89,67,1705
32,74,1781
86,32,1969
74,68,1955
89,32,1844
68,70,1872
74,78,1809
89,66,1345
67,75,1310
74,74,1400
32,84,1385
68,89,1388
32,32,1445
70,69,1483
78,219,1922
66,74,2119
75,71,2102
74,222,2090
84,32,2139
89,68,2144
32,32,2060
69,219,2098
219,66,2670
74,73,2453
71,68,2468
222,70,2538
32,78,2877
68,66,3251
32,188,3312
219,74,3433
66,32,2647
73,16,2867
68,191,2705
70,89,2792
78,66,2814
66,79,2895
188,188,3154
74,74,3203
32,32,2962
191,83,2820
16,71,2766
89,71,2622
66,69,2379
79,72,1874
188,85,1589
74,32,1405
32,84,1364
83,66,1331
71,89,1355
71,70,1318
69,68,946
72,80,1009
85,70,1103
32,85,1079
84,32,1624
66,84,1667
89,74,1620
70,89,1695
68,68,1714
80,74,3182
70,75,3097
85,67,3103
32,69,2734
84,13,2793
74,16,3334
89,54,3214
68,8,4710
74,189,4528
75,8,4487
67,8,5065
69,16,7472
13,13,7595
54,16,7947
16,54,7944
8,77,8044
189,8,6823
8,188,7322
8,89,6711
13,66,3967
16,77,4790
54,89,5798
16,66,6805
77,71,5878
8,32,6407
188,191,31893
89,72,32225
66,71,32143
77,69,31157
89,32,29385
66,191,30479
71,78,30313
32,66,29793
191,82,3856
72,32,3574
71,16,3556
69,191,3439
32,69,4133
191,74,1933
78,82,1725
66,77,2693
82,89,3444
32,222,4025
191,68,4102
16,70,4870
69,16,4590
74,76,4463
82,8,4950
77,16,4082
89,186,3294
222,32,3071
68,70,3471
70,72,2697
76,69,2410
16,78,2088
8,8,2307
186,82,2422
16,77,3414
32,75,3190
70,69,2706
72,82,2658
69,16,2669
78,18,2966
8,16,2547
82,8,2379
77,8,1357
75,69,1879
69,82,1826
82,16,1806
