key,timedelta
229,16678
222,94
222,97
222,75
220,110
220,71
220,87
220,99
220,103
220,115
220,123
220,114
220,112
220,112
220,175
220,69
220,102
220,11192
220,9127
220,6435
220,5015
220,8663
220,-264831
219,2299
219,79465
219,2341
219,4247
219,11751
219,1353
219,5193
219,13368
219,4961
219,16077
219,2948
219,224384
219,5479
219,15956
219,1168
219,392572
219,59359
219,-591584
191,-314822
190,465883
190,489131
190,27241
190,-954912
189,46726
189,274355
189,9694
189,8957
189,2174
189,7846
189,11610
189,15923
189,63539
189,31288
189,200476
189,219128
189,47291
189,-965317
188,45551
188,74730
188,30599
188,20103
188,18603
188,36348
188,18023
188,14718
188,102661
188,17353
188,26460
188,110164
188,15035
188,24338
188,62001
188,15559
188,39473
188,43233
188,1740
188,6597
188,7164
188,22502
188,14205
188,9724
188,8562
188,8888
188,13141
188,27178
188,41338
188,32902
188,52851
188,-44885
187,-928025
186,74572
186,208455
186,147225
186,68747
186,26782
186,3160
186,348746
186,23595
186,-901062
91,5997
91,9547
91,15162
91,10142
91,29949
91,14250
91,12317
91,61452
91,1290
91,18591
91,1081
91,18324
91,1267
91,14381
91,2962
91,7560
91,1143
91,10127
91,1204
91,12849
91,1656
91,1439
91,9383
91,1657
91,1002
91,10839
91,1117
91,3397
91,9944
91,943
91,6335
91,788
91,1199
91,5274
91,742
91,148809
91,10366
91,312070
91,202327
91,-993824
90,44391
90,3262
90,8583
90,11442
90,129052
90,108647
90,22112
90,6284
90,2892
90,29400
90,18294
90,27797
90,49639
90,22045
90,22937
90,852
90,108089
90,159012
90,37635
90,2517
90,27840
90,40304
90,61348
90,4949
90,38803
90,-1004164
89,4914
89,6886
89,20326
89,6566
89,1199
89,1008
89,1641
89,81
89,15128
89,13533
89,966
89,10567
89,31393
89,1548
89,21069
89,6373
89,3647
89,22082
89,836
89,2300
89,15023
89,991
89,4099
89,12959
89,3290
89,91
89,15687
89,900
89,13018
89,8640
89,1758
89,16027
89,14561
89,14210
89,84
89,15342
89,54821
89,9125
89,5812
89,17626
89,1218
89,104
89,6257
89,20044
89,9721
89,30860
89,8239
89,613
89,22356
89,16380
89,1376
89,4486
89,15448
89,1555
89,7890
89,3464
89,20570
89,2068
89,6032
89,73564
89,1229
89,15763
89,19323
89,38487
89,61532
89,40087
89,66
89,11046
89,16772
89,14982
89,20374
89,58
89,20972
89,56
89,14581
89,4256
89,31769
89,1585
89,2500
89,454
89,393
89,12793
89,1713
89,11328
89,1277
89,445
89,-962007
88,45000
88,146390
88,12853
88,10553
88,115337
88,9675
88,30792
88,34097
88,57091
88,946
88,15957
88,28128
88,84452
88,17025
88,82657
88,788
88,56557
88,37152
88,18035
88,31720
88,56553
88,37768
88,27363
88,-965855
87,1164
87,24317
87,59361
87,31634
87,423190
87,314396
87,98187
87,-971889
86,26241
86,99
86,27459
86,13834
86,31966
86,24612
86,30913
86,18307
86,17578
86,20860
86,3434
86,12860
86,2488
86,7914
86,3171
86,40162
86,23455
86,48261
86,7409
86,1807
86,9431
86,8901
86,12522
86,15388
86,19558
86,1207
86,7861
86,22584
86,25263
86,14778
86,1219
86,1773
86,22814
86,1916
86,5542
86,2585
86,20627
86,7182
86,51427
86,13641
86,8484
86,75595
86,57633
86,37058
86,16065
86,1689
86,12844
86,12444
86,6295
86,8965
86,30405
86,14097
86,2625
86,24851
86,25040
86,12268
86,-966953
85,6983
85,2081
85,9636
85,34374
85,16680
85,35879
85,21216
85,11294
85,9184
85,5287
85,2951
85,11843
85,4495
85,2130
85,17604
85,3259
85,27094
85,18159
85,14794
85,56437
85,18877
85,34854
85,20118
85,36587
85,12239
85,5673
85,4804
85,54735
85,27036
85,16913
85,7500
85,82267
85,73044
85,8469
85,50063
85,42936
85,11370
85,14793
85,2410
85,34253
85,20275
85,4951
85,9223
85,-933956
84,3835
84,8705
84,12130
84,11456
84,939
84,1078
84,6038
84,21620
84,79
84,4659
84,880
84,4302
84,7079
84,11687
84,2500
84,85
84,13169
84,3304
84,1533
84,2091
84,21045
84,4549
84,980
84,24573
84,18331
84,18299
84,1367
84,1110
84,1882
84,90
84,14337
84,1495
84,12897
84,751
84,9759
84,1381
84,41136
84,940
84,654
84,17337
84,3972
84,2075
84,22097
84,6797
84,2439
84,8453
84,7086
84,9350
84,8999
84,712
84,6606
84,14506
84,5711
84,22065
84,82
84,5460
84,1699
84,174
84,10415
84,874
84,1147
84,620
84,19802
84,13346
84,9445
84,11447
84,3784
84,1118
84,1401
84,826
84,20626
84,8066
84,22297
84,2701
84,316
84,4700
84,68522
84,2724
84,6438
84,37466
84,654
84,34463
84,18451
84,4673
84,19334
84,2357
84,13364
84,2929
84,327
84,9640
84,6455
84,17629
84,6285
84,105
84,10117
84,14436
84,2135
84,15026
84,19751
84,18874
84,2231
84,15422
84,5932
84,25009
84,2985
84,14681
84,8875
84,3581
84,11330
84,-962587
83,1682
83,28920
83,11579
83,8606
83,14567
83,34853
83,801
83,28734
83,10392
83,9712
83,16535
83,1667
83,16746
83,12982
83,10390
83,14238
83,14692
83,15888
83,96322
83,19435
83,32673
83,33655
83,1734
83,8867
83,2562
83,61042
83,99553
83,37521
83,99389
83,40075
83,23922
83,4015
83,30608
83,25870
83,-909427
82,1027
82,29792
82,2048
82,1442
82,9840
82,655
82,40245
82,6291
82,15458
82,5842
82,20046
82,27104
82,18262
82,17703
82,20987
82,18766
82,11275
82,64402
82,42470
82,32804
82,20329
82,27301
82,9288
82,10152
82,12390
82,6245
82,6585
82,1163
82,2751
82,33030
82,18198
82,2265
82,4608
82,104281
82,37742
82,46391
82,728
82,606
82,711
82,6299
82,809
82,1405
82,51001
82,636
82,65345
82,15322
82,2495
82,41683
82,9228
82,19271
82,12782
82,3671
82,11457
82,6971
82,9233
82,7486
82,1175
82,-972166
81,4845
81,1708
81,33929
81,67216
81,22611
81,18173
81,17742
81,20909
81,18859
81,11338
81,139733
81,20343
81,36740
81,22630
81,62612
81,1565
81,3066
81,28140
81,83814
