down,timedelta,up
84,459432,85
72,459455,66
32,459447,89
191,459404,82
16,459594,32
32,457688,90
90,457451,70
70,457309,89
72,457333,67
82,457308,70
32,456859,72
74,456842,82
85,456778,16
74,-5087,84
82,-4996,72
67,-5082,32
81,-5086,16
70,-5265,191
78,-3127,32
75,-2866,90
70,-3004,70
16,-2999,72
32,-2982,82
70,-2525,32
85,-2448,74
66,-2439,85
89,-2411,74
82,-2549,82
32,-2573,67
90,-2504,81
70,-2448,70
89,-2438,78
67,-2414,75
70,-2269,16
72,-2377,70
82,-2367,32
16,-2451,70
32,-2837,85
191,-2944,66
81,-3489,89
70,-3505,82
78,-3324,32
75,-3373,90
70,-3651,70
16,-3776,89
32,-3694,67
191,-3758,70
16,-3698,72
32,-4014,16
75,-4479,82
69,-3989,32
70,-3937,191
89,-3332,81
72,-3393,70
70,-3599,78
188,-3631,75
16,-3693,16
32,-6228,70
191,-6132,32
78,-6514,16
84,-6586,191
78,-6108,32
66,-5840,75
67,-5761,69
72,-5703,70
84,-5753,89
68,-5550,72
66,-5401,70
89,-5355,16
69,-5436,188
32,-2645,32
81,-2553,191
83,-2108,78
89,-2108,84
89,-2123,78
84,-1966,66
68,-1897,67
78,-1934,72
67,-1919,84
72,-2006,68
70,-2061,66
76,-2043,89
69,-2192,69
67,-2072,32
74,-2114,81
85,-2247,83
32,-2253,89
81,-2286,89
66,-2294,84
82,-2292,68
67,-2391,78
81,-2444,67
70,-2493,72
78,-2361,70
75,-2451,76
70,-2653,69
16,-2729,67
32,-2703,74
191,-2781,85
16,-2634,32
83,-4777,81
76,-4714,66
8,-4708,82
8,-4680,67
76,-5001,81
83,-4846,70
84,-5476,78
72,-5411,75
67,-5122,16
32,-5311,70
39,-5445,32
255,-5224,191
39,-5441,16
255,-3026,83
39,-3287,76
255,-3100,8
190,-3278,8
37,-3456,76
255,-3411,83
37,-2796,84
255,-2710,72
37,-2674,67
255,-2476,32
37,-2138,255
255,-2133,39
32,-3195,255
81,-3420,39
84,-3461,255
79,-3620,39
8,-3504,190
190,-3572,255
70,-3874,37
186,-3958,255
69,-4179,37
72,-4156,255
82,-4341,37
74,-4376,255
32,-6256,37
84,-5383,32
89,-5229,81
70,-5416,84
72,-5393,79
219,-5490,8
74,-5174,190
32,-5053,70
74,-5050,186
71,-4935,69
32,-4978,72
78,-4990,82
89,-5334,74
84,-3612,32
86,-3333,84
70,-3496,89
78,-3029,70
72,-3367,72
70,-3404,219
71,-2956,74
84,-3204,32
76,-3292,74
16,-3268,71
32,-3368,32
191,-4793,78
16,-4445,89
32,-5816,84
90,-5874,86
70,-5915,70
72,-5899,78
82,-5579,72
32,-5479,70
74,-5581,71
85,-5198,84
74,-5085,16
82,-5197,76
67,-5015,32
81,-3597,16
70,-3832,191
78,-2247,32
75,-2281,90
70,-2505,70
16,-2542,72
32,-2587,82
90,-2586,32
66,-2569,74
87,-2582,85
70,-2663,74
72,-2681,82
78,-2692,67
67,-2582,81
66,-2491,70
89,-2554,78
66,-2647,75
86,-2280,16
76,-2517,70
70,-2483,32
16,-2474,90
32,-2565,66
191,-2641,87
219,-3205,70
83,-3275,72
89,-3239,78
78,-3335,67
74,-3310,66
68,-3303,89
66,-3211,66
186,-3401,86
32,-3488,76
83,-3402,16
76,-3498,70
66,-3325,32
68,-3241,191
32,-2712,219
90,-4433,83
66,-4320,89
89,-4315,78
84,-4428,74
68,-4327,68
74,-4254,66
89,-4167,186
80,-4007,32
