down,up,timedelta
50,81,-5002
16,84,-4576
32,71,-4692
69,74,-4950
76,72,-4464
70,81,-4584
72,84,-4728
85,16,-4748
70,85,-4870
89,37,-4400
32,16,-3620
75,50,-3798
66,50,-3892
88,32,-3558
69,69,-3176
75,76,-3130
74,70,-2916
71,72,-2500
32,85,-2540
89,70,-2498
74,89,-2478
32,32,-2346
69,75,-2254
76,66,-2440
74,88,-2730
85,69,-2662
32,75,-3974
56,74,-3954
48,71,-4392
48,32,-4412
50,89,-4440
32,74,-4782
68,32,-4826
16,69,-4674
32,76,-4470
0,74,-4404
84,85,-4552
67,32,-3408
8,56,-3380
84,48,-3300
67,48,-3458
84,50,-3504
87,32,-3450
74,16,-3296
72,68,-3426
71,32,-3210
32,0,-3686
86,84,-3590
74,67,-3492
82,8,-3448
67,84,-3204
74,67,-2996
89,84,-2944
74,87,-3102
75,74,-3116
74,72,-3132
0,71,-3232
16,32,-2508
32,86,-2430
68,74,-2466
32,82,-2586
78,67,-2472
84,74,-2554
69,89,-2600
68,74,-2066
78,75,-2072
67,74,-2026
70,16,-2068
88,0,-2284
69,32,-2262
32,68,-2572
74,32,-2476
89,78,-2502
68,84,-2718
8,69,-2686
89,68,-3542
66,78,-3522
78,67,-3532
82,70,-3466
70,88,-3394
32,69,-3890
80,32,-3872
69,74,-3982
16,89,-4086
68,68,-4464
16,8,-4552
13,89,-11790
84,66,-14216
68,78,-14368
74,82,-14466
75,70,-14506
74,32,-13862
85,16,-13786
32,80,-13808
74,69,-13740
71,68,-12922
32,16,-13136
83,13,-4940
0,84,-2436
69,68,-2320
72,74,-2294
78,75,-2298
32,74,-2416
81,85,-2488
74,32,-2436
68,74,-2396
70,71,-2948
0,32,-3704
72,83,-3856
32,0,-4962
70,69,-4960
82,72,-4948
80,78,-5028
84,32,-4978
72,81,-4936
78,74,-4944
74,68,-4932
32,70,-4670
86,0,-3868
74,72,-3630
72,32,-2626
70,70,-2644
76,82,-2816
69,80,-2718
32,84,-2896
86,72,-7226
8,78,-7400
8,74,-7366
8,32,-7076
8,86,-6974
61,74,-7086
61,72,-7136
86,70,-7914
8,76,-7700
61,69,-7542
68,32,-8202
74,86,-3830
82,8,-3586
69,8,-3812
88,8,-3990
77,8,-4024
75,61,-3828
70,61,-3844
0,86,-2942
66,8,-2928
86,61,-3168
16,68,-2250
32,74,-2346
86,82,-6200
84,69,-6120
87,88,-6112
89,77,-6086
66,75,-6102
78,70,-6070
74,0,-6162
67,66,-6570
74,86,-6542
89,16,-6662
72,32,-6550
84,86,-2684
88,84,-2702
32,87,-3888
70,89,-12680
82,66,-12684
75,78,-12702
69,74,-12612
84,67,-12588
72,74,-12594
84,89,-12596
71,72,-12688
32,84,-12988
74,88,-12844
85,32,-11572
74,70,-2708
82,82,-2670
67,75,-2718
68,69,-2796
74,84,-2474
67,72,-2512
66,84,-2512
89,71,-2476
84,32,-2126
76,74,-2164
16,85,-2092
32,74,-2160
66,82,-2210
32,67,-2232
83,68,-2262
87,74,-2398
66,67,-2554
75,66,-2568
69,89,-2510
32,84,-2762
81,76,-2852
74,16,-2980
82,32,-2840
87,66,-3078
84,32,-3250
86,83,-3482
84,87,-3204
89,66,-3046
16,75,-3076
32,69,-9670
69,32,-9568
75,81,-9586
85,74,-9634
69,82,-9646
32,87,-9780
70,84,-9614
89,86,-9300
32,84,-9948
53,16,-10004
48,89,-10532
57,32,-9276
49,69,-9276
32,75,-9482
90,85,-9542
72,69,-9604
0,32,-9266
90,70,-9192
78,89,-9250
82,32,-8636
74,53,-8530
32,48,-8506
56,57,-2972
49,49,-3284
32,32,-6062
74,90,-5944
85,72,-5818
74,0,-5794
78,90,-5786
66,78,-5704
0,82,-5792
69,74,-5798
32,32,-5896
66,56,-6470
82,49,-6100
67,32,-3200
8,74,-3188
81,85,-4012
84,74,-3996
76,78,-4930
74,66,-4990
75,0,-4928
80,69,-5054
32,32,-5208
190,66,-4638
16,82,-4554
8,67,-4500
32,8,-6930
70,81,-7334
89,84,-7320
70,76,-6394
86,74,-6238
69,75,-6316
70,80,-6192
0,32,-5776
16,16,-5722
32,190,-6296
70,8,-6246
88,32,-4022
66,70,-2782
68,89,-2756
74,70,-2746
78,86,-2844
67,69,-2670
84,70,-2784
89,0,-2716
72,16,-2926
0,32,-2524
16,70,-2520
32,88,-2802
90,66,-2848
70,68,-3028
75,74,-3060
74,78,-3126
82,67,-3172
66,84,-3068
89,89,-3096
16,72,-3082
32,16,-7260
66,0,-7512
8,32,-6852
8,90,-6730
32,70,-7066
70,75,-7332
89,74,-7266
84,82,-7294
86,66,-7440
66,16,-7430
8,89,-7636
66,32,-3936
16,66,-3782
32,8,-4082
78,8,-4078
84,32,-3502
78,70,-3220
66,89,-3256
67,84,-3192
72,86,-3088
84,66,-3170
68,8,-3126
66,66,-2512
89,16,-2694
69,32,-2186
32,78,-2502
81,84,-2522
66,78,-2540
82,66,-2500
67,67,-2552
84,72,-2638
88,84,-2726
66,68,-2598
89,66,-2376
0,89,-2510
84,69,-2648
78,32,-2352
32,81,-2458
81,66,-2502
8,82,-2522
32,67,-3046
83,84,-3032
89,88,-2932
89,66,-2982
84,89,-2930
68,0,-2884
78,84,-2654
67,78,-2648
72,32,-2536
70,81,-2448
76,8,-2494
69,32,-2260
67,83,-2296
74,89,-2234
85,89,-2282
16,84,-2242
8,68,-2706
85,78,-3410
16,67,-3442
32,72,-3522
8,70,-14504
39,76,-14700
39,69,-14598
66,67,-42400
66,74,-42428
87,16,-42584
0,85,-42780
75,8,-42272
74,85,-41598
68,16,-41674
84,32,-41590
72,8,-30622
16,39,-30440
32,39,-30514
81,66,-2596
74,66,-2640
82,87,-2476
67,0,-2442
77,75,-2216
72,74,-2422
0,68,-2908
90,84,-2874
78,72,-2912
82,16,-3044
74,32,-2722
16,81,-2592
32,74,-10670
16,82,-10908
70,67,-11520
89,77,-11522
84,72,-11458
76,0,-11020
8,90,-10998
0,78,-11376
72,82,-11726
74,74,-11714
16,16,-11846
8,32,-3650
74,16,-3852
32,70,-3120
37,89,-3446
37,84,-3434
32,76,-4220
190,8,-4294
16,0,-3866
66,72,-45676
89,74,-45726
84,16,-45842
86,8,-46868
70,74,-46582
89,32,-46560
8,37,-46480
8,37,-46446
89,32,-46618
70,16,-46556
80,190,-46650
16,66,-4280
32,89,-4354
74,84,-4330
85,86,-3224
74,70,-3178
89,89,-3220
67,8,-3200
70,8,-3382
72,89,-2462
82,70,-2460
16,16,-2440
8,80,-2792
8,32,-2572
8,74,-2558
70,85,-2838
72,74,-2842
82,89,-3006
32,67,-2900
74,70,-2746
85,72,-2620
74,82,-2632
68,16,-2718
74,8,-2546
76,8,-2648
69,8,-3004
72,70,-2704
78,72,-2754
16,82,-2500
8,32,-3086
8,74,-3094
69,85,-3416
8,74,-3530
8,68,-3410
8,74,-3378
8,76,-3282
74,69,-3208
76,72,-3336
84,16,-3422
72,78,-3464
78,8,-2696
16,8,-2702
32,69,-2812
70,8,-2826
89,8,-2848
84,8,-2892
76,8,-2870
72,74,-2720
74,76,-2854
16,84,-2764
32,72,-3052
190,16,-3202
16,78,-3310
70,32,-3112
89,70,-2944
66,89,-2978
89,84,-2944
84,76,-2978
75,72,-2788
16,16,-2618
32,74,-20194
70,32,-19890
89,16,-19874
84,190,-19974
76,70,-19390
72,89,-19384
8,66,-20548
8,89,-20502
8,84,-20486
8,75,-20522
89,16,-20936
76,32,-3768
84,70,-3654
72,89,-3634
74,84,-3630
16,76,-3584
32,72,-3738
16,8,-3732
16,8,-4102
81,8,-4432
66,8,-4430
82,89,-4152
67,76,-3818
68,84,-3832
74,72,-3844
82,16,-3924
67,74,-4334
74,32,-4424
86,16,-3372
16,16,-2996
8,81,-2548
8,66,-2522
74,82,-3040
67,67,-2954
16,68,-2932
37,74,-3222
50,82,-3626
50,67,-3388
16,74,-3244
13,86,-3970
16,16,-4130
54,8,-4316
16,8,-4610
84,74,-4490
84,67,-5276
89,16,-5360
75,37,-4876
74,16,-4492
71,50,-4508
32,50,-4568
84,16,-3980
79,13,-3794
84,16,-3570
32,54,-3758
0,84,-2936
70,84,-2194
89,89,-2418
80,75,-2400
32,74,-2490
90,71,-2626
32,32,-2642
74,84,-2524
8,79,-2866
8,84,-2776
8,32,-2616
90,0,-3146
32,70,-3208
74,89,-3098
89,80,-3134
16,32,-3054
13,90,-4062
16,32,-4020
39,74,-4236
48,8,-4762
16,8,-4918
37,8,-5390
8,90,-5132
48,32,-5944
16,74,-5914
39,16,-8022
78,89,-10248
84,16,-9306
78,13,-9180
66,39,-8824
67,16,-8152
72,48,-8426
84,37,-7908
68,8,-7594
66,16,-6948
89,48,-6936
69,39,-4746
32,78,-3826
81,84,-3892
66,78,-3900
82,66,-3788
67,67,-3818
77,72,-3486
75,84,-3336
84,68,-3174
78,66,-3214
70,89,-3144
68,69,-3012
74,32,-1764
76,81,-1752
84,66,-1640
75,82,-1674
67,67,-2100
67,77,-2164
66,75,-2430
32,84,-3346
81,78,-4020
83,70,-4026
89,68,-4112
77,74,-4116
75,76,-4088
70,84,-4060
89,75,-4048
74,67,-3646
66,67,-3682
87,66,-3682
70,32,-3110
89,81,-2442
57,83,-2878
16,89,-2776
70,77,-6120
89,75,-6180
70,70,-6144
86,89,-6130
69,74,-6164
70,66,-6146
0,87,-5926
16,70,-5532
32,89,-5634
190,16,-6038
0,57,-6360
16,70,-2894
190,89,-4108
89,70,-4872
16,86,-4954
32,69,-5348
66,70,-5350
89,0,-5362
84,16,-5462
86,32,-5452
66,190,-4788
32,16,-5840
78,0,-5952
84,190,-4488
78,16,-3808
66,89,-3952
67,32,-3322
72,66,-3296
84,89,-3202
68,84,-3288
66,86,-3168
89,66,-3110
69,32,-2000
32,78,-2588
81,84,-2866
66,78,-2900
82,66,-2852
67,67,-2878
84,72,-2948
88,84,-3108
66,68,-2978
89,66,-3112
0,89,-3208
84,69,-3286
78,32,-2652
32,81,-5562
83,66,-5714
89,82,-5686
89,67,-5664
84,84,-5612
68,88,-5588
78,66,-5566
67,89,-5480
70,0,-5356
72,84,-5150
76,78,-5264
69,32,-2090
67,83,-1976
74,89,-2224
85,89,-2278
32,84,-3378
81,68,-3482
66,78,-3586
82,67,-3604
67,70,-3682
68,72,-3832
74,76,-3802
82,69,-3792
67,67,-4006
74,74,-3788
86,85,-3728
16,32,-2570
37,81,-2506
50,66,-3088
50,82,-3162
16,67,-3178
32,68,-3700
90,74,-3892
66,82,-3872
89,67,-3640
70,74,-3608
68,86,-3582
74,16,-3712
80,37,-3552
70,16,-3578
72,50,-4040
0,50,-4102
74,32,-3250
32,90,-3942
74,66,-3956
85,89,-3910
84,70,-3924
73,68,-4026
67,74,-4216
83,80,-4248
68,70,-3508
32,72,-3474
84,0,-5898
66,74,-5820
89,32,-4938
84,74,-4878
76,85,-4848
0,84,-4874
84,73,-5330
72,67,-5042
84,83,-5200
88,68,-5414
69,32,-5148
32,84,-3056
84,66,-3906
74,89,-4126
89,84,-4256
89,76,-4530
84,0,-4638
68,84,-4374
78,72,-4372
67,84,-4202
72,88,-4124
70,69,-4020
8,32,-3640
72,84,-3074
76,74,-3138
69,89,-3118
67,89,-2792
74,84,-3318
85,68,-3200
32,78,-3854
84,67,-3976
74,72,-3974
89,70,-3954
77,8,-3954
75,72,-3656
70,76,-3322
72,69,-3222
84,67,-3270
76,74,-2510
84,85,-2526
65,32,-2070
16,84,-1914
32,74,-3020
84,89,-3170
66,77,-3172
89,75,-3216
70,70,-3222
68,72,-3186
80,84,-3152
70,76,-3296
89,84,-3228
32,65,-3416
84,16,-4606
74,32,-3348
89,84,-3118
75,66,-3168
74,89,-3166
71,70,-3170
57,68,-3744
16,80,-3634
32,70,-3578
70,89,-4810
89,32,-4524
70,84,-3514
86,74,-3458
69,89,-3508
70,75,-3572
0,74,-3532
16,71,-3520
32,16,-3240
190,57,-3472
0,32,-3458
16,70,-2214
190,89,-2786
89,70,-3152
16,86,-3158
32,69,-3100
190,70,-3574
8,0,-3712
32,16,-5528
86,32,-5562
66,190,-5458
32,16,-5636
78,0,-7086
84,190,-6364
78,16,-6088
66,89,-6944
67,32,-6928
72,190,-6426
84,8,-6356
68,32,-4770
66,86,-4508
89,66,-4472
69,32,-4472
32,78,-5394
81,84,-5684
66,78,-5746
82,66,-4876
67,67,-4838
84,72,-4926
88,84,-4928
66,68,-4780
89,66,-4780
0,89,-5122
8,69,-5054
80,32,-2846
8,81,-3342
8,66,-3292
8,82,-3186
8,67,-3052
8,84,-2842
8,88,-2652
8,66,-2564
8,89,-2404
8,0,-1934
8,8,-1768
8,80,-1960
81,8,-1464
66,8,-1422
82,81,-412
67,66,-404
84,82,-510
88,67,-580
66,84,-454
89,88,-372
61,66,-568
85,89,-800
0,61,-892
84,85,-706
78,0,-490
32,84,-1238
81,78,-1336
83,32,-502
89,81,-402
89,83,-456
84,89,-398
68,89,-482
78,84,-422
67,68,-326
72,78,-430
70,67,-398
76,72,-334
69,70,-342
67,76,-448
74,69,-948
85,67,-948
32,74,-1008
81,85,-1138
66,32,-654
82,81,-448
67,66,-460
68,82,-962
74,67,-946
82,68,-490
67,74,-544
74,82,-602
86,67,-400
16,74,-326
13,86,-3334
190,16,-3830
69,13,-9442
73,190,-9076
66,69,-414
71,73,-416
70,66,-460
89,71,-398
32,70,-814
69,89,-1072
78,32,-576
85,16,-564
86,69,-580
16,78,-606
32,85,-1016
74,86,-1004
72,32,-454
71,74,-380
32,72,-622
84,71,-724
73,32,-520
88,84,-446
8,73,-448
73,88,-730
69,8,-846
75,73,-416
32,69,-412
90,75,-484
32,32,-640
81,90,-848
70,32,-1052
68,81,-918
70,70,-412
76,68,-394
32,70,-1166
190,76,-1486
16,32,-762
75,16,-550
66,190,-666
73,75,-382
84,66,-378
72,73,-420
32,84,-390
190,72,-470
16,32,-442
8,16,-666
32,190,-2832
75,8,-2842
70,32,-818
67,75,-524
66,70,-626
71,67,-656
32,66,-1220
77,71,-1170
78,32,-452
69,77,-418
86,78,-588
32,69,-650
69,86,-446
8,32,-822
87,69,-1274
78,8,-890
0,87,-454
32,78,-728
0,0,-802
67,32,-626
68,0,-514
32,67,-1386
70,68,-1226
82,32,-58
74,70,-2
71,82,-54
32,74,-890
90,71,-890
16,32,-2
32,90,-4
190,16,-1484
85,32,-1852
66,190,-406
65,85,-2
70,66,-2
89,65,-2
32,70,0
69,89,-2
89,32,-4
32,69,-2324
190,89,-5632
16,32,-3332
81,16,-58164
74,190,-58410
16,81,-526
8,16,-554
72,74,-910
16,8,-784
13,16,-988
16,72,-822
16,16,-1232
190,13,-6296
66,16,-6008
75,190,-618
74,66,-476
72,75,-520
32,74,-480
84,72,-508
83,32,-538
89,84,-500
88,83,-384
66,89,-448
75,88,-516
80,66,-704
70,75,-684
72,80,-520
32,70,-898
51,72,-890
32,32,-590
70,51,-554
89,32,-520
32,70,-420
84,89,-420
71,32,-498
71,84,-504
69,71,-686
72,71,-636
85,69,-386
32,72,-526
68,85,-500
32,32,-754
68,68,-1188
74,32,-1196
82,68,-710
74,74,-374
72,82,-376
85,74,-446
66,72,-426
32,85,-750
90,66,-848
66,32,-530
89,90,-522
84,66,-584
75,89,-512
84,84,-390
76,75,-384
80,84,-414
70,76,-550
72,80,-496
32,70,-480
86,72,-694
84,32,-696
78,86,-484
69,84,-412
71,78,-554
32,69,-734
90,71,-778
67,32,-526
78,90,-482
84,67,-506
70,78,-482
85,84,-426
66,70,-486
78,85,-544
67,66,-376
74,78,-392
76,67,-470
32,74,-566
83,76,-580
71,32,-674
71,83,-636
69,71,-602
72,71,-620
85,69,-464
32,72,-1862
81,85,-2006
66,32,-1184
68,81,-1012
78,66,-406
67,68,-444
81,78,-672
84,67,-896
76,81,-732
32,84,-988
77,76,-976
78,32,-452
67,77,-398
74,78,-404
89,67,-440
68,74,-524
66,89,-1584
78,68,-1484
82,66,-448
84,78,-426
8,82,-362
82,84,-670
65,8,-1258
65,82,-1084
0,65,-692
16,65,-514
32,16,-430
190,0,-1792
48,32,-6422
16,190,-5168
84,16,-838
82,48,-892
89,84,-470
70,82,-824
86,89,-700
69,70,-524
70,86,-860
0,69,-688
32,70,-366
68,0,-422
32,32,-590
82,68,-756
70,32,-656
82,82,-466
8,70,-1632
82,82,-1756
32,8,-688
86,82,-514
90,32,-650
72,86,-566
71,90,-452
57,72,-1222
16,71,-1140
81,16,-1130
66,57,-1386
75,81,-858
84,66,-642
86,75,-702
84,84,-776
80,86,-462
76,84,-492
74,80,-1080
71,76,-934
32,74,-632
84,71,-788
66,32,-1288
89,84,-1146
84,66,-428
76,89,-358
0,84,-434
74,76,-586
0,0,-668
74,74,-1006
72,0,-948
71,74,-410
32,72,-540
90,71,-664
67,32,-492
78,90,-410
84,67,-488
90,78,-560
75,84,-534
68,90,-444
90,75,-564
32,68,-730
70,90,-712
67,32,-574
84,70,-850
87,67,-862
74,84,-942
72,87,-812
71,74,-346
32,72,-380
8,71,-1550
8,32,-1548
8,8,-956
8,8,-936
8,8,-400
8,8,-390
8,8,-366
8,8,-376
8,8,-392
32,8,-874
190,8,-1100
16,32,-560
77,16,-656
78,190,-706
90,77,-426
75,78,-364
0,90,-378
32,75,-378
190,0,-510
16,32,-536
74,16,-762
85,190,-860
74,74,-442
68,85,-438
74,74,-606
72,68,-660
85,74,-476
66,72,-812
32,85,-974
0,66,-1122
77,32,-1104
78,0,-628
67,77,-436
70,78,-494
88,67,-574
16,70,-508
13,88,-2218
16,16,-2270
190,16,-4638
70,13,-4620
76,190,-428
84,70,-540
8,76,-1078
8,84,-896
8,8,-396
8,8,-388
190,8,-742
70,8,-890
76,190,-710
69,70,-666
72,76,-494
0,69,-532
32,72,-676
66,0,-660
32,32,-516
66,66,-464
73,32,-462
69,66,-378
88,73,-522
32,69,-1062
90,88,-1162
66,32,-794
76,90,-608
84,66,-474
71,76,-512
74,84,-442
75,71,-552
82,74,-448
66,75,-568
87,82,-662
89,66,-1156
8,87,-934
82,89,-588
0,8,-720
32,82,-1088
90,0,-1170
70,32,-720
89,90,-538
72,70,-390
66,89,-422
86,72,-428
84,66,-668
67,86,-786
68,84,-672
16,67,-394
32,68,-412
190,16,-884
77,32,-1240
78,190,-840
70,77,-416
78,78,-346
66,70,-376
88,78,-406
32,66,-958
74,88,-994
78,32,-448
0,74,-478
32,78,-644
78,0,-542
84,32,-654
76,78,-674
69,84,-404
0,76,-476
32,69,-568
84,0,-606
79,32,-572
0,84,-620
74,79,-1142
74,0,-932
68,74,-410
32,74,-526
74,68,-632
78,32,-546
82,74,-384
16,78,-402
32,16,-934
55,82,-1252
16,32,-880
70,16,-934
89,55,-966
0,70,-490
69,89,-564
89,0,-434
32,69,-1478
77,89,-1474
78,32,-436
69,77,-432
86,78,-556
32,69,-598
70,86,-1056
78,32,-1044
0,70,-532
32,78,-662
90,0,-774
67,32,-878
68,90,-722
32,67,-536
69,68,-546
86,32,-568
74,69,-464
82,86,-428
32,74,-642
55,82,-774
16,32,-646
77,16,-820
67,55,-888
84,77,-538
78,67,-426
84,84,-336
70,78,-574
68,84,-436
83,70,-474
75,68,-664
70,83,-588
82,75,-460
66,70,-796
72,82,-810
71,66,-390
32,72,-656
190,71,-740
16,32,-508
84,16,-536
88,190,-1016
32,84,-844
83,88,-616
68,32,-542
32,83,-538
70,68,-646
76,32,-1012
16,70,-810
32,16,-536
190,76,-1754
190,32,-1658
190,190,-472
80,190,-688
0,190,-886
74,80,-744
67,0,-756
16,74,-542
32,67,-778
70,16,-932
32,32,-574
190,70,-594
16,32,-682
69,16,-1590
89,190,-2402
74,69,-1200
72,89,-462
66,74,-378
85,72,-440
16,66,-376
32,85,-410
82,16,-606
32,32,-1216
77,82,-1204
67,32,-592
66,77,-674
75,67,-502
66,66,-584
89,75,-620
66,66,-372
76,89,-450
84,66,-486
74,76,-588
67,84,-994
66,74,-872
72,67,-408
71,66,-362
32,72,-1484
89,71,-1762
66,32,-722
81,89,-978
70,66,-1174
76,81,-1110
84,70,-3936
65,76,-3766
16,84,-688
32,65,-508
190,16,-2210
8,32,-2818
32,190,-2380
90,8,-1774
67,32,-518
75,90,-376
66,67,-552
89,75,-550
84,66,-348
86,89,-384
80,84,-426
66,86,-442
32,80,-912
0,66,-908
70,32,-988
89,0,-858
74,70,-366
72,89,-388
74,74,-408
78,72,-422
67,74,-402
32,78,-824
0,67,-900
66,32,-530
74,0,-554
0,66,-526
74,74,-480
32,0,-664
68,74,-642
32,32,-488
67,68,-540
70,32,-628
72,67,-970
32,70,-1006
68,72,-680
70,32,-556
78,68,-356
67,70,-442
74,78,-358
67,67,-342
32,74,-3038
0,67,-3254
70,32,-786
72,0,-516
84,70,-350
68,72,-442
72,84,-480
84,68,-382
67,72,-420
32,84,-412
70,67,-408
89,32,-454
32,70,-1072
81,89,-1588
66,32,-1394
89,81,-928
84,66,-466
75,89,-406
68,84,-386
74,75,-446
89,68,-428
0,74,-614
74,89,-1582
32,0,-1716
86,74,-1484
74,32,-1114
76,86,-576
74,74,-594
0,76,-640
83,74,-1000
68,0,-834
16,83,-580
32,68,-908
67,16,-802
16,32,-592
32,67,-610
190,16,-1282
8,32,-1390
32,190,-1498
8,8,-1546
0,32,-1414
48,8,-2052
16,0,-1376
85,16,-1018
0,48,-1380
57,85,-1378
16,0,-1228
80,16,-1048
0,57,-2306
74,80,-1740
67,0,-504
16,74,-400
32,67,-898
66,16,-1098
32,32,-676
48,66,-452
16,32,-500
72,16,-792
84,48,-946
68,72,-470
84,84,-666
67,68,-780
57,84,-1060
16,67,-1014
89,16,-1030
74,57,-1486
72,89,-776
66,74,-380
85,72,-458
16,66,-498
32,16,-476
173,85,-596
32,32,-518
66,173,-500
66,32,-438
87,66,-406
82,66,-688
70,87,-798
72,82,-930
65,70,-880
32,72,-7202
84,65,-7370
66,32,-560
79,84,-496
0,66,-700
69,79,-958
68,0,-786
8,69,-534
69,68,-1668
78,8,-1506
67,69,-384
72,78,-660
74,67,-706
0,72,-500
74,74,-726
68,0,-1060
66,74,-742
78,68,-380
74,66,-666
72,78,-722
71,74,-458
32,72,-530
84,71,-612
68,32,-648
76,84,-472
32,68,-582
70,76,-680
89,32,-482
32,70,-760
83,89,-956
78,32,-688
66,83,-418
0,78,-680
80,66,-972
70,0,-798
72,80,-524
32,70,-412
83,72,-544
67,32,-608
70,83,-582
72,67,-420
32,70,-550
84,72,-598
83,32,-744
68,84,-632
8,83,-436
8,68,-550
83,8,-1288
70,8,-1248
74,83,-464
72,70,-500
85,74,-420
66,72,-870
32,85,-1012
84,66,-860
67,32,-844
68,84,-648
16,67,-446
32,68,-440
190,16,-718
68,32,-1074
74,190,-906
67,68,-690
67,74,-770
70,67,-534
75,67,-458
82,70,-400
32,75,-584
66,82,-606
86,32,-600
77,66,-570
67,86,-686
74,77,-646
68,67,-464
32,74,-540
66,68,-670
32,32,-524
67,66,-488
70,32,-512
72,67,-492
32,70,-390
66,72,-518
86,32,-484
8,66,-574
66,86,-1254
77,8,-1096
67,66,-520
74,77,-496
68,67,-442
32,74,-506
80,68,-446
66,32,-478
32,80,-1442
77,66,-1288
78,32,-126
70,77,-2
72,78,-2
0,70,-2
83,72,0
68,0,0
32,83,-2
78,68,-2
84,32,0
0,78,0
74,84,-4
86,0,-378
32,74,-3116
82,86,-3500
74,32,-3268
72,82,-378
85,74,-434
8,72,-1234
8,85,-1198
8,8,-450
74,8,-632
72,8,-698
73,74,-928
8,72,-1270
72,73,-984
66,8,-688
8,72,-382
86,66,-574
32,8,-1010
