down,timedelta,up
71,474841,86
85,474853,16
79,474722,32
82,474735,70
79,474558,89
66,474671,66
76,472732,75
82,472741,74
65,470166,72
77,470074,70
16,470232,82
32,469629,16
83,469666,32
77,469691,70
72,469522,72
16,469456,76
16,470139,89
18,470216,70
32,469908,67
84,469995,82
72,470085,84
74,469947,75
82,470030,70
89,469988,16
8,-10314,71
89,-10632,85
66,-10739,79
75,-10723,82
32,-10907,79
70,-10930,66
89,-8959,76
32,-9058,82
190,-6428,65
66,-6458,16
89,-6567,77
70,-6047,32
78,-6094,16
66,-6201,83
72,-6140,77
188,-6120,72
74,-5847,16
82,-6133,17
66,-6348,18
75,-5920,32
84,-6101,84
68,-6172,72
16,-6082,74
32,-5996,82
68,-5879,89
32,-4844,8
70,-4514,89
86,-4398,66
83,-4551,75
72,-4258,32
82,-4377,70
16,-4470,89
32,-4327,32
80,-4322,190
66,-4332,66
32,-4409,89
90,-4328,70
67,-4303,78
77,-4210,66
78,-4449,72
66,-4410,188
68,-4462,74
70,-4304,82
72,-4141,66
71,-4345,75
84,-4291,84
72,-4148,68
84,-4231,16
71,-4108,32
32,-4185,68
70,-4129,32
75,-4083,70
85,-4039,86
74,-4016,83
86,-3989,72
74,-4005,82
71,-4045,16
32,-4097,32
191,-4057,80
16,-3959,66
66,-3859,32
66,-3939,90
87,-4094,67
190,-4236,77
75,-4194,78
74,-4215,66
68,-3988,68
84,-4118,70
72,-4059,72
32,-4080,71
81,-3965,84
74,-3950,72
82,-3959,84
67,-3990,71
77,-4103,32
75,-4225,70
70,-4345,75
72,-4222,85
68,-4242,74
84,-4536,86
65,-4503,74
16,-4647,71
32,-4541,32
84,-4557,16
75,-4652,191
67,-4520,66
74,-4476,66
71,-4384,87
32,-4614,190
191,-4412,75
16,-4344,74
81,-4536,68
84,-4416,84
32,-4723,72
66,-4535,32
32,-4818,81
66,-5355,74
89,-5320,82
80,-5408,67
66,-5438,77
186,-5329,75
32,-5514,70
81,-5527,72
84,-5370,68
67,-5252,84
8,-5118,65
8,-5229,16
81,-5130,32
84,-5113,84
68,-5185,75
32,-5187,67
66,-5162,74
66,-5188,71
89,-4761,32
84,-4904,16
186,-4959,191
90,-4917,81
78,-4913,84
8,-4771,32
90,-5533,66
74,-5222,32
72,-4648,66
71,-4612,89
32,-4504,80
70,-4281,66
89,-4245,186
32,-4145,32
90,-4148,81
66,-4216,84
89,-4040,67
84,-4119,8
73,-4038,8
74,-3979,81
89,-4138,84
78,-4154,68
74,-4213,32
32,-4245,66
84,-4172,66
66,-4160,89
82,-4206,84
