down,timedelta,up
16,-30103,75
13,-30066,16
190,-30548,70
70,-28431,13
82,-28064,66
67,-28045,82
77,-28188,75
89,-28193,83
70,-28277,67
76,-27844,8
85,-29852,16
16,-29797,67
32,-30806,67
80,-30594,13
66,-30004,90
32,-29957,66
50,-30021,89
16,-30068,70
90,-30631,88
66,-30351,84
0,-30247,86
84,-29965,66
75,-30538,72
16,-30631,71
8,-30741,16
75,-30526,13
50,-30493,90
16,-30342,66
32,-31110,89
70,-30010,84
0,-29912,0
69,-29695,66
75,-30203,78
82,-30309,67
32,-30994,74
82,-30920,16
66,-31182,76
89,-30932,13
78,-29710,81
66,-30033,74
79,-30037,89
70,-30287,72
80,-30392,74
69,-30499,0
75,-31071,67
74,-30924,32
71,-30941,68
32,-30929,32
190,-31025,70
16,-30983,72
78,-31612,84
67,-31165,77
66,-31113,72
75,-31346,70
74,-30801,16
0,-31108,82
78,-30675,13
69,-30411,70
65,-30557,72
32,-30894,84
81,-31562,77
66,-31505,72
82,-31667,70
67,-31921,8
0,-32286,72
72,-32345,82
84,-31554,32
67,-31807,90
173,-32061,70
48,-32855,89
16,-32964,0
90,-33704,69
66,-33348,75
68,-33405,16
70,-33645,82
75,-32905,13
67,-32840,190
74,-32602,70
85,-32645,82
0,-33335,67
16,-32796,77
16,-32486,89
16,-32075,70
16,-31699,76
16,-29370,16
16,-29850,85
16,-29241,32
32,-29279,80
70,-29216,66
82,-29826,32
66,-29984,16
75,-30186,50
0,-29401,90
69,-29646,66
71,-29785,0
67,-30175,84
84,-30484,16
72,-30593,75
32,-30642,8
90,-30369,75
70,-29748,50
89,-29961,16
80,-29181,32
0,-29589,70
74,-29718,0
8,-29810,69
8,-29098,75
0,-29226,82
74,-28617,32
67,-28636,82
16,-28652,66
32,-28803,89
190,-28697,78
16,-28250,66
76,-28215,79
70,-27956,70
72,-27856,80
85,-27782,69
75,-27890,75
84,-27787,74
0,-27923,71
16,-27843,32
32,-27879,16
190,-28093,190
16,-27158,78
16,-27069,67
16,-27302,66
50,-27462,75
57,-27445,74
57,-27353,0
49,-27251,78
32,-28762,69
90,-28648,65
8,-28216,32
70,-27579,81
72,-27410,66
70,-27735,82
68,-27506,67
89,-26647,0
90,-26657,72
32,-26741,84
57,-26535,67
8,-26747,173
8,-26773,48
8,-27299,16
8,-25894,90
8,-25863,66
8,-26107,68
16,-26362,70
16,-26210,75
16,-25806,67
16,-25475,74
16,-25236,85
16,-24428,16
16,-24365,0
16,-23362,16
16,-22729,32
16,-22551,70
16,-21666,82
16,-21345,66
16,-21177,75
16,-20901,0
16,-20499,69
16,-20116,71
16,-19603,67
16,-18604,84
16,-18493,72
16,-18145,32
16,-18024,90
16,-17766,70
16,-17595,89
16,-17619,80
32,-17342,0
190,-17474,74
0,-17450,8
72,-18197,8
84,-18094,0
67,-17796,74
57,-18278,16
16,-18473,67
88,-19060,32
66,-18997,16
68,-19282,190
84,-19479,76
88,-19605,70
70,-19618,72
68,-19614,85
74,-19156,75
82,-19205,84
16,-19088,16
32,-19352,0
72,-19091,32
70,-20314,16
76,-21261,190
89,-20463,50
70,-20472,57
67,-20510,57
82,-20643,49
84,-19172,32
8,-19776,90
8,-19763,8
8,-19480,70
8,-19442,72
8,-19013,70
70,-20192,68
67,-20196,89
82,-20253,90
67,-21051,32
84,-21500,57
75,-21133,8
70,-20277,8
16,-19949,8
13,-20461,8
13,-21201,8
48,-20620,16
16,-19393,32
16,-19285,190
16,-18968,0
16,-18014,72
16,-17965,84
16,-17631,67
16,-17118,16
16,-17122,57
16,-15610,88
16,-15865,66
78,-16104,68
67,-16255,84
66,-16268,88
75,-16291,70
74,-16538,68
0,-16151,74
78,-16399,16
69,-16698,82
8,-16692,32
68,-17344,72
65,-16248,70
57,-15803,76
16,-15918,89
32,-17152,70
72,-17131,67
76,-17628,82
89,-17552,84
70,-16897,8
67,-17061,8
82,-18602,8
84,-18950,8
75,-19004,8
70,-17876,70
16,-17842,67
32,-17725,82
190,-17194,67
16,-16786,84
88,-16887,75
66,-17034,16
68,-17287,70
84,-16610,13
88,-15902,13
70,-15752,16
68,-15971,48
74,-16117,16
82,-15630,78
16,-15172,67
51,-21992,66
8,-22175,75
13,-24695,74
52,-25372,0
49,-25270,78
48,-25170,69
50,-24996,8
220,-24875,68
16,-24738,65
52,-25136,16
49,-25437,57
48,-23957,32
50,-23890,72
32,-23333,76
66,-24566,89
66,-24644,70
0,-24710,67
72,-23573,82
84,-23486,84
67,-23644,75
16,-23899,16
32,-25311,70
89,-25133,32
74,-25016,16
66,-25104,190
71,-24655,88
86,-24635,66
84,-25382,68
88,-25414,84
16,-25538,88
173,-25483,70
16,-26069,68
16,-25603,74
16,-25375,82
13,-25750,16
70,-18959,51
76,-18804,8
80,-16136,13
84,-15360,52
68,-15285,49
80,-15505,48
16,-15343,50
16,-14528,16
16,-14533,220
16,-13555,52
16,-13236,49
16,-13043,48
16,-12889,50
16,-12660,32
16,-11174,66
16,-10972,66
16,-10680,0
16,-10129,72
16,-9841,84
16,-9452,16
16,-9461,67
16,-7681,32
16,-7453,89
16,-7236,74
16,-7090,66
16,-6923,71
16,-6690,86
16,-5733,84
16,-5440,88
16,-5432,16
16,-4747,173
16,-4097,16
16,-3706,16
16,-3670,16
16,-3079,13
16,-2971,70
32,-2836,76
70,-2849,80
89,-2867,84
84,-3008,68
68,-2850,16
72,-3372,80
87,-2788,32
16,-2930,70
13,-3786,89
90,-4629,84
66,-4645,68
89,-4259,72
84,-3671,16
0,-3846,87
66,-2760,13
78,-1825,90
67,-1776,66
74,-1988,89
76,-2361,84
16,-2281,0
13,-2207,66
190,-2297,78
66,-2946,67
66,-2765,74
0,-2647,16
72,-2790,76
84,-2382,13
67,-2493,190
16,-1887,66
32,-2405,66
0,-2289,0
69,-2080,72
89,-2075,84
72,-2198,67
74,-2428,16
0,-2052,32
67,-2224,0
32,-2465,69
0,-2520,89
69,-2381,72
89,-2300,74
0,-2239,0
84,-1941,67
76,-2887,32
74,-2845,0
75,-2682,69
74,-2886,89
86,-2610,0
32,-2968,84
70,-1757,76
80,-1794,74
32,-3483,75
78,-3600,74
84,-3529,86
70,-3263,32
71,-3341,70
69,-4316,80
78,-2757,32
67,-2412,78
83,-2722,84
68,-2785,70
32,-2729,71
67,-1942,69
66,-1893,78
68,-2724,67
84,-2720,83
88,-3843,68
70,-3914,32
68,-3914,67
74,-3901,66
82,-4002,68
16,-3809,84
13,-2861,88
190,-2874,70
81,-3687,68
74,-3590,74
89,-2795,16
72,-3002,82
74,-2365,13
0,-2308,190
8,-1999,81
74,-2204,74
67,-3228,89
32,-4600,72
68,-4538,74
32,-4484,0
70,-3995,8
72,-3616,74
84,-2536,67
77,-1180,32
72,-1289,68
8,-1729,32
8,-1767,70
78,-2365,72
71,-2465,84
70,-2479,77
82,-2515,72
16,-1863,8
16,-1704,8
16,-987,78
16,-658,71
16,-540,70
16,-300,82
16,-309,16
16,2838,13
16,2710,13
13,8961,190
13,8852,83
190,395,89
83,334,74
89,358,72
74,450,68
72,685,16
68,422,84
84,99,8
16,243,16
8,263,82
82,599,32
16,527,66
32,688,85
66,1266,66
85,905,16
66,346,75
75,618,32
16,456,70
32,138,76
70,263,89
76,601,69
89,1047,70
69,759,72
70,335,32
72,296,74
32,849,85
74,913,74
85,874,89
74,839,89
89,345,74
89,346,66
74,362,87
66,488,70
87,872,82
70,1119,66
82,1546,65
66,3803,66
65,2955,75
66,251,70
75,181,68
70,373,82
68,816,32
82,762,84
32,402,88
84,429,78
88,291,70
78,292,86
70,305,32
86,200,68
32,174,32
68,292,0
32,447,70
0,393,82
70,1052,0
82,1140,69
0,511,82
69,470,74
82,435,72
74,212,68
72,651,84
68,634,8
84,398,68
8,3118,32
68,2841,68
32,284,32
68,442,75
32,338,70
75,120,68
70,192,74
68,277,72
74,288,66
72,246,78
66,307,0
78,707,0
0,605,84
0,452,76
84,926,32
76,647,70
32,172,76
70,894,74
76,975,85
74,474,32
85,397,51
32,332,49
51,286,48
49,263,50
48,877,32
50,802,90
32,416,75
90,896,0
75,980,66
0,675,32
66,476,56
32,418,49
56,893,32
49,852,190
32,458,83
190,362,89
83,375,70
89,350,72
70,342,78
72,281,67
78,246,32
67,255,66
32,310,86
66,808,70
86,1009,89
70,986,74
89,813,66
74,427,71
66,402,86
71,486,84
86,689,88
84,586,32
88,295,77
32,362,78
77,226,70
78,662,78
70,705,67
78,264,32
67,527,77
32,301,68
77,1716,74
68,1804,89
74,557,68
89,1257,32
68,988,70
32,263,68
70,487,83
68,440,72
83,980,84
72,858,72
84,168,84
72,505,71
84,558,8
71,704,84
8,685,8
84,277,8
8,2362,72
8,2437,71
72,277,32
71,319,74
32,337,85
74,428,84
85,331,89
84,417,78
89,420,84
78,418,75
84,352,66
75,233,86
66,419,84
86,448,67
84,404,32
67,260,84
32,283,75
84,198,67
75,211,74
67,229,71
74,655,32
71,720,81
32,511,84
81,485,32
84,308,85
32,342,74
85,252,86
74,630,74
86,717,71
74,430,32
71,497,16
32,204,190
190,219,8
16,1142,32
8,1221,66
32,381,88
66,495,84
88,398,72
84,262,78
72,276,67
78,282,68
67,1689,32
68,1649,50
32,275,50
50,1150,32
50,1086,90
32,527,76
90,682,84
76,469,68
84,340,74
68,350,72
74,249,71
72,284,32
71,463,16
32,211,190
190,887,8
16,1267,16
8,2341,32
16,2135,66
16,2328,32
16,2488,50
16,2478,16
16,3365,69
16,3710,76
16,3949,80
16,4190,84
16,4453,68
16,4812,16
16,4829,80
16,5883,32
16,6028,69
16,6180,89
16,6504,84
16,6798,68
16,6932,8
16,8088,84
16,7842,72
32,7237,87
66,7065,16
32,7674,50
50,7473,16
16,10051,32
69,9659,68
76,9569,32
80,9447,90
84,9438,67
68,9442,75
80,9176,66
16,9186,78
32,8463,70
69,8516,72
89,8474,68
84,8740,80
68,8835,74
8,8796,68
84,7733,32
72,7665,82
87,7495,66
16,7246,89
50,7236,78
16,7198,66
32,5060,79
68,5556,70
32,5592,80
90,5994,69
67,5931,8
75,6912,68
66,7044,75
78,7022,74
70,7379,71
72,7757,32
68,7720,70
80,7212,76
74,7026,74
68,7168,85
32,8444,32
82,8523,51
66,8427,49
89,8393,48
78,8465,50
66,8508,32
79,8428,74
70,8000,89
80,8005,82
69,8005,74
8,9721,32
68,8603,84
75,9401,74
74,9519,89
71,9232,72
32,8751,84
70,8880,65
76,9162,67
74,9398,89
85,9414,70
32,8133,72
51,8120,78
49,8132,32
48,8092,84
50,7942,84
32,7567,89
74,7568,78
89,7872,84
82,7768,75
74,7531,32
32,5804,68
84,5643,16
74,4982,32
89,5026,190
72,5754,84
84,5820,78
65,5859,70
67,5534,89
89,5489,74
70,5404,66
72,5488,71
78,5524,86
32,5624,84
84,5843,88
84,5946,32
89,5868,68
78,5816,32
84,5430,83
75,5451,76
32,5429,89
68,5407,70
16,5482,86
32,6025,74
190,5911,82
84,5209,32
78,5183,81
70,5518,84
89,7244,74
74,7087,68
66,7342,67
71,7345,32
86,7241,88
84,7228,84
88,7009,72
32,7027,78
68,7091,67
32,7178,68
83,8026,32
76,8074,48
89,8083,51
70,9130,32
86,9147,80
74,8892,66
82,8875,32
32,8783,56
81,8998,50
84,8866,32
74,7405,75
68,7406,70
67,7077,72
32,7136,85
88,7468,83
84,7290,78
72,7436,74
78,7481,32
67,7421,88
68,7293,66
32,7401,68
48,7562,84
51,7631,88
32,7496,70
80,7469,68
66,7215,74
32,7375,82
56,7199,16
50,8527,32
32,8415,51
75,8279,49
70,8318,48
72,8420,50
85,9068,16
83,8734,220
78,9648,50
74,10036,49
32,10040,48
88,10073,50
66,11032,32
68,10019,84
84,10349,89
88,10289,74
70,9452,80
68,9717,84
74,9794,67
82,9483,8
16,9763,86
32,8560,32
51,8471,68
49,8193,16
48,8512,32
50,8487,190
220,7730,81
16,8094,84
50,7391,88
49,6976,78
48,6913,70
50,6856,86
32,5919,32
84,5847,50
89,5405,49
74,7892,32
80,7868,75
84,7556,84
67,7556,68
8,7864,74
86,7738,72
32,7314,71
68,7748,32
16,7718,66
32,7664,32
190,7614,84
81,7479,8
84,7097,8
88,7056,84
78,7093,8
70,7138,8
86,7063,8
32,7198,32
50,7239,66
49,7247,32
32,4761,66
75,4901,68
84,4980,70
68,4994,78
74,4900,67
72,5079,74
71,5060,67
32,4667,32
66,4642,86
32,4792,74
84,4720,68
8,4888,74
8,4980,78
84,5940,72
8,5869,70
8,6111,78
8,6101,67
32,6249,32
66,6183,68
32,6106,32
66,6137,84
68,6043,75
70,6102,74
78,6008,71
67,6103,32
74,6038,70
67,7109,89
32,7443,32
86,7514,75
74,7360,66
68,7700,76
74,7657,74
78,7781,0
72,7353,83
70,7406,68
78,7243,32
67,7321,74
32,7046,89
68,7415,72
32,7344,90
84,7486,75
75,7164,69
74,7429,85
71,8122,84
32,7943,72
70,8465,32
89,7498,72
32,7114,76
75,7023,89
66,7089,70
76,6858,67
74,6980,82
0,6911,84
83,6265,75
68,6388,16
32,6170,70
74,7118,32
89,7343,50
72,11228,49
90,11297,48
75,11170,50
69,11859,16
85,11710,220
84,11230,8
72,11243,220
32,11276,8
72,11296,16
76,11182,190
89,11348,8
70,11989,190
67,13654,49
82,13490,49
84,13359,48
75,13410,50
70,13506,32
16,13383,70
32,12946,89
50,12803,74
49,8653,80
48,8586,84
50,8607,67
220,8141,32
16,8219,84
8,8245,85
220,8241,69
8,7565,72
190,7321,82
16,7664,32
8,7625,86
190,6955,74
49,5373,72
49,5360,74
48,5417,78
50,5354,68
32,5276,32
70,5531,74
89,5347,68
74,5045,16
80,5102,32
84,5226,190
67,5366,16
32,4865,50
84,5567,81
85,5656,74
69,6998,76
72,7126,80
82,7190,84
32,6939,68
86,7124,16
74,6920,80
72,7451,32
74,7345,81
78,7572,74
68,9123,89
32,9059,84
74,9075,68
68,9932,8
16,10998,84
32,11155,72
190,11181,87
50,10799,16
16,13487,16
81,12982,50
74,13432,32
76,11807,67
80,11952,32
84,12062,69
68,12447,88
80,12457,84
16,12413,72
32,12240,78
81,12349,67
74,12254,68
89,10980,32
84,10800,70
68,10553,89
8,9692,32
84,9028,90
72,9017,67
87,9353,75
16,9528,84
16,9653,73
16,10009,66
16,10181,72
16,10503,71
16,10985,32
16,11302,84
16,11684,76
16,11867,89
16,12000,70
16,12219,86
16,12389,74
16,12561,82
16,12984,32
16,13188,81
16,13767,74
16,13875,68
16,14053,74
16,13789,89
50,12098,32
16,11960,68
32,11670,32
67,11763,88
32,11693,78
69,11763,70
88,11429,86
84,11280,32
72,11341,81
78,11433,83
67,11349,68
68,11495,72
32,11135,84
70,11310,71
89,11180,16
32,11633,32
90,11644,190
67,11857,16
75,11294,50
84,11883,70
73,11856,76
66,11719,74
72,11727,68
71,11355,16
32,11366,32
84,11275,72
76,12028,74
89,12089,0
70,12632,66
86,12554,78
74,12511,70
82,12712,75
32,12586,16
81,12439,80
74,14096,32
68,14929,82
74,15025,70
89,14939,78
32,14891,72
68,14882,70
32,14949,71
88,15029,67
78,14752,16
70,15486,16
86,15265,50
32,16843,32
81,16732,68
83,16692,32
68,16966,75
72,17237,84
84,17396,73
71,18652,84
16,18822,72
16,18995,84
16,19152,71
16,20558,32
16,20345,72
32,20211,76
190,19851,89
50,19486,70
16,19411,67
70,19276,82
76,19687,84
74,19685,75
68,19792,8
16,19807,8
32,19743,8
72,19632,8
74,22604,67
0,22800,82
66,22443,84
78,22391,75
70,22353,16
75,21895,70
80,22012,32
16,22072,16
32,20010,190
82,19597,81
70,19626,84
78,19839,88
72,19942,90
70,19961,86
71,20004,32
67,19777,53
16,20480,32
16,20694,75
16,20787,66
16,20906,0
16,21179,70
16,21387,80
16,21140,32
50,20937,66
16,21090,32
16,21570,0
16,21912,70
16,22104,88
16,22380,78
16,22521,70
16,22717,86
16,22966,32
16,23238,55
16,23541,54
16,24418,32
16,24511,68
16,24767,32
16,25564,84
16,25889,66
16,26027,78
16,26161,67
16,26457,70
16,26666,88
16,26925,69
16,26779,32
32,26300,75
68,26278,90
32,26805,89
75,26520,66
84,26056,72
73,25899,71
84,25099,32
72,25327,89
84,25887,74
71,25895,32
32,24650,84
72,24670,76
76,24840,8
89,24800,8
70,25138,76
67,25081,84
82,24996,85
84,24663,32
75,24714,16
8,24448,190
8,24677,8
8,25072,32
8,25177,83
67,21748,76
82,21551,89
84,21502,84
75,21491,72
70,21510,70
16,22234,32
32,22181,80
190,22194,66
16,22184,32
81,22088,77
84,21828,67
88,21793,66
90,21601,73
86,21688,68
32,21720,66
53,21837,78
32,21394,70
75,21303,8
66,21578,74
0,21648,72
70,21526,68
80,22004,80
32,22089,74
66,22102,68
32,21948,16
0,21731,32
70,21564,16
88,21662,190
78,21689,8
70,22542,16
86,22877,32
32,22767,16
55,22494,50
54,23596,78
32,23422,74
68,23415,71
32,23418,74
84,22724,67
66,22420,16
78,23132,16
67,22975,50
70,23276,32
88,23308,68
69,24792,32
32,24664,70
75,25497,76
90,25600,74
89,25035,85
66,25051,32
72,25107,53
71,25954,190
32,25434,49
89,25793,32
74,25733,70
32,25599,89
84,25852,32
76,25756,86
8,25746,74
8,25749,82
76,25358,74
84,25389,72
85,25612,67
32,25741,32
190,25632,69
16,25680,76
8,25741,89
32,25425,84
83,25346,72
76,24769,70
89,24992,32
84,24910,68
72,24919,32
70,24972,89
32,24166,70
80,24324,76
66,24597,78
32,24685,74
77,24602,32
67,24713,75
66,24583,83
73,24582,0
68,24671,32
66,25521,88
78,25505,66
70,25533,68
8,25685,84
74,25931,88
72,25954,8
68,26608,84
80,26805,70
74,26679,68
68,26641,74
16,30257,16
32,30089,82
16,30613,32
190,31094,70
8,30918,76
16,29954,74
32,29736,85
50,29960,32
16,30212,57
16,30418,48
16,30547,48
16,30690,50
16,31295,32
16,31408,86
16,31619,74
16,31846,78
16,32238,84
16,32408,75
16,32380,16
16,32919,13
16,33148,190
16,33884,16
16,33896,50
16,35419,82
16,35176,70
78,35175,76
74,34608,84
71,34815,72
74,35447,71
67,35716,70
16,35931,16
16,35482,89
50,35740,16
16,35600,50
32,35416,8
68,35495,16
32,33800,51
70,34323,32
76,33405,70
74,33292,0
85,33564,69
32,33718,75
53,33706,82
190,32991,32
49,32865,68
32,32471,66
70,32053,78
89,32140,74
32,31926,72
86,31811,71
74,31709,32
82,31732,84
74,31764,88
72,32099,78
67,31804,70
32,31872,86
69,32240,32
76,32128,68
89,32953,32
84,33079,57
72,33469,48
70,33507,48
32,33242,50
68,33817,32
32,34453,90
89,34569,70
70,34899,86
76,34602,32
78,34318,48
74,34326,51
32,34997,32
75,35078,75
83,35059,70
0,35001,68
32,34910,74
88,34021,72
66,33876,66
68,33827,78
84,33790,0
88,33878,0
8,34034,84
84,33588,76
70,33149,32
68,33136,82
74,33097,66
82,29431,89
16,29695,78
32,29779,66
70,29440,79
76,29604,70
74,29678,80
85,30806,69
32,30717,75
57,30708,74
48,30949,71
48,31048,32
50,30987,69
32,30694,76
86,30727,89
74,30691,70
78,30707,86
84,30729,74
75,30674,82
16,30858,32
13,30694,0
190,30796,69
50,30430,89
16,30798,68
16,30921,74
16,31122,89
16,31321,67
16,32162,74
16,31987,32
82,31237,70
70,31338,16
76,30915,80
84,31629,13
72,31539,190
71,32869,16
70,32443,50
89,32980,83
16,33068,76
50,32692,80
16,33859,8
8,34277,76
51,34029,84
16,33957,68
32,33860,16
70,33674,80
0,34156,32
69,34376,83
75,34096,89
82,34055,68
32,34045,84
68,34173,72
66,34914,87
78,34748,16
74,35618,50
72,35449,16
71,36929,32
32,36824,86
84,37140,74
88,37102,82
78,36869,66
70,36871,89
86,36576,89
32,36148,70
68,36216,78
32,35493,66
57,35392,71
48,35074,67
48,35205,74
50,35117,68
32,34760,32
90,34112,90
70,34069,67
86,33891,78
32,34969,84
48,35283,90
51,35260,75
32,34587,68
75,34556,90
70,34704,32
68,34683,72
74,34695,76
72,34667,89
66,34668,70
78,34666,67
0,34763,82
0,34528,84
84,34378,75
76,34295,16
32,33816,70
