down,up,timedelta
0,83,25
83,89,-15
89,67,5
67,70,340
70,72,40
72,82,-5
82,32,127
32,70,-32
70,68,-79
68,76,781
76,32,320
32,69,17
69,88,-100
88,70,-74
70,82,-74
82,66,49
66,16,97
71,71,-96
16,32,165
32,0,1257
0,70,-18
70,82,-74
82,84,162
84,79,102
79,32,859
32,70,-43
70,89,-15
89,32,53
32,70,-14
70,32,99
32,16,25
190,190,-170
16,86,1961
86,74,236
74,82,14
82,66,67
66,88,-47
88,89,193
89,74,-58
74,82,11
82,32,70
32,86,-37
86,83,31
83,89,52
89,72,77
72,84,25
84,88,-71
88,32,89
32,67,-53
67,32,209
32,66,-63
66,73,-68
73,69,75
69,32,116
32,84,-19
84,83,-37
83,89,-9
89,89,66
89,84,9
84,72,58
72,78,88
78,67,35
67,74,1738
74,70,46
70,80,42
80,32,866
32,190,-20
190,16,-143
16,84,1043
84,83,-48
83,89,28
89,89,65
89,66,58
66,75,29
75,76,-85
76,32,74
32,69,-13
69,88,-68
88,70,-26
70,82,-70
82,66,98
66,16,116
71,71,-95
16,32,81
32,16,138
69,69,-79
16,32,106
32,190,2425
190,70,23
70,78,54
78,67,-4
67,8,30
8,8,123
8,70,246
70,78,72
78,74,263
74,68,329
68,0,29
0,32,236
32,84,-17
84,87,-84
87,89,-27
89,74,-79
74,82,-37
82,32,45
32,70,-4
70,89,-21
89,32,2389
32,84,-4
84,82,-26
82,89,36
89,66,11
66,0,-31
0,72,246
72,84,5
84,79,11
79,32,82
32,81,-67
81,74,-48
74,89,-104
89,80,-27
80,70,53
70,72,-13
72,0,313
0,74,-69
74,0,324
0,173,253
173,16,106
86,86,-101
16,0,63
0,32,14224
32,74,-63
74,71,-133
71,32,180
32,77,-47
77,78,-135
78,70,-14
70,89,181
89,80,60
80,74,107
74,71,-47
71,67,-28
67,40,776
40,35,785
35,32,368
32,70,2296
70,72,78
72,32,88
32,74,87
74,89,-78
89,0,38
0,74,-57
74,86,-25
86,69,313
69,88,-100
88,70,6
70,82,-95
82,66,57
66,16,171
71,71,-85
16,32,1572
32,82,-30
82,74,5
74,86,24
86,70,-48
70,67,-48
67,32,74
32,16,169
54,54,-84
16,69,2889
69,88,-32
88,70,-4
70,82,-95
82,66,54
66,16,108
71,71,-90
16,32,161
32,69,-41
69,8,-20
8,8,41
8,32,278
32,82,6
82,32,130
32,90,-47
90,66,186
66,88,-31
88,66,-16
66,75,-47
75,80,89
80,70,7
70,72,-20
72,32,62
32,84,-4
84,83,-36
83,68,-79
68,74,166
74,75,-85
75,74,-21
74,71,-72
71,8,388
8,8,83
8,8,76
8,8,58
8,8,57
8,8,50
8,8,51
8,8,58
8,8,55
8,32,5779
32,90,-74
90,66,225
66,88,-26
88,66,-4
66,75,-40
75,80,110
80,70,16
70,72,-21
72,32,506
32,83,-26
83,89,-4
89,84,51
84,75,636
75,68,64
68,70,-74
70,78,913
78,67,21
67,76,40
76,84,43
84,72,-4
72,71,-63
71,32,700
32,66,-59
66,75,-68
75,83,-15
83,0,11
0,32,376
32,84,-20
84,72,16
72,85,-68
85,66,196
66,32,38
32,68,93
68,16,-101
16,32,3220
32,190,1488
190,74,82
74,68,-52
68,8,2331
8,8,70
8,74,335
74,68,-22
68,78,62
78,67,64
67,84,-37
84,88,-42
88,66,50
66,72,-52
72,78,64
78,82,24
82,84,-63
84,75,47
75,0,-52
0,32,1162
32,77,-84
77,78,-127
78,90,-26
90,75,864
75,84,5
84,76,44
76,83,41
83,68,-100
68,32,692
32,66,-64
66,32,55
32,77,-58
77,78,-159
78,70,-10
70,68,-66
68,66,164
66,75,45
75,71,29
71,70,71
70,82,-57
82,70,91
70,89,33
89,32,181
32,83,30
83,89,56
89,0,95
0,74,-91
74,67,-30
67,74,110
74,71,-52
71,67,102
67,32,270
32,84,-22
84,83,-50
83,72,-14
72,74,-58
74,78,-22
78,74,-58
74,82,-18
82,32,49
32,190,-79
190,16,-171
16,70,1260
70,82,-74
82,88,270
88,74,-4
74,0,210
0,69,107
69,72,82
72,82,55
82,32,257
32,0,-10
0,83,-6
83,89,81
89,67,110
67,70,10
70,72,30
72,82,-25
82,32,406
32,70,-17
70,68,-79
68,76,-42
76,32,58
32,69,739
69,88,-53
88,70,72
70,82,-68
82,66,347
66,16,307
71,71,-74
16,32,47
32,0,2550
0,70,-26
70,82,-48
82,84,-25
84,79,16
79,32,166
32,70,-31
70,89,23
89,32,665
32,70,-33
70,32,148
32,16,-57
190,190,-153
16,86,46
86,74,135
74,82,-15
82,66,59
66,88,-3
88,89,16
89,74,-74
74,82,-29
82,32,353
32,86,2446
86,83,1035
83,89,51
89,72,65
72,84,16
84,88,-57
88,32,102
32,67,-6
67,32,100
32,66,-63
66,73,-109
73,69,-32
69,32,1633
32,84,840
84,83,-32
83,89,-22
89,89,57
89,84,16
84,72,25
72,78,79
78,67,10
67,74,332
74,70,29
70,80,60
80,32,366
32,190,-47
190,16,-127
16,84,57
84,83,-63
83,89,-20
89,89,66
89,66,-16
66,75,72
75,76,-63
76,32,646
32,69,16
69,88,-64
88,70,-36
70,82,-85
82,66,119
66,16,98
71,71,-101
16,32,199
32,16,75
69,69,-123
16,32,84
32,190,2657
190,70,-31
70,78,198
78,67,6
67,74,82
74,8,289
8,8,59
8,8,143
8,8,58
8,68,307
68,78,-22
78,67,29
67,70,704
70,68,-53
68,0,26
0,32,296
32,74,-48
74,85,59
85,74,74
74,89,-37
89,80,9
80,70,27
70,72,86
72,0,-14
0,74,-79
74,84,734
84,66,39
66,89,-63
89,75,88
75,74,-68
74,86,-36
86,32,1567
32,77,-41
77,78,-147
78,67,-37
67,70,-42
70,88,-37
88,32,333
32,66,-42
66,32,38
32,82,-4
82,70,-47
70,82,-12
82,8,381
8,8,52
8,8,60
8,32,280
32,70,384
86,86,-153
70,32,88
32,16,154
190,190,-154
16,78,9049
78,84,273
84,68,51
68,87,194
87,32,709
32,81,-23
81,83,-95
83,68,-102
68,84,165
84,89,489
89,8,697
8,84,418
84,88,-52
88,66,99
66,72,74
72,74,-31
74,82,18
82,32,67
32,68,118
68,32,144
32,84,18
84,83,23
83,89,11
89,89,59
89,84,-16
84,73,162
73,70,83
70,72,34
72,82,5
82,74,37
74,32,161
32,190,-72
190,16,-181
16,66,2432
66,82,-27
82,67,12
67,74,205
74,75,-80
75,74,-36
74,71,-58
71,32,116
32,84,16
84,83,-37
83,89,28
89,89,65
89,66,-9
66,75,88
75,76,87
76,32,162
32,84,-32
84,68,-79
68,76,-63
76,32,51
32,69,1447
69,88,-64
88,70,33
70,82,-64
82,66,130
66,16,115
71,71,-100
16,32,117
32,69,8
69,32,78
32,84,-27
84,89,100
89,66,114
66,71,65
71,67,-52
67,32,140
32,70,-42
70,89,27
89,32,75
32,70,-42
70,32,122
32,190,-63
190,16,-165
16,86,1139
86,74,106
74,0,-64
0,84,16
84,86,-47
86,32,2326
32,86,46
86,83,176
83,78,68
78,75,137
75,84,-4
84,0,16
0,32,140
32,86,-19
86,66,25
66,82,-26
82,78,356
78,74,56
74,72,-55
72,8,218
8,8,61
8,72,333
72,78,101
78,74,-52
74,82,-4
82,32,36
32,74,1567
74,78,-58
78,83,-23
83,72,66
72,82,-9
82,74,52
74,71,-47
71,32,85
32,74,-56
74,75,-74
75,84,-15
84,78,35
78,32,82
32,74,-21
74,85,68
85,84,-47
84,32,1659
32,16,-79
190,190,-165
16,0,251
0,77,24
77,73,-69
73,83,246
83,86,-52
86,173,438
173,86,-10
86,74,209
74,89,-53
89,74,-9
74,86,-26
86,84,595
84,82,-4
82,8,29
8,8,43
8,84,324
84,86,41
86,74,57
74,71,-42
71,32,1240
32,90,-19
90,67,-84
67,78,11
78,84,48
84,90,239
90,75,-5
75,68,486
68,90,-62
90,32,159
32,89,-42
89,74,152
74,16,-117
16,32,204
32,190,617
190,8,329
8,32,5467
32,70,-4
70,68,-57
68,78,35
78,67,422
67,84,-52
84,88,-37
88,66,508
66,72,-58
72,78,79
78,82,31
82,84,-58
84,75,218
75,0,157
0,32,364
32,66,-59
66,66,61
66,87,-47
87,71,60
71,84,38
84,87,-19
87,89,30
89,74,-79
74,82,-4
82,32,179
32,70,-10
70,89,-10
89,32,77
32,90,-11
90,67,-74
67,78,24
78,84,49
84,70,98
70,68,-64
68,83,-100
83,68,-26
68,74,138
74,89,-58
89,67,-14
67,74,18
74,32,2286
32,0,-42
0,83,-4
83,72,-19
72,74,-59
74,78,-26
78,74,-52
74,82,-29
82,32,224
32,89,-60
89,81,-47
81,70,-96
70,80,5
80,66,1213
66,76,-96
76,32,167
32,190,-68
190,16,-175
16,70,1067
70,71,6
71,66,50
66,78,449
78,32,124
32,74,-53
74,85,75
85,74,70
74,82,-21
82,67,-63
67,84,1551
84,88,-63
88,66,27
66,72,-63
72,78,72
78,82,18
82,84,-80
84,75,49
75,0,-64
0,32,1538
32,68,20
68,74,167
74,89,-48
89,74,-23
74,86,220
86,84,267
84,82,-47
82,74,109
74,71,-58
71,32,339
32,80,-32
80,66,22
66,32,61
32,86,16
86,83,156
83,68,140
68,72,47
72,84,-5
84,71,16
71,32,89
32,75,-53
75,83,-26
83,0,-22
0,32,66
32,69,1749
69,88,-69
88,70,-52
70,82,-89
82,66,85
66,16,84
71,71,-90
16,32,317
32,81,-63
81,66,24
66,82,-22
82,77,29
77,89,-64
89,84,16
84,75,44
75,8,596
8,8,129
8,8,60
8,84,511
84,75,65
75,74,-15
74,70,22
70,86,-85
86,32,2618
32,190,-47
190,16,-111
16,86,-30
86,67,-73
67,32,52
32,48,-47
48,52,-37
52,32,487
32,74,-42
74,85,55
85,84,-21
84,67,-45
67,68,-85
68,32,280
32,86,24
86,74,-4
74,78,-53
78,67,-43
67,74,56
74,16,95
72,72,-95
16,13,379
13,190,1380
190,81,5
81,83,212
83,89,-10
89,67,-4
67,70,44
70,72,28
72,16,51
82,82,-86
16,32,348
32,89,-27
89,74,-74
74,86,6
86,84,117
84,82,-68
82,74,-5
74,16,104
71,71,-101
16,32,80
32,86,-31
86,84,33
84,66,37
66,89,-74
89,70,-61
70,68,-62
68,80,234
80,70,-9
70,89,-15
89,32,67
32,76,-58
76,74,-117
74,71,-79
71,32,57
32,66,1670
66,66,65
66,89,-42
89,74,98
74,71,-58
71,90,99
90,16,-122
16,32,140
32,66,-63
66,86,-4
86,70,104
70,75,91
75,84,-21
84,76,-2
76,84,-11
84,72,28
72,71,-68
71,32,95
32,70,-26
70,80,6
80,32,744
32,0,-43
0,83,-10
83,89,5
89,89,71
89,70,10
70,68,-63
68,74,54
74,80,-80
80,66,84
66,75,-80
75,70,16
70,82,-53
82,74,73
74,75,-58
75,32,309
32,190,-53
190,16,-148
16,72,2867
72,85,-63
85,66,-26
66,32,297
32,90,97
90,8,57
8,8,44
8,90,235
90,0,154
0,8,86
8,32,522
32,90,60
90,8,153
8,32,491
32,0,8
0,75,-69
75,76,-86
76,32,47
32,66,5046
66,72,75
72,74,-64
74,86,-27
86,66,110
66,85,-74
85,69,-21
69,16,442
67,67,-111
16,8,55
8,16,138
86,86,-97
16,32,67
32,86,637
86,74,-11
74,89,-68
89,0,409
0,16,196
82,82,-111
16,32,109
32,86,1928
86,74,50
74,82,-11
82,66,30
66,89,-68
89,0,126
0,74,982
74,76,-69
76,69,-10
69,0,32
0,32,2248
32,89,41
89,70,-42
70,78,243
78,74,-69
74,0,-24
0,70,-18
70,72,22
72,74,63
74,76,-74
76,32,133
32,84,-27
84,84,61
84,89,48
89,76,102
76,80,62
80,74,-4
74,71,-58
71,32,74
32,66,-37
66,82,2965
82,66,5
66,72,62
72,16,70
65,65,-122
16,32,91
32,86,55
86,81,211
81,84,-53
84,16,101
85,85,-100
16,32,226
32,80,26
80,8,109
8,32,420
32,66,-21
66,32,26
32,81,33
81,84,-36
84,0,33
0,70,-15
70,89,5
89,74,68
74,67,-4
67,72,177
72,84,5
84,71,-4
71,32,731
32,68,-4
68,74,-4
74,82,-4
82,66,31
66,88,-18
88,78,278
78,74,-58
74,0,-47
0,70,18
70,72,54
72,80,11
80,70,12
70,72,-5
72,32,115
32,81,-15
81,74,152
74,76,10
76,89,-22
89,70,-4
70,86,-63
86,74,41
74,82,-32
82,32,688
32,89,-63
89,70,12
70,76,26
76,74,109
80,80,-68
74,67,-48
67,32,717
32,75,-59
75,83,-36
83,0,32
0,32,1960
32,69,-5
69,88,-79
88,70,-11
70,82,-74
82,66,219
66,16,90
71,71,-101
16,32,179
32,78,-57
78,71,57
71,84,40
84,87,-63
87,89,-43
89,74,-52
74,16,104
82,82,-92
16,32,42
32,190,294
190,68,2033
68,74,-22
74,72,-79
72,84,151
84,89,11
89,84,-27
84,72,32
72,78,69
78,32,316
32,8,25
8,8,34
8,32,312
32,0,58
0,0,35
0,66,191
66,85,-69
85,69,-15
69,72,-11
72,76,-63
76,32,385
32,8,-8
8,68,528
70,70,-66
68,66,-26
66,78,-74
78,74,65
74,72,-63
72,71,-74
71,32,1034
32,90,24
90,67,-68
67,77,10
77,78,-111
78,70,-8
70,0,-23
0,70,-20
70,72,21
72,67,-29
67,32,110
32,66,-74
66,32,46
32,69,-10
69,72,-27
72,66,-91
66,86,-42
86,32,2007
32,69,-21
69,86,-41
86,74,113
74,68,-4
68,74,177
74,8,130
8,8,51
8,74,699
74,70,-38
70,72,-4
72,85,-69
85,66,-26
66,32,49
32,74,-73
74,71,-84
71,32,53
32,66,-31
66,86,-14
86,66,-21
66,89,-74
89,32,72
32,67,-4
67,32,230
32,84,17
84,78,-9
78,67,34
67,84,-31
84,86,-20
86,68,-53
68,32,1524
32,77,-25
77,78,-116
78,70,12
70,68,-53
68,74,64
74,68,-17
68,78,23
78,67,39
67,84,5
84,73,32
73,84,377
84,78,124
78,69,-15
69,71,64
71,32,315
32,190,-58
190,16,-132
16,77,86
77,78,-74
78,70,-3
70,88,-47
88,69,-63
69,0,41
0,74,-90
74,32,149
32,16,-52
190,190,-159
16,8,125
8,32,1156
32,77,-29
77,78,-111
78,66,-138
66,68,-18
68,74,-23
74,75,-53
75,32,94
32,78,-24
78,69,-10
69,85,30
85,74,52
74,86,-32
86,32,133
32,190,-57
190,16,-110
16,68,16
68,74,28
74,89,-64
89,74,-31
74,86,-9
86,84,154
84,82,-52
82,74,33
74,71,-53
71,32,489
32,16,380
16,66,3441
66,86,-91
86,70,28
70,72,39
72,84,613
84,89,32
89,84,5
84,72,47
72,78,65
78,32,169
32,84,43
84,83,-26
83,86,324
86,84,247
84,70,124
70,68,285
68,83,-128
83,80,44
80,70,61
70,89,129
89,32,101
32,16,-57
190,190,-170
16,66,188
66,82,31
82,74,450
74,72,-69
72,85,101
85,66,134
66,32,172
32,0,-21
0,83,-4
83,72,44
72,74,-53
74,78,-17
78,74,-57
74,82,-59
82,32,101
32,190,-62
190,16,-127
16,83,-10
83,89,62
89,74,-63
74,86,6
86,84,118
84,82,-68
82,74,93
74,71,-74
71,32,141
32,173,-19
173,32,-4
32,70,147
70,68,-65
68,78,36
78,67,63
67,84,22
84,79,60
79,69,123
69,67,-79
67,32,211
32,84,12
84,83,55
83,0,133
0,74,-80
74,67,-48
67,74,16
74,32,1292
32,90,-22
90,67,-60
67,78,33
78,0,-64
0,90,-14
90,75,16
75,68,29
68,90,-53
90,32,448
32,66,-80
66,86,-58
86,70,392
70,0,11
0,70,-9
70,89,30
89,74,90
74,67,16
67,72,102
72,84,-27
84,71,50
71,32,93
32,84,242
84,16,224
84,84,-106
16,13,5905
13,190,1591
190,0,221
0,77,19
77,73,-95
73,83,685
83,86,-74
86,173,546
173,86,5
86,74,171
74,89,-43
89,74,-36
74,86,97
86,84,126
84,82,69
82,74,66
74,71,-42
71,32,721
32,90,-63
90,67,-53
67,78,-3
78,84,32
84,90,123
90,75,24
75,68,9
68,90,-80
90,32,210
32,69,1377
69,88,673
88,70,54
70,82,-58
82,66,37
66,16,143
71,71,-101
16,8,158
8,8,61
8,66,1098
66,71,73
71,32,56
32,74,-68
74,78,-85
78,88,-79
88,32,334
32,190,-46
190,16,-176
16,8,137
8,32,841
32,78,-73
78,84,95
84,70,95
70,76,1482
76,0,-26
0,72,118
72,84,36
84,68,-47
68,78,66
78,69,-10
69,32,501
32,67,226
67,82,21
82,84,-74
84,76,128
76,84,330
84,82,-58
82,74,118
74,16,173
71,71,-91
16,32,255
32,81,-21
81,74,128
74,68,-27
68,74,85
74,72,57
72,85,-15
85,66,86
66,66,63
66,72,-47
72,78,89
78,69,-27
69,89,53
89,16,146
68,68,-117
16,32,63
32,190,147
190,0,1717
0,77,-1
77,79,-64
79,74,730
74,86,195
86,74,71
74,71,-41
71,32,72
32,74,-12
74,85,73
85,84,-26
84,32,68
32,67,19
67,32,455
32,77,-63
77,78,-126
78,70,20
70,68,-77
68,74,338
74,82,100
82,70,52
70,78,16
78,70,-36
70,32,239
32,66,-53
66,78,-155
78,67,17
67,74,49
74,86,-11
86,66,486
66,76,197
76,74,93
74,0,-58
0,0,110
0,74,-59
74,84,9
84,89,24
89,32,60
32,66,-34
66,72,-74
72,71,-36
71,32,36
32,66,-46
66,32,1126
32,74,-53
74,68,-52
68,78,6
78,67,603
67,84,-111
84,88,-58
88,66,31
66,72,-52
72,78,50
78,82,17
82,84,-63
84,75,60
75,0,-37
0,32,686
32,0,1297
0,70,-4
70,82,-63
82,88,142
88,0,571
0,79,114
79,32,2407
32,0,22
0,66,35
66,74,-58
74,68,-31
68,67,-48
67,32,348
32,68,-9
68,32,357
32,77,-63
77,78,-143
78,70,-19
70,68,-46
68,66,118
66,75,-3
75,71,-20
71,70,59
70,82,-43
82,70,84
70,89,57
89,32,205
32,78,-68
78,84,57
84,0,49
0,74,-63
74,86,-60
86,32,191
32,69,25
69,88,-68
88,70,-23
70,82,-74
82,66,154
66,16,120
71,71,-79
16,32,171
32,190,-36
190,16,-133
16,70,55
70,71,52
71,66,67
66,78,71
78,32,88
32,74,-37
74,85,71
85,74,83
74,82,140
82,67,-36
67,84,-53
84,88,-36
88,66,36
66,72,-37
72,78,83
78,82,25
82,84,-24
84,75,40
75,0,-58
0,32,461
32,86,17
86,74,561
74,89,-47
89,74,-42
74,86,76
86,84,-47
84,82,-74
82,74,81
74,71,-70
71,32,110
32,66,1087
66,88,339
88,69,-27
69,76,11
76,69,-9
69,16,360
0,0,-101
16,32,124
32,190,99
190,69,2764
69,72,34
72,66,-69
66,86,-62
86,32,132
32,69,-4
69,86,-51
86,84,-101
84,68,-59
67,67,-127
68,32,301
32,74,-69
74,71,-112
71,32,426
32,0,-19
0,8,561
8,32,763
32,90,113
90,66,-13
66,87,-19
87,89,1042
89,70,-4
70,78,12
78,67,-23
67,74,133
74,72,-48
72,78,57
78,82,-19
82,84,-62
84,75,12
75,0,-96
0,32,995
32,0,-7
0,83,13
83,89,23
89,89,63
89,84,11
84,73,41
73,74,107
74,72,69
72,0,-19
0,70,53
70,80,-4
80,32,92
32,70,-4
70,89,-11
89,32,65
32,84,-11
84,0,-4
0,82,-4
82,70,-42
70,78,-20
78,32,99
32,70,19
70,32,45
32,190,-37
190,16,-123
16,0,108
0,70,10
70,68,-53
68,74,44
74,72,-70
72,78,98
78,67,-18
67,74,16
74,32,120
32,70,5
70,89,-4
89,32,62
32,66,-15
66,32,73
32,0,-22
0,70,-15
70,72,24
72,74,-47
74,85,79
85,32,78
32,68,-50
68,32,49
32,70,-63
70,76,30
76,85,659
85,74,99
74,89,120
89,66,-63
66,32,95
32,190,-20
190,16,-144
16,0,568
0,70,67
70,89,41
89,66,40
66,89,-59
89,68,5
68,70,-13
70,72,6
72,32,60
32,70,-26
70,89,22
89,32,96
32,190,-35
190,16,-159
16,0,327
0,70,-13
70,67,-52
67,84,136
84,75,40
75,32,337
32,16,-31
190,190,-192
16,0,2102
0,70,-4
70,86,-73
86,74,16
74,76,-52
76,32,151
32,68,-53
68,32,56
32,78,-69
78,69,-46
69,68,-99
68,66,229
66,0,-63
0,32,387
32,74,-84
74,78,-121
78,67,-85
67,70,1839
70,88,-89
88,32,330
32,69,26
69,88,-94
88,70,-21
70,82,-74
82,66,190
66,16,146
71,71,-91
16,32,2002
32,68,33
68,74,74
74,89,-47
89,74,-42
74,86,6
86,84,118
84,82,-63
82,74,17
74,71,-63
71,32,98
32,84,11
84,72,30
72,66,-85
66,86,-42
86,32,193
32,86,-4
86,74,-10
74,89,-34
89,89,66
89,84,22
84,75,49
75,73,91
73,83,41
83,86,-84
86,83,390
83,68,-84
68,32,110
32,16,133
68,68,-106
16,32,211
32,190,901
190,69,98
69,88,-63
88,81,58
81,70,-54
70,16,161
72,72,-96
16,32,107
32,68,-4
68,32,3693
32,77,-48
77,78,-105
78,70,-26
70,68,-74
68,74,-21
74,72,-85
72,66,16
66,89,-47
89,74,-63
74,66,-58
66,87,-40
87,0,611
0,75,-27
75,74,-158
74,68,-15
68,0,654
0,32,422
32,78,-63
78,84,-47
84,0,18
0,74,-63
74,86,-73
86,32,1428
32,66,16
66,66,63
66,68,-12
68,78,377
78,67,55
67,76,337
76,84,18
84,75,55
75,67,19
67,74,60
74,71,-53
71,68,-28
68,32,162
32,69,500
69,88,-74
88,70,-4
70,82,-79
82,66,107
66,16,489
71,71,-112
16,32,398
32,86,-10
86,70,-64
70,67,-31
67,32,111
32,70,14
70,8,524
8,32,369
32,32,1806
32,190,-16
190,16,-122
16,69,32
69,88,-96
88,66,50
66,16,104
71,71,-90
16,32,58
32,190,-41
190,16,-133
16,70,43
70,89,51
89,74,-42
74,86,6
86,84,129
84,82,-73
82,74,528
74,71,-58
71,32,157
32,74,-36
74,85,89
85,74,81
74,85,92
85,69,-3
69,72,115
72,76,-41
76,32,185
32,80,-32
80,66,-74
66,32,2721
32,78,-61
78,84,-25
84,69,-31
69,72,124
72,66,51
66,89,-26
89,74,-68
74,66,-31
66,87,21
87,0,261
0,75,-69
75,74,-74
74,68,48
68,0,82
0,32,653
32,69,1196
69,88,-58
88,70,-15
70,82,-69
82,66,72
66,16,201
71,71,-85
16,13,425
13,190,318
190,83,3796
83,72,393
72,69,-11
69,78,-4
78,77,69
77,75,-75
75,69,-20
69,82,-64
82,173,641
173,71,89
71,71,325
74,74,-100
71,32,133
32,81,-32
81,74,-5
74,82,102
82,67,-36
67,89,77
89,74,235
74,71,-57
71,90,339
90,32,747
32,81,5003
81,74,-20
74,89,-58
89,74,-32
74,82,-17
82,66,227
66,32,88
32,75,-64
75,70,-36
70,78,17
78,67,-27
67,32,145
32,89,-69
89,74,-105
74,32,63
32,83,1829
83,76,17
76,74,-42
74,85,71
85,32,275
32,84,-11
84,66,61
66,89,109
89,76,87
76,84,24
84,75,16
75,67,96
67,74,17
74,71,-36
71,32,76
32,68,-26
68,32,101
32,66,-63
66,32,208
32,16,-12
190,190,-191
16,83,1634
83,80,11
80,8,92
8,8,58
8,83,324
83,0,48
0,66,299
66,73,-47
73,89,83
89,70,307
70,72,23
72,65,-4
65,32,590
32,86,11
86,8,91
8,68,477
68,74,29
74,89,-52
89,70,57
70,86,-37
86,67,196
67,66,131
66,75,-64
75,70,53
70,78,46
78,32,112
32,86,-36
86,83,-15
83,89,23
89,77,90
77,75,-64
75,70,16
70,66,15
66,87,-31
87,66,118
66,65,6
65,74,30
74,32,535
32,90,-25
90,67,-96
67,78,-11
78,84,45
84,90,57
90,75,10
75,68,36
68,90,-64
90,32,254
32,82,-4
82,70,-47
70,82,-57
82,32,88
32,82,17
82,70,-79
70,78,-21
78,32,129
32,16,-46
190,190,-207
16,68,1916
68,74,-5
74,89,-54
89,74,-15
74,86,-15
86,84,112
84,82,-53
82,74,326
74,71,-41
71,32,155
32,0,-26
0,83,15
83,89,16
89,72,81
72,90,14
90,75,95
75,69,59
69,71,73
71,74,9
74,71,-52
71,32,56
32,66,-41
66,32,1420
32,0,-36
0,83,-4
83,86,-41
86,84,239
84,70,130
70,68,-52
68,70,16
70,89,51
89,80,-11
80,69,18
69,32,112
32,0,-37
0,83,-20
83,86,116
86,70,-12
70,67,37
67,32,358
32,80,-15
80,66,33
66,32,81
32,86,22
86,66,12
66,89,-58
89,76,100
76,74,-48
74,32,76
32,90,-42
90,67,-58
67,78,34
78,84,31
84,70,88
70,78,11
78,66,-53
66,88,-12
88,67,-80
67,32,680
32,69,33
69,88,-69
88,70,-22
70,82,-84
82,66,198
66,16,99
71,71,-111
16,32,1167
32,190,60
190,0,141
0,70,23
70,75,16
75,84,87
84,68,-41
68,82,688
82,66,5
66,8,108
8,82,301
82,67,52
67,32,300
32,0,-5
0,66,224
66,79,60
79,0,129
0,69,27
69,76,909
76,84,27
84,75,38
75,67,15
67,74,72
74,71,-37
71,32,116
32,68,-42
68,32,97
32,66,-74
66,32,2092
32,86,-20
86,84,120
84,78,16
78,70,-15
70,80,-3
80,32,70
32,70,-9
70,32,654
32,16,-68
190,190,-149
16,8,153
8,190,3316
190,81,13
81,66,-8
66,89,-84
89,66,-42
66,16,122
67,67,-101
16,32,197
32,66,-68
66,32,29
32,81,-12
