key,timedelta
222,76
222,93
222,73
222,96
222,85
222,79
222,81
219,90
219,55
219,93
219,89
219,83
219,51
219,107
192,69
192,149
192,135
192,116
192,117
192,102
192,104
192,97
192,71
192,108
191,106
191,36
191,83
191,93
191,106
191,118
191,85
191,101
191,95
191,110
191,80
191,65
191,63
191,98
191,83
191,82
191,109
191,101
191,95
191,74
191,129
191,82
191,100
191,83
191,77
191,94
191,78
191,107
191,75
191,90
191,90
191,99
191,92
191,91
191,96
191,132
191,108
190,78
190,75
190,93
190,108
190,26
190,89
190,96
190,87
190,99
190,102
190,91
190,113
190,96
190,88
190,108
189,125
189,95
189,82
189,69
189,75
189,81
188,79
188,79
188,70
188,79
188,93
188,96
188,87
188,75
188,65
188,93
188,72
188,104
188,80
188,83
188,73
188,87
188,89
188,59
188,92
188,98
188,72
188,78
188,84
188,73
188,68
188,81
188,71
188,86
188,75
188,36
188,101
186,89
186,95
186,87
186,85
186,45
186,89
186,102
186,88
186,102
186,66
186,19
186,84
186,87
186,77
186,92
186,83
186,87
109,81
105,121
105,140
105,65
104,65
104,105
104,95
102,79
102,73
102,82
99,110
97,124
97,107
97,98
97,108
97,128
97,131
96,115
96,129
90,121
90,108
90,93
90,121
90,109
90,145
90,130
90,130
90,101
90,113
90,110
90,81
90,128
90,110
90,134
90,107
90,130
90,141
90,150
90,118
90,146
90,126
90,104
89,85
89,100
89,84
89,88
89,71
89,74
89,98
89,75
89,66
89,91
89,94
89,89
89,82
89,82
89,82
89,89
89,88
89,84
89,73
89,75
89,97
89,59
89,76
89,89
89,103
89,79
89,89
89,82
89,95
89,80
89,84
89,93
89,169
89,76
89,79
89,74
89,81
89,85
89,76
89,67
89,81
89,75
89,78
89,81
89,108
89,79
89,66
89,73
89,67
89,75
89,89
89,65
89,87
89,96
89,80
89,83
89,74
89,95
89,82
89,96
89,97
89,85
89,83
89,77
89,79
89,98
89,99
89,76
89,88
89,89
89,97
89,47
89,90
89,85
89,90
89,86
89,86
89,90
89,77
89,79
89,65
89,77
89,85
89,95
89,70
89,80
89,81
89,95
