down,timedelta,up
72,696686,81
32,696769,66
191,696577,89
16,696615,84
70,695753,186
76,695846,69
74,695871,72
72,695979,74
74,695911,74
85,695906,67
32,695752,32
66,695789,219
78,695839,83
67,695881,68
70,695904,74
88,695818,78
32,695045,67
190,694890,74
69,694829,86
89,694821,32
88,695890,219
84,695799,83
72,695949,89
70,696071,72
80,696126,70
32,696012,89
66,696054,74
32,696038,66
190,695509,87
69,695669,70
89,695623,78
77,695523,67
75,695547,32
70,695632,219
72,695825,84
78,695836,67
89,695757,68
84,695852,32
87,696571,77
32,696439,89
78,696402,84
84,696489,88
90,696614,84
89,696405,72
66,696317,84
76,696219,71
84,696347,32
74,696341,189
67,696347,32
32,697891,83
78,697761,75
67,697684,74
74,698020,189
86,698225,72
16,698284,70
32,698286,82
191,698308,73
8,698138,74
32,697947,81
70,698240,32
76,698846,83
74,698910,78
85,699009,67
32,698876,74
50,698687,86
49,-13641,70
48,-13643,72
50,-13578,32
32,-13736,16
90,-14247,191
72,-13370,70
188,-13370,76
70,-13422,74
82,-13442,72
84,-13470,74
76,-13429,85
32,-13336,32
52,-13273,66
50,-13255,78
32,-14128,67
78,-14211,70
83,-14199,88
72,-13418,32
82,-13312,190
78,-13363,69
74,-13318,89
16,-13343,88
13,-14701,84
191,-14827,72
8,-15101,70
186,-15469,80
16,-15570,32
78,-15560,66
67,-15522,32
74,-14993,190
86,-14941,69
32,-14934,89
81,-14932,77
66,-14938,75
82,-15033,70
67,-15059,72
68,-15047,78
84,-15072,89
75,-15268,84
74,-15355,87
85,-15075,32
74,-15078,78
85,-15149,84
16,-15115,90
8,-15181,89
8,-15193,66
8,-15187,76
8,-15235,84
8,-15270,74
8,-15213,67
8,-14759,32
8,-14540,78
8,-14453,67
8,-14856,74
66,-15013,86
82,-15312,16
67,-15242,32
68,-15450,191
84,-15325,8
75,-15034,32
74,-15025,70
85,-15019,76
74,-15040,74
85,-15109,85
16,-15066,32
8,-19841,50
13,-21430,49
13,-21607,48
191,-23677,50
83,-23582,32
75,-23230,90
74,-23217,72
16,-23239,188
189,-23379,70
72,-23872,82
70,-23700,84
82,-23782,76
73,-23804,32
74,-24465,52
81,-24681,50
16,-24011,32
32,-23885,78
90,-24241,83
66,-24353,72
