down,timedelta,up
32,603629,74
85,602873,78
55,600938,222
48,600503,32
48,601074,69
50,601013,16
13,-5981,32
49,-5860,85
53,-4076,55
8,-3261,48
54,-3384,48
50,-3513,50
49,-2305,13
8,-1923,49
50,-2270,53
32,-3004,8
189,-2861,54
32,-3394,50
85,-3434,49
8,-4176,8
73,-3919,50
54,-5022,32
50,-5235,189
57,-4628,32
49,-4790,85
13,-4637,8
49,-5032,73
57,-3290,54
49,-3289,50
49,-3219,57
32,-3304,49
189,-2933,13
32,-2373,49
85,-2689,57
8,-3455,49
8,-3424,49
189,-3201,32
32,-2609,189
48,-3562,32
48,-3208,85
57,-2237,8
49,-2270,8
13,-4149,189
57,-4810,32
49,-3796,48
50,-3941,48
49,-3986,57
32,-4651,49
189,-3001,13
32,-2541,57
85,-3465,49
8,-4715,50
189,-4894,49
57,-5481,32
53,-4980,189
8,-5169,32
57,-4926,85
56,-3593,8
49,-3535,189
13,-2759,57
8,-2986,53
49,-3734,8
32,-4253,57
84,-4192,56
66,-4013,49
89,-3514,13
84,-3309,8
75,-2226,49
84,-994,32
67,-1058,84
70,-1396,66
89,-1535,89
16,-1552,84
16,-1614,75
13,-1879,84
191,-15728,67
70,-15495,70
75,-15340,16
74,-15486,89
82,-15227,16
73,-15028,13
32,-1305,191
90,-1254,70
70,-1522,75
89,-1569,74
77,-1563,82
75,-1578,73
84,-1389,32
78,-1272,90
70,-1077,70
68,-1006,89
74,-1178,77
80,-1149,75
70,-1163,84
72,-1283,78
188,-1324,70
74,-1784,68
84,-2262,74
79,-2259,80
188,-2312,70
74,-2315,72
32,-2543,188
90,-2264,74
90,-1573,84
89,-1904,79
76,-1915,188
84,-1878,74
72,-1561,32
67,-1514,90
32,-1662,90
90,-1425,89
70,-1482,76
82,-1476,84
67,-1488,72
68,-1506,67
84,-2699,32
77,-3133,90
72,-3027,70
70,-3464,82
8,-3440,67
70,-3774,68
86,-2435,84
16,-1947,77
32,-2017,72
90,-1688,70
67,-1802,8
78,-1368,70
84,-1578,16
84,-1679,86
86,-1437,32
66,-1392,90
32,-1497,67
84,-1663,78
76,-1610,84
74,-1656,84
188,-1604,86
74,-1588,66
75,-1376,32
67,-1181,84
32,-1203,76
68,-1163,74
32,-1229,188
84,-1480,74
186,-1401,75
82,-1733,67
70,-1762,32
78,-2213,68
16,-2279,32
32,-2051,84
191,-2343,186
84,-2341,82
66,-2247,70
89,-1871,16
84,-1975,78
75,-1539,32
84,-1700,191
8,-1576,84
75,-1857,66
76,-1947,89
78,-2010,84
74,-2085,75
32,-2184,84
84,-2088,8
74,-1742,75
68,-1615,76
74,-1506,78
78,-1531,74
88,-956,32
74,-907,84
71,-908,74
32,-1100,68
191,-1271,74
16,-1271,78
8,-1675,88
32,-2089,74
83,-2308,71
72,-2217,32
69,-1971,191
78,-2077,16
77,-1685,8
75,-1226,32
69,-1056,83
82,-947,72
32,-1024,69
