timedelta,key
106,222
137,222
126,222
79,219
107,219
27,219
110,219
138,219
67,219
96,219
61,219
79,219
96,219
75,219
78,219
81,219
70,219
90,191
96,191
184,191
126,191
151,191
147,191
153,191
128,191
157,191
144,191
145,191
169,191
177,191
116,191
138,191
146,191
67,191
128,191
79,191
92,191
182,191
99,191
161,191
108,191
67,191
104,191
120,191
130,191
67,191
110,191
157,191
53,191
166,191
172,191
163,191
151,191
84,191
98,191
67,191
137,191
49,191
84,191
94,190
54,190
63,190
66,190
55,190
124,190
74,189
68,189
121,189
64,189
89,189
69,189
74,189
112,189
100,188
101,188
96,188
98,188
60,188
63,188
68,188
78,188
189,188
101,186
106,186
104,186
104,186
86,186
102,186
73,186
83,186
115,90
103,90
77,90
90,90
69,90
89,90
104,90
104,90
76,90
87,90
70,90
92,90
105,90
104,90
58,90
95,90
55,90
136,90
101,90
139,90
64,89
52,89
63,89
83,89
63,89
63,89
74,89
38,89
75,89
34,89
55,89
77,89
89,89
61,89
70,89
49,89
79,89
67,89
67,89
86,89
53,89
97,89
44,89
38,89
54,89
84,89
91,89
76,89
48,89
65,89
104,89
80,89
99,89
76,89
56,89
94,89
83,89
109,89
84,89
86,89
80,89
65,89
60,89
76,89
16,89
82,89
54,89
94,89
59,89
97,89
76,89
96,89
96,89
120,89
74,89
73,89
74,89
52,89
64,89
75,89
96,89
86,89
76,89
15,89
65,89
77,89
81,89
71,89
74,88
115,88
91,88
61,88
72,88
95,88
71,88
66,88
96,88
75,88
94,88
76,88
65,88
78,88
75,88
73,88
58,87
81,86
152,86
80,86
153,86
73,86
152,86
110,86
83,86
65,86
96,86
74,86
72,86
64,86
52,86
116,86
86,86
81,86
76,86
149,86
86,86
90,86
121,86
87,86
74,86
74,86
74,86
81,86
76,86
69,86
64,86
124,86
81,86
131,86
44,86
87,85
64,85
95,85
106,85
86,85
71,85
72,85
83,85
81,85
76,85
96,85
83,85
50,85
73,85
72,85
48,85
93,85
80,85
45,85
25,85
74,85
40,85
69,85
63,85
82,85
92,85
107,85
27,84
53,84
67,84
55,84
70,84
77,84
48,84
57,84
54,84
42,84
181,84
77,84
33,84
76,84
46,84
68,84
56,84
42,84
45,84
69,84
59,84
62,84
63,84
63,84
93,84
135,84
77,84
51,84
63,84
63,84
22,84
