down,timedelta,up
70,40,78
78,64,67
67,352,74
74,513,32
32,152,89
89,264,8
8,440,78
78,112,74
74,121,32
32,129,74
74,96,85
85,104,74
74,105,72
72,50,74
74,113,78
78,113,74
74,56,82
82,513,32
32,57,86
86,33,74
74,113,72
72,345,84
84,97,78
78,113,82
82,137,70
70,1161,32
32,113,70
70,26,8
8,521,16
70,-72,70
78,-63,78
70,-128,70
219,-71,219
86,-71,86
16,1417,32
32,89,69
69,104,71
71,456,71
71,105,69
69,1368,72
72,97,78
78,113,32
32,352,68
68,160,32
32,96,78
78,72,90
90,40,89
89,80,66
66,81,72
72,48,71
71,17,32
32,128,75
75,48,83
83,48,188
188,1472,32
32,88,66
66,200,86
86,168,70
70,-48,87
87,56,8
8,440,69
69,536,81
81,153,66
66,216,76
76,489,69
69,1384,78
78,80,67
67,1280,32
32,88,66
66,104,86
86,152,83
83,80,76
76,144,74
74,96,75
75,120,74
74,64,86
86,232,16
16,4030,32
32,89,66
66,26,86
86,48,66
66,121,85
85,57,69
69,41,72
72,217,76
76,313,32
32,360,67
67,825,32
32,48,84
84,73,78
78,553,67
67,137,84
84,104,86
86,153,8
8,450,67
67,-15,68
68,457,32
32,281,52
52,160,50
50,400,57
57,73,49
49,313,32
32,96,68
68,209,32
32,345,78
78,-47,16
70,-143,70
219,-71,219
86,-80,86
16,95,32
32,105,66
66,88,66
66,225,76
76,233,69
69,65,78
78,65,67
67,-119,16
16,104,32
32,65,81
81,1105,74
74,80,72
72,105,74
74,105,78
78,-7,68
68,-112,16
16,353,32
32,104,69
69,48,75
75,85,74
74,155,82
82,89,73
73,568,32
32,72,68
68,40,32
32,128,75
75,144,66
66,120,71
71,112,69
69,64,78
78,32,67
67,48,74
74,64,71
71,528,32
32,80,69
69,40,76
76,152,74
74,96,85
85,568,32
32,272,50
50,224,50
50,104,8
8,488,57
57,120,57
57,264,49
49,417,32
32,64,68
68,2696,32
32,56,16
55,-64,55
70,-80,70
82,-80,82
82,-72,82
8,-7,8
70,-120,70
72,-72,72
16,176,32
32,64,68
68,40,32
32,96,86
86,200,84
84,272,87
87,376,77
77,105,75
75,201,74
74,73,68
68,48,74
74,105,72
72,136,188
188,121,74
74,128,76
76,1649,32
32,160,75
75,73,84
84,33,73
73,129,74
74,57,71
71,504,32
32,57,69
69,32,76
76,121,74
74,73,85
85,201,8
8,401,89
89,241,32
32,289,57
57,113,49
49,328,57
57,193,49
49,377,32
32,73,68
68,841,32
32,841,70
70,89,89
89,137,70
70,112,86
86,73,69
69,152,70
70,210,16
188,-55,188
16,168,32
32,48,16
55,-64,55
222,-71,222
55,-64,55
89,-63,89
8,-79,8
55,-64,55
16,416,32
32,136,86
86,121,66
66,228,32
32,179,16
69,-136,69
78,-88,78
68,-160,68
86,-72,86
16,936,32
32,72,84
84,104,89
89,64,83
83,449,89
89,1493,32
32,121,90
90,-72,67
67,97,75
75,152,66
66,56,88
88,217,69
69,536,32
32,408,70
70,88,76
76,232,74
74,96,85
85,112,32
32,753,66
66,80,72
72,88,78
78,1813,32
32,73,83
83,177,79
79,145,66
66,113,75
75,153,66
66,80,88
88,177,69
69,177,32
32,128,74
74,81,85
85,88,74
74,104,89
89,129,77
77,73,75
75,433,70
70,161,84
84,214,72
72,601,32
32,161,74
74,121,85
85,353,74
74,137,82
82,41,67
67,377,76
76,217,74
74,97,72
72,129,74
74,105,85
85,1145,32
32,201,74
74,89,85
85,152,74
74,136,82
82,49,67
67,241,68
68,97,74
74,424,219
219,232,8
8,72,8
8,640,74
74,305,80
80,209,77
77,89,75
75,110,74
74,-55,16
16,104,8
8,457,75
75,-15,16
16,1968,32
32,33,90
90,288,66
66,120,89
89,160,70
70,7,88
88,136,89
89,136,74
74,304,82
82,200,74
74,177,32
32,25,84
84,41,75
75,143,67
67,16,74
74,120,71
71,-32,16
16,496,13
13,552,69
69,56,89
89,128,66
66,144,73
73,320,90
90,-72,16
16,696,32
32,128,69
69,208,82
82,56,66
66,88,86
86,120,84
84,48,76
76,552,70
70,160,82
82,144,70
70,105,8
8,360,86
86,521,32
32,585,81
81,224,84
84,137,76
76,97,90
90,40,76
76,656,32
32,26,90
90,-47,67
67,-1,75
75,120,66
66,160,76
76,121,74
74,185,219
219,528,66
66,80,72
72,48,71
71,144,32
32,136,89
89,129,66
66,185,73
73,441,90
90,161,32
32,257,16
86,-71,86
86,-63,86
16,1680,32
32,585,74
74,352,85
85,97,84
84,65,79
79,265,70
70,73,186
186,209,69
69,48,75
75,161,67
67,78,8
8,377,72
72,193,32
32,121,74
74,97,85
85,113,74
74,129,82
82,80,67
67,489,68
68,136,74
74,96,82
82,193,8
8,409,67
67,201,89
89,56,70
70,224,188
188,720,32
32,56,84
84,112,77
77,208,86
86,80,84
84,97,67
67,120,32
32,41,68
68,512,32
32,160,84
84,124,82
82,80,67
67,225,82
82,3,89
89,80,84
84,49,75
75,128,74
74,184,86
86,118,67
67,-64,16
16,575,32
32,48,68
68,96,32
32,200,86
86,80,70
70,-40,82
82,7,66
66,104,89
89,80,88
88,128,74
74,88,78
78,56,67
67,48,66
66,192,8
8,336,74
74,184,32
32,72,86
86,129,66
66,112,85
85,48,69
69,20,72
72,160,76
76,208,32
32,129,74
74,0,71
71,216,32
32,96,77
77,72,78
78,8,67
67,120,70
70,32,75
75,96,188
188,96,74
74,112,32
32,0,90
90,160,70
70,-32,82
82,48,67
67,625,186
186,177,69
69,0,75
75,386,70
70,162,82
82,-135,16
16,80,8
8,304,82
82,401,32
32,65,84
84,48,8
8,473,83
83,73,89
89,48,83
83,32,89
89,624,32
32,337,76
76,121,80
80,233,84
84,169,69
69,1305,32
32,57,81
81,97,66
66,65,82
82,49,67
67,225,68
68,89,74
74,529,89
89,449,219
219,273,190
190,-7,16
16,272,32
32,257,68
68,57,74
74,105,89
89,240,219
219,353,16
190,-63,190
16,264,32
32,49,84
84,81,76
76,153,74
74,80,72
72,97,74
74,73,85
85,305,32
32,97,68
68,1288,32
32,56,70
70,64,76
76,137,74
74,89,85
85,225,32
32,73,50
50,560,48
48,81,57
57,120,49
49,976,32
32,73,90
90,160,72
72,265,188
188,17,90
90,72,78
78,64,82
82,48,74
74,144,32
32,152,48
48,1161,50
50,2361,32
32,64,68
68,192,32
32,33,90
90,-48,67
67,168,75
75,40,66
66,184,76
76,200,8
8,256,186
186,376,74
74,72,72
72,-33,16
16,120,13
13,4504,89
89,96,66
66,136,73
73,168,89
89,481,8
8,480,8
8,88,8
8,80,8
8,457,89
89,248,66
66,448,89
89,200,73
73,412,90
90,-57,16
16,336,32
32,34,88
88,41,66
66,145,68
68,89,74
74,97,75
75,73,81
81,224,70
70,49,219
219,457,66
66,105,86
86,-31,16
16,504,32
32,121,75
75,160,66
66,161,70
70,26,219
219,329,66
66,89,86
86,-23,16
16,1016,13
13,10640,13
13,272,87
87,232,90
90,512,67
67,56,84
84,112,16
86,-72,86
16,200,32
32,841,89
89,160,66
66,48,87
87,392,66
66,105,68
68,-104,16
16,392,32
32,40,81
81,80,66
66,128,85
85,176,72
72,136,74
74,512,84
84,40,8
8,80,8
8,520,74
74,105,82
82,136,85
85,-32,16
16,72,8
8,624,85
85,641,8
8,102,8
8,169,8
8,80,8
8,129,8
8,230,20
85,-79,85
8,-71,8
8,-56,8
66,-39,66
89,-80,89
72,-63,72
74,-71,74
84,-87,84
85,-195,85
20,-779,16
16,1488,13
13,57,78
78,552,8
8,40,8
8,465,13
13,105,66
66,73,8
8,384,13
13,265,67
67,113,82
82,737,84
84,48,78
78,113,32
32,113,78
78,57,84
84,137,70
70,-7,78
78,120,66
66,31,88
88,961,32
32,409,89
89,320,66
66,192,73
73,233,89
89,288,90
90,-71,16
16,1408,32
32,153,75
75,776,66
66,80,8
8,448,78
78,192,70
70,40,219
219,648,66
66,136,8
8,96,8
8,584,219
219,272,70
70,191,86
86,-49,16
16,800,13
13,208,66
66,528,8
8,480,13
13,953,75
75,96,70
70,-88,68
68,216,66
66,97,88
88,160,69
69,97,68
68,241,80
80,681,74
74,177,32
32,73,66
66,64,8
8,464,69
69,32,75
75,96,74
74,97,72
72,-64,16
16,336,13
13,609,16
55,-55,55
16,200,87
87,209,90
90,352,67
67,32,84
84,113,86
86,-71,16
16,458,32
32,161,78
78,249,190
190,216,70
70,41,76
76,112,186
186,441,74
74,113,188
188,153,74
74,161,68
68,273,67
67,33,74
74,160,32
32,143,54
54,-80,16
16,71,8
8,1377,32
32,105,66
66,80,86
86,105,90
90,225,8
8,73,8
8,320,90
90,-39,67
67,81,77
77,560,80
80,240,69
69,39,72
72,232,76
76,185,32
32,97,66
66,105,86
86,33,83
83,24,89
89,137,77
77,81,75
75,105,70
70,65,78
78,80,67
67,265,74
74,400,32
32,65,67
67,144,32
32,88,84
84,34,78
78,80,67
67,160,84
84,112,86
86,184,68
68,40,32
32,185,54
54,-48,16
16,135,8
8,184,16
16,192,32
32,120,66
66,176,32
32,296,69
69,32,89
89,136,66
66,34,68
68,480,32
32,696,190
190,784,74
74,24,68
68,-80,67
67,336,32
32,128,78
78,232,190
190,200,70
70,-48,86
86,26,66
66,104,89
89,184,74
74,26,71
71,368,32
32,112,66
66,12,82
82,72,66
66,72,88
88,96,77
77,97,75
75,81,70
70,88,86
86,-56,16
16,304,32
32,3809,16
55,-64,55
16,744,67
67,65,74
74,1376,8
8,88,8
8,289,16
16,432,67
67,152,69
69,161,70
70,49,219
219,489,32
32,26,81
81,33,66
66,177,79
79,536,74
74,105,78
78,32,67
67,121,70
70,26,89
89,313,32
32,65,90
90,-47,67
67,185,8
8,728,77
77,88,75
75,145,70
70,105,88
88,345,70
70,184,89
89,841,32
32,89,84
84,49,72
72,153,66
66,169,8
8,792,84
84,8,86
86,2152,32
32,2024,32
32,95,68
68,-96,16
16,7,8
8,387,68
68,88,32
32,88,16
55,-64,55
8,-80,8
16,152,16
54,-64,54
16,189,77
77,128,67
67,64,66
66,152,75
75,112,70
70,32,188
188,144,66
66,144,73
73,184,8
8,328,85
85,192,74
74,184,32
32,128,74
74,80,82
82,27,74
74,152,188
188,393,69
69,104,75
75,233,85
85,417,66
66,104,89
89,128,74
74,185,32
32,168,74
74,88,16
89,-63,89
16,136,32
32,209,16
55,-48,55
16,98,89
89,96,84
84,104,186
186,241,69
69,113,89
89,193,32
32,81,84
84,33,89
89,192,32
32,16,69
69,49,86
86,129,74
74,89,82
82,-7,66
66,112,89
89,240,32
32,121,77
77,113,72
72,81,84
84,-7,71
71,73,84
84,103,78
78,1560,32
32,137,87
87,177,90
90,128,67
67,73,84
84,97,16
86,-71,86
16,81,8
8,384,86
86,33,32
32,105,74
74,13,78
78,187,88
88,57,32
32,143,54
54,-71,16
16,89,8
8,401,32
32,97,68
68,33,66
66,137,73
73,209,84
84,33,72
72,745,32
32,184,16
54,-64,54
16,1185,74
74,88,85
85,56,84
84,185,32
32,104,77
77,120,78
78,382,70
70,264,86
86,208,81
81,120,74
74,48,71
71,-7,32
32,104,75
75,128,66
66,152,73
73,72,84
84,41,72
72,512,8
8,97,8
8,73,8
8,63,8
8,88,8
8,88,8
8,96,8
8,2984,8
8,808,71
71,1312,32
32,136,75
75,168,66
66,169,73
73,16,84
84,-41,72
72,504,8
8,521,84
84,56,71
71,104,32
32,121,89
89,104,16
74,-71,74
16,64,8
8,144,16
16,160,74
74,136,32
32,138,16
55,-71,55
16,632,87
87,128,90
90,176,67
67,89,84
84,129,16
86,-71,86
16,224,32
32,377,8
8,353,8
8,1705,32
32,137,74
74,105,75
75,81,83
83,33,188
188,128,32
32,97,74
74,73,78
78,201,222
222,-47,16
16,109,32
32,145,16
55,-63,55
16,313,8
8,97,8
8,3096,37
37,377,32
32,200,39
39,608,39
39,72,39
39,65,39
39,486,84
84,104,8
8,416,8
8,296,221
221,144,37
37,344,37
37,80,37
37,80,37
37,432,32
32,306,16
54,-71,54
16,280,69
69,191,8
8,481,84
84,56,67
67,56,69
69,24,75
75,528,32
32,26,68
68,26,32
32,8,90
90,-48,67
67,-40,77
77,80,78
78,96,66
66,91,78
78,41,84
84,130,68
68,-32,67
67,144,32
32,96,74
74,89,78
78,104,32
32,88,74
74,88,78
78,40,88
88,208,32
32,136,82
82,-23,70
70,-40,82
82,2432,32
32,128,54
54,-32,16
16,240,66
66,81,8
8,448,70
70,56,75
75,56,84
84,8,76
76,193,66
66,113,68
68,-55,69
69,72,32
32,89,66
66,96,89
89,27,74
74,169,16
16,6103,32
32,113,16
54,-63,54
16,223,8
8,81,8
8,825,32
32,353,16
191,-71,191
16,128,77
77,72,78
78,82,66
66,152,76
76,145,74
74,176,219
219,265,69
69,1393,32
32,104,77
77,41,67
67,128,66
66,136,73
73,1360,68
68,-39,70
70,-1,72
72,152,188
188,104,74
74,633,67
67,-72,16
16,296,32
32,231,16
55,-63,55
16,215,69
69,544,188
188,152,83
83,120,72
72,304,32
32,80,66
66,136,75
75,176,66
66,81,68
68,25,74
74,1,75
75,152,32
32,72,66
66,56,88
88,1,74
74,88,89
89,152,32
32,112,74
74,160,76
76,1184,32
32,376,70
70,28,85
85,25,69
69,32,72
72,192,76
76,984,32
32,56,70
70,-56,82
82,81,66
66,57,88
88,24,77
77,88,75
75,440,70
70,-48,86
86,104,32
32,40,70
70,-123,68
68,177,76
76,-31,16
16,464,13
13,472,78
78,80,84
84,41,186
186,113,190
190,97,67
67,-71,16
16,1545,13
13,273,55
55,-47,16
16,304,66
66,201,80
80,401,70
70,705,89
89,464,84
84,160,82
82,153,73
73,442,16
70,-63,70
16,232,32
32,64,70
70,34,85
85,153,86
86,65,68
68,497,76
76,161,190
190,129,16
75,-71,75
16,1073,32
32,81,66
66,0,82
82,49,80
80,201,70
70,-48,82
82,89,67
67,144,32
32,80,86
86,232,70
70,-88,68
68,80,66
66,88,78
78,96,74
74,48,86
86,632,32
32,96,74
74,64,71
71,544,32
32,168,70
70,-47,68
68,88,74
74,136,67
67,48,74
74,160,89
89,-40,16
16,177,32
32,288,70
70,72,72
72,104,78
78,25,84
84,144,71
71,-40,16
16,232,32
32,56,70
70,8,72
72,432,84
84,168,67
67,416,67
67,224,66
66,320,186
186,616,84
84,28,72
72,496,32
32,56,86
86,40,77
77,72,75
75,176,66
66,96,65
65,437,20
8,-72,8
8,-80,8
8,-80,8
8,-71,8
8,-88,8
8,-64,8
8,-72,8
8,-72,8
8,-56,8
8,-72,8
8,-79,8
84,-79,84
67,-88,67
66,-64,66
186,-64,186
84,-79,84
72,-71,72
32,-63,32
86,-64,86
77,-79,77
75,-56,75
66,-79,66
20,898,32
32,112,81
81,153,83
83,89,89
89,80,89
89,177,74
74,144,66
66,105,87
87,305,70
70,-95,82
82,120,66
66,193,75
75,113,71
71,113,66
66,129,78
78,129,77
77,81,75
75,217,69
69,137,86
86,225,32
32,81,81
81,48,66
66,89,82
82,33,67
67,105,78
78,153,84
84,161,68
68,41,74
74,217,67
67,768,32
32,96,87
87,233,90
90,129,67
67,152,84
84,64,86
86,121,32
32,57,81
81,289,83
83,56,89
89,80,89
89,144,84
84,39,76
76,289,70
70,33,72
72,88,82
82,256,69
69,-71,16
16,1712,13
13,249,32
32,272,87
87,595,90
90,192,67
67,160,84
84,56,86
86,88,32
32,41,81
81,129,83
83,88,89
89,72,89
89,120,84
84,80,76
76,552,70
70,57,72
72,136,82
82,248,69
69,-104,16
