down,up,timedelta
79,70,-17
83,16,-23
78,82,-23
69,79,-30
84,83,-25
16,78,-16
32,69,-18
190,84,-18
84,16,-21
69,32,-28
89,190,-23
32,84,-25
83,69,-21
76,89,-17
79,32,-25
79,83,-16
84,76,-26
32,79,-25
69,79,-25
83,84,-31
79,32,-17
72,69,-22
84,83,-17
32,79,-17
68,72,-31
69,84,-29
67,32,-34
82,68,-28
85,69,-20
79,67,-27
83,82,-21
173,85,-24
78,79,-21
69,83,-17
80,173,-24
79,78,-17
32,69,-16
84,80,-15
0,79,-23
78,32,-38
83,84,-38
65,0,-37
72,78,-19
32,83,-19
69,65,-19
76,72,-32
71,32,-31
79,69,-34
79,76,-27
71,71,-19
16,79,-17
32,79,-19
84,71,-19
85,16,-26
66,32,-23
32,84,-19
188,85,-26
71,66,-20
78,32,-23
73,188,-17
84,71,-14
70,78,-21
73,73,-16
76,84,-21
32,70,-14
89,73,-14
86,76,-13
65,32,-37
69,89,-41
72,86,-44
32,65,-45
69,69,-26
72,72,-23
84,32,-27
32,69,-21
82,72,-16
79,84,-25
70,32,-25
32,82,-29
78,79,-25
73,70,-18
65,32,-23
82,78,-15
66,73,-24
16,65,-20
32,82,-24
69,66,-24
76,16,-34
71,32,-20
79,69,-25
79,76,-18
71,71,-19
16,79,-12
32,79,-11
89,71,-11
66,16,-20
32,32,-15
68,89,-38
69,66,-37
83,32,-42
85,68,-33
32,69,-20
78,83,-25
69,85,-18
72,32,-23
84,78,-23
32,69,-24
83,72,-32
73,84,-23
32,32,-24
72,83,-23
80,73,-21
65,32,-28
82,72,-24
71,80,-25
32,65,-21
76,82,-15
65,71,-20
78,32,-14
79,76,-18
73,65,-14
84,78,-13
65,79,-14
84,73,-11
85,84,-20
80,65,-21
77,84,-46
79,85,-56
67,80,-48
32,77,-53
69,79,-22
72,67,-24
84,32,-22
32,69,-21
188,72,-25
77,84,-22
69,32,-19
84,188,-23
83,77,-21
89,69,-26
83,84,-21
79,83,-16
67,89,-17
69,83,-14
32,79,-25
83,67,-20
0,69,-32
69,32,-30
76,83,-39
71,0,-39
79,69,-23
79,76,-17
71,71,-15
16,79,-13
32,79,-22
78,71,-22
73,16,-29
16,32,-13
32,78,-12
190,73,-7
83,16,-16
75,32,-17
82,190,-37
79,83,-30
87,75,-35
84,82,-17
69,79,-22
78,87,-26
32,84,-27
76,69,-32
65,78,-29
82,32,-23
85,76,-22
69,65,-20
78,82,-24
32,85,-17
70,69,-14
79,78,-19
32,32,-12
84,70,-19
78,79,-15
69,32,-15
77,84,-14
69,78,-8
71,69,-8
78,77,-8
65,69,-7
82,71,-7
82,78,-7
65,65,-59
32,82,-60
87,82,-61
69,65,-66
78,32,-16
32,87,-33
65,69,-35
32,78,-35
72,32,-41
84,65,-22
73,32,-25
87,72,-21
32,84,-18
71,73,-23
78,87,-16
73,32,-15
84,71,-9
78,78,-10
69,73,-34
77,84,-38
73,78,-43
82,69,-22
69,77,-18
80,73,-23
88,82,-15
69,69,-20
32,80,-16
69,88,-16
82,69,-16
0,32,-12
85,69,-21
79,82,-31
89,0,-31
32,85,-21
69,79,-9
77,89,-9
73,32,-8
84,69,-8
32,77,-42
89,73,-63
82,84,-67
69,32,-72
86,89,-41
69,82,-21
32,69,-25
78,86,-21
79,69,-22
73,32,-19
84,78,-15
65,79,-27
71,73,-27
65,84,-30
80,65,-24
79,71,-14
82,65,-13
80,80,-24
75,79,-29
67,82,-34
65,80,-35
66,75,-24
32,67,-17
70,65,-14
79,66,-23
32,32,-21
78,70,-26
79,79,-14
73,32,-14
84,78,-16
65,79,-16
73,73,-40
82,84,-36
65,65,-42
86,73,-22
32,82,-24
87,65,-22
69,86,-21
78,32,-26
32,87,-25
65,69,-18
32,78,-22
69,32,-21
68,65,-24
79,32,-18
67,69,-14
173,68,-16
68,79,-15
78,67,-22
65,173,-16
72,68,-18
32,78,-39
79,65,-34
84,72,-41
32,32,-22
69,79,-25
86,84,-24
65,32,-19
72,69,-28
32,86,-23
79,65,-25
84,72,-23
32,32,-20
84,79,-26
78,84,-22
65,32,-24
87,84,-24
32,78,-25
84,65,-29
0,87,-31
78,32,-41
79,84,-36
68,0,-36
32,78,-28
85,79,-25
79,68,-29
89,32,-23
32,85,-17
69,79,-22
83,89,-14
85,32,-22
65,69,-20
67,83,-31
69,85,-36
66,65,-27
32,67,-31
84,69,-18
78,66,-17
65,32,-24
84,84,-26
82,78,-31
79,65,-26
80,84,-19
77,82,-23
73,79,-21
32,80,-26
83,77,-22
73,73,-18
32,32,-23
78,83,-21
79,73,-25
73,32,-18
84,78,-24
65,79,-24
73,73,-23
84,84,-28
78,65,-15
69,73,-19
82,84,-15
69,78,-14
70,69,-33
70,82,-34
73,69,-40
68,70,-34
32,70,-24
67,73,-23
73,68,-19
84,32,-25
65,67,-18
77,73,-21
79,84,-14
84,65,-11
85,77,-17
65,79,-13
16,84,-12
32,85,-33
190,65,-38
78,16,-45
79,32,-40
73,190,-19
84,78,-26
65,79,-19
73,73,-22
84,84,-15
78,65,-13
69,73,-26
82,84,-23
69,78,-35
70,69,-29
70,82,-26
73,69,-21
68,70,-16
32,70,-20
67,73,-14
73,68,-14
84,32,-15
65,67,-14
77,73,-37
79,84,-38
84,65,-42
85,77,-33
65,79,-23
32,84,-27
83,85,-20
77,65,-26
82,32,-22
79,83,-20
70,77,-28
82,82,-22
69,79,-26
80,70,-20
32,82,-16
68,69,-25
78,80,-23
65,32,-27
32,68,-21
48,78,-14
16,65,-12
83,32,-11
69,48,-13
67,16,-20
73,83,-17
82,69,-37
84,67,-37
65,73,-42
77,82,-44
32,84,-21
69,65,-26
82,77,-20
65,32,-20
32,69,-14
90,82,-12
32,65,-17
68,32,-16
78,90,-23
65,32,-22
32,68,-25
88,78,-41
32,65,-37
69,32,-40
82,88,-22
69,32,-18
72,69,-25
87,82,-23
32,69,-26
48,72,-21
16,87,-15
88,32,-17
57,48,-12
16,16,-12
68,88,-11
73,57,-12
79,16,-15
77,68,-36
71,73,-37
73,79,-42
83,77,-45
32,71,-20
61,73,-26
32,83,-24
90,32,-26
32,61,-23
83,32,-20
65,90,-27
32,32,-22
72,83,-23
67,65,-18
85,32,-13
83,72,-20
32,67,-16
83,85,-31
78,83,-32
79,32,-31
73,83,-31
84,78,-21
65,79,-26
82,73,-24
69,84,-24
80,65,-23
79,82,-19
32,69,-25
88,80,-23
73,79,-25
82,32,-23
84,88,-21
65,73,-26
77,82,-23
32,84,-24
70,65,-20
79,77,-17
32,32,-25
83,70,-23
69,79,-28
73,32,-24
82,83,-17
69,69,-20
83,73,-14
32,82,-13
65,69,-9
32,83,-8
190,32,-7
71,65,-37
190,32,-44
69,190,-46
57,71,-18
16,190,-15
32,69,-22
72,57,-24
80,16,-32
65,32,-20
82,72,-16
71,80,-22
32,65,-22
76,82,-27
65,71,-18
78,32,-16
79,76,-12
73,65,-12
84,78,-17
65,79,-15
84,73,-40
85,84,-42
80,65,-45
77,84,-49
79,85,-21
67,80,-27
32,77,-24
65,79,-24
32,67,-23
83,32,-19
69,65,-23
84,32,-15
65,83,-31
82,69,-31
69,84,-34
78,65,-27
69,82,-20
71,69,-21
32,78,-14
87,69,-19
79,71,-15
76,32,-32
70,87,-41
16,79,-33
82,76,-37
79,70,-19
70,16,-21
83,82,-26
78,79,-23
69,70,-24
84,83,-20
16,78,-14
32,69,-14
188,84,-18
79,16,-20
78,32,-32
65,188,-24
69,79,-28
72,78,-19
84,65,-16
16,69,-15
32,72,-24
69,84,-24
75,16,-30
73,32,-15
76,69,-19
16,75,-13
190,73,-12
83,76,-22
82,16,-26
69,190,-41
72,83,-39
67,82,-41
82,69,-33
65,72,-18
69,67,-22
83,82,-15
69,65,-18
82,69,-13
32,83,-15
79,69,-23
84,82,-20
32,32,-37
76,79,-33
79,84,-35
79,32,-37
84,76,-16
32,79,-20
87,79,-13
69,84,-21
78,32,-22
32,87,-20
65,69,-42
32,78,-35
71,32,-43
78,65,-23
73,32,-25
86,71,-23
73,78,-19
71,73,-23
32,86,-20
83,73,-17
0,71,-24
84,32,-37
73,83,-32
16,0,-29
32,84,-12
190,73,-11
69,16,-13
82,32,-14
65,190,-13
87,69,-32
84,82,-37
70,65,-42
79,87,-33
83,84,-18
32,70,-22
69,79,-14
83,83,-17
73,32,-13
82,69,-12
80,83,-15
82,73,-18
69,82,-46
84,80,-41
78,82,-48
69,69,-25
32,84,-25
69,78,-23
67,69,-18
82,32,-27
85,69,-22
79,67,-25
83,82,-19
173,85,-15
78,79,-27
69,83,-22
80,173,-31
79,78,-24
32,69,-27
71,80,-21
78,79,-13
73,32,-19
84,71,-15
82,78,-33
79,73,-34
80,84,-39
80,82,-41
85,79,-20
83,80,-26
32,80,-21
70,85,-22
79,83,-16
32,32,-14
83,70,-18
83,79,-14
69,32,-33
78,83,-35
73,83,-39
83,69,-35
85,78,-20
66,73,-26
32,83,-22
69,85,-22
72,66,-18
84,32,-13
32,69,-20
79,72,-17
84,84,-30
78,32,-31
73,79,-31
32,84,-38
79,78,-22
71,73,-25
32,32,-23
76,79,-20
76,71,-26
73,32,-21
87,76,-23
32,76,-18
69,73,-15
76,87,-27
71,32,-23
79,69,-30
79,76,-23
71,71,-28
16,79,-27
32,79,-17
84,71,-17
65,16,-23
72,32,-16
84,84,-26
32,65,-30
89,72,-28
76,84,-33
69,32,-23
75,89,-24
73,76,-24
76,69,-20
78,75,-25
85,73,-22
32,76,-26
83,78,-20
0,85,-29
84,32,-43
73,83,-38
32,0,-43
68,84,-20
78,73,-13
65,32,-18
32,68,-15
188,78,-36
68,65,-42
69,32,-41
84,188,-45
82,68,-21
79,69,-27
80,84,-24
80,82,-24
85,79,-23
83,80,-19
32,80,-26
89,85,-20
76,83,-25
76,32,-19
65,89,-16
73,76,-22
67,76,-15
82,65,-30
69,73,-31
77,67,-36
77,82,-38
79,69,-18
67,77,-21
32,77,-15
84,79,-14
79,67,-16
78,32,-32
32,84,-39
83,79,-35
73,78,-43
32,32,-23
87,83,-23
79,73,-23
76,32,-21
70,87,-26
16,79,-17
82,76,-18
79,70,-17
83,16,-22
78,82,-18
69,79,-21
84,83,-14
16,78,-11
190,69,-12
68,84,-11
69,16,-22
90,190,-22
73,68,-45
77,69,-42
73,90,-44
84,73,-23
80,77,-20
79,73,-25
32,84,-23
83,80,-25
73,79,-24
32,32,-20
87,83,-26
79,73,-23
76,32,-24
70,87,-23
16,79,-16
82,76,-16
79,70,-15
83,16,-16
78,82,-18
69,79,-15
84,83,-30
16,78,-30
32,69,-32
72,84,-36
67,16,-41
73,32,-20
72,72,-26
87,67,-22
32,73,-24
78,72,-22
79,87,-21
32,32,-24
188,78,-17
83,79,-19
69,32,-15
67,188,-15
73,83,-34
86,69,-31
82,67,-36
69,73,-21
83,86,-16
32,82,-22
68,69,-22
85,83,-29
79,32,-26
76,68,-24
67,85,-23
16,79,-17
32,76,-17
69,67,-18
76,16,-21
71,32,-21
79,69,-15
79,76,-12
71,71,-18
16,79,-12
32,79,-12
79,71,-31
84,16,-37
32,32,-44
87,79,-35
65,84,-23
82,32,-23
68,87,-21
32,65,-26
76,82,-21
65,68,-24
78,32,-23
79,76,-20
73,65,-26
84,78,-20
73,79,-18
68,73,-28
68,84,-25
65,73,-29
32,68,-23
78,68,-22
65,65,-22
32,32,-22
71,78,-28
78,65,-24
73,32,-22
84,71,-23
65,78,-20
69,73,-26
82,84,-19
67,65,-19
32,69,-14
68,82,-13
78,67,-17
65,32,-15
32,68,-37
188,78,-43
71,65,-42
78,32,-31
73,188,-21
78,71,-27
82,78,-23
65,73,-27
69,78,-21
76,82,-21
32,65,-23
80,69,-18
69,76,-28
69,32,-29
68,80,-26
32,69,-33
72,69,-23
67,68,-23
65,32,-20
79,72,-16
82,67,-18
80,65,-13
80,79,-25
65,82,-29
32,80,-30
83,80,-37
82,65,-19
69,32,-27
69,83,-25
78,82,-29
73,69,-25
71,69,-19
78,78,-23
69,73,-17
32,71,-20
69,78,-15
82,69,-16
65,32,-34
87,69,-31
84,82,-36
70,65,-23
79,87,-23
83,84,-20
32,70,-16
87,79,-18
79,83,-13
72,32,-14
32,87,-14
71,79,-16
78,72,-38
73,32,-39
90,71,-43
73,78,-34
68,73,-24
82,90,-27
65,73,-20
68,68,-23
78,82,-18
65,65,-16
84,68,-24
83,78,-28
32,65,-33
188,84,-25
69,83,-22
76,32,-19
66,188,-15
65,69,-26
69,76,-25
82,66,-29
65,65,-21
72,69,-13
83,82,-17
32,65,-13
69,72,-19
68,83,-15
79,32,-15
67,69,-13
32,68,-13
0,79,-38
83,67,-56
82,32,-58
69,0,-52
72,83,-26
67,82,-24
82,69,-30
65,72,-29
69,67,-21
83,82,-28
69,65,-20
82,69,-21
32,83,-17
82,69,-15
73,82,-19
69,32,-19
72,82,-23
84,73,-21
32,69,-22
71,72,-38
78,84,-35
73,32,-38
75,71,-17
65,78,-13
77,73,-12
32,75,-15
188,65,-21
71,77,-18
78,32,-39
73,188,-37
84,71,-40
73,78,-33
85,73,-21
82,84,-26
67,73,-23
69,85,-24
82,82,-19
32,67,-15
69,69,-17
66,82,-12
32,32,-14
79,69,-9
84,66,-8
32,32,-7
83,79,-7
77,84,-7
69,32,-46
69,83,-56
83,77,-61
32,69,-26
87,69,-19
79,83,-24
76,32,-18
70,87,-23
82,79,-20
79,76,-19
83,70,-31
78,82,-27
69,79,-30
84,83,-20
16,78,-11
32,69,-6
72,84,-11
84,16,-12
73,32,-19
87,72,-16
32,84,-16
76,73,-13
65,87,-22
79,32,-29
71,76,-52
32,65,-58
68,79,-47
69,71,-47
71,32,-20
68,68,-22
69,69,-22
76,71,-22
87,68,-27
79,69,-28
78,76,-24
75,87,-22
67,79,-24
65,78,-23
32,75,-18
83,67,-17
0,65,-12
69,32,-31
76,83,-28
71,0,-29
79,69,-25
79,76,-10
71,71,-14
16,79,-10
190,79,-10
83,71,-6
79,16,-9
71,190,-10
76,83,-9
65,79,-24
32,71,-24
82,76,-28
69,65,-18
72,32,-12
84,82,-9
79,69,-7
32,72,-8
68,84,-8
78,79,-8
65,32,-9
32,68,-8
71,78,-8
78,65,-7
73,32,-7
78,71,-11
82,78,-18
65,73,-101
69,78,-102
76,82,-95
32,65,-13
84,69,-30
78,76,-41
69,32,-45
77,84,-49
69,78,-22
67,69,-26
82,77,-22
79,69,-22
70,67,-19
78,82,-23
73,79,-29
69,70,-21
82,78,-19
32,73,-13
84,69,-13
82,82,-31
79,32,-33
80,84,-38
80,82,-33
85,79,-21
83,80,-19
32,80,-16
79,85,-28
84,83,-27
32,32,-32
83,79,-24
76,84,-16
79,32,-18
79,83,-15
84,76,-20
32,79,-18
83,79,-16
65,84,-32
72,32,-32
32,83,-37
89,65,-31
76,72,-20
76,32,-23
65,89,-22
85,76,-25
84,76,-23
67,65,-23
65,85,-22
32,84,-22
87,67,-25
79,65,-22
76,32,-19
70,87,-26
16,79,-17
82,76,-16
79,70,-13
83,16,-16
78,82,-11
69,79,-7
84,83,-7
16,78,-5
32,69,-18
190,84,-20
71,16,-49
78,32,-42
73,190,-47
78,71,-35
82,78,-24
65,73,-24
69,78,-21
76,82,-24
32,65,-18
80,69,-15
69,76,-14
69,32,-13
68,80,-19
32,69,-17
78,69,-39
65,68,-37
72,32,-41
84,78,-24
32,65,-21
69,72,-25
82,84,-24
79,32,-24
77,69,-24
32,82,-22
84,79,-25
85,77,-24
79,32,-23
66,84,-23
65,85,-21
32,79,-25
83,66,-23
73,65,-23
32,32,-23
87,83,-21
79,73,-25
76,32,-23
70,87,-23
16,79,-16
82,76,-16
79,70,-16
83,16,-22
78,82,-14
69,79,-18
84,83,-15
16,78,-12
190,69,-14
84,84,-11
69,16,-12
78,190,-13
16,84,-7
88,69,-7
77,78,-8
16,16,-7
32,88,-9
68,77,-8
78,16,-31
65,32,-30
32,68,-29
75,78,-30
16,65,-7
84,32,-8
16,75,-6
78,16,-8
16,84,-6
67,16,-8
16,78,-6
32,16,-7
83,67,-11
65,16,-70
32,32,-73
72,83,-73
67,65,-32
85,32,-31
83,72,-36
32,67,-31
83,85,-23
75,83,-22
82,32,-19
79,83,-21
87,75,-15
69,82,-17
77,79,-12
65,87,-12
82,69,-10
70,77,-7
32,65,-7
82,82,-38
69,70,-40
72,32,-51
84,82,-30
79,69,-34
32,72,-36
78,84,-21
65,79,-22
72,32,-18
84,78,-18
32,65,-17
82,72,-24
69,84,-22
87,32,-18
79,82,-13
76,69,-7
83,87,-7
32,79,-6
89,76,-6
76,83,-7
76,32,-7
65,89,-51
67,76,-64
73,76,-65
84,65,-25
65,67,-16
77,73,-14
65,84,-31
82,65,-30
68,77,-33
32,65,-20
83,82,-16
78,68,-23
85,32,-22
82,83,-26
32,78,-14
87,85,-12
79,82,-25
76,32,-27
70,87,-33
16,79,-31
82,76,-11
79,70,-12
83,16,-15
78,82,-27
69,79,-33
84,83,-31
16,78,-29
190,69,-14
83,84,-12
69,16,-18
73,190,-15
84,83,-34
73,69,-40
78,73,-39
85,84,-32
77,73,-21
77,78,-25
79,85,-23
67,77,-19
32,77,-23
65,79,-18
76,67,-18
65,32,-13
67,65,-12
83,76,-9
16,65,-7
32,67,-6
68,83,-6
78,16,-7
65,32,-36
32,68,-47
65,78,-52
86,65,-27
65,32,-24
74,65,-13
16,86,-12
32,65,-11
69,74,-12
72,16,-34
84,32,-35
32,69,-42
82,72,-32
79,84,-23
70,32,-24
32,82,-22
78,79,-26
79,70,-25
73,32,-26
84,78,-25
85,79,-25
76,73,-27
79,84,-19
83,85,-20
32,76,-14
65,79,-11
32,83,-14
83,32,-14
73,65,-36
72,32,-38
84,83,-43
32,73,-34
82,72,-23
69,84,-22
68,32,-18
73,82,-25
83,69,-23
78,68,-25
79,73,-22
67,83,-16
32,78,-17
84,79,-14
79,67,-31
78,32,-33
32,84,-37
79,79,-31
68,78,-17
32,32,-21
69,79,-15
87,68,-27
32,32,-29
188,69,-29
69,87,-36
76,32,-23
66,188,-23
65,69,-23
84,76,-20
83,66,-27
32,65,-24
68,84,-25
69,83,-23
82,32,-19
69,68,-26
68,69,-23
73,82,-25
83,69,-24
78,68,-23
79,73,-22
67,83,-17
32,78,-18
89,79,-12
76,67,-11
84,32,-15
78,89,-16
69,76,-38
82,84,-38
82,78,-42
85,69,-33
67,82,-19
32,82,-23
84,85,-22
79,67,-24
78,32,-22
32,84,-21
83,79,-25
73,78,-20
32,32,-19
84,83,-16
73,73,-12
32,32,-15
73,84,-12
16,73,-9
80,32,-23
16,73,-26
65,16,-34
16,80,-32
32,16,-36
65,65,-22
86,16,-29
65,32,-23
74,65,-18
16,86,-12
32,65,-9
65,74,-11
32,16,-14
82,32,-32
79,65,-35
70,32,-39
32,82,-34
84,79,-22
82,70,-26
79,32,-20
80,84,-21
80,82,-17
85,79,-13
83,80,-16
32,80,-16
76,85,-32
65,83,-33
84,32,-37
78,76,-34
69,65,-21
77,84,-25
73,78,-22
82,69,-23
69,77,-19
80,73,-15
88,82,-27
69,69,-23
32,80,-29
83,88,-21
73,69,-21
32,32,-26
69,83,-14
82,73,-27
69,32,-31
72,69,-34
84,82,-27
32,69,-17
72,72,-24
71,84,-24
85,32,-27
79,72,-29
72,71,-25
84,85,-26
76,79,-16
65,72,-16
16,84,-10
32,76,-11
190,65,-30
82,16,-38
69,32,-38
84,190,-42
83,82,-19
65,69,-22
70,84,-15
32,83,-13
78,65,-14
85,70,-32
82,32,-39
32,78,-36
84,85,-40
73,82,-16
32,32,-16
83,84,-11
69,73,-12
75,32,-14
65,83,-15
77,69,-41
32,75,-41
84,65,-47
65,77,-35
72,32,-23
84,84,-21
32,65,-16
69,72,-18
78,84,-15
73,32,-29
71,69,-31
78,78,-35
69,73,-35
32,71,-16
61,78,-17
16,69,-10
61,32,-12
16,61,-9
67,16,-8
16,61,-5
220,16,-7
16,67,-4
67,16,-12
16,220,-21
32,16,-27
65,67,-30
32,16,-34
82,32,-43
69,65,-42
86,32,-45
79,82,-30
32,69,-19
73,86,-18
16,79,-15
80,32,-33
16,73,-26
65,16,-30
16,80,-12
32,16,-19
78,65,-19
79,16,-25
72,32,-23
84,78,-22
89,79,-25
80,72,-23
16,84,-17
32,89,-17
65,80,-17
32,16,-21
72,32,-24
84,65,-17
73,32,-18
87,72,-15
32,84,-14
78,73,-31
69,87,-32
84,32,-37
84,78,-32
73,69,-20
82,84,-21
87,84,-16
32,73,-19
83,82,-13
73,87,-13
32,32,-14
87,83,-15
79,73,-14
76,32,-10
70,87,-15
16,79,-13
82,76,-19
79,70,-29
83,16,-36
78,82,-58
69,79,-58
84,83,-47
16,78,-39
32,69,-19
188,84,-18
83,16,-26
75,32,-23
82,188,-24
79,83,-20
87,75,-14
69,82,-12
77,79,-8
65,87,-8
82,69,-13
70,77,-12
32,65,-13
71,82,-10
78,70,-11
73,32,-10
78,71,-16
82,78,-16
65,73,-19
69,78,-22
76,82,-21
173,65,-28
80,69,-32
69,76,-47
69,173,-46
68,80,-44
32,69,-31
84,69,-55
83,68,-55
79,32,-66
77,84,-44
32,83,-41
69,79,-17
75,77,-13
73,32,-14
76,69,-13
16,75,-11
190,73,-9
77,76,-7
69,16,-8
76,190,-8
66,77,-7
79,69,-7
82,76,-6
80,66,-7
32,79,-12
69,82,-11
72,80,-12
84,32,-45
32,69,-46
78,72,-56
79,84,-44
32,32,-65
71,78,-63
78,79,-69
73,32,-42
75,71,-41
82,78,-23
79,73,-20
87,75,-17
32,82,-14
83,79,-14
0,87,-12
84,32,-16
73,83,-36
32,0,-39
83,84,-44
89,73,-65
65,32,-48
83,83,-44
32,89,-47
69,65,-20
76,83,-24
71,32,-23
79,69,-23
79,76,-28
71,71,-19
16,79,-12
32,79,-12
190,71,-12
83,16,-29
76,32,-30
79,190,-29
79,83,-33
84,76,-13
32,79,-15
71,79,-10
78,84,-11
73,32,-11
78,71,-9
82,78,-43
65,73,-49
69,78,-56
76,82,-55
32,65,-22
80,69,-22
69,76,-21
69,32,-25
68,80,-21
32,69,-21
84,69,-17
82,68,-12
65,32,-16
32,84,-12
69,82,-12
