down,up,timedelta
72,65,-14
84,32,-16
32,69,-43
70,72,-43
79,84,-47
32,32,-34
69,70,-23
84,79,-23
65,32,-22
84,69,-25
83,84,-23
32,65,-23
69,84,-21
72,83,-15
84,32,-18
32,69,-13
83,72,-14
65,84,-11
32,32,-11
71,83,-19
78,65,-23
79,32,-47
76,71,-47
32,78,-51
83,79,-35
65,76,-24
32,32,-24
88,83,-22
52,65,-23
32,32,-23
83,88,-24
69,52,-24
75,32,-21
65,83,-25
84,69,-21
32,75,-21
70,65,-18
16,84,-15
84,32,-20
16,70,-14
32,16,-19
190,84,-15
69,16,-22
83,32,-19
78,190,-16
69,69,-12
83,83,-9
32,78,-16
89,69,-18
82,83,-37
69,32,-36
86,89,-53
69,82,-41
32,69,-40
78,86,-25
73,69,-19
32,32,-19
89,78,-14
76,73,-14
84,32,-10
83,89,-11
79,76,-16
67,84,-16
32,83,-16
83,79,-12
73,67,-30
32,32,-33
83,83,-60
69,73,-52
67,32,-51
73,83,-29
82,69,-15
84,67,-14
65,73,-20
77,82,-30
32,84,-26
69,65,-34
71,77,-16
82,32,-17
65,69,-24
76,71,-19
32,82,-35
89,65,-31
82,76,-39
69,32,-21
86,89,-24
32,82,-16
71,69,-14
78,86,-31
73,32,-31
89,71,-36
80,78,-31
79,73,-23
67,89,-20
16,80,-15
32,79,-12
190,67,-21
84,16,-22
73,32,-24
32,190,-15
78,84,-13
79,73,-18
32,32,-35
78,78,-41
79,79,-37
73,32,-43
84,78,-22
65,79,-24
82,73,-24
69,84,-22
80,65,-21
79,82,-16
32,69,-17
78,80,-12
65,79,-12
32,32,-12
77,78,-7
82,65,-11
79,32,-10
70,77,-44
82,82,-54
69,79,-58
80,70,-48
32,82,-30
79,69,-26
84,80,-23
32,32,-24
82,79,-24
69,84,-24
68,32,-23
82,82,-22
79,69,-25
32,68,-24
78,82,-23
73,79,-24
32,32,-23
88,78,-25
73,73,-23
82,32,-23
84,88,-19
65,73,-15
77,82,-15
32,84,-10
65,65,-16
32,77,-13
89,32,-14
80,65,-14
79,32,-12
67,89,-12
32,80,-13
79,79,-22
84,67,-25
32,32,-52
85,79,-56
79,84,-72
89,32,-59
32,85,-49
83,79,-25
69,89,-23
67,32,-23
82,83,-22
79,69,-23
70,67,-18
32,82,-13
84,79,-12
85,70,-11
66,32,-13
32,84,-10
188,85,-15
83,66,-16
78,32,-18
79,188,-32
73,83,-32
84,78,-55
65,79,-48
82,73,-49
69,84,-32
80,65,-23
79,82,-22
32,69,-19
88,80,-25
73,79,-23
82,32,-25
84,88,-22
65,73,-21
77,82,-26
32,84,-25
0,65,-30
69,77,-37
78,32,-37
73,0,-37
76,69,-20
78,78,-16
73,73,-15
0,76,-32
32,78,-38
68,73,-56
69,0,-75
76,32,-51
76,68,-36
65,69,-41
67,76,-22
173,76,-21
79,65,-17
83,67,-12
32,173,-16
84,79,-15
82,83,-19
79,32,-15
80,84,-34
80,82,-42
85,79,-43
83,80,-45
32,80,-31
84,85,-25
79,83,-23
78,32,-23
32,84,-22
83,79,-16
69,78,-17
79,32,-12
68,83,-17
32,69,-13
87,79,-14
79,68,-22
76,32,-24
70,87,-48
16,79,-39
82,76,-38
79,70,-18
83,16,-23
78,82,-22
69,79,-18
84,83,-14
16,78,-9
32,69,-19
188,84,-21
84,16,-26
78,32,-27
69,188,-12
77,84,-17
79,78,-16
77,69,-37
32,77,-39
69,79,-42
72,77,-32
84,32,-21
32,69,-25
82,72,-23
79,84,-24
70,32,-22
16,82,-17
190,79,-17
73,70,-13
16,16,-13
65,190,-11
16,73,-10
78,16,-13
69,65,-14
80,16,-37
79,78,-36
16,69,-33
32,80,-29
82,79,-18
79,16,-25
70,32,-22
32,82,-24
71,79,-22
78,70,-17
73,32,-20
86,71,-15
65,78,-15
69,73,-30
76,86,-30
32,65,-38
69,69,-26
82,76,-27
79,32,-24
70,69,-21
69,82,-26
66,79,-23
32,70,-24
69,69,-21
76,66,-15
71,32,-22
79,69,-19
79,76,-23
71,71,-12
16,79,-11
32,79,-12
84,71,-13
65,16,-36
32,32,-42
87,84,-39
79,65,-45
76,32,-21
70,87,-24
82,79,-22
79,76,-22
83,70,-19
78,82,-14
69,79,-32
84,83,-30
16,78,-27
32,69,-17
69,84,-19
84,16,-26
65,32,-21
69,69,-18
82,84,-27
67,65,-22
32,69,-28
79,82,-20
84,67,-25
32,32,-29
78,79,-24
79,84,-29
32,32,-23
84,78,-22
78,79,-24
69,32,-23
87,84,-28
32,78,-24
188,69,-22
87,87,-21
79,32,-18
76,188,-27
76,87,-25
69,79,-27
70,76,-21
68,76,-20
79,69,-25
79,70,-15
71,68,-27
16,79,-25
32,79,-28
78,71,-29
65,16,-34
73,32,-24
16,78,-17
32,65,-17
83,73,-20
65,16,-26
32,32,-19
72,83,-19
67,65,-17
85,32,-18
83,72,-30
32,67,-32
188,85,-33
79,83,-22
78,32,-21
65,188,-15
69,79,-25
72,78,-28
84,65,-30
16,69,-27
32,72,-18
70,84,-18
79,16,-24
32,32,-22
83,70,-19
82,79,-22
79,32,-20
84,83,-25
65,82,-22
69,79,-20
82,84,-17
67,65,-7
32,69,-9
69,82,-20
72,67,-19
84,32,-21
32,69,-8
70,72,-41
79,84,-48
32,32,-52
69,70,-54
77,79,-23
79,32,-23
83,69,-22
16,77,-18
32,79,-17
190,83,-18
82,16,-24
65,32,-20
76,190,-15
73,82,-14
77,65,-9
73,76,-9
83,73,-31
32,77,-36
69,73,-41
84,83,-46
73,32,-23
85,69,-22
81,84,-21
32,73,-24
84,85,-24
67,81,-21
65,32,-18
70,84,-12
32,67,-14
78,65,-12
73,70,-20
32,32,-22
69,78,-41
82,73,-42
65,32,-44
32,69,-41
83,82,-23
69,65,-24
73,32,-22
82,83,-18
65,69,-24
82,73,-22
66,82,-27
73,65,-24
76,82,-26
32,66,-25
79,73,-28
87,76,-30
84,32,-18
32,79,-20
69,87,-15
72,84,-27
84,32,-32
16,69,-28
32,72,-32
190,84,-18
79,16,-20
78,32,-19
65,190,-17
69,79,-25
72,78,-30
84,65,-32
16,69,-29
32,72,-18
69,84,-16
67,16,-26
65,32,-22
76,69,-23
80,67,-18
69,65,-12
82,76,-24
32,80,-28
79,69,-34
84,82,-30
32,32,-22
87,79,-23
79,84,-22
76,32,-23
70,87,-17
16,79,-11
82,76,-20
79,70,-26
83,16,-31
78,82,-30
69,79,-17
84,83,-21
16,78,-13
32,69,-14
68,84,-24
69,16,-30
84,32,-32
65,68,-24
69,69,-20
82,84,-24
67,65,-23
32,69,-24
69,82,-23
76,67,-21
71,32,-25
79,69,-23
79,76,-22
71,71,-27
16,79,-20
18,79,-233179
86,71,-238214
86,16,-238365
86,17,-386
17,86,-476
86,86,-1073
17,86,-1084
17,17,-1114
86,86,-923
86,17,-303
86,86,-264
86,17,-164
86,86,-136
86,67,859
86,71,2112
86,70,2114
86,68,1516
67,71,1359
17,70,1190
71,68,252
70,71,253
68,70,290
71,68,181
70,71,288
68,70,279
71,68,270
70,71,315
68,70,282
71,68,259
