key,timedelta
190,100
190,144
190,96
190,96
190,96
190,82
190,96
190,72
190,98
190,96
190,64
190,98
190,100
190,64
190,128
190,66
190,68
190,96
190,96
190,100
190,100
190,98
190,64
190,128
190,128
190,110
190,96
190,98
190,128
190,64
190,124
190,98
190,128
190,158
190,86
190,98
190,100
190,96
190,98
190,96
190,66
190,72
190,140
190,66
190,100
190,158
190,96
173,128
173,96
173,96
173,96
173,98
173,66
173,66
173,64
173,96
173,112
173,128
90,128
90,104
90,128
90,96
90,94
90,66
90,96
90,96
90,98
90,96
90,100
90,128
90,70
90,80
90,128
90,158
90,168
90,98
90,98
90,98
90,128
90,188
90,128
90,96
90,98
90,126
90,126
90,130
90,128
90,130
90,104
90,96
90,96
90,64
90,66
89,66
89,34
89,66
89,98
89,64
89,96
89,94
89,66
89,66
89,122
89,76
89,124
89,66
89,86
89,66
89,96
89,68
89,108
89,128
89,98
89,96
89,74
89,66
89,66
89,66
89,96
89,44
89,98
89,100
89,96
89,66
89,96
89,94
89,66
89,96
89,106
89,66
89,60
89,104
89,124
89,96
89,66
89,96
89,96
89,74
89,64
89,74
89,62
89,126
89,110
89,106
89,96
89,98
89,66
89,66
89,66
89,96
89,126
89,96
89,66
89,96
89,66
89,96
89,96
89,96
89,64
89,42
89,126
89,98
89,66
89,66
89,68
89,96
89,66
89,64
89,96
89,66
89,100
89,74
89,96
89,96
89,96
89,96
89,96
89,96
89,96
89,66
89,92
89,66
89,96
89,98
89,66
89,64
89,96
89,96
89,66
89,64
89,128
89,96
89,66
89,66
89,96
89,66
89,62
89,68
89,66
89,98
89,126
89,96
89,64
89,96
89,66
89,64
89,96
89,66
89,96
89,66
89,66
89,64
89,96
89,66
89,66
89,34
89,64
89,96
89,96
89,140
89,106
89,92
89,96
89,96
89,126
89,66
89,58
89,128
88,98
88,100
88,96
88,128
88,64
88,96
88,96
88,98
88,66
88,78
88,96
88,98
88,98
88,66
88,96
88,128
88,96
88,96
88,64
88,66
88,126
88,126
88,96
88,64
87,126
87,128
87,96
87,96
87,96
87,94
87,98
87,160
87,198
87,96
87,96
87,126
87,130
87,96
87,66
87,128
87,158
87,96
87,160
87,66
87,190
87,96
87,96
87,140
86,130
86,98
86,162
86,72
86,98
86,112
86,66
86,96
86,100
86,238
86,70
86,98
86,162
86,96
86,128
86,128
86,96
86,126
86,96
86,190
86,96
86,124
86,64
86,130
86,160
86,158
86,98
86,96
86,98
86,96
86,128
86,96
86,96
86,96
86,96
86,128
86,66
86,128
86,130
86,100
86,130
86,130
86,96
86,104
86,66
86,66
86,96
86,128
86,96
86,98
86,96
86,98
86,98
86,128
86,128
86,96
86,160
85,98
85,96
85,66
85,96
85,96
85,64
85,96
85,66
85,64
85,66
85,96
85,66
85,0
85,66
85,96
85,96
85,96
85,74
85,96
85,96
85,96
85,96
85,68
85,128
85,96
85,64
85,98
85,66
85,66
85,96
85,96
85,66
85,66
85,64
85,98
85,72
85,66
85,126
85,98
85,96
85,96
85,96
85,96
85,98
84,66
84,96
84,96
84,96
84,98
84,66
84,68
84,66
84,72
84,122
84,76
84,96
84,98
84,96
84,98
84,66
84,66
84,66
84,96
84,66
84,66
84,98
84,158
84,64
84,96
84,96
84,96
84,66
84,96
84,96
84,38
84,98
84,128
84,72
84,66
84,66
84,64
84,68
84,96
84,96
84,96
84,96
84,130
84,96
84,146
84,96
84,98
84,96
84,128
84,96
84,96
84,98
84,64
84,96
84,66
84,96
84,98
84,68
84,66
84,96
84,66
84,62
84,68
84,96
84,66
84,66
84,98
84,70
84,64
84,64
84,96
84,134
84,92
84,66
84,96
84,94
84,72
84,66
84,68
84,64
84,66
84,64
84,96
84,130
84,96
84,66
84,66
84,128
84,72
84,96
84,66
84,96
84,96
84,66
84,68
84,96
84,68
84,66
84,66
84,96
84,96
84,96
84,96
84,98
84,66
84,64
84,96
84,96
84,72
84,96
84,98
84,64
84,68
84,96
84,96
84,96
84,96
84,66
84,98
84,96
84,96
84,66
84,68
84,66
84,66
84,82
84,96
84,64
84,34
84,126
84,98
84,96
84,66
84,66
84,98
84,96
84,96
84,66
84,66
84,100
84,130
84,36
84,64
84,66
84,64
84,66
84,72
84,64
84,66
84,96
84,96
84,66
84,66
84,68
84,96
84,98
84,66
84,96
84,66
84,64
84,66
84,66
84,66
84,96
83,96
83,98
83,98
83,64
83,96
83,96
83,100
83,98
83,128
83,128
83,64
83,96
83,66
83,96
83,68
83,126
83,66
83,96
83,66
83,108
83,126
83,96
83,98
83,66
83,96
83,96
83,96
83,96
83,96
83,96
83,128
82,96
82,102
82,126
82,96
82,96
82,96
82,116
82,98
82,98
82,96
82,76
82,102
82,98
82,96
82,158
82,126
82,98
82,68
82,128
82,128
82,126
82,86
82,126
82,126
82,104
82,126
82,96
82,98
82,66
82,66
82,96
82,96
82,72
82,128
82,96
82,160
82,98
82,96
82,96
82,96
82,126
82,96
82,130
82,98
82,96
82,126
82,66
82,96
82,70
82,96
82,94
82,96
82,96
82,100
82,94
82,68
82,96
82,66
82,128
82,66
82,34
82,96
82,96
82,66
82,66
82,96
82,96
82,96
82,96
82,94
82,68
82,66
82,96
82,190
82,66
82,100
82,66
82,66
82,96
82,126
82,64
82,128
81,96
81,80
81,98
81,66
81,62
81,98
81,68
81,96
81,64
81,96
81,98
81,98
81,96
81,96
81,34
81,98
81,96
81,96
81,66
81,60
81,98
81,66
81,68
81,96
81,88
81,66
81,96
81,98
81,66
81,96
81,100
81,98
81,66
81,96
81,128
81,92
81,96
81,66
81,62
81,36
81,96
81,64
81,66
81,96
81,98
81,66
81,98
80,66
80,66
80,96
80,96
80,96
80,96
80,96
80,64
80,62
80,128
80,126
80,64
80,96
80,126
79,64
79,96
79,96
79,98
79,96
79,66
78,66
78,158
78,126
78,158
78,96
78,158
78,92
78,94
78,126
78,96
78,92
78,96
78,64
78,96
78,66
78,190
78,64
78,66
78,66
78,78
78,66
78,128
78,62
78,158
78,188
78,66
78,136
78,128
78,66
78,68
78,64
78,192
78,66
78,88
78,96
78,98
78,74
78,96
78,60
78,220
78,126
78,94
78,68
78,96
78,68
78,64
78,160
78,124
78,98
78,128
78,66
78,128
78,96
78,190
78,66
78,68
78,96
78,96
78,252
78,96
78,66
78,66
78,64
78,128
78,96
78,96
78,60
78,96
78,96
78,130
78,66
78,190
78,96
78,94
78,64
78,64
78,96
78,92
78,34
78,66
78,96
78,66
78,66
78,60
78,64
78,96
78,96
78,80
78,66
78,74
78,74
78,96
78,94
78,96
78,66
78,72
78,128
78,194
78,96
78,64
78,192
78,128
78,92
78,130
78,98
78,64
78,96
78,66
78,64
78,190
77,64
77,96
77,96
