down,timedelta,up
32,706137,16
84,-256,32
8,-215,84
32,-695,8
67,-390,32
67,-271,67
84,-318,67
87,-328,84
74,-223,87
72,-312,74
71,-127,71
32,-267,72
68,-239,32
32,-272,68
74,-171,32
78,-295,74
88,-215,78
32,-360,88
188,-262,32
16,-211,190
86,-455,16
74,-232,86
78,-287,74
32,-143,78
68,-255,32
32,-270,68
70,-256,32
75,-263,70
8,-879,75
78,-2584,8
90,-287,78
74,-158,90
78,-271,74
67,-215,78
74,-295,67
67,-247,74
32,-1999,67
66,-639,32
75,-334,66
75,-247,75
69,-183,75
89,-231,69
72,-352,89
84,-294,72
188,-264,84
16,-201,188
32,-583,16
90,-521,32
84,-423,90
76,-357,84
66,-232,76
16,-401,66
32,-527,16
190,-703,32
81,-295,190
66,-558,81
78,-295,66
83,-280,78
188,-335,83
74,-630,188
67,-303,74
32,-306,67
70,-182,32
76,-206,70
74,-344,76
219,-344,74
67,-224,219
8,-240,67
219,-695,8
66,-199,219
32,-319,66
74,-296,32
85,-287,74
74,-295,85
89,-680,74
66,-207,89
32,-1319,66
66,-295,32
75,-255,66
66,-182,75
32,-286,66
74,-275,32
85,-254,74
74,-238,85
78,-280,74
32,-183,78
66,-207,32
78,-295,66
67,-200,78
74,-1015,67
89,-264,74
77,-176,89
75,-287,77
84,-192,75
78,-288,84
70,-175,78
82,-295,70
84,-305,82
75,-248,84
68,-246,75
66,-206,68
72,-288,66
71,-159,72
32,-199,71
66,-360,32
75,-271,66
66,-278,75
32,-383,66
66,-935,32
78,-318,66
67,-798,78
74,-384,67
89,-304,74
80,-270,89
84,-239,80
75,-248,84
74,-278,75
71,-167,74
8,-288,71
74,-639,8
32,-224,74
86,-254,32
74,-194,86
76,-335,74
74,-312,76
78,-264,74
84,-160,78
86,-310,84
32,-272,86
77,-239,32
78,-311,77
67,-207,78
74,-247,67
89,-319,74
78,-270,89
90,-191,78
74,-280,90
72,-327,74
84,-200,72
68,-359,84
32,-197,68
190,-312,32
66,-335,190
72,-247,66
74,-271,72
84,-144,74
78,-271,84
32,-166,78
75,-352,32
66,-254,75
89,-223,66
75,-293,89
74,-256,75
71,-183,74
74,-182,71
76,-310,74
32,-223,76
66,-480,32
75,-383,66
75,-294,75
69,-240,75
89,-295,69
72,-334,89
84,-216,72
188,-271,84
16,-279,188
32,-350,16
75,-719,32
66,-230,75
66,-263,66
89,-215,66
70,-255,89
76,-336,70
16,-265,76
32,-942,16
82,-376,32
66,-359,82
78,-310,66
70,-231,78
86,-351,70
84,-815,86
78,-294,84
70,-303,78
86,-376,70
32,-270,86
81,-350,32
66,-247,81
82,-175,66
67,-295,82
72,-214,67
70,-247,72
87,-406,70
81,-671,87
84,-391,81
68,-319,84
73,-502,68
32,-504,73
69,-278,32
76,-239,69
74,-358,76
85,-295,74
32,-199,85
56,-295,32
51,-814,56
55,-903,51
49,-1886,55
32,-399,49
68,-330,32
16,-233,68
8,-356,16
68,-576,8
13,-538,68
13,-246,13
190,-391,13
66,-464,190
66,-231,66
87,-182,66
70,-288,87
82,-263,70
66,-279,82
65,-223,66
66,-304,65
67,-231,66
72,-342,67
84,-264,72
68,-462,84
66,-544,68
76,-248,66
32,-504,76
66,-296,32
32,-318,66
66,-678,32
66,-247,66
67,-287,66
67,-311,67
84,-335,67
72,-175,84
85,-303,72
84,-184,85
72,-265,84
32,-320,72
188,-319,32
16,-561,190
66,-774,16
78,-246,66
67,-151,78
74,-327,67
89,-271,74
80,-263,89
84,-245,80
75,-223,84
74,-287,75
71,-174,74
32,-951,71
186,-367,32
16,-249,54
219,-550,16
90,-192,219
8,-239,90
8,-237,8
219,-504,8
84,-311,219
66,-273,84
78,-263,66
90,-217,78
89,-262,90
74,-304,89
71,-151,74
32,-287,71
219,-343,32
83,-184,219
68,-318,83
74,-201,68
80,-367,74
8,-327,80
219,-863,8
70,-927,219
188,-264,70
32,-234,188
219,-317,32
84,-327,219
72,-231,84
78,-327,72
32,-175,78
70,-238,32
89,-255,70
32,-191,89
90,-367,32
67,-343,90
78,-303,67
84,-167,78
70,-255,84
68,-255,70
83,-262,68
68,-271,83
74,-151,68
89,-272,74
67,-191,89
74,-246,67
32,-446,74
70,-967,32
78,-247,70
89,-304,78
84,-142,89
86,-327,84
186,-367,86
76,-302,186
84,-246,76
89,-271,84
84,-151,89
86,-352,84
189,-295,86
82,-303,189
67,-342,82
66,-215,67
72,-312,66
32,-284,72
90,-455,32
66,-327,90
72,-455,66
74,-944,72
84,-223,74
78,-351,84
16,-345,78
13,-3902,16
13,-263,13
190,-670,13
68,-247,190
74,-295,68
82,-182,74
67,-304,82
66,-144,67
72,-344,66
32,-280,72
219,-327,32
83,-271,219
78,-254,83
67,-192,78
66,-254,67
88,-222,66
32,-352,88
66,-239,32
66,-271,66
87,-247,66
70,-319,87
80,-239,70
66,-248,80
75,-230,66
70,-271,75
84,-695,70
72,-230,84
32,-239,72
78,-284,32
74,-512,78
32,-439,74
83,-560,32
78,-344,83
66,-272,78
79,-238,66
70,-232,79
80,-229,70
32,-902,80
190,-287,32
77,-335,190
80,-343,77
74,-303,80
86,-110,86
74,-277,74
71,-152,74
32,-255,71
67,-302,32
8,-247,67
68,-415,8
32,-1766,68
68,-312,32
74,-233,68
78,-280,74
82,-127,78
84,-311,82
219,-423,84
188,-359,219
69,-279,188
67,-432,69
32,-349,67
219,-797,32
66,-225,219
79,-266,66
69,-406,79
190,-128,190
68,-271,69
78,-225,68
8,-374,78
68,-543,8
67,-391,68
8,-336,67
78,-611,8
81,-439,78
90,-312,81
80,-255,90
74,-536,80
219,-366,74
32,-3188,219
8,-695,32
13,-1468,8
74,-935,13
78,-333,74
89,-743,78
84,-607,89
8,-272,84
8,-903,8
8,-287,8
74,-919,8
89,-383,74
67,-382,89
72,-350,67
69,-224,72
82,-318,69
89,-318,82
74,-280,89
82,-150,74
32,-247,82
84,-343,32
66,-287,84
89,-327,66
84,-176,89
73,-322,84
83,-229,73
68,-301,83
74,-310,68
71,-207,74
32,-263,71
189,-328,32
32,-248,189
66,-310,32
82,-207,66
66,-376,82
86,-527,66
74,-192,86
89,-287,74
74,-287,89
82,-223,74
222,-318,82
32,-239,222
84,-337,32
72,-223,84
84,-190,72
65,-471,84
67,-744,65
32,-215,67
68,-247,32
32,-271,68
70,-303,32
78,-223,70
89,-319,78
84,-207,89
86,-310,84
186,-183,86
76,-352,186
84,-390,76
89,-279,84
84,-191,89
86,-390,84
189,-375,86
82,-335,189
67,-351,82
66,-159,67
72,-299,66
32,-264,72
77,-224,32
75,-292,77
84,-168,75
87,-407,84
16,-200,87
13,-687,16
8,-24273,13
8,-455,8
8,-287,8
8,-295,8
8,-252,8
8,-88,8
8,621,8
8,1129,8
8,1089,8
8,761,189
8,3146,82
189,2744,67
82,266,66
67,283,72
66,353,32
72,399,77
32,385,75
77,224,84
75,321,87
84,226,16
87,241,13
16,623,13
13,1057,190
13,898,16
190,185,48
48,218,8
16,1760,190
8,1628,69
190,242,80
69,202,66
80,129,75
66,153,70
75,160,89
70,121,70
89,737,32
70,802,69
32,321,86
69,1449,85
86,1362,74
85,290,89
74,849,72
89,800,74
72,289,78
74,209,68
78,240,74
68,201,71
74,81,32
71,76,77
32,217,78
77,177,70
78,129,85
70,290,72
85,153,84
72,169,68
84,210,78
68,457,76
78,578,71
76,146,74
74,129,32
71,1489,50
32,1377,16
222,210,84
16,439,83
84,402,89
83,133,68
89,137,66
68,242,78
66,241,90
78,192,75
90,183,69
75,346,82
69,385,84
82,337,71
84,1081,67
71,1177,50
67,241,16
222,168,32
