down,up,timedelta
70,32,-4189
72,191,-4238
74,16,-4335
85,74,-3974
16,85,-3333
32,74,-3439
70,89,-4337
89,72,-4065
66,84,-4128
82,76,-4203
69,16,-4394
75,32,-3386
16,16,-3455
8,191,-3512
76,70,-3643
16,72,-3600
32,74,-3690
191,85,-3610
16,16,-3691
70,32,-4829
82,70,-3989
77,89,-3959
89,66,-3970
8,82,-3867
8,69,-3836
82,16,-4082
77,75,-4270
84,8,-4422
68,76,-4012
8,16,-4059
72,32,-4185
8,191,-4230
68,16,-4611
84,70,-3236
8,82,-3093
8,77,-3184
84,89,-3617
68,8,-3605
72,8,-3669
84,82,-3445
76,77,-3453
16,84,-3212
32,68,-3982
189,8,-3990
32,72,-3742
83,8,-4423
78,68,-4240
82,84,-4202
89,8,-4146
69,8,-4135
71,84,-3720
32,68,-3887
84,72,-3758
83,84,-3789
8,76,-3640
8,16,-3748
83,32,-3033
81,189,-3363
89,32,-3420
89,83,-2751
84,78,-2767
75,82,-2738
84,89,-2790
67,69,-2870
70,71,-2890
89,32,-2659
32,84,-2745
84,83,-3349
66,8,-3480
73,8,-3605
81,83,-3558
70,81,-3636
186,89,-3613
66,89,-3624
75,84,-3597
188,75,-3674
16,84,-3640
32,67,-3665
16,70,-4070
191,89,-4005
8,32,-4205
32,84,-4208
86,66,-4121
82,73,-4025
8,81,-3817
86,70,-3829
52,186,-3989
32,66,-4011
189,75,-3960
32,188,-3904
16,16,-4230
90,32,-4486
8,16,-4180
190,191,-4423
77,8,-4311
72,32,-3750
74,86,-3816
85,82,-3803
74,8,-3952
75,86,-3520
71,52,-3268
84,32,-3247
78,189,-3364
16,32,-3348
32,16,-3144
90,90,-3698
66,8,-3793
89,190,-3471
8,77,-3190
8,72,-3164
89,74,-3378
66,85,-3325
70,74,-3339
68,75,-3873
74,71,-3886
80,84,-3899
70,78,-3803
72,16,-3905
188,32,-3893
74,90,-2896
32,66,-3858
74,89,-3795
85,8,-3866
74,8,-3858
89,89,-3606
77,66,-3713
75,70,-3599
70,68,-3150
71,74,-3204
66,80,-3198
8,70,-3176
8,72,-3170
8,188,-3155
70,74,-3189
66,32,-2239
71,74,-2335
87,85,-2423
66,74,-2486
89,89,-2389
69,77,-2374
86,75,-2536
32,70,-2585
70,71,-3338
72,66,-3288
78,8,-3361
89,8,-3410
84,8,-3384
87,70,-3299
8,66,-3092
67,71,-3260
32,87,-3211
74,66,-3075
76,89,-3090
32,69,-4022
191,86,-3892
16,32,-3730
86,70,-3064
82,72,-3131
8,78,-3074
86,89,-3307
32,84,-3659
51,87,-3599
8,8,-3594
8,67,-3420
32,32,-3698
50,74,-3728
55,76,-3673
32,32,-3606
189,16,-3685
32,191,-3807
70,86,-4350
85,82,-4285
190,8,-4399
78,86,-4116
67,32,-3790
69,51,-3864
16,8,-3897
8,8,-3817
69,32,-3609
32,50,-3646
74,55,-3604
85,32,-2760
74,189,-2847
82,32,-2888
66,70,-2149
8,85,-2113
82,190,-2163
8,78,-2222
82,67,-2414
75,69,-2679
84,16,-2749
68,8,-2870
16,69,-2751
32,32,-4332
70,74,-4396
72,85,-4327
78,74,-4298
89,82,-4294
84,66,-4226
87,8,-4314
32,82,-4544
74,8,-4408
85,82,-4214
74,75,-3994
89,84,-4061
89,68,-4006
74,16,-4138
8,32,-2658
8,70,-2675
74,72,-3049
74,78,-3084
81,89,-3102
70,84,-3197
72,87,-3044
32,32,-2737
74,74,-2693
76,85,-2657
32,74,-3109
84,89,-3138
85,89,-3124
74,74,-3082
72,8,-2923
74,8,-2924
76,74,-2649
74,74,-2774
78,81,-2709
68,70,-2583
70,72,-2682
32,32,-2665
74,74,-2696
71,76,-2589
32,32,-2777
84,84,-2785
66,85,-2872
89,74,-2852
90,72,-2954
74,74,-2826
78,76,-2823
8,74,-2641
8,78,-2623
8,68,-2766
74,70,-2931
78,32,-2964
70,74,-2965
67,71,-3056
67,32,-2420
70,84,-2422
72,66,-2313
16,89,-2391
13,90,-2446
191,74,-2892
78,78,-3012
84,8,-3040
68,8,-3125
74,8,-3100
67,74,-2861
77,78,-2860
75,70,-2849
84,67,-2762
8,67,-2735
74,70,-3124
67,72,-3098
32,16,-3326
81,13,-2914
66,191,-3055
82,78,-2947
67,84,-2951
72,68,-2802
74,74,-2859
85,67,-2907
74,77,-2920
75,75,-2931
71,84,-2898
8,8,-2964
8,74,-2503
8,67,-2606
71,32,-2805
74,81,-2841
75,66,-2330
84,82,-2267
78,67,-2288
32,72,-2357
68,74,-2339
32,85,-2393
189,74,-2316
32,75,-2400
90,71,-3318
66,8,-3356
89,8,-3242
84,8,-3251
75,71,-2885
84,74,-2862
76,75,-2862
32,84,-4052
74,78,-4086
85,32,-4090
74,68,-4155
89,32,-4112
77,189,-4187
75,32,-4193
70,90,-3265
66,66,-3231
8,89,-3690
8,84,-3666
66,75,-3938
78,84,-3942
72,76,-4058
74,32,-3037
78,74,-3547
66,85,-3502
72,74,-3339
72,89,-3290
84,77,-3205
78,75,-3280
8,70,-3404
8,66,-3839
8,8,-3359
8,8,-3244
8,66,-2965
8,78,-2865
8,72,-2749
8,74,-2996
66,78,-3623
72,66,-3657
87,72,-3776
66,72,-4362
89,84,-4405
69,78,-4419
86,8,-4302
189,8,-3796
74,66,-2576
89,72,-2580
68,87,-2511
66,66,-2015
78,89,-3416
70,69,-3577
72,86,-3438
78,189,-3365
67,74,-2719
66,89,-2799
89,68,-2727
66,66,-2601
86,78,-1204
8,70,-1111
8,72,-1202
8,78,-1233
8,67,-2299
66,66,-2437
86,89,-2585
66,66,-2658
89,86,-2635
76,8,-2703
70,8,-2668
32,8,-3873
90,8,-2879
66,66,-2565
89,86,-2513
84,66,-2440
72,89,-2419
80,76,-2314
32,70,-2444
66,32,-1157
82,90,-1232
88,66,-1176
74,89,-1149
78,84,-1189
32,72,-1212
67,80,-1146
32,32,-1104
191,66,-1073
16,82,-1057
8,88,-959
8,74,-1026
8,78,-1025
32,32,-1388
191,67,-1356
16,32,-1371
8,191,-1392
32,16,-1671
191,8,-1617
16,8,-2175
90,8,-2647
8,32,-2278
32,191,-2536
66,16,-2848
89,8,-2640
84,32,-2513
75,191,-2406
84,16,-2201
67,90,-1341
74,8,-1482
71,32,-1211
32,66,-1152
74,89,-1192
85,84,-1243
74,75,-1310
82,84,-1316
67,67,-1322
77,74,-1331
75,71,-1305
84,32,-1132
67,74,-1171
32,85,-1810
74,74,-1698
85,82,-1784
8,67,-1777
8,77,-1756
8,75,-1833
8,84,-1911
32,67,-2210
74,32,-1807
85,74,-1853
74,85,-1923
8,8,-1945
81,8,-2235
74,8,-2223
82,8,-2234
67,32,-1948
72,74,-1751
74,85,-1811
85,74,-1737
74,8,-2184
75,81,-1820
71,74,-1761
84,82,-1772
78,67,-1750
16,72,-1716
32,74,-2690
68,85,-2697
70,74,-2213
78,75,-2249
67,71,-2238
8,84,-2390
70,78,-3648
74,16,-3758
67,32,-2590
32,68,-2538
68,70,-2482
32,78,-2496
78,67,-2526
66,8,-2282
76,70,-1060
74,74,-1039
219,67,-1146
68,32,-1198
16,68,-1115
16,32,-1041
16,78,-943
16,66,-916
16,76,-810
16,74,-1169
32,219,-1718
191,68,-2456
86,16,-3699
82,32,-2564
52,191,-2277
32,86,-1546
189,82,-1432
32,52,-985
190,32,-600
77,189,-764
72,32,-828
74,190,-762
85,77,-650
74,72,-678
75,74,-537
71,85,-504
84,74,-445
78,75,-559
16,71,-543
32,84,-810
90,78,-905
66,16,-1084
89,32,-581
70,90,-543
68,66,-673
74,89,-742
80,70,-784
70,68,-522
72,74,-532
188,80,-485
74,70,-638
32,72,-1329
74,188,-1216
85,74,-1135
74,32,-461
89,74,-526
77,85,-619
75,74,-491
70,89,-460
71,77,-481
66,75,-1201
87,70,-1336
66,71,-1468
89,66,-942
69,87,-786
86,66,-618
32,89,-840
70,69,-1324
72,86,-1225
78,32,-946
89,70,-567
84,72,-571
87,78,-623
32,89,-543
74,84,-505
76,87,-463
191,32,-531
32,74,-463
16,76,-324
16,32,-201
16,16,-210
16,191,-205
16,86,249
86,82,110
82,8,-5
8,86,149
86,32,95
32,51,54
51,8,22
8,50,414
50,55,36
55,32,349
32,189,50
189,32,76
32,70,540
70,85,101
85,190,172
190,78,92
78,67,33
67,69,97
69,16,-73
16,8,-101
8,69,287
69,32,93
32,74,-58
74,85,47
85,74,106
74,82,111
82,66,323
66,75,48
75,84,-23
84,68,90
68,16,-68
16,32,102
32,70,600
70,72,-4
72,78,599
78,8,140
8,89,279
89,89,50
89,84,-79
84,87,17
87,8,-21
8,8,85
8,84,390
84,81,94
81,32,576
32,74,-10
74,85,65
85,74,271
74,89,88
89,89,62
89,8,510
8,74,274
74,74,54
74,81,54
81,70,69
70,72,-6
72,32,65
32,74,-38
74,76,62
76,32,405
32,84,225
84,85,27
85,74,56
74,72,50
72,74,60
74,76,91
76,74,235
74,78,64
78,68,-48
68,70,69
70,32,69
32,74,5
74,71,-53
71,8,27
8,8,43
8,8,71
8,32,169
32,74,-27
74,76,43
76,32,40
32,84,16
84,66,70
66,89,30
89,90,10
90,74,92
74,78,64
78,67,66
67,67,72
67,70,48
70,16,109
72,72,-95
16,13,-36
13,191,689
191,78,235
78,84,39
84,68,87
68,74,-5
74,67,-5
67,77,15
77,75,-46
75,84,-21
84,67,81
67,32,133
32,81,94
81,66,126
66,82,81
82,67,59
67,72,38
72,74,282
74,85,165
85,74,849
74,75,-37
75,71,44
71,84,101
84,16,100
78,78,-105
16,32,21
32,68,-32
68,8,6
8,16,281
68,68,-84
16,32,46
32,189,124
189,8,59
8,8,70
8,16,741
16,16,304
16,32,181
32,68,11
68,32,31
32,90,616
90,66,122
66,89,32
89,84,70
84,75,-10
75,84,-10
84,76,25
76,32,890
32,74,5
74,85,61
85,74,75
74,89,93
89,77,118
77,75,-64
75,70,45
70,66,82
66,72,722
72,74,63
74,78,58
78,66,494
66,72,29
72,72,65
72,84,66
84,78,5
78,189,793
189,8,68
8,85,382
85,74,117
74,89,118
89,68,146
68,66,554
66,78,128
78,70,11
70,72,-37
72,78,64
78,67,15
67,8,-4
8,78,657
78,66,688
66,89,-5
89,66,-15
66,86,88
86,76,409
76,70,27
70,8,-37
8,76,284
76,32,140
32,90,1218
90,66,105
66,89,5
89,84,23
84,72,27
72,80,103
80,8,79
8,8,55
8,72,177
72,67,-15
67,32,38
32,66,15
66,82,79
82,88,82
88,74,69
74,78,68
78,32,53
32,67,-36
67,32,70
32,191,-48
191,16,-69
16,8,6
8,191,369
191,90,1073
90,66,95
66,89,-27
89,84,71
84,75,-38
75,84,41
84,67,79
67,74,54
74,71,-25
71,32,817
32,74,-5
74,85,37
85,74,69
74,82,-28
82,8,23
8,8,30
8,82,384
82,74,-58
74,67,70
67,77,44
77,75,-69
75,84,-22
84,67,81
67,32,450
32,74,-5
74,85,52
85,74,97
74,82,-10
82,67,61
67,72,5
72,74,67
74,85,77
85,74,684
74,75,-57
75,71,42
71,84,80
84,16,77
78,78,-121
16,32,241
32,68,162
68,70,55
70,78,-20
78,8,67
8,8,57
8,78,395
78,70,-84
70,67,66
67,74,22
74,67,-10
67,32,34
32,68,57
68,32,28
32,78,67
78,66,-16
66,76,48
76,74,75
74,219,69
219,68,37
68,16,-73
16,13,66
13,191,563
191,66,144
66,78,36
78,67,-21
67,70,65
70,75,-10
75,188,62
188,74,131
74,32,397
32,81,73
81,74,29
74,82,-15
82,67,72
67,76,49
76,74,191
74,85,97
85,74,115
74,75,523
75,74,75
74,8,86
8,8,98
8,74,512
74,75,-21
75,68,33
68,16,-70
16,8,-27
8,8,56
8,74,192
74,68,93
68,32,87
32,84,1029
84,89,62
89,74,82
74,81,53
81,70,58
70,72,-11
72,32,71
32,86,867
86,74,174
74,82,76
82,67,78
67,85,45
85,190,138
190,78,127
78,67,134
67,69,140
69,74,270
74,82,85
82,66,83
66,8,10
8,82,364
82,75,16
75,84,24
84,68,148
68,16,-106
16,32,-5
32,68,76
68,8,27
8,68,160
68,16,-78
16,32,516
32,90,33
90,89,102
89,68,30
68,84,96
84,72,16
72,84,39
84,76,42
76,32,239
32,189,101
189,8,138
8,8,60
8,8,64
8,84,146
84,76,16
76,32,668
32,32,116
32,74,336
74,68,-28
68,74,15
74,89,85
89,70,-27
70,89,30
89,74,99
74,82,10
82,16,-80
16,13,103
13,32,347
32,191,143
191,90,-5
90,8,754
8,90,2519
90,66,151
66,89,-10
89,84,164
84,8,5
8,66,448
66,88,538
88,70,88
70,89,5
89,80,59
80,32,412
32,84,417
84,66,95
66,85,46
85,69,11
69,72,92
72,76,97
76,32,487
32,66,-5
66,32,5
32,77,-42
77,78,50
78,67,-32
67,84,74
84,32,498
32,70,-5
70,86,54
86,66,62
66,89,23
89,74,94
74,71,-16
71,74,-5
74,78,64
78,32,509
32,74,11
74,85,56
85,74,94
74,78,74
78,222,93
222,32,333
32,69,49
69,16,-58
16,8,502
8,8,103
8,8,141
8,8,353
8,82,1092
8,16,1123
8,32,1416
8,66,2164
8,82,1840
82,75,1388
16,83,1471
32,67,1356
66,67,714
82,16,522
75,13,1171
83,191,2214
67,52,3232
67,48,3598
16,48,3642
13,50,3080
191,32,2172
52,191,969
48,16,447
48,66,1233
50,82,1288
32,66,1203
191,8,1213
16,8,1296
66,82,757
82,32,842
66,78,741
8,67,767
8,66,822
82,78,733
32,70,521
78,78,520
67,67,509
66,32,1201
78,81,1183
70,74,1194
78,89,1259
67,8,1327
32,74,844
81,89,1024
74,84,1049
89,68,1072
8,78,1023
74,67,738
89,72,854
84,70,974
68,76,954
78,69,889
67,67,891
72,74,616
70,85,574
76,32,1154
69,70,1333
67,188,1297
74,186,1437
85,69,1548
32,75,950
70,67,809
188,32,756
186,90,608
69,70,405
75,8,362
67,8,433
32,8,502
90,90,615
70,70,680
8,8,707
8,8,1054
8,74,1338
90,85,1238
70,74,1236
8,89,1310
8,77,1009
74,75,608
85,70,739
74,72,827
89,84,764
77,76,764
75,84,790
70,65,754
72,16,533
84,32,980
76,16,901
84,54,841
65,8,1042
16,16,1238
32,186,913
54,8,777
16,32,1380
8,86,1520
186,16,1099
8,32,1393
16,191,1698
32,67,1157
86,50,1278
16,32,1660
32,8,1752
191,8,1506
67,32,1924
50,70,1728
32,71,1219
8,87,1044
8,66,1101
32,75,524
71,188,566
70,70,657
87,78,599
66,32,557
75,16,561
188,54,418
70,8,659
78,32,1807
32,70,1758
54,76,1766
16,74,1661
8,85,1670
32,32,675
70,50,714
76,48,709
74,48,717
85,50,712
32,32,596
50,66,826
48,67,889
48,66,893
50,71,935
32,84,1195
66,72,909
67,84,840
66,71,815
71,32,782
84,84,462
72,83,556
84,89,563
71,89,541
32,70,462
84,16,523
83,76,370
89,13,559
89,191,950
70,68,1499
76,70,1548
16,78,1486
13,67,1403
191,74,938
68,67,405
70,32,431
78,74,411
67,85,459
74,84,464
67,17,714
32,8,824
74,8,930
85,8,1088
84,8,1278
8,32,2994
8,74,2877
17,85,3023
8,84,2713
8,32,2687
32,68,984
74,70,1085
85,78,1192
84,67,1153
32,8,677
68,68,876
70,74,942
78,67,821
67,32,973
8,68,962
68,32,716
74,219,613
67,66,1080
32,79,1053
68,8,1103
32,66,1311
219,80,1345
66,8,870
79,8,874
8,66,994
66,80,806
80,90,715
8,76,684
8,8,634
66,8,506
80,76,554
90,90,694
76,74,862
8,219,929
8,68,1000
76,32,1059
90,191,840
74,16,610
219,81,2165
68,66,2243
32,89,2071
191,70,2070
16,68,2119
81,74,554
66,80,430
89,70,439
70,72,451
68,188,496
74,74,600
80,32,2635
70,219,2665
72,83,2787
188,89,2754
74,77,2770
32,75,664
219,70,700
83,8,577
89,66,727
77,71,651
75,66,795
70,87,1701
8,66,1810
66,89,1575
71,69,1562
66,86,1537
87,32,714
66,84,1364
89,67,1504
69,69,1546
86,78,1519
32,70,1389
84,78,631
67,67,529
69,32,521
78,66,445
70,32,675
78,219,1633
67,70,1555
32,8,1468
66,8,1524
32,219,1594
219,66,652
70,87,806
8,8,780
8,70,996
219,66,863
66,89,839
87,70,802
8,72,791
70,85,524
66,32,768
89,191,748
70,16,604
72,70,773
85,89,1023
32,74,735
191,81,779
16,70,864
70,72,785
89,32,686
74,74,644
81,85,641
70,74,664
72,89,657
32,77,638
74,75,610
85,70,656
74,71,691
89,66,683
77,87,622
75,66,717
70,89,701
71,69,609
66,86,639
87,32,629
66,74,1709
89,85,1755
69,74,1871
86,82,1764
32,67,1767
74,85,673
85,190,752
74,78,965
82,67,1835
67,69,2220
85,8,2213
190,69,2424
78,16,2048
67,74,1703
69,82,1242
8,66,1256
69,8,963
16,82,1183
74,75,1066
82,84,1114
66,68,1358
8,16,1281
82,32,1202
75,87,1293
84,66,1406
68,89,1016
16,70,1025
32,72,943
87,85,463
66,32,500
89,66,1245
70,66,1291
72,89,1333
85,84,1359
32,75,1226
66,68,538
66,74,407
89,89,471
84,70,468
75,78,469
68,67,422
74,69,547
89,8,531
70,8,544
78,8,612
67,8,676
69,8,645
8,8,658
8,71,708
8,78,661
8,67,595
8,82,599
8,69,489
71,67,392
78,32,442
67,188,538
82,74,764
69,16,749
67,8,785
32,8,705
188,74,807
74,32,670
16,50,754
8,16,718
8,32,1240
74,16,1899
32,80,1775
50,74,1653
16,8,1343
32,74,1519
80,189,1864
74,8,2133
8,32,2621
16,57,2847
74,48,2962
189,49,2079
8,49,1828
32,32,1550
57,16,2048
48,51,1837
49,32,3138
49,52,3487
32,48,3221
51,48,2391
16,50,2547
16,191,2820
16,50,2961
16,49,2964
16,191,3911
16,8,3577
32,190,3056
52,54,2704
48,48,2929
48,32,3283
50,78,3198
191,74,2900
50,32,3243
49,66,3316
191,78,2447
8,67,2357
190,70,2028
54,75,1947
48,188,1731
32,74,1344
78,32,2160
74,81,2161
32,74,1789
66,82,1758
78,67,1809
67,76,1836
70,74,1858
75,85,1902
188,74,1998
74,75,1883
32,74,1146
81,68,1167
74,16,1103
82,32,1617
67,89,1671
76,74,1754
74,82,1682
85,70,1708
74,80,1676
75,16,1619
74,32,1687
68,13,1809
16,32,3085
32,84,2637
89,66,2622
74,89,2476
82,70,2501
70,88,2469
